genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID17,118.0762853,53.51014234,-53.51014234,0,0,0,dark
WT,ID17,118.2284576,53.41181707,-53.41181707,0.1521723,0.09832527,1,dark
WT,ID17,118.1699334,53.37414258,-53.37414258,0.0936481,0.13599976,2,dark
WT,ID17,118.6451796,53.49911291,-53.49911291,0.5688943,0.01102943,3,dark
WT,ID17,118.8337821,53.38694382,-53.38694382,0.7574968,0.12319852,4,dark
WT,ID17,119.1968669,53.70216026,-53.70216026,1.1205816,-0.19201792,5,dark
WT,ID17,119.1681039,53.4505685,-53.4505685,1.0918186,0.05957384,6,dark
WT,ID17,119.5390062,53.65225557,-53.65225557,1.4627209,-0.14211323,7,dark
WT,ID17,119.9923619,53.28631857,-53.28631857,1.9160766,0.22382377,8,dark
WT,ID17,120.0694456,53.70929245,-53.70929245,1.9931603,-0.19915011,9,dark
WT,ID17,120.3255117,53.87511335,-53.87511335,2.2492264,-0.36497101,10,dark
WT,ID17,120.9123896,54.13986509,-54.13986509,2.8361043,-0.62972275,11,dark
WT,ID17,121.1460771,54.12415581,-54.12415581,3.0697918,-0.61401347,12,dark
WT,ID17,121.4108816,54.59719853,-54.59719853,3.3345963,-1.08705619,13,dark
WT,ID17,121.9625133,54.801855,-54.801855,3.886228,-1.29171266,14,dark
WT,ID17,122.1353038,54.93509197,-54.93509197,4.0590185,-1.42494963,15,dark
WT,ID17,122.3243876,55.08256902,-55.08256902,4.2481023,-1.57242668,16,dark
WT,ID17,122.5378825,55.52335506,-55.52335506,4.4615972,-2.01321272,17,dark
WT,ID17,122.9992556,55.87375766,-55.87375766,4.9229703,-2.36361532,18,dark
WT,ID17,123.086611,55.98456599,-55.98456599,5.0103257,-2.47442365,19,dark
WT,ID17,123.3048716,56.39197888,-56.39197888,5.2285863,-2.88183654,20,dark
WT,ID17,123.8548292,56.57729768,-56.57729768,5.7785439,-3.06715534,21,dark
WT,ID17,123.9558398,57.02615043,-57.02615043,5.8795545,-3.51600809,22,dark
