genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID28,20.45523729,62.1794223,-62.1794223,0,0,0,dark
WT,ID28,20.29302591,62.30238007,-62.30238007,-0.16221138,-0.12295777,1,dark
WT,ID28,20.25314403,62.5899721,-62.5899721,-0.20209326,-0.4105498,2,dark
WT,ID28,20.26525143,62.89376068,-62.89376068,-0.18998586,-0.71433838,3,dark
WT,ID28,20.25300341,63.07801415,-63.07801415,-0.20223388,-0.89859185,4,dark
WT,ID28,20.27935176,63.08983266,-63.08983266,-0.17588553,-0.91041036,5,dark
WT,ID28,20.33530291,63.105838,-63.105838,-0.11993438,-0.9264157,6,dark
WT,ID28,20.40993858,63.08644609,-63.08644609,-0.04529871,-0.90702379,7,dark
WT,ID28,20.47319018,63.0351747,-63.0351747,0.01795289,-0.8557524,8,dark
WT,ID28,20.59278975,62.86436676,-62.86436676,0.13755246,-0.68494446,9,dark
WT,ID28,20.78162527,62.69523878,-62.69523878,0.32638798,-0.51581648,10,dark
WT,ID28,20.7895483,62.45826112,-62.45826112,0.33431101,-0.27883882,11,dark
WT,ID28,20.97879563,62.11712832,-62.11712832,0.52355834,0.06229398,12,dark
WT,ID28,21.01256497,62.0369008,-62.0369008,0.55732768,0.1425215,13,dark
WT,ID28,21.06754468,61.86462755,-61.86462755,0.61230739,0.31479475,14,dark
WT,ID28,21.11395057,61.60826167,-61.60826167,0.65871328,0.57116063,15,dark
WT,ID28,21.14264928,61.39740215,-61.39740215,0.68741199,0.78202015,16,dark
WT,ID28,21.1527295,61.20824975,-61.20824975,0.69749221,0.97117255,17,dark
WT,ID28,21.21157862,60.98378769,-60.98378769,0.75634133,1.19563461,18,dark
WT,ID28,21.17166407,60.80582709,-60.80582709,0.71642678,1.37359521,19,dark
WT,ID28,21.22419684,60.56201518,-60.56201518,0.76895955,1.61740712,20,dark
WT,ID28,21.21237741,60.27414133,-60.27414133,0.75714012,1.90528097,21,dark
WT,ID28,21.25392227,60.13142167,-60.13142167,0.79868498,2.04800063,22,dark
WT,ID28,21.23304717,59.95636377,-59.95636377,0.77780988,2.22305853,23,dark
WT,ID28,21.13889653,59.69933909,-59.69933909,0.68365924,2.48008321,24,dark
WT,ID28,21.13460751,59.34071174,-59.34071174,0.67937022,2.83871056,25,dark
WT,ID28,21.13363136,59.18533533,-59.18533533,0.67839407,2.99408697,26,dark
WT,ID28,21.12371425,58.91234456,-58.91234456,0.66847696,3.26707774,27,dark
WT,ID28,21.04792122,58.72485342,-58.72485342,0.59268393,3.45456888,28,dark
WT,ID28,20.96236341,58.40364686,-58.40364686,0.50712612,3.77577544,29,dark
WT,ID28,20.88227725,58.18360203,-58.18360203,0.42703996,3.99582027,30,dark
WT,ID28,20.61634681,57.98222282,-57.98222282,0.16110952,4.19719948,31,dark
WT,ID28,20.39974752,57.77206836,-57.77206836,-0.05548977,4.40735394,32,dark
WT,ID28,20.19127601,57.47255688,-57.47255688,-0.26396128,4.70686542,33,dark
WT,ID28,20.10289802,57.18420339,-57.18420339,-0.35233927,4.99521891,34,dark
WT,ID28,19.82740267,57.08108307,-57.08108307,-0.62783462,5.09833923,35,dark
WT,ID28,19.47269252,56.76674985,-56.76674985,-0.98254477,5.41267245,36,dark
WT,ID28,19.44101529,56.58406772,-56.58406772,-1.014222,5.59535458,37,dark
WT,ID28,19.17980913,56.32260967,-56.32260967,-1.27542816,5.85681263,38,dark
WT,ID28,18.87111629,56.24281212,-56.24281212,-1.584121,5.93661018,39,dark
WT,ID28,18.51957411,56.09791389,-56.09791389,-1.93566318,6.08150841,40,dark
WT,ID28,18.29281328,56.01675215,-56.01675215,-2.16242401,6.16267015,41,dark
WT,ID28,18.01549586,55.9354449,-55.9354449,-2.43974143,6.2439774,42,dark
WT,ID28,17.64164342,55.87935176,-55.87935176,-2.81359387,6.30007054,43,dark
WT,ID28,17.43828298,55.7318602,-55.7318602,-3.01695431,6.4475621,44,dark
WT,ID28,16.92824885,55.50072577,-55.50072577,-3.52698844,6.67869653,45,dark
WT,ID28,16.4916111,55.51231303,-55.51231303,-3.96362619,6.66710927,46,dark
WT,ID28,16.17421617,55.48013379,-55.48013379,-4.28102112,6.69928851,47,dark
WT,ID28,15.8708233,55.33945377,-55.33945377,-4.58441399,6.83996853,48,dark
WT,ID28,15.38169582,55.47508502,-55.47508502,-5.07354147,6.70433728,49,dark
WT,ID28,15.03175485,55.35787166,-55.35787166,-5.42348244,6.82155064,50,dark
WT,ID28,14.70946317,55.49904644,-55.49904644,-5.74577412,6.68037586,51,dark
WT,ID28,14.28762714,55.50153303,-55.50153303,-6.16761015,6.67788927,52,dark
WT,ID28,13.88941044,55.59337701,-55.59337701,-6.56582685,6.58604529,53,dark
WT,ID28,13.50551409,55.63923477,-55.63923477,-6.9497232,6.54018753,54,dark
WT,ID28,13.12670579,55.84190906,-55.84190906,-7.3285315,6.33751324,55,dark
WT,ID28,12.86512642,55.90395508,-55.90395508,-7.59011087,6.27546722,56,dark
WT,ID28,12.33202853,56.02233774,-56.02233774,-8.12320876,6.15708456,57,dark
WT,ID28,12.08787102,56.0608741,-56.0608741,-8.36736627,6.1185482,58,dark
WT,ID28,11.76015276,56.15581141,-56.15581141,-8.69508453,6.02361089,59,dark
WT,ID28,11.48184712,56.39932838,-56.39932838,-8.97339017,5.78009392,60,dark
WT,ID28,11.1607625,56.53207721,-56.53207721,-9.29447479,5.64734509,61,dark
WT,ID28,10.91367001,56.79342642,-56.79342642,-9.54156728,5.38599588,62,dark
WT,ID28,10.44389173,56.90493802,-56.90493802,-10.01134556,5.27448428,63,dark
WT,ID28,10.15187084,57.04290946,-57.04290946,-10.30336645,5.13651284,64,dark
WT,ID28,9.967149858,57.15354039,-57.15354039,-10.48808743,5.02588191,65,dark
WT,ID28,9.681124332,57.4027568,-57.4027568,-10.77411296,4.7766655,66,dark
WT,ID28,9.413607126,57.56541963,-57.56541963,-11.04163016,4.61400267,67,dark
WT,ID28,9.334503339,57.76821463,-57.76821463,-11.12073395,4.41120767,68,dark
WT,ID28,9.202900417,57.9434115,-57.9434115,-11.25233687,4.2360108,69,dark
WT,ID28,9.180888591,58.08243974,-58.08243974,-11.2743487,4.09698256,70,dark
WT,ID28,9.028485269,58.09632853,-58.09632853,-11.42675202,4.08309377,71,dark
WT,ID28,9.047517702,58.14220893,-58.14220893,-11.40771959,4.03721337,72,dark
WT,ID28,9.049085239,58.27363302,-58.27363302,-11.40615205,3.90578928,73,dark
WT,ID28,9.010375694,58.382892,-58.382892,-11.4448616,3.7965303,74,dark
WT,ID28,9.023831739,58.51002654,-58.51002654,-11.43140555,3.66939576,75,dark
WT,ID28,9.080114106,58.66486159,-58.66486159,-11.37512318,3.51456071,76,dark
WT,ID28,9.111152579,58.77407929,-58.77407929,-11.34408471,3.40534301,77,dark
WT,ID28,9.11199542,58.82562469,-58.82562469,-11.34324187,3.35379761,78,dark
WT,ID28,9.165912291,58.82413888,-58.82413888,-11.289325,3.35528342,79,dark
WT,ID28,9.24427451,58.84434359,-58.84434359,-11.21096278,3.33507871,80,dark
WT,ID28,9.259154134,58.86340877,-58.86340877,-11.19608316,3.31601353,81,dark
WT,ID28,9.372560376,58.85401422,-58.85401422,-11.08267691,3.32540808,82,dark
WT,ID28,9.554586847,58.82906279,-58.82906279,-10.90065044,3.35035951,83,dark
WT,ID28,9.713705546,58.76052214,-58.76052214,-10.74153174,3.41890016,84,dark
WT,ID28,9.902287643,58.72912399,-58.72912399,-10.55294965,3.45029831,85,dark
WT,ID28,9.999146236,58.62484753,-58.62484753,-10.45609105,3.55457477,86,dark
WT,ID28,10.07142622,58.46734507,-58.46734507,-10.38381107,3.71207723,87,dark
WT,ID28,10.1326759,58.40000159,-58.40000159,-10.32256139,3.77942071,88,dark
WT,ID28,10.15370073,58.24460655,-58.24460655,-10.30153656,3.93481575,89,dark
WT,ID28,10.22190785,58.22867871,-58.22867871,-10.23332944,3.95074359,90,dark
WT,ID28,10.20099277,58.09371454,-58.09371454,-10.25424452,4.08570776,91,dark
WT,ID28,10.35510384,58.05997758,-58.05997758,-10.10013345,4.11944472,92,dark
WT,ID28,10.39391448,58.0564227,-58.0564227,-10.06132281,4.1229996,93,dark
WT,ID28,10.46100223,58.02079068,-58.02079068,-9.99423506,4.15863162,94,dark
WT,ID28,10.56114324,57.98153842,-57.98153842,-9.89409405,4.19788388,95,dark
WT,ID28,10.5731916,57.81547471,-57.81547471,-9.88204569,4.36394759,96,dark
WT,ID28,10.61265707,57.65288806,-57.65288806,-9.84258022,4.52653424,97,dark
WT,ID28,10.63273641,57.68897129,-57.68897129,-9.82250088,4.49045101,98,dark
WT,ID28,10.66303034,57.55826136,-57.55826136,-9.79220695,4.62116094,99,dark
WT,ID28,10.58465696,57.47931372,-57.47931372,-9.87058033,4.70010858,100,dark
WT,ID28,10.56735225,57.32818549,-57.32818549,-9.88788504,4.85123681,101,dark
