genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID11,20.37931873,411.5820739,-411.5820739,0,0,0,dark
WT,ID11,20.33972258,411.1199825,-411.1199825,-0.03959615,0.4620914,1,dark
WT,ID11,20.43800288,410.6259902,-410.6259902,0.05868415,0.9560837,2,dark
WT,ID11,20.44421399,409.8173077,-409.8173077,0.06489526,1.7647662,3,dark
WT,ID11,20.45125446,409.3469972,-409.3469972,0.07193573,2.2350767,4,dark
WT,ID11,20.60063734,408.8045446,-408.8045446,0.22131861,2.7775293,5,dark
WT,ID11,20.39883906,408.2283036,-408.2283036,0.01952033,3.3537703,6,dark
WT,ID11,20.55850307,407.7771048,-407.7771048,0.17918434,3.8049691,7,dark
WT,ID11,20.54942592,407.1909795,-407.1909795,0.17010719,4.3910944,8,dark
WT,ID11,20.4721606,406.7202676,-406.7202676,0.09284187,4.8618063,9,dark
WT,ID11,20.35732887,406.3523255,-406.3523255,-0.02198986,5.2297484,10,dark
WT,ID11,20.239812,405.6598045,-405.6598045,-0.13950673,5.9222694,11,dark
WT,ID11,20.04414867,405.1242325,-405.1242325,-0.33517006,6.4578414,12,dark
WT,ID11,19.94029086,404.7559556,-404.7559556,-0.43902787,6.8261183,13,dark
WT,ID11,19.85175479,404.2744485,-404.2744485,-0.52756394,7.3076254,14,dark
WT,ID11,19.74375808,403.4933008,-403.4933008,-0.63556065,8.0887731,15,dark
WT,ID11,19.56263077,402.9322122,-402.9322122,-0.81668796,8.6498617,16,dark
WT,ID11,19.19420532,402.46425,-402.46425,-1.18511341,9.1178239,17,dark
WT,ID11,19.11276837,401.8787256,-401.8787256,-1.26655036,9.7033483,18,dark
WT,ID11,18.97213421,401.2236628,-401.2236628,-1.40718452,10.3584111,19,dark
WT,ID11,18.89393541,400.7949045,-400.7949045,-1.48538332,10.7871694,20,dark
WT,ID11,18.81095851,399.9681083,-399.9681083,-1.56836022,11.6139656,21,dark
WT,ID11,18.52175861,399.3694694,-399.3694694,-1.85756012,12.2126045,22,dark
WT,ID11,18.29861822,398.8061296,-398.8061296,-2.08070051,12.7759443,23,dark
WT,ID11,18.30700773,398.201631,-398.201631,-2.072311,13.3804429,24,dark
WT,ID11,18.39853505,397.3983814,-397.3983814,-1.98078368,14.1836925,25,dark
WT,ID11,18.28744589,396.9482895,-396.9482895,-2.09187284,14.6337844,26,dark
WT,ID11,18.34553271,396.2167391,-396.2167391,-2.03378602,15.3653348,27,dark
WT,ID11,18.41765661,395.5378828,-395.5378828,-1.96166212,16.0441911,28,dark
WT,ID11,18.36885507,395.0967197,-395.0967197,-2.01046366,16.4853542,29,dark
WT,ID11,18.55569001,394.395741,-394.395741,-1.82362872,17.1863329,30,dark
WT,ID11,18.31578631,393.6207044,-393.6207044,-2.06353242,17.9613695,31,dark
WT,ID11,18.61356462,393.0787411,-393.0787411,-1.76575411,18.5033328,32,dark
WT,ID11,18.46212731,392.4009504,-392.4009504,-1.91719142,19.1811235,33,dark
WT,ID11,18.63023797,391.8368451,-391.8368451,-1.74908076,19.7452288,34,dark
WT,ID11,18.48764171,391.1098899,-391.1098899,-1.89167702,20.472184,35,dark
WT,ID11,18.50945043,390.5055159,-390.5055159,-1.8698683,21.076558,36,dark
WT,ID11,18.20506392,389.9478267,-389.9478267,-2.17425481,21.6342472,37,dark
WT,ID11,18.22989119,389.5099953,-389.5099953,-2.14942754,22.0720786,38,dark
WT,ID11,18.24050483,388.8524937,-388.8524937,-2.1388139,22.7295802,39,dark
WT,ID11,18.20438259,388.209107,-388.209107,-2.17493614,23.3729669,40,dark
WT,ID11,17.73214235,387.6378683,-387.6378683,-2.64717638,23.9442056,41,dark
WT,ID11,17.79647354,386.965202,-386.965202,-2.58284519,24.6168719,42,dark
WT,ID11,17.55463628,386.3712752,-386.3712752,-2.82468245,25.2107987,43,dark
WT,ID11,17.38447873,385.7565331,-385.7565331,-2.99484,25.8255408,44,dark
WT,ID11,17.25983455,385.0855952,-385.0855952,-3.11948418,26.4964787,45,dark
WT,ID11,17.27986254,384.5024916,-384.5024916,-3.09945619,27.0795823,46,dark
WT,ID11,17.14679031,383.7517662,-383.7517662,-3.23252842,27.8303077,47,dark
WT,ID11,16.97918116,383.1713308,-383.1713308,-3.40013757,28.4107431,48,dark
WT,ID11,16.79417892,382.4345357,-382.4345357,-3.58513981,29.1475382,49,dark
WT,ID11,16.75496018,381.7967282,-381.7967282,-3.62435855,29.7853457,50,dark
WT,ID11,16.84777325,381.1719548,-381.1719548,-3.53154548,30.4101191,51,dark
WT,ID11,16.69602048,380.6998561,-380.6998561,-3.68329825,30.8822178,52,dark
WT,ID11,16.61135808,379.9196951,-379.9196951,-3.76796065,31.6623788,53,dark
WT,ID11,16.78759652,379.3297139,-379.3297139,-3.59172221,32.25236,54,dark
WT,ID11,16.74793593,378.6780742,-378.6780742,-3.6313828,32.9039997,55,dark
WT,ID11,16.69250138,378.0577203,-378.0577203,-3.68681735,33.5243536,56,dark
WT,ID11,16.90586731,377.2448856,-377.2448856,-3.47345142,34.3371883,57,dark
WT,ID11,16.91802312,376.6219176,-376.6219176,-3.46129561,34.9601563,58,dark
WT,ID11,16.96542967,376.1159913,-376.1159913,-3.41388906,35.4660826,59,dark
WT,ID11,16.79111402,375.3724822,-375.3724822,-3.58820471,36.2095917,60,dark
WT,ID11,17.00035628,374.9371644,-374.9371644,-3.37896245,36.6449095,61,dark
WT,ID11,16.57555517,374.2543716,-374.2543716,-3.80376356,37.3277023,62,dark
WT,ID11,16.77541275,373.6318286,-373.6318286,-3.60390598,37.9502453,63,dark
WT,ID11,16.7399499,373.063296,-373.063296,-3.63936883,38.5187779,64,dark
WT,ID11,16.61595421,372.5186505,-372.5186505,-3.76336452,39.0634234,65,dark
