genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID05,120.4112919,242.046244,-242.046244,0,0,0,dark
WT,ID05,120.3295271,241.642712,-241.642712,-0.0817648,0.403532,1,dark
WT,ID05,120.2906123,241.1978414,-241.1978414,-0.1206796,0.8484026,2,dark
WT,ID05,120.1989666,240.8394688,-240.8394688,-0.2123253,1.2067752,3,dark
WT,ID05,120.235019,240.5357904,-240.5357904,-0.1762729,1.5104536,4,dark
WT,ID05,120.0799184,240.1318053,-240.1318053,-0.3313735,1.9144387,5,dark
WT,ID05,120.2372835,239.7771009,-239.7771009,-0.1740084,2.2691431,6,dark
WT,ID05,121.0014353,239.2675085,-239.2675085,0.5901434,2.7787355,7,dark
WT,ID05,120.491487,239.3689224,-239.3689224,0.0801951,2.6773216,8,dark
WT,ID05,121.2274598,239.6384628,-239.6384628,0.8161679,2.4077812,9,dark
WT,ID05,121.1034228,239.8443078,-239.8443078,0.6921309,2.2019362,10,dark
WT,ID05,120.8627298,239.9608229,-239.9608229,0.4514379,2.0854211,11,dark
WT,ID05,120.5016456,240.320451,-240.320451,0.0903537,1.725793,12,dark
WT,ID05,120.1435381,240.2660696,-240.2660696,-0.2677538,1.7801744,13,dark
WT,ID05,119.9377198,240.505652,-240.505652,-0.4735721,1.540592,14,dark
WT,ID05,119.492852,240.5762674,-240.5762674,-0.9184399,1.4699766,15,dark
WT,ID05,119.158959,240.6055258,-240.6055258,-1.2523329,1.4407182,16,dark
WT,ID05,118.9106095,240.6813393,-240.6813393,-1.5006824,1.3649047,17,dark
WT,ID05,118.5637847,240.5953444,-240.5953444,-1.8475072,1.4508996,18,dark
WT,ID05,118.3640877,240.8283986,-240.8283986,-2.0472042,1.2178454,19,dark
WT,ID05,118.5039627,240.94418,-240.94418,-1.9073292,1.102064,20,dark
WT,ID05,118.3628401,240.9054142,-240.9054142,-2.0484518,1.1408298,21,dark
WT,ID05,118.3197393,241.1052661,-241.1052661,-2.0915526,0.9409779,22,dark
WT,ID05,118.4605245,241.1966106,-241.1966106,-1.9507674,0.8496334,23,dark
WT,ID05,118.4097269,241.2368531,-241.2368531,-2.001565,0.8093909,24,dark
WT,ID05,118.2877108,241.2346704,-241.2346704,-2.1235811,0.8115736,25,dark
WT,ID05,118.5075065,241.4559654,-241.4559654,-1.9037854,0.5902786,26,dark
WT,ID05,118.4523019,241.5087229,-241.5087229,-1.95899,0.5375211,27,dark
WT,ID05,118.3160033,241.5121415,-241.5121415,-2.0952886,0.5341025,28,dark
WT,ID05,118.2412646,241.5056038,-241.5056038,-2.1700273,0.5406402,29,dark
WT,ID05,118.2156136,241.5405315,-241.5405315,-2.1956783,0.5057125,30,dark
WT,ID05,118.1978593,241.6079817,-241.6079817,-2.2134326,0.4382623,31,dark
WT,ID05,118.2353664,241.6936048,-241.6936048,-2.1759255,0.3526392,32,dark
WT,ID05,118.2500093,241.7287892,-241.7287892,-2.1612826,0.3174548,33,dark
WT,ID05,118.1723145,241.7468701,-241.7468701,-2.2389774,0.2993739,34,dark
WT,ID05,118.2705559,241.9061646,-241.9061646,-2.140736,0.1400794,35,dark
WT,ID05,118.2100354,241.9108258,-241.9108258,-2.2012565,0.1354182,36,dark
WT,ID05,118.2113878,242.0720084,-242.0720084,-2.1999041,-0.0257644,37,dark
WT,ID05,118.1235903,241.9976551,-241.9976551,-2.2877016,0.0485889,38,dark
WT,ID05,117.985078,242.1009387,-242.1009387,-2.4262139,-0.0546947,39,dark
