genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID29,76.04999356,230.3702742,-230.3702742,0,0,0,dark
WT,ID29,75.95303253,230.1712749,-230.1712749,-0.09696103,0.1989993,1,dark
WT,ID29,75.94734759,230.2442342,-230.2442342,-0.10264597,0.12604,2,dark
WT,ID29,75.91687603,229.959728,-229.959728,-0.13311753,0.4105462,3,dark
WT,ID29,75.96187063,230.0100394,-230.0100394,-0.08812293,0.3602348,4,dark
WT,ID29,75.92807008,229.6989515,-229.6989515,-0.12192348,0.6713227,5,dark
WT,ID29,75.72994946,229.5699019,-229.5699019,-0.3200441,0.8003723,6,dark
WT,ID29,75.79617642,229.6410666,-229.6410666,-0.25381714,0.7292076,7,dark
WT,ID29,75.55790366,229.516149,-229.516149,-0.4920899,0.8541252,8,dark
WT,ID29,75.63142899,229.5201665,-229.5201665,-0.41856457,0.8501077,9,dark
WT,ID29,75.3989494,229.5178232,-229.5178232,-0.65104416,0.852451,10,dark
WT,ID29,75.35559178,229.2786481,-229.2786481,-0.69440178,1.0916261,11,dark
WT,ID29,75.02612037,229.1757342,-229.1757342,-1.02387319,1.19454,12,dark
WT,ID29,75.00277154,229.0230065,-229.0230065,-1.04722202,1.3472677,13,dark
WT,ID29,74.89778779,228.8714974,-228.8714974,-1.15220577,1.4987768,14,dark
WT,ID29,74.67738579,228.8443626,-228.8443626,-1.37260777,1.5259116,15,dark
WT,ID29,74.45059088,228.6885484,-228.6885484,-1.59940268,1.6817258,16,dark
WT,ID29,74.24827242,228.4976341,-228.4976341,-1.80172114,1.8726401,17,dark
WT,ID29,74.22566782,228.3096197,-228.3096197,-1.82432574,2.0606545,18,dark
WT,ID29,74.04050256,228.104531,-228.104531,-2.009491,2.2657432,19,dark
WT,ID29,73.93936578,227.9908396,-227.9908396,-2.11062778,2.3794346,20,dark
WT,ID29,73.9124493,227.8227351,-227.8227351,-2.13754426,2.5475391,21,dark
WT,ID29,73.54576912,227.4239922,-227.4239922,-2.50422444,2.946282,22,dark
WT,ID29,73.51706756,227.3800325,-227.3800325,-2.532926,2.9902417,23,dark
WT,ID29,73.47440788,227.0469376,-227.0469376,-2.57558568,3.3233366,24,dark
WT,ID29,73.24209424,226.9588657,-226.9588657,-2.80789932,3.4114085,25,dark
