genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID27,91.13686008,264.5337871,-264.5337871,0,0,0,dark
WT,ID27,91.05707031,265.0634751,-265.0634751,-0.07978977,-0.529688,1,dark
WT,ID27,91.11653993,265.3907569,-265.3907569,-0.02032015,-0.8569698,2,dark
WT,ID27,90.89292773,265.5362305,-265.5362305,-0.24393235,-1.0024434,3,dark
WT,ID27,90.93096646,266.2166677,-266.2166677,-0.20589362,-1.6828806,4,dark
WT,ID27,90.86493637,266.5962585,-266.5962585,-0.27192371,-2.0624714,5,dark
WT,ID27,90.91398185,267.1899744,-267.1899744,-0.22287823,-2.6561873,6,dark
WT,ID27,90.9016777,267.7264287,-267.7264287,-0.23518238,-3.1926416,7,dark
WT,ID27,90.87816126,268.2004042,-268.2004042,-0.25869882,-3.6666171,8,dark
WT,ID27,90.4899598,268.466585,-268.466585,-0.64690028,-3.9327979,9,dark
WT,ID27,90.81633587,268.5097639,-268.5097639,-0.32052421,-3.9759768,10,dark
WT,ID27,90.66851323,268.8688615,-268.8688615,-0.46834685,-4.3350744,11,dark
WT,ID27,90.74542186,269.0292874,-269.0292874,-0.39143822,-4.4955003,12,dark
WT,ID27,90.77302779,269.127737,-269.127737,-0.36383229,-4.5939499,13,dark
WT,ID27,90.65189379,269.2337931,-269.2337931,-0.48496629,-4.700006,14,dark
WT,ID27,90.61642318,269.4723547,-269.4723547,-0.5204369,-4.9385676,15,dark
WT,ID27,90.61120391,269.8902716,-269.8902716,-0.52565617,-5.3564845,16,dark
WT,ID27,90.63247246,270.3820551,-270.3820551,-0.50438762,-5.848268,17,dark
WT,ID27,90.55589207,270.5452188,-270.5452188,-0.58096801,-6.0114317,18,dark
WT,ID27,90.66048508,271.060769,-271.060769,-0.476375,-6.5269819,19,dark
WT,ID27,90.67590144,271.5286639,-271.5286639,-0.46095864,-6.9948768,20,dark
WT,ID27,90.85947348,271.9110164,-271.9110164,-0.2773866,-7.3772293,21,dark
WT,ID27,90.62721932,272.305387,-272.305387,-0.50964076,-7.7715999,22,dark
WT,ID27,90.66125903,272.7334259,-272.7334259,-0.47560105,-8.1996388,23,dark
WT,ID27,90.96954653,273.2005847,-273.2005847,-0.16731355,-8.6667976,24,dark
WT,ID27,91.16891433,273.4683714,-273.4683714,0.03205425,-8.9345843,25,dark
WT,ID27,91.28430951,273.9821817,-273.9821817,0.14744943,-9.4483946,26,dark
WT,ID27,91.7424569,274.6422651,-274.6422651,0.60559682,-10.108478,27,dark
WT,ID27,91.90953499,275.1663486,-275.1663486,0.77267491,-10.6325615,28,dark
WT,ID27,92.14360189,275.6118261,-275.6118261,1.00674181,-11.078039,29,dark
WT,ID27,92.5231765,276.0295496,-276.0295496,1.38631642,-11.4957625,30,dark
WT,ID27,92.50388592,276.67886,-276.67886,1.36702584,-12.1450729,31,dark
WT,ID27,92.95658508,277.0340199,-277.0340199,1.819725,-12.5002328,32,dark
WT,ID27,93.22921619,277.3007132,-277.3007132,2.09235611,-12.7669261,33,dark
WT,ID27,93.57299098,277.911855,-277.911855,2.4361309,-13.3780679,34,dark
WT,ID27,93.64715316,278.433368,-278.433368,2.51029308,-13.8995809,35,dark
WT,ID27,93.99097499,279.0119982,-279.0119982,2.85411491,-14.4782111,36,dark
WT,ID27,94.07019312,279.5584673,-279.5584673,2.93333304,-15.0246802,37,dark
WT,ID27,94.36469586,279.998618,-279.998618,3.22783578,-15.4648309,38,dark
WT,ID27,94.55263237,280.4999731,-280.4999731,3.41577229,-15.966186,39,dark
WT,ID27,94.77138713,280.9795459,-280.9795459,3.63452705,-16.4457588,40,dark
WT,ID27,94.79562981,281.7244983,-281.7244983,3.65876973,-17.1907112,41,dark
WT,ID27,95.15245593,282.2519258,-282.2519258,4.01559585,-17.7181387,42,dark
WT,ID27,95.05049596,282.7917132,-282.7917132,3.91363588,-18.2579261,43,dark
WT,ID27,95.28615086,283.3494794,-283.3494794,4.14929078,-18.8156923,44,dark
WT,ID27,95.26805002,284.0424755,-284.0424755,4.13118994,-19.5086884,45,dark
WT,ID27,95.7051917,284.5228183,-284.5228183,4.56833162,-19.9890312,46,dark
WT,ID27,95.63200164,285.2101526,-285.2101526,4.49514156,-20.6763655,47,dark
WT,ID27,95.83005955,285.7342424,-285.7342424,4.69319947,-21.2004553,48,dark
WT,ID27,95.7516421,286.43955,-286.43955,4.61478202,-21.9057629,49,dark
WT,ID27,95.9963457,286.9760747,-286.9760747,4.85948562,-22.4422876,50,dark
WT,ID27,96.23923314,287.3624376,-287.3624376,5.10237306,-22.8286505,51,dark
WT,ID27,96.7767633,288.1276768,-288.1276768,5.63990322,-23.5938897,52,dark
WT,ID27,96.99190344,288.5717886,-288.5717886,5.85504336,-24.0380015,53,dark
WT,ID27,96.98614144,289.1243388,-289.1243388,5.84928136,-24.5905517,54,dark
WT,ID27,97.51905793,289.593948,-289.593948,6.38219785,-25.0601609,55,dark
WT,ID27,97.78858073,290.087849,-290.087849,6.65172065,-25.5540619,56,dark
WT,ID27,98.15617625,290.5268517,-290.5268517,7.01931617,-25.9930646,57,dark
WT,ID27,98.56513525,290.8515852,-290.8515852,7.42827517,-26.3177981,58,dark
WT,ID27,99.01159178,291.3079398,-291.3079398,7.8747317,-26.7741527,59,dark
WT,ID27,99.5980525,291.5641415,-291.5641415,8.46119242,-27.0303544,60,dark
WT,ID27,99.80571202,291.9582656,-291.9582656,8.66885194,-27.4244785,61,dark
WT,ID27,100.1139532,292.5508651,-292.5508651,8.97709312,-28.017078,62,dark
WT,ID27,100.0164196,292.8535785,-292.8535785,8.87955952,-28.3197914,63,dark
WT,ID27,100.1165692,292.9103842,-292.9103842,8.97970912,-28.3765971,64,dark
WT,ID27,99.96996031,293.1562092,-293.1562092,8.83310023,-28.6224221,65,dark
WT,ID27,100.1055968,293.1976774,-293.1976774,8.96873672,-28.6638903,66,dark
WT,ID27,100.3504074,293.5406587,-293.5406587,9.21354732,-29.0068716,67,dark
WT,ID27,100.2986528,293.627608,-293.627608,9.16179272,-29.0938209,68,dark
WT,ID27,100.3553378,294.1074424,-294.1074424,9.21847772,-29.5736553,69,dark
WT,ID27,100.4926403,294.122945,-294.122945,9.35578022,-29.5891579,70,dark
WT,ID27,100.7943215,294.6010516,-294.6010516,9.65746142,-30.0672645,71,dark
WT,ID27,100.9356727,294.7591263,-294.7591263,9.79881262,-30.2253392,72,dark
WT,ID27,101.0718237,294.8659751,-294.8659751,9.93496362,-30.332188,73,dark
WT,ID27,100.9174778,295.009569,-295.009569,9.78061772,-30.4757819,74,dark
WT,ID27,101.1507757,295.0908731,-295.0908731,10.01391562,-30.557086,75,dark
WT,ID27,101.0077176,295.2025053,-295.2025053,9.87085752,-30.6687182,76,dark
WT,ID27,101.1602026,295.5043047,-295.5043047,10.02334252,-30.9705176,77,dark
WT,ID27,101.1342688,295.5328933,-295.5328933,9.99740872,-30.9991062,78,dark
WT,ID27,101.3284346,295.9389671,-295.9389671,10.19157452,-31.40518,79,dark
WT,ID27,101.2223399,295.8450753,-295.8450753,10.08547982,-31.3112882,80,dark
WT,ID27,101.671944,296.197966,-296.197966,10.53508392,-31.6641789,81,dark
WT,ID27,101.5654402,296.4707677,-296.4707677,10.42858012,-31.9369806,82,dark
WT,ID27,101.4491681,296.3538031,-296.3538031,10.31230802,-31.820016,83,dark
WT,ID27,101.4053544,296.6221297,-296.6221297,10.26849432,-32.0883426,84,dark
WT,ID27,101.4392811,296.5585675,-296.5585675,10.30242102,-32.0247804,85,dark
WT,ID27,101.1951315,297.017816,-297.017816,10.05827142,-32.4840289,86,dark
WT,ID27,101.1131297,297.2017324,-297.2017324,9.97626962,-32.6679453,87,dark
WT,ID27,101.0994037,297.6034879,-297.6034879,9.96254362,-33.0697008,88,dark
WT,ID27,100.8202996,297.6824267,-297.6824267,9.68343952,-33.1486396,89,dark
WT,ID27,100.9861881,298.1761951,-298.1761951,9.84932802,-33.642408,90,dark
WT,ID27,100.7136231,298.3831397,-298.3831397,9.57676302,-33.8493526,91,dark
WT,ID27,100.441058,298.5900843,-298.5900843,9.30419792,-34.0562972,92,dark
WT,ID27,100.2333557,299.1810372,-299.1810372,9.09649562,-34.6472501,93,dark
WT,ID27,99.76245295,299.5225701,-299.5225701,8.62559287,-34.988783,94,dark
WT,ID27,99.70054512,300.1422368,-300.1422368,8.56368504,-35.6084497,95,dark
WT,ID27,99.26964733,300.5001094,-300.5001094,8.13278725,-35.9663223,96,dark
WT,ID27,99.83109461,300.7878207,-300.7878207,8.69423453,-36.2540336,97,dark
WT,ID27,99.62272794,301.5435404,-301.5435404,8.48586786,-37.0097533,98,dark
WT,ID27,99.13518872,301.8829897,-301.8829897,7.99832864,-37.3492026,99,dark
WT,ID27,99.30203856,302.3609877,-302.3609877,8.16517848,-37.8272006,100,dark
WT,ID27,98.99887611,302.8068417,-302.8068417,7.86201603,-38.2730546,101,dark
WT,ID27,98.96092988,303.321772,-303.321772,7.8240698,-38.7879849,102,dark
WT,ID27,99.51727947,303.4817409,-303.4817409,8.38041939,-38.9479538,103,dark
WT,ID27,99.67227539,304.4015561,-304.4015561,8.53541531,-39.867769,104,dark
WT,ID27,99.58533155,304.1462049,-304.1462049,8.44847147,-39.6124178,105,dark
WT,ID27,99.74483983,304.8381263,-304.8381263,8.60797975,-40.3043392,106,dark
WT,ID27,99.88616416,304.8651479,-304.8651479,8.74930408,-40.3313608,107,dark
WT,ID27,100.0541747,304.9476918,-304.9476918,8.91731462,-40.4139047,108,dark
WT,ID27,100.0262084,305.3614446,-305.3614446,8.88934832,-40.8276575,109,dark
WT,ID27,99.88689738,305.217133,-305.217133,8.7500373,-40.6833459,110,dark
WT,ID27,99.97153341,305.6963181,-305.6963181,8.83467333,-41.162531,111,dark
WT,ID27,99.96488089,305.638479,-305.638479,8.82802081,-41.1046919,112,dark
WT,ID27,100.0830788,305.9255509,-305.9255509,8.94621872,-41.3917638,113,dark
WT,ID27,99.95026141,305.743756,-305.743756,8.81340133,-41.2099689,114,dark
WT,ID27,99.79873925,306.074904,-306.074904,8.66187917,-41.5411169,115,dark
WT,ID27,100.1106574,305.9877086,-305.9877086,8.97379732,-41.4539215,116,dark
WT,ID27,100.109364,306.21734,-306.21734,8.97250392,-41.6835529,117,dark
WT,ID27,100.0265087,306.2534795,-306.2534795,8.88964862,-41.7196924,118,dark
WT,ID27,100.0712403,306.4373021,-306.4373021,8.93438022,-41.903515,119,dark
WT,ID27,100.1433305,306.3720744,-306.3720744,9.00647042,-41.8382873,120,dark
WT,ID27,100.0897191,306.3606654,-306.3606654,8.95285902,-41.8268783,121,dark
WT,ID27,100.1274962,306.3807663,-306.3807663,8.99063612,-41.8469792,122,dark
WT,ID27,100.163302,306.2345493,-306.2345493,9.02644192,-41.7007622,123,dark
WT,ID27,100.0785937,306.1726226,-306.1726226,8.94173362,-41.6388355,124,dark
WT,ID27,100.1711632,306.0436865,-306.0436865,9.03430312,-41.5098994,125,dark
WT,ID27,100.1086306,305.9131575,-305.9131575,8.97177052,-41.3793704,126,dark
WT,ID27,100.1793802,305.6064436,-305.6064436,9.04252012,-41.0726565,127,dark
WT,ID27,100.122396,305.6890475,-305.6890475,8.98553592,-41.1552604,128,dark
WT,ID27,100.2325493,305.4715688,-305.4715688,9.09568922,-40.9377817,129,dark
WT,ID27,99.97485044,305.1318813,-305.1318813,8.83799036,-40.5980942,130,dark
WT,ID27,100.2336398,305.0341686,-305.0341686,9.09677972,-40.5003815,131,dark
WT,ID27,100.0406262,304.7375227,-304.7375227,8.90376612,-40.2037356,132,dark
WT,ID27,99.73448449,304.4610238,-304.4610238,8.59762441,-39.9272367,133,dark
WT,ID27,100.1448721,304.197807,-304.197807,9.00801202,-39.6640199,134,dark
WT,ID27,99.81822429,304.038904,-304.038904,8.68136421,-39.5051169,135,dark
WT,ID27,99.6810032,303.953493,-303.953493,8.54414312,-39.4197059,136,dark
WT,ID27,99.49026966,303.6168689,-303.6168689,8.35340958,-39.0830818,137,dark
WT,ID27,99.55237402,303.5845342,-303.5845342,8.41551394,-39.0507471,138,dark
WT,ID27,99.34109211,303.4511478,-303.4511478,8.20423203,-38.9173607,139,dark
WT,ID27,99.28407781,303.1152798,-303.1152798,8.14721773,-38.5814927,140,dark
WT,ID27,99.27581353,302.9631156,-302.9631156,8.13895345,-38.4293285,141,dark
WT,ID27,99.23006592,302.8250477,-302.8250477,8.09320584,-38.2912606,142,dark
WT,ID27,99.21420015,302.5871354,-302.5871354,8.07734007,-38.0533483,143,dark
WT,ID27,99.32862165,302.5401002,-302.5401002,8.19176157,-38.0063131,144,dark
WT,ID27,99.17732115,302.1169072,-302.1169072,8.04046107,-37.5831201,145,dark
WT,ID27,99.20095496,301.9942173,-301.9942173,8.06409488,-37.4604302,146,dark
WT,ID27,99.62297906,301.7025373,-301.7025373,8.48611898,-37.1687502,147,dark
WT,ID27,99.63605982,301.5740575,-301.5740575,8.49919974,-37.0402704,148,dark
WT,ID27,99.77552263,301.3329642,-301.3329642,8.63866255,-36.7991771,149,dark
WT,ID27,99.73195223,301.0770054,-301.0770054,8.59509215,-36.5432183,150,dark
WT,ID27,99.90281757,300.6794262,-300.6794262,8.76595749,-36.1456391,151,dark
WT,ID27,99.9548639,300.3240615,-300.3240615,8.81800382,-35.7902744,152,dark
WT,ID27,99.78312757,299.9758027,-299.9758027,8.64626749,-35.4420156,153,dark
WT,ID27,99.9397583,299.9312691,-299.9312691,8.80289822,-35.397482,154,dark
WT,ID27,99.90354641,299.3787619,-299.3787619,8.76668633,-34.8449748,155,dark
WT,ID27,99.93570164,299.198827,-299.198827,8.79884156,-34.6650399,156,dark
WT,ID27,99.75690837,298.813836,-298.813836,8.62004829,-34.2800489,157,dark
WT,ID27,99.67849502,298.6276825,-298.6276825,8.54163494,-34.0938954,158,dark
WT,ID27,99.38566748,298.3491497,-298.3491497,8.2488074,-33.8153626,159,dark
WT,ID27,99.43286191,297.9867037,-297.9867037,8.29600183,-33.4529166,160,dark
