genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID22,123.9516431,292.8745334,-292.8745334,0,0,0,dark
WT,ID22,124.1867384,292.5463641,-292.5463641,0.2350953,0.3281693,1,dark
WT,ID22,123.8377661,292.5782016,-292.5782016,-0.113877,0.2963318,2,dark
WT,ID22,124.0948112,292.8743397,-292.8743397,0.1431681,0.0001937,3,dark
WT,ID22,123.6776586,292.7155042,-292.7155042,-0.2739845,0.1590292,4,dark
WT,ID22,123.8455698,292.6831224,-292.6831224,-0.1060733,0.191411,5,dark
WT,ID22,123.7626748,292.8203694,-292.8203694,-0.1889683,0.054164,6,dark
WT,ID22,123.6227614,292.6801828,-292.6801828,-0.3288817,0.1943506,7,dark
WT,ID22,123.9757017,292.5018372,-292.5018372,0.0240586,0.3726962,8,dark
WT,ID22,124.0060581,292.8807529,-292.8807529,0.054415,-0.0062195,9,dark
WT,ID22,124.0566441,292.777243,-292.777243,0.105001,0.0972904,10,dark
WT,ID22,123.872632,292.734297,-292.734297,-0.0790111,0.1402364,11,dark
WT,ID22,123.9396974,292.6221331,-292.6221331,-0.0119457,0.2524003,12,dark
WT,ID22,123.829352,292.7268501,-292.7268501,-0.1222911,0.1476833,13,dark
WT,ID22,123.7407362,292.6578457,-292.6578457,-0.2109069,0.2166877,14,dark
WT,ID22,124.066906,292.850151,-292.850151,0.1152629,0.0243824,15,dark
WT,ID22,123.7229943,292.8921684,-292.8921684,-0.2286488,-0.017635,16,dark
WT,ID22,123.6194664,292.8099665,-292.8099665,-0.3321767,0.0645669,17,dark
WT,ID22,123.4733156,292.8853616,-292.8853616,-0.4783275,-0.0108282,18,dark
WT,ID22,123.8852888,292.90085,-292.90085,-0.0663543,-0.0263166,19,dark
WT,ID22,123.2751144,292.7343671,-292.7343671,-0.6765287,0.1401663,20,dark
WT,ID22,122.7974733,292.5931785,-292.5931785,-1.1541698,0.2813549,21,dark
WT,ID22,122.7866358,292.8295695,-292.8295695,-1.1650073,0.0449639,22,dark
WT,ID22,122.8065273,292.7803417,-292.7803417,-1.1451158,0.0941917,23,dark
WT,ID22,122.4778099,292.5630024,-292.5630024,-1.4738332,0.311531,24,dark
WT,ID22,122.3834142,292.710457,-292.710457,-1.5682289,0.1640764,25,dark
WT,ID22,122.0562096,292.7966441,-292.7966441,-1.8954335,0.0778893,26,dark
WT,ID22,121.8157193,292.8158998,-292.8158998,-2.1359238,0.0586336,27,dark
WT,ID22,121.7314731,292.7474839,-292.7474839,-2.22017,0.1270495,28,dark
WT,ID22,121.6213071,292.7945905,-292.7945905,-2.330336,0.0799429,29,dark
WT,ID22,121.1380778,293.086408,-293.086408,-2.8135653,-0.2118746,30,dark
WT,ID22,121.4671326,292.9568142,-292.9568142,-2.4845105,-0.0822808,31,dark
WT,ID22,120.812073,293.0547913,-293.0547913,-3.1395701,-0.1802579,32,dark
WT,ID22,120.9238029,293.057917,-293.057917,-3.0278402,-0.1833836,33,dark
WT,ID22,120.842086,293.198207,-293.198207,-3.1095571,-0.3236736,34,dark
WT,ID22,120.6878526,293.2219297,-293.2219297,-3.2637905,-0.3473963,35,dark
WT,ID22,120.6284583,293.1427704,-293.1427704,-3.3231848,-0.268237,36,dark
WT,ID22,120.0874068,293.2045013,-293.2045013,-3.8642363,-0.3299679,37,dark
WT,ID22,119.9522702,293.2085423,-293.2085423,-3.9993729,-0.3340089,38,dark
WT,ID22,119.8374127,293.2304019,-293.2304019,-4.1142304,-0.3558685,39,dark
WT,ID22,119.8711689,293.148741,-293.148741,-4.0804742,-0.2742076,40,dark
WT,ID22,119.592827,293.1947203,-293.1947203,-4.3588161,-0.3201869,41,dark
WT,ID22,119.7408173,293.0119208,-293.0119208,-4.2108258,-0.1373874,42,dark
WT,ID22,119.3739588,293.0119522,-293.0119522,-4.5776843,-0.1374188,43,dark
WT,ID22,119.152589,292.8209152,-292.8209152,-4.7990541,0.0536182,44,dark
WT,ID22,119.0553989,292.7847453,-292.7847453,-4.8962442,0.0897881,45,dark
WT,ID22,118.6791478,292.4434224,-292.4434224,-5.2724953,0.431111,46,dark
WT,ID22,118.7182644,292.6423963,-292.6423963,-5.2333787,0.2321371,47,dark
WT,ID22,118.0934061,292.2233361,-292.2233361,-5.858237,0.6511973,48,dark
WT,ID22,118.0281608,292.2832616,-292.2832616,-5.9234823,0.5912718,49,dark
WT,ID22,117.6941452,291.9545708,-291.9545708,-6.2574979,0.9199626,50,dark
WT,ID22,117.4786775,292.0789648,-292.0789648,-6.4729656,0.7955686,51,dark
WT,ID22,117.3897879,292.0505488,-292.0505488,-6.5618552,0.8239846,52,dark
WT,ID22,117.1297961,291.7012391,-291.7012391,-6.821847,1.1732943,53,dark
WT,ID22,116.9790267,291.7377556,-291.7377556,-6.9726164,1.1367778,54,dark
WT,ID22,116.5825556,291.6990279,-291.6990279,-7.3690875,1.1755055,55,dark
WT,ID22,116.1131817,291.9979588,-291.9979588,-7.8384614,0.8765746,56,dark
WT,ID22,115.9992513,292.041091,-292.041091,-7.9523918,0.8334424,57,dark
WT,ID22,115.7788969,291.9656484,-291.9656484,-8.1727462,0.908885,58,dark
WT,ID22,115.1668074,292.4804317,-292.4804317,-8.7848357,0.3941017,59,dark
WT,ID22,114.8953421,292.5997426,-292.5997426,-9.056301,0.2747908,60,dark
WT,ID22,114.773681,292.5686593,-292.5686593,-9.1779621,0.3058741,61,dark
WT,ID22,114.6963793,292.6459481,-292.6459481,-9.2552638,0.2285853,62,dark
WT,ID22,114.1615688,292.9960512,-292.9960512,-9.7900743,-0.1215178,63,dark
WT,ID22,123.9516431,292.8745334,-292.8745334,0,0,64,dark
WT,ID22,124.1867384,292.5463641,-292.5463641,0.2350953,0.3281693,65,dark
WT,ID22,123.8377661,292.5782016,-292.5782016,-0.113877,0.2963318,66,dark
WT,ID22,124.0948112,292.8743397,-292.8743397,0.1431681,0.0001937,67,dark
WT,ID22,123.6776586,292.7155042,-292.7155042,-0.2739845,0.1590292,68,dark
WT,ID22,123.7616142,292.6993133,-292.6993133,-0.1900289,0.1752201,69,dark
WT,ID22,123.8455698,292.6831224,-292.6831224,-0.1060733,0.191411,70,dark
WT,ID22,123.7626748,292.8203694,-292.8203694,-0.1889683,0.054164,71,dark
WT,ID22,123.6227614,292.6801828,-292.6801828,-0.3288817,0.1943506,72,dark
WT,ID22,123.9757017,292.5018372,-292.5018372,0.0240586,0.3726962,73,dark
WT,ID22,124.0060581,292.8807529,-292.8807529,0.054415,-0.0062195,74,dark
WT,ID22,124.0566441,292.777243,-292.777243,0.105001,0.0972904,75,dark
WT,ID22,123.872632,292.734297,-292.734297,-0.0790111,0.1402364,76,dark
WT,ID22,123.9396974,292.6221331,-292.6221331,-0.0119457,0.2524003,77,dark
WT,ID22,123.829352,292.7268501,-292.7268501,-0.1222911,0.1476833,78,dark
WT,ID22,123.7407362,292.6578457,-292.6578457,-0.2109069,0.2166877,79,dark
WT,ID22,124.066906,292.850151,-292.850151,0.1152629,0.0243824,80,dark
WT,ID22,123.7229943,292.8921684,-292.8921684,-0.2286488,-0.017635,81,dark
WT,ID22,123.6194664,292.8099665,-292.8099665,-0.3321767,0.0645669,82,dark
WT,ID22,123.4733156,292.8853616,-292.8853616,-0.4783275,-0.0108282,83,dark
WT,ID22,123.8852888,292.90085,-292.90085,-0.0663543,-0.0263166,84,dark
WT,ID22,123.2751144,292.7343671,-292.7343671,-0.6765287,0.1401663,85,dark
WT,ID22,123.0362939,292.6637728,-292.6637728,-0.9153492,0.2107606,86,dark
WT,ID22,122.7974733,292.5931785,-292.5931785,-1.1541698,0.2813549,87,dark
WT,ID22,122.7866358,292.8295695,-292.8295695,-1.1650073,0.0449639,88,dark
WT,ID22,122.8065273,292.7803417,-292.7803417,-1.1451158,0.0941917,89,dark
WT,ID22,122.4778099,292.5630024,-292.5630024,-1.4738332,0.311531,90,dark
WT,ID22,122.3834142,292.710457,-292.710457,-1.5682289,0.1640764,91,dark
