genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID14,117.7954438,406.4349351,-406.4349351,0,0,0,dark
WT,ID14,117.8691805,406.8690292,-406.8690292,0.0737367,-0.4340941,1,dark
WT,ID14,117.9134635,407.1678719,-407.1678719,0.1180197,-0.7329368,2,dark
WT,ID14,117.9483706,407.334341,-407.334341,0.1529268,-0.8994059,3,dark
WT,ID14,118.1516976,407.8057742,-407.8057742,0.3562538,-1.3708391,4,dark
WT,ID14,118.1058125,407.9168333,-407.9168333,0.3103687,-1.4818982,5,dark
WT,ID14,118.0332804,408.2556399,-408.2556399,0.2378366,-1.8207048,6,dark
WT,ID14,118.0887297,408.7984012,-408.7984012,0.2932859,-2.3634661,7,dark
WT,ID14,118.150889,409.1046165,-409.1046165,0.3554452,-2.6696814,8,dark
WT,ID14,118.1834514,409.5383757,-409.5383757,0.3880076,-3.1034406,9,dark
WT,ID14,118.2107739,409.952486,-409.952486,0.4153301,-3.5175509,10,dark
WT,ID14,118.2235553,410.248478,-410.248478,0.4281115,-3.8135429,11,dark
WT,ID14,118.1392856,410.6062171,-410.6062171,0.3438418,-4.171282,12,dark
WT,ID14,117.9942217,410.8275597,-410.8275597,0.1987779,-4.3926246,13,dark
WT,ID14,118.0740047,411.1286201,-411.1286201,0.2785609,-4.693685,14,dark
WT,ID14,117.9749314,411.5191731,-411.5191731,0.1794876,-5.084238,15,dark
WT,ID14,117.962534,411.8649212,-411.8649212,0.1670902,-5.4299861,16,dark
WT,ID14,117.8264424,412.0150283,-412.0150283,0.0309986,-5.5800932,17,dark
WT,ID14,117.7743971,412.2453594,-412.2453594,-0.0210467,-5.8104243,18,dark
WT,ID14,117.8132423,412.6721719,-412.6721719,0.0177985,-6.2372368,19,dark
WT,ID14,117.6768488,412.8264767,-412.8264767,-0.118595,-6.3915416,20,dark
WT,ID14,117.751916,413.2039724,-413.2039724,-0.0435278,-6.7690373,21,dark
WT,ID14,117.6131951,413.4857905,-413.4857905,-0.1822487,-7.0508554,22,dark
WT,ID14,117.4651226,413.4746956,-413.4746956,-0.3303212,-7.0397605,23,dark
WT,ID14,117.6274967,413.7492839,-413.7492839,-0.1679471,-7.3143488,24,dark
WT,ID14,117.4722396,414.0336457,-414.0336457,-0.3232042,-7.5987106,25,dark
WT,ID14,117.4069086,414.2822852,-414.2822852,-0.3885352,-7.8473501,26,dark
WT,ID14,117.3696045,414.4966533,-414.4966533,-0.4258393,-8.0617182,27,dark
WT,ID14,117.3269032,414.8191372,-414.8191372,-0.4685406,-8.3842021,28,dark
WT,ID14,119.943991,418.7315098,-418.7315098,2.1485472,-12.2965747,29,dark
WT,ID14,120.3324665,418.954225,-418.954225,2.5370227,-12.5192899,30,dark
