genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID23,10.89111653,316.0234054,-316.0234054,0,0,0,dark
WT,ID23,10.99467437,316.2938155,-316.2938155,0.10355784,-0.2704101,1,dark
WT,ID23,11.00467546,316.4823797,-316.4823797,0.11355893,-0.4589743,2,dark
WT,ID23,11.16558158,316.8109732,-316.8109732,0.27446505,-0.7875678,3,dark
WT,ID23,11.15005472,316.9383509,-316.9383509,0.25893819,-0.9149455,4,dark
WT,ID23,11.33246194,317.141498,-317.141498,0.44134541,-1.1180926,5,dark
WT,ID23,11.53030071,317.4192069,-317.4192069,0.63918418,-1.3958015,6,dark
WT,ID23,11.56390073,317.5654455,-317.5654455,0.6727842,-1.5420401,7,dark
WT,ID23,11.79128804,317.7930679,-317.7930679,0.90017151,-1.7696625,8,dark
WT,ID23,11.9988408,317.9717191,-317.9717191,1.10772427,-1.9483137,9,dark
WT,ID23,12.06304477,318.1654448,-318.1654448,1.17192824,-2.1420394,10,dark
WT,ID23,12.15338227,318.2447306,-318.2447306,1.26226574,-2.2213252,11,dark
WT,ID23,12.36914474,318.3905938,-318.3905938,1.47802821,-2.3671884,12,dark
WT,ID23,12.38441707,318.5064058,-318.5064058,1.49330054,-2.4830004,13,dark
WT,ID23,12.72273143,318.8647466,-318.8647466,1.8316149,-2.8413412,14,dark
WT,ID23,12.90750415,318.9803962,-318.9803962,2.01638762,-2.9569908,15,dark
WT,ID23,12.96195316,319.1318904,-319.1318904,2.07083663,-3.108485,16,dark
WT,ID23,13.17528562,319.3663331,-319.3663331,2.28416909,-3.3429277,17,dark
WT,ID23,13.36876702,319.3862459,-319.3862459,2.47765049,-3.3628405,18,dark
WT,ID23,13.35792684,319.6407809,-319.6407809,2.46681031,-3.6173755,19,dark
WT,ID23,13.50224077,319.7780961,-319.7780961,2.61112424,-3.7546907,20,dark
WT,ID23,13.79498529,319.947331,-319.947331,2.90386876,-3.9239256,21,dark
WT,ID23,13.91777794,320.1433511,-320.1433511,3.02666141,-4.1199457,22,dark
WT,ID23,14.15554979,320.265498,-320.265498,3.26443326,-4.2420926,23,dark
WT,ID23,14.25729468,320.3713908,-320.3713908,3.36617815,-4.3479854,24,dark
WT,ID23,14.60329316,320.7275709,-320.7275709,3.71217663,-4.7041655,25,dark
WT,ID23,14.42533417,320.9013213,-320.9013213,3.53421764,-4.8779159,26,dark
WT,ID23,14.66849125,321.1991902,-321.1991902,3.77737472,-5.1757848,27,dark
WT,ID23,14.81369349,321.3094292,-321.3094292,3.92257696,-5.2860238,28,dark
