genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID24,10.98053482,125.6586965,-125.6586965,0,0,0,dark
WT,ID24,11.24557304,125.5965173,-125.5965173,0.26503822,0.0621792,1,dark
WT,ID24,11.48125834,125.6164398,-125.6164398,0.50072352,0.0422567,2,dark
WT,ID24,11.60552639,125.4993248,-125.4993248,0.62499157,0.1593717,3,dark
WT,ID24,11.56043718,125.602911,-125.602911,0.57990236,0.0557855,4,dark
WT,ID24,11.49071403,125.7137015,-125.7137015,0.51017921,-0.055005,5,dark
WT,ID24,11.54357939,125.8728513,-125.8728513,0.56304457,-0.2141548,6,dark
WT,ID24,11.62704718,125.9847766,-125.9847766,0.64651236,-0.3260801,7,dark
WT,ID24,11.62148137,126.1398986,-126.1398986,0.64094655,-0.4812021,8,dark
WT,ID24,11.70124298,126.2098317,-126.2098317,0.72070816,-0.5511352,9,dark
WT,ID24,11.73275913,126.4589503,-126.4589503,0.75222431,-0.8002538,10,dark
WT,ID24,11.88165567,126.5921987,-126.5921987,0.90112085,-0.9335022,11,dark
WT,ID24,11.99790047,126.7911287,-126.7911287,1.01736565,-1.1324322,12,dark
WT,ID24,12.22838118,126.9181876,-126.9181876,1.24784636,-1.2594911,13,dark
WT,ID24,12.37150065,127.0789658,-127.0789658,1.39096583,-1.4202693,14,dark
WT,ID24,12.33070346,127.1696958,-127.1696958,1.35016864,-1.5109993,15,dark
WT,ID24,12.48857916,127.3277983,-127.3277983,1.50804434,-1.6691018,16,dark
WT,ID24,12.58053161,127.4960311,-127.4960311,1.59999679,-1.8373346,17,dark
WT,ID24,12.70974567,127.7602838,-127.7602838,1.72921085,-2.1015873,18,dark
WT,ID24,12.83571333,127.9206704,-127.9206704,1.85517851,-2.2619739,19,dark
WT,ID24,12.92235687,128.0837699,-128.0837699,1.94182205,-2.4250734,20,dark
WT,ID24,13.08217483,128.3182729,-128.3182729,2.10164001,-2.6595764,21,dark
WT,ID24,13.16217056,128.5889547,-128.5889547,2.18163574,-2.9302582,22,dark
WT,ID24,13.32721831,128.6668696,-128.6668696,2.34668349,-3.0081731,23,dark
WT,ID24,13.48063001,128.8013885,-128.8013885,2.50009519,-3.142692,24,dark
WT,ID24,13.69367014,128.8175916,-128.8175916,2.71313532,-3.1588951,25,dark
WT,ID24,13.82146276,129.0495179,-129.0495179,2.84092794,-3.3908214,26,dark
WT,ID24,13.93203895,129.1892645,-129.1892645,2.95150413,-3.530568,27,dark
WT,ID24,14.29966103,128.9891907,-128.9891907,3.31912621,-3.3304942,28,dark
WT,ID24,14.77507853,128.8638337,-128.8638337,3.79454371,-3.2051372,29,dark
WT,ID24,15.04408057,128.9150554,-128.9150554,4.06354575,-3.2563589,30,dark
