genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID04,5.944610094,119.1866808,-119.1866808,0,0,0,dark
WT,ID04,5.909852105,119.0495927,-119.0495927,-0.034757989,0.1370881,1,dark
WT,ID04,5.917992002,118.8975519,-118.8975519,-0.026618092,0.2891289,2,dark
WT,ID04,6.003169781,118.7254387,-118.7254387,0.058559687,0.4612421,3,dark
WT,ID04,6.034751078,118.432305,-118.432305,0.090140984,0.7543758,4,dark
WT,ID04,6.282061061,118.2578419,-118.2578419,0.337450967,0.9288389,5,dark
WT,ID04,6.685963651,118.1092515,-118.1092515,0.741353557,1.0774293,6,dark
WT,ID04,6.864644936,117.9612952,-117.9612952,0.920034842,1.2253856,7,dark
WT,ID04,7.064425385,117.8027958,-117.8027958,1.119815291,1.383885,8,dark
WT,ID04,7.154078011,117.6934402,-117.6934402,1.209467917,1.4932406,9,dark
WT,ID04,7.198402861,117.3446142,-117.3446142,1.253792767,1.8420666,10,dark
WT,ID04,7.392375946,117.084578,-117.084578,1.447765852,2.1021028,11,dark
WT,ID04,7.655081883,117.0945299,-117.0945299,1.710471789,2.0921509,12,dark
WT,ID04,7.780541651,116.6845634,-116.6845634,1.835931557,2.5021174,13,dark
WT,ID04,7.985712539,116.3730462,-116.3730462,2.041102445,2.8136346,14,dark
WT,ID04,8.120005478,116.1361429,-116.1361429,2.175395384,3.0505379,15,dark
WT,ID04,8.166584383,116.0359289,-116.0359289,2.221974289,3.1507519,16,dark
WT,ID04,8.349950466,115.8512705,-115.8512705,2.405340372,3.3354103,17,dark
WT,ID04,8.472972229,115.4681049,-115.4681049,2.528362135,3.7185759,18,dark
WT,ID04,8.816863098,115.2858718,-115.2858718,2.872253004,3.900809,19,dark
WT,ID04,8.979889506,115.0649225,-115.0649225,3.035279412,4.1217583,20,dark
WT,ID04,9.058109172,114.7888831,-114.7888831,3.113499078,4.3977977,21,dark
WT,ID04,9.061250241,114.4728625,-114.4728625,3.116640147,4.7138183,22,dark
WT,ID04,9.206002536,114.2616277,-114.2616277,3.261392442,4.9250531,23,dark
WT,ID04,9.253243609,114.0249368,-114.0249368,3.308633515,5.161744,24,dark
WT,ID04,9.305453448,113.7045171,-113.7045171,3.360843354,5.4821637,25,dark
WT,ID04,9.603469008,113.3358293,-113.3358293,3.658858914,5.8508515,26,dark
WT,ID04,9.483630342,113.0557392,-113.0557392,3.539020248,6.1309416,27,dark
WT,ID04,9.511708043,112.7405773,-112.7405773,3.567097949,6.4461035,28,dark
WT,ID04,9.508522063,112.6621139,-112.6621139,3.563911969,6.5245669,29,dark
WT,ID04,9.273514888,112.2438284,-112.2438284,3.328904794,6.9428524,30,dark
WT,ID04,9.273630293,112.0055229,-112.0055229,3.329020199,7.1811579,31,dark
WT,ID04,9.267598645,111.7573992,-111.7573992,3.322988551,7.4292816,32,dark
WT,ID04,9.23603521,111.5049106,-111.5049106,3.291425116,7.6817702,33,dark
WT,ID04,9.251580297,111.2144702,-111.2144702,3.306970203,7.9722106,34,dark
WT,ID04,9.103235437,111.0180692,-111.0180692,3.158625343,8.1686116,35,dark
WT,ID04,8.835979426,110.8682264,-110.8682264,2.891369332,8.3184544,36,dark
WT,ID04,8.58117433,110.6832976,-110.6832976,2.636564236,8.5033832,37,dark
WT,ID04,8.226057555,110.3126554,-110.3126554,2.281447461,8.8740254,38,dark
WT,ID04,8.296236387,110.169904,-110.169904,2.351626293,9.0167768,39,dark
WT,ID04,7.927327487,110.0179747,-110.0179747,1.982717393,9.1687061,40,dark
WT,ID04,7.828808557,109.8046972,-109.8046972,1.884198463,9.3819836,41,dark
WT,ID04,7.419953615,109.6688084,-109.6688084,1.475343521,9.5178724,42,dark
WT,ID04,7.047889422,109.2938438,-109.2938438,1.103279328,9.892837,43,dark
WT,ID04,6.874906332,109.1731013,-109.1731013,0.930296238,10.0135795,44,dark
WT,ID04,6.666293799,109.0970314,-109.0970314,0.721683705,10.0896494,45,dark
WT,ID04,6.438370581,109.0078802,-109.0078802,0.493760487,10.1788006,46,dark
WT,ID04,6.498684825,109.1544896,-109.1544896,0.554074731,10.0321912,47,dark
WT,ID04,6.390539965,109.276645,-109.276645,0.445929871,9.9100358,48,dark
