genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID12,138.6611902,60.27902563,-60.27902563,0,0,0,dark
WT,ID12,138.3664869,60.57596882,-60.57596882,-0.2947033,-0.29694319,1,dark
WT,ID12,138.1601083,60.77257687,-60.77257687,-0.5010819,-0.49355124,2,dark
WT,ID12,138.1325375,61.04917073,-61.04917073,-0.5286527,-0.7701451,3,dark
WT,ID12,138.0113272,61.38517177,-61.38517177,-0.649863,-1.10614614,4,dark
WT,ID12,137.6212472,61.59663461,-61.59663461,-1.039943,-1.31760898,5,dark
WT,ID12,137.4151464,61.93377961,-61.93377961,-1.2460438,-1.65475398,6,dark
WT,ID12,137.2164387,62.07605927,-62.07605927,-1.4447515,-1.79703364,7,dark
WT,ID12,137.1028809,62.41718112,-62.41718112,-1.5583093,-2.13815549,8,dark
WT,ID12,137.0717998,62.69424598,-62.69424598,-1.5893904,-2.41522035,9,dark
WT,ID12,136.9098527,63.08306117,-63.08306117,-1.7513375,-2.80403554,10,dark
WT,ID12,136.6094114,63.36592993,-63.36592993,-2.0517788,-3.0869043,11,dark
WT,ID12,136.7040088,63.74730674,-63.74730674,-1.9571814,-3.46828111,12,dark
WT,ID12,136.3952837,64.0553912,-64.0553912,-2.2659065,-3.77636557,13,dark
WT,ID12,136.2161631,64.34847476,-64.34847476,-2.4450271,-4.06944913,14,dark
WT,ID12,136.1114142,64.72441669,-64.72441669,-2.549776,-4.44539106,15,dark
WT,ID12,136.1141176,65.0809321,-65.0809321,-2.5470726,-4.80190647,16,dark
WT,ID12,136.0803901,65.3640851,-65.3640851,-2.5808001,-5.08505947,17,dark
WT,ID12,135.9894579,65.75186525,-65.75186525,-2.6717323,-5.47283962,18,dark
WT,ID12,135.9457388,66.16332972,-66.16332972,-2.7154514,-5.88430409,19,dark
WT,ID12,135.8384148,66.63200342,-66.63200342,-2.8227754,-6.35297779,20,dark
WT,ID12,135.754514,66.93937409,-66.93937409,-2.9066762,-6.66034846,21,dark
WT,ID12,135.7784704,67.18525001,-67.18525001,-2.8827198,-6.90622438,22,dark
WT,ID12,135.6501113,67.73794068,-67.73794068,-3.0110789,-7.45891505,23,dark
WT,ID12,135.6776585,67.98066391,-67.98066391,-2.9835317,-7.70163828,24,dark
WT,ID12,135.726415,68.50116595,-68.50116595,-2.9347752,-8.22214032,25,dark
WT,ID12,135.7041558,68.8434776,-68.8434776,-2.9570344,-8.56445197,26,dark
WT,ID12,135.725703,69.26391801,-69.26391801,-2.9354872,-8.98489238,27,dark
WT,ID12,135.7147219,69.49746745,-69.49746745,-2.9464683,-9.21844182,28,dark
WT,ID12,135.8628575,69.84722553,-69.84722553,-2.7983327,-9.5681999,29,dark
WT,ID12,135.9279261,70.25153661,-70.25153661,-2.7332641,-9.97251098,30,dark
WT,ID12,135.9208405,70.63917603,-70.63917603,-2.7403497,-10.3601504,31,dark
WT,ID12,136.0608162,71.02514073,-71.02514073,-2.600374,-10.7461151,32,dark
WT,ID12,135.9915891,71.37706897,-71.37706897,-2.6696011,-11.09804334,33,dark
WT,ID12,136.0566429,71.80448413,-71.80448413,-2.6045473,-11.5254585,34,dark
WT,ID12,136.1136867,71.94545411,-71.94545411,-2.5475035,-11.66642848,35,dark
WT,ID12,136.1599387,72.35536476,-72.35536476,-2.5012515,-12.07633913,36,dark
WT,ID12,136.1017755,72.80272906,-72.80272906,-2.5594147,-12.52370343,37,dark
WT,ID12,136.204369,73.07801899,-73.07801899,-2.4568212,-12.79899336,38,dark
WT,ID12,136.2739667,73.43614657,-73.43614657,-2.3872235,-13.15712094,39,dark
WT,ID12,136.5152814,73.59900031,-73.59900031,-2.1459088,-13.31997468,40,dark
WT,ID12,136.5588418,74.09099134,-74.09099134,-2.1023484,-13.81196571,41,dark
WT,ID12,136.5951607,74.35179326,-74.35179326,-2.0660295,-14.07276763,42,dark
WT,ID12,136.7550742,74.73616425,-74.73616425,-1.906116,-14.45713862,43,dark
WT,ID12,136.8821449,75.05796793,-75.05796793,-1.7790453,-14.7789423,44,dark
WT,ID12,136.8638312,75.25945789,-75.25945789,-1.797359,-14.98043226,45,dark
WT,ID12,137.1285715,75.54750408,-75.54750408,-1.5326187,-15.26847845,46,dark
WT,ID12,137.0355996,75.83147594,-75.83147594,-1.6255906,-15.55245031,47,dark
WT,ID12,137.2250381,76.12851874,-76.12851874,-1.4361521,-15.84949311,48,dark
WT,ID12,137.3569754,76.33376324,-76.33376324,-1.3042148,-16.05473761,49,dark
WT,ID12,137.5173182,76.75146348,-76.75146348,-1.143872,-16.47243785,50,dark
WT,ID12,137.7906134,76.96905312,-76.96905312,-0.8705768,-16.69002749,51,dark
WT,ID12,137.9019242,77.14153305,-77.14153305,-0.759266,-16.86250742,52,dark
WT,ID12,138.0511183,77.28435374,-77.28435374,-0.6100719,-17.00532811,53,dark
WT,ID12,138.1769202,77.67722259,-77.67722259,-0.48427,-17.39819696,54,dark
WT,ID12,138.2914871,77.89940295,-77.89940295,-0.3697031,-17.62037732,55,dark
WT,ID12,138.4485709,78.05673388,-78.05673388,-0.2126193,-17.77770825,56,dark
WT,ID12,138.5970608,78.31304049,-78.31304049,-0.0641294,-18.03401486,57,dark
WT,ID12,138.8534239,78.81126231,-78.81126231,0.1922337,-18.53223668,58,dark
WT,ID12,138.9285177,78.87716403,-78.87716403,0.2673275,-18.5981384,59,dark
WT,ID12,139.084746,79.2206175,-79.2206175,0.4235558,-18.94159187,60,dark
WT,ID12,139.4881218,79.44887975,-79.44887975,0.8269316,-19.16985412,61,dark
WT,ID12,139.4953276,79.73479514,-79.73479514,0.8341374,-19.45576951,62,dark
WT,ID12,139.7401891,80.15839816,-80.15839816,1.0789989,-19.87937253,63,dark
WT,ID12,140.0206232,80.43312404,-80.43312404,1.359433,-20.15409841,64,dark
WT,ID12,140.3010573,80.70784993,-80.70784993,1.6398671,-20.4288243,65,dark
WT,ID12,140.3654718,80.98892729,-80.98892729,1.7042816,-20.70990166,66,dark
WT,ID12,140.7361294,81.334916,-81.334916,2.0749392,-21.05589037,67,dark
WT,ID12,141.1067869,81.68090471,-81.68090471,2.4455967,-21.40187908,68,dark
WT,ID12,140.9907545,81.81945641,-81.81945641,2.3295643,-21.54043078,69,dark
WT,ID12,141.07631,81.8658675,-81.8658675,2.4151198,-21.58684187,70,dark
WT,ID12,141.149261,82.21003056,-82.21003056,2.4880708,-21.93100493,71,dark
WT,ID12,141.1145796,82.15133003,-82.15133003,2.4533894,-21.8723044,72,dark
WT,ID12,141.1451858,82.06620375,-82.06620375,2.4839956,-21.78717812,73,dark
WT,ID12,141.1757919,81.98107746,-81.98107746,2.5146017,-21.70205183,74,dark
WT,ID12,141.4885568,82.32067996,-82.32067996,2.8273666,-22.04165433,75,dark
WT,ID12,141.1630305,82.37247801,-82.37247801,2.5018403,-22.09345238,76,dark
WT,ID12,141.1566497,82.56817828,-82.56817828,2.4954595,-22.28915265,77,dark
WT,ID12,141.150269,82.76387855,-82.76387855,2.4890788,-22.48485292,78,dark
WT,ID12,140.9901697,82.64401673,-82.64401673,2.3289795,-22.3649911,79,dark
WT,ID12,140.9933821,82.78190659,-82.78190659,2.3321919,-22.50288096,80,dark
WT,ID12,141.0770213,82.83677694,-82.83677694,2.4158311,-22.55775131,81,dark
WT,ID12,141.1299778,82.69902645,-82.69902645,2.4687876,-22.42000082,82,dark
WT,ID12,141.0518706,82.88576023,-82.88576023,2.3906804,-22.6067346,83,dark
WT,ID12,141.1161658,82.88075739,-82.88075739,2.4549756,-22.60173176,84,dark
WT,ID12,141.2957434,82.92913404,-82.92913404,2.6345532,-22.65010841,85,dark
WT,ID12,141.1493223,83.00139277,-83.00139277,2.4881321,-22.72236714,86,dark
WT,ID12,141.1747822,82.99865264,-82.99865264,2.513592,-22.71962701,87,dark
WT,ID12,141.1751364,83.10141779,-83.10141779,2.5139462,-22.82239216,88,dark
WT,ID12,141.153325,83.18133936,-83.18133936,2.4921348,-22.90231373,89,dark
WT,ID12,141.0563419,83.11961539,-83.11961539,2.3951517,-22.84058976,90,dark
WT,ID12,140.9738482,83.17564264,-83.17564264,2.312658,-22.89661701,91,dark
WT,ID12,141.1354979,83.20525731,-83.20525731,2.4743077,-22.92623168,92,dark
WT,ID12,141.139124,83.3121282,-83.3121282,2.4779338,-23.03310257,93,dark
WT,ID12,140.9480745,83.33246738,-83.33246738,2.2868843,-23.05344175,94,dark
WT,ID12,140.9555247,83.48092574,-83.48092574,2.2943345,-23.20190011,95,dark
WT,ID12,140.9419114,83.64266656,-83.64266656,2.2807212,-23.36364093,96,dark
WT,ID12,140.9932773,83.70108595,-83.70108595,2.3320871,-23.42206032,97,dark
WT,ID12,141.0290461,83.77136678,-83.77136678,2.3678559,-23.49234115,98,dark
WT,ID12,141.0318492,83.78877022,-83.78877022,2.370659,-23.50974459,99,dark
WT,ID12,141.0067571,83.86151339,-83.86151339,2.3455669,-23.58248776,100,dark
WT,ID12,141.0835715,83.84821237,-83.84821237,2.4223813,-23.56918674,101,dark
WT,ID12,141.0023792,83.97823484,-83.97823484,2.341189,-23.69920921,102,dark
WT,ID12,141.1609628,84.02888834,-84.02888834,2.4997726,-23.74986271,103,dark
WT,ID12,141.0966725,84.0677032,-84.0677032,2.4354823,-23.78867757,104,dark
WT,ID12,141.0553146,83.98446995,-83.98446995,2.3941244,-23.70544432,105,dark
WT,ID12,141.0007941,84.03909625,-84.03909625,2.3396039,-23.76007062,106,dark
WT,ID12,140.9779807,84.18265944,-84.18265944,2.3167905,-23.90363381,107,dark
WT,ID12,141.0074122,84.13447275,-84.13447275,2.346222,-23.85544712,108,dark
WT,ID12,141.0513015,84.14031153,-84.14031153,2.3901113,-23.8612859,109,dark
WT,ID12,141.123046,84.12131068,-84.12131068,2.4618558,-23.84228505,110,dark
WT,ID12,141.0105808,84.25973878,-84.25973878,2.3493906,-23.98071315,111,dark
WT,ID12,140.9574676,84.1769426,-84.1769426,2.2962774,-23.89791697,112,dark
WT,ID12,141.071741,84.37525944,-84.37525944,2.4105508,-24.09623381,113,dark
WT,ID12,141.0600613,84.53000863,-84.53000863,2.3988711,-24.250983,114,dark
WT,ID12,141.1353781,84.6212124,-84.6212124,2.4741879,-24.34218677,115,dark
WT,ID12,141.0768876,84.55367144,-84.55367144,2.4156974,-24.27464581,116,dark
WT,ID12,141.0680434,84.61419361,-84.61419361,2.4068532,-24.33516798,117,dark
WT,ID12,141.070722,84.79269362,-84.79269362,2.4095318,-24.51366799,118,dark
WT,ID12,141.0687021,84.69673303,-84.69673303,2.4075119,-24.4177074,119,dark
WT,ID12,141.0676776,84.79121431,-84.79121431,2.4064874,-24.51218868,120,dark
WT,ID12,141.0694208,84.81734847,-84.81734847,2.4082306,-24.53832284,121,dark
WT,ID12,141.1230043,84.88749685,-84.88749685,2.4618141,-24.60847122,122,dark
WT,ID12,141.0279398,84.90309864,-84.90309864,2.3667496,-24.62407301,123,dark
WT,ID12,141.0434474,84.92499552,-84.92499552,2.3822572,-24.64596989,124,dark
WT,ID12,141.0833557,84.89753196,-84.89753196,2.4221655,-24.61850633,125,dark
WT,ID12,141.0209191,85.02062629,-85.02062629,2.3597289,-24.74160066,126,dark
WT,ID12,141.0659585,85.07249757,-85.07249757,2.4047683,-24.79347194,127,dark
WT,ID12,141.0177673,85.06984284,-85.06984284,2.3565771,-24.79081721,128,dark
WT,ID12,140.9613963,85.20598229,-85.20598229,2.3002061,-24.92695666,129,dark
WT,ID12,140.9914984,85.29369147,-85.29369147,2.3303082,-25.01466584,130,dark
WT,ID12,141.010427,85.26851692,-85.26851692,2.3492368,-24.98949129,131,dark
WT,ID12,141.0331255,85.43516419,-85.43516419,2.3719353,-25.15613856,132,dark
WT,ID12,141.0292043,85.61150813,-85.61150813,2.3680141,-25.3324825,133,dark
WT,ID12,140.9549626,85.65000474,-85.65000474,2.2937724,-25.37097911,134,dark
WT,ID12,140.972635,85.68080544,-85.68080544,2.3114448,-25.40177981,135,dark
WT,ID12,140.9460727,85.70536067,-85.70536067,2.2848825,-25.42633504,136,dark
WT,ID12,140.9537139,85.77895912,-85.77895912,2.2925237,-25.49993349,137,dark
WT,ID12,140.9984343,85.86587783,-85.86587783,2.3372441,-25.5868522,138,dark
WT,ID12,140.9971712,85.91617915,-85.91617915,2.335981,-25.63715352,139,dark
WT,ID12,141.0594089,85.94508048,-85.94508048,2.3982187,-25.66605485,140,dark
WT,ID12,141.0337942,86.01410223,-86.01410223,2.372604,-25.7350766,141,dark
WT,ID12,140.9379859,86.02324611,-86.02324611,2.2767957,-25.74422048,142,dark
WT,ID12,140.963324,86.13564763,-86.13564763,2.3021338,-25.856622,143,dark
WT,ID12,141.0132023,86.22245107,-86.22245107,2.3520121,-25.94342544,144,dark
WT,ID12,140.9292101,86.11774169,-86.11774169,2.2680199,-25.83871606,145,dark
WT,ID12,140.934483,86.16606253,-86.16606253,2.2732928,-25.8870369,146,dark
