genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
WT,ID02,128.7818262,73.65894443,-73.65894443,0,0,0,dark
WT,ID02,128.276246,73.80775547,-73.80775547,-0.5055802,-0.14881104,1,dark
WT,ID02,128.3000883,73.78753248,-73.78753248,-0.4817379,-0.12858805,2,dark
WT,ID02,128.1493213,73.90382961,-73.90382961,-0.6325049,-0.24488518,3,dark
WT,ID02,128.0695064,73.97437236,-73.97437236,-0.7123198,-0.31542793,4,dark
WT,ID02,128.0631083,74.0577712,-74.0577712,-0.7187179,-0.39882677,5,dark
WT,ID02,128.0412735,73.99923179,-73.99923179,-0.7405527,-0.34028736,6,dark
WT,ID02,128.047253,74.15187379,-74.15187379,-0.7345732,-0.49292936,7,dark
WT,ID02,127.997003,74.2822255,-74.2822255,-0.7848232,-0.62328107,8,dark
WT,ID02,127.9043944,74.28304719,-74.28304719,-0.8774318,-0.62410276,9,dark
WT,ID02,128.078381,74.30354938,-74.30354938,-0.7034452,-0.64460495,10,dark
WT,ID02,128.0140037,74.44554831,-74.44554831,-0.7678225,-0.78660388,11,dark
WT,ID02,128.0232549,74.50370864,-74.50370864,-0.7585713,-0.84476421,12,dark
WT,ID02,128.0210694,74.60092592,-74.60092592,-0.7607568,-0.94198149,13,dark
WT,ID02,128.0075384,74.67318555,-74.67318555,-0.7742878,-1.01424112,14,dark
WT,ID02,128.040286,74.86256699,-74.86256699,-0.7415402,-1.20362256,15,dark
WT,ID02,128.054132,74.83320592,-74.83320592,-0.7276942,-1.17426149,16,dark
WT,ID02,128.0613746,74.9066813,-74.9066813,-0.7204516,-1.24773687,17,dark
WT,ID02,128.0215995,74.98039559,-74.98039559,-0.7602267,-1.32145116,18,dark
WT,ID02,128.0119306,75.03850327,-75.03850327,-0.7698956,-1.37955884,19,dark
WT,ID02,128.0241774,75.09170854,-75.09170854,-0.7576488,-1.43276411,20,dark
WT,ID02,128.0569571,75.13988111,-75.13988111,-0.7248691,-1.48093668,21,dark
WT,ID02,128.1150279,75.29245419,-75.29245419,-0.6667983,-1.63350976,22,dark
WT,ID02,128.1391416,75.30729284,-75.30729284,-0.6426846,-1.64834841,23,dark
WT,ID02,128.1579291,75.46507255,-75.46507255,-0.6238971,-1.80612812,24,dark
WT,ID02,128.2054848,75.59576698,-75.59576698,-0.5763414,-1.93682255,25,dark
WT,ID02,128.3091413,75.65953508,-75.65953508,-0.4726849,-2.00059065,26,dark
WT,ID02,128.292167,75.8612882,-75.8612882,-0.4896592,-2.20234377,27,dark
WT,ID02,128.3537411,75.94566258,-75.94566258,-0.4280851,-2.28671815,28,dark
WT,ID02,128.4815855,76.07021143,-76.07021143,-0.3002407,-2.411267,29,dark
WT,ID02,128.5085066,76.0039926,-76.0039926,-0.2733196,-2.34504817,30,dark
WT,ID02,128.5697113,76.17054277,-76.17054277,-0.2121149,-2.51159834,31,dark
WT,ID02,128.7793292,76.28304434,-76.28304434,-0.002497,-2.62409991,32,dark
WT,ID02,128.8589542,76.38873881,-76.38873881,0.077128,-2.72979438,33,dark
WT,ID02,128.9994756,76.41938509,-76.41938509,0.2176494,-2.76044066,34,dark
WT,ID02,129.0800146,76.62370323,-76.62370323,0.2981884,-2.9647588,35,dark
WT,ID02,129.2116748,76.72646925,-76.72646925,0.4298486,-3.06752482,36,dark
WT,ID02,129.3017315,76.82570292,-76.82570292,0.5199053,-3.16675849,37,dark
WT,ID02,129.5014778,76.85085978,-76.85085978,0.7196516,-3.19191535,38,dark
WT,ID02,129.5534992,76.84913576,-76.84913576,0.771673,-3.19019133,39,dark
WT,ID02,129.786604,76.94513532,-76.94513532,1.0047778,-3.28619089,40,dark
WT,ID02,129.9986929,76.93818188,-76.93818188,1.2168667,-3.27923745,41,dark
WT,ID02,130.1150122,77.00600794,-77.00600794,1.333186,-3.34706351,42,dark
