 ,Mean1
1,147.006
2,140.365
3,136.406
4,130.250
5,125.637
6,122.564
7,118.290
8,113.843
9,112.265
10,109.756
11,104.582
12,101.620
13,101.089
14,98.537
15,96.908
16,94.463
17,92.527
18,89.529
19,88.031
20,86.479
21,85.297
22,84.414
23,83.078
24,81.613
25,81.277
26,80.107
27,79.433
28,78.312
29,76.744
30,77.550
31,77.623
32,77.082
33,76.243
34,75.313
35,75.687
36,73.076
37,72.611
38,72.373
39,72.646
40,71.903
41,71.373
42,71.462
43,71.087
44,70.541
45,70.325
46,69.355
47,68.969
48,69.555
49,67.790
50,67.747
51,67.249
52,66.023
53,64.861
54,64.440
55,64.432
56,63.822
57,63.353
58,63.674
59,63.378
60,63.179
61,63.336
62,62.722
63,62.867
64,62.586
65,63.060
66,62.768
67,62.283
68,62.701
69,62.552
70,62.433
71,62.659
72,62.459
73,62.963
74,62.557
75,60.218
76,60.506
77,59.462
78,59.892
79,60.160
80,59.924
81,61.263
82,60.458
83,60.279
84,60.318
85,60.409
86,59.183
87,59.684
88,58.408
89,58.303
90,57.753
91,57.795
92,57.823
93,57.936
94,56.703
95,56.108
96,55.996
97,56.257
98,56.327
99,56.466
100,55.867
101,55.382
102,55.205
103,55.858
104,54.783
105,55.413
106,55.480
107,54.874
108,55.307
109,55.509
110,55.254
111,54.722
112,54.878
113,55.386
114,55.222
115,55.557
116,55.353
117,55.433
118,54.886
119,55.930
120,55.074
121,55.989
122,56.020
123,56.214
124,56.648
125,56.829
126,57.215
127,57.161
128,57.249
129,56.468
130,57.565
131,57.600
132,57.184
133,57.589
134,57.731
135,56.972
136,83.842
137,88.616
138,90.833
139,90.254
140,88.264
141,87.470
142,85.531
143,82.957
144,80.920
145,79.821
146,77.556
147,75.857
148,74.754
149,73.856
150,70.691
151,70.473
152,67.873
153,66.333
154,65.000
155,63.696
156,62.157
157,61.843
158,59.599
159,59.177
160,57.849
161,56.273
162,55.696
163,54.597
164,53.780
165,52.371
166,51.694
167,50.319
168,49.474
169,48.490
170,47.114
171,45.485
172,45.569
173,44.727
174,44.229
175,43.658
176,44.033
177,42.548
178,41.327
179,40.975
180,40.899
181,39.353
182,38.771
183,38.422
184,37.485
185,37.778
186,37.306
187,36.093
188,37.176
189,36.144
190,36.033
191,35.149
192,34.857
193,34.252
194,34.031
195,33.838
196,33.150
197,32.847
198,32.638
199,32.544
200,32.760
201,32.295
202,31.382
203,31.346
204,31.382
205,31.082
206,31.019
207,30.292
208,30.432
209,30.137
210,30.088
211,30.104
212,30.216
213,29.867
214,29.493
215,29.624
216,28.576
217,28.177
218,28.414
219,29.485
220,27.695
221,29.709
222,27.517
223,27.154
224,27.320
225,27.321
226,26.366
227,25.355
228,24.944
229,24.880
230,24.880
231,25.027
232,24.141
233,24.315
234,24.610
235,23.611
236,23.910
237,23.346
238,23.784
239,23.567
240,23.507
241,22.393
242,22.636
243,22.330
244,22.363
245,21.704
246,22.173
247,21.901
248,21.847
249,21.446
250,20.912
251,20.681
252,20.710
253,20.695
254,20.475
255,19.499
256,19.859
257,20.134
258,19.396
