 ,Mean1
1,183.555
2,176.940
3,174.611
4,170.706
5,166.489
6,161.722
7,157.772
8,152.197
9,148.997
10,145.043
11,142.555
12,140.199
13,138.898
14,136.557
15,133.180
16,132.354
17,128.389
18,127.599
19,124.384
20,122.317
21,119.951
22,117.057
23,115.135
24,114.398
25,112.546
26,109.624
27,109.004
28,107.260
29,105.375
30,103.130
31,102.372
32,101.154
33,99.622
34,97.991
35,96.189
36,95.297
37,95.298
38,93.317
39,93.101
40,91.867
41,91.770
42,91.275
43,90.251
44,89.934
45,89.986
46,89.476
47,89.962
48,89.392
49,88.639
50,88.424
51,87.375
52,87.830
53,86.286
54,86.186
55,87.096
56,86.627
57,86.569
58,86.710
59,86.828
60,86.648
61,86.423
62,85.124
63,85.886
64,86.263
65,86.025
66,86.337
67,86.176
68,86.390
69,86.276
70,87.273
71,86.116
72,87.286
73,87.644
74,85.351
75,83.974
76,84.572
77,86.170
78,85.356
79,85.432
80,86.747
81,85.839
82,86.312
83,85.801
84,85.482
85,85.747
86,85.297
87,85.018
88,84.998
89,85.491
90,85.255
91,84.243
92,84.097
93,83.409
94,83.054
95,82.555
96,82.647
97,83.964
98,83.088
99,82.814
100,83.568
101,83.153
102,83.819
103,84.130
104,83.706
105,84.414
106,84.812
107,84.396
108,85.194
109,85.166
110,83.953
111,83.786
112,83.732
113,83.879
114,84.127
115,84.605
116,86.194
117,84.946
118,84.973
119,86.574
120,86.571
121,85.905
122,85.236
123,83.135
124,83.365
125,83.095
126,83.092
127,82.937
128,84.714
129,84.770
130,84.461
131,85.820
132,86.097
133,104.396
134,108.663
135,107.145
136,106.680
137,103.846
138,99.887
139,97.463
140,94.609
141,90.640
142,87.794
143,85.763
144,82.544
145,79.242
146,76.920
147,74.211
148,72.420
149,69.747
150,68.638
151,66.154
152,63.052
153,62.095
154,60.379
155,58.970
156,57.197
157,56.814
158,54.940
159,53.906
160,52.371
161,50.989
162,50.957
163,48.962
164,48.262
165,47.076
166,47.216
167,46.224
168,45.268
169,44.761
170,43.979
171,43.221
172,42.699
173,41.443
174,42.110
175,41.551
176,41.885
177,41.605
178,41.118
179,41.242
180,41.953
181,40.811
182,40.496
183,40.395
184,39.533
185,39.367
186,40.020
187,38.940
188,39.005
189,39.551
190,38.951
191,39.964
192,39.703
193,40.248
194,39.747
195,39.582
196,40.099
197,40.122
198,39.896
199,39.989
200,39.644
201,40.001
202,40.203
203,39.791
204,39.426
205,39.866
206,39.511
207,38.853
208,38.887
209,38.539
210,38.878
211,38.613
212,38.590
213,37.848
214,37.976
215,38.118
216,37.567
217,38.016
218,37.713
219,37.481
220,37.571
221,37.404
222,36.940
223,37.211
224,36.696
225,36.616
226,36.378
227,37.261
228,36.416
229,36.172
230,35.830
231,35.944
232,35.857
233,36.479
234,35.736
235,35.461
236,35.800
237,35.831
238,35.402
239,34.552
240,34.919
241,34.783
242,34.465
243,34.728
244,33.968
245,34.368
246,33.949
247,34.104
248,34.683
249,34.272
250,34.337
251,34.449
252,34.400
253,34.401
254,34.244
255,33.867
256,34.232
257,33.895
258,33.683
259,33.278
260,33.869
261,33.872
262,33.659
263,32.965
264,33.203
265,32.951
266,32.607
267,32.180
268,31.891
269,32.476
270,32.218
271,31.381
272,31.683
273,31.820
274,31.498
275,31.677
276,31.901
277,31.694
278,31.413
279,31.952
280,31.507
281,31.106
282,31.359
283,30.936
284,30.771
285,31.003
286,30.935
287,30.694
288,30.594
289,30.645
290,30.481
291,30.086
292,30.034
293,29.716
294,29.909
295,29.281
296,29.184
297,29.233
298,29.116
299,28.482
300,28.694
301,27.559
302,26.863
303,26.447
304,25.514
305,24.976
306,24.807
307,24.334
308,24.638
309,24.224
310,24.247
311,24.303
312,24.264
313,25.256
314,24.337
315,24.218
316,24.029
317,24.022
318,24.223
319,24.149
320,24.288
321,23.920
322,24.040
323,23.864
324,24.095
325,23.865
326,23.802
327,23.784
328,24.043
329,23.586
330,23.720
331,23.272
332,23.664
333,23.067
334,23.460
335,22.764
336,22.943
337,23.494
338,23.139
339,23.397
340,22.923
341,22.975
342,22.852
343,22.729
344,22.869
345,22.918
346,23.126
347,22.917
348,22.881
349,23.258
350,22.186
351,22.651
352,22.424
353,22.766
354,22.418
355,22.454
356,22.014
357,21.986
358,22.528
359,22.331
360,22.750
361,22.455
362,22.281
363,22.945
364,22.442
365,22.995
366,22.623
367,22.670
368,22.244
369,22.283
370,22.566
371,22.027
372,22.579
373,22.385
374,22.272
375,22.263
376,21.962
377,22.237
378,22.152
379,22.432
380,22.155
381,21.845
382,21.782
383,21.812
384,21.892
385,21.788
386,21.770
387,22.133
388,21.733
389,21.795
390,21.074
391,21.568
392,21.391
393,21.543
394,20.911
395,21.149
396,20.936
397,21.491
398,20.944
399,21.203
400,21.227
401,20.968
402,21.028
403,21.015
404,21.144
405,21.766
406,21.472
407,21.451
408,21.382
409,21.337
410,21.388
411,21.208
412,21.502
413,20.891
414,21.383
415,21.326
416,21.202
417,21.606
418,20.734
419,21.190
420,21.060
421,21.345
422,21.378
423,20.755
424,20.414
425,20.867
426,20.405
427,21.239
428,20.752
429,21.221
430,20.666
431,20.829
432,20.959
433,20.580
434,21.237
435,20.934
436,20.731
437,21.102
438,20.613
439,20.565
440,21.049
441,20.932
442,21.121
443,20.843
444,20.557
445,20.741
446,20.790
447,20.582
448,20.229
449,20.382
450,21.339
451,21.155
452,20.885
453,20.836
454,20.946
455,20.971
456,21.099
457,20.646
458,20.558
459,20.177
460,20.432
461,20.301
462,20.891
463,20.717
464,20.665
465,20.761
466,20.566
467,20.644
468,20.222
469,20.440
470,20.259
471,19.661
472,20.171
473,19.962
474,20.586
475,20.082
476,20.426
477,19.786
478,20.325
479,19.643
480,19.827
481,19.876
482,20.294
483,20.268
484,19.624
485,20.370
486,20.130
487,19.820
488,20.277
489,19.641
490,19.610
491,20.037
492,19.771
493,19.850
494,20.472
495,20.267
496,20.476
497,20.176
498,19.901
499,20.305
500,20.387
501,20.539
502,20.404
503,20.501
504,20.274
505,20.844
506,20.579
507,20.460
508,21.013
509,20.605
510,21.159
511,21.013
512,20.730
513,20.718
514,21.039
515,21.274
516,21.071
517,21.426
518,21.445
519,21.456
520,21.641
521,21.172
522,20.872
523,21.017
524,20.996
525,21.362
526,20.965
527,20.574
528,21.013
529,20.962
530,20.669
531,20.525
532,20.529
533,20.585
534,20.675
535,20.306
536,20.503
537,20.392
538,20.287
539,20.155
540,19.881
541,20.211
542,19.902
543,20.228
544,19.742
545,19.718
546,20.171
547,19.598
548,19.730
549,19.619
550,19.630
551,19.574
552,19.931
553,19.247
554,19.515
555,19.879
556,19.847
557,19.340
558,19.716
559,19.564
560,19.658
