 ,Mean1
1,161.405
2,151.781
3,145.348
4,139.756
5,133.883
6,133.218
7,131.052
8,131.241
9,128.654
10,130.162
11,129.477
12,130.147
13,127.565
14,127.545
15,126.570
16,129.134
17,126.263
18,126.672
19,126.962
20,127.084
21,126.208
22,126.960
23,127.451
24,127.855
25,129.317
26,128.831
27,130.994
28,130.938
29,130.301
30,128.844
31,128.805
32,130.338
33,130.195
34,130.618
35,133.560
36,133.289
37,132.264
38,133.007
39,132.669
40,132.558
41,133.774
42,133.512
43,134.635
44,135.395
45,132.721
46,133.797
47,136.524
48,133.855
49,135.696
50,134.996
51,135.307
52,134.385
53,133.901
54,135.753
55,135.428
56,134.043
57,131.298
58,133.406
59,133.599
60,133.997
61,132.737
62,130.265
63,130.024
64,129.926
65,128.154
66,129.075
67,129.108
68,128.782
69,129.304
70,128.608
71,127.494
72,128.422
73,127.349
74,126.434
75,127.001
76,127.192
77,125.801
78,126.396
79,127.720
80,127.203
81,126.073
82,126.349
83,127.943
84,127.226
85,127.663
86,128.869
87,128.450
88,126.863
89,124.814
90,126.900
91,126.295
92,125.343
93,126.083
94,126.608
95,125.605
96,126.113
97,126.718
98,125.375
99,126.098
100,124.496
101,126.726
102,125.803
103,126.646
104,127.656
105,125.798
106,124.432
107,125.262
108,126.273
109,125.923
110,126.977
111,123.901
112,125.795
113,124.662
114,122.838
115,122.615
116,123.809
117,122.238
118,122.875
119,122.791
120,123.771
121,122.746
122,123.634
123,126.147
124,124.683
125,125.057
126,124.392
127,123.854
128,126.322
129,126.381
130,126.318
131,128.167
132,128.148
133,155.013
134,154.760
135,152.377
136,147.398
137,146.096
138,140.861
139,139.728
140,136.189
141,135.287
142,133.691
143,132.766
144,132.188
145,131.289
146,130.763
147,129.567
148,130.741
149,129.045
150,129.611
151,128.382
152,128.493
153,126.312
154,125.592
155,126.250
156,125.197
157,125.620
158,123.543
159,121.321
160,122.291
161,119.963
162,118.257
163,117.435
164,115.723
165,115.244
166,114.428
167,113.321
168,111.364
169,111.183
170,110.251
171,109.440
172,107.504
173,107.062
174,106.844
175,108.155
176,106.900
177,105.248
178,104.176
179,102.700
180,101.636
181,101.266
182,100.065
183,99.126
184,97.340
185,97.820
186,96.804
187,95.597
188,96.262
189,94.757
190,94.262
191,94.370
192,93.554
193,92.408
194,92.728
195,92.442
196,92.079
197,91.607
198,92.058
199,92.781
200,94.083
201,91.763
202,92.242
203,92.120
204,92.022
205,92.418
206,91.616
207,92.078
208,92.386
209,91.677
210,93.142
211,93.134
212,91.811
213,92.677
214,90.782
215,93.190
216,92.648
217,92.626
218,92.311
219,92.006
220,93.331
221,92.137
222,93.925
223,92.855
224,94.084
225,94.844
226,94.031
227,92.583
228,94.032
229,92.092
230,92.821
231,94.798
232,91.937
233,91.324
234,91.752
235,91.113
236,90.732
237,90.349
238,88.441
239,90.011
240,89.454
241,89.085
242,89.284
243,88.176
244,88.268
245,88.958
246,90.156
247,89.107
248,88.500
249,90.444
250,90.170
251,88.820
252,89.883
253,89.505
254,89.412
255,88.492
256,89.910
257,89.223
258,89.168
259,88.169
260,87.975
261,87.473
262,88.302
263,85.398
264,86.152
265,85.408
266,85.379
267,86.105
268,86.148
269,85.091
270,85.538
271,86.377
272,86.741
273,86.428
274,86.667
275,85.422
276,87.658
277,87.253
278,86.829
279,86.619
280,86.694
281,86.954
282,87.448
283,87.811
284,88.261
285,89.412
286,89.011
287,88.400
288,87.874
289,86.236
290,83.070
291,74.957
292,75.627
293,82.273
294,81.963
295,82.782
296,81.685
297,82.291
298,81.825
299,81.976
300,81.317
301,80.956
302,81.072
303,81.071
304,81.053
305,81.376
306,80.785
307,82.032
308,81.739
309,82.109
310,82.012
311,82.254
312,80.709
313,82.965
314,82.516
315,82.140
316,81.685
317,82.501
318,82.077
319,83.852
320,83.695
321,83.604
322,84.856
323,85.247
324,86.191
325,85.732
326,85.963
327,85.461
328,87.353
329,86.901
330,86.135
331,88.417
332,87.576
333,87.788
334,87.979
335,88.502
336,87.512
337,86.950
338,87.565
339,86.926
340,87.393
341,87.442
342,88.015
343,87.506
344,88.268
345,86.262
346,87.057
347,87.488
348,85.260
349,85.713
350,85.362
351,87.234
352,85.360
353,85.268
354,85.181
355,85.465
356,83.788
357,86.234
358,85.197
359,84.406
360,83.299
361,83.794
362,84.228
363,84.395
364,84.115
365,85.039
366,85.534
367,84.090
368,82.312
369,84.984
370,83.900
371,83.473
372,82.717
373,84.372
374,83.824
375,83.052
376,82.486
377,82.008
378,82.134
379,82.458
380,82.779
381,81.842
382,81.796
383,82.809
384,81.596
385,81.498
386,82.121
387,81.065
388,80.700
389,81.625
390,81.066
391,79.868
392,81.522
393,81.608
394,82.831
395,81.363
396,82.625
397,83.128
398,83.165
399,83.307
400,82.866
401,83.840
402,81.713
403,85.158
404,82.672
405,82.418
406,83.313
407,81.645
408,82.113
409,82.192
410,80.506
411,80.933
412,80.559
413,81.547
414,80.670
415,81.307
416,81.302
417,82.985
418,80.647
419,81.086
420,81.179
421,81.022
422,80.209
423,80.557
424,81.738
425,80.799
426,81.024
427,80.945
428,80.732
429,81.575
430,81.258
431,80.207
432,80.875
433,81.696
434,80.534
435,82.056
436,81.906
437,82.405
438,81.809
439,82.211
440,81.992
441,82.429
442,83.695
443,84.034
444,82.269
445,84.440
446,84.468
447,84.183
448,83.435
449,83.374
450,83.285
451,84.329
452,83.430
453,84.934
454,85.012
455,84.698
456,83.641
457,84.913
458,85.985
459,84.094
460,86.309
461,85.144
462,87.496
463,85.584
464,85.920
465,86.833
466,86.575
467,86.960
468,87.314
469,86.784
470,89.615
471,88.338
472,89.406
473,89.333
474,89.299
475,89.190
476,89.041
477,88.527
478,90.190
479,90.330
480,89.740
481,87.860
482,89.361
483,90.150
484,90.421
485,89.145
486,88.710
487,88.465
488,87.838
489,88.431
490,88.988
491,88.684
492,89.666
493,88.545
494,87.923
495,86.931
496,87.402
497,87.149
498,87.193
499,85.576
500,85.579
501,86.509
502,85.210
503,84.865
504,85.607
505,84.751
506,85.903
507,85.505
508,85.708
509,85.614
510,85.993
511,86.213
512,86.020
513,86.673
514,86.213
515,86.028
516,87.119
517,86.931
518,86.227
519,86.817
520,85.732
521,86.604
522,86.234
523,88.110
524,86.883
525,86.218
526,87.441
527,86.441
528,87.025
529,85.063
530,85.571
531,85.361
532,85.650
533,86.101
534,86.758
535,86.141
536,85.799
537,84.651
538,85.683
539,85.946
540,86.845
541,86.294
542,86.074
543,87.109
544,87.132
545,87.803
546,87.291
547,87.518
548,88.671
549,87.896
550,89.050
551,88.832
552,87.861
553,89.074
554,88.695
555,89.108
556,87.742
557,88.819
558,89.147
559,89.578
560,89.447
