 ,Mean1
1,180.341
2,175.123
3,168.627
4,164.373
5,162.571
6,158.703
7,150.869
8,148.889
9,145.254
10,143.219
11,142.039
12,139.636
13,135.488
14,136.344
15,133.599
16,132.007
17,128.797
18,127.690
19,126.409
20,123.865
21,120.049
22,120.497
23,119.268
24,118.158
25,116.781
26,114.965
27,114.258
28,113.750
29,110.680
30,110.386
31,108.252
32,105.647
33,103.865
34,102.248
35,100.691
36,103.072
37,103.932
38,103.515
39,103.698
40,106.575
41,106.113
42,103.490
43,104.478
44,102.007
45,102.644
46,103.634
47,103.971
48,103.615
49,103.412
50,102.207
51,101.679
52,100.251
53,102.667
54,101.734
55,103.352
56,103.866
57,104.920
58,105.102
59,106.469
60,106.842
61,108.801
62,109.116
63,109.595
64,110.612
65,109.979
66,111.036
67,110.338
68,110.462
69,109.472
70,110.767
71,107.232
72,107.551
73,108.211
74,108.193
75,108.077
76,107.847
77,106.391
78,105.195
79,105.849
80,107.380
81,105.321
82,104.320
83,105.566
84,107.196
85,108.681
86,111.081
87,112.833
88,111.732
89,113.528
90,113.259
91,112.709
92,108.735
93,110.911
94,111.847
95,112.685
96,111.388
97,111.865
98,112.320
99,112.277
100,112.328
101,113.054
102,111.382
103,112.327
104,112.639
105,112.030
106,113.391
107,113.367
108,112.654
109,111.310
110,113.070
111,111.730
112,111.275
113,111.969
114,109.486
115,111.124
116,111.202
117,111.114
118,109.650
119,108.587
120,109.005
121,107.383
122,107.173
123,106.798
124,106.239
125,106.981
126,107.425
127,107.303
128,107.542
129,106.107
130,105.913
131,105.456
132,103.684
133,120.651
134,132.458
135,137.833
136,140.025
137,140.545
138,140.078
139,138.093
140,137.577
141,135.391
142,134.334
143,132.351
144,132.239
145,135.190
146,130.803
147,132.789
148,131.719
149,131.781
150,133.499
151,132.078
152,133.057
153,136.904
154,136.562
155,135.593
156,134.554
157,135.357
158,133.439
159,132.069
160,132.843
161,132.784
162,132.988
163,131.624
164,131.065
165,131.661
166,131.306
167,130.886
168,133.563
169,133.965
170,132.423
171,134.219
172,136.135
173,134.685
174,136.638
175,135.524
176,134.690
177,136.030
178,137.548
179,137.231
180,140.032
181,141.958
182,143.382
183,145.459
184,147.132
185,146.582
186,148.362
187,147.893
188,150.012
189,148.756
190,150.538
191,152.671
192,154.222
193,154.604
194,158.289
195,158.822
196,158.615
197,157.893
198,159.059
199,156.357
200,158.067
201,160.486
202,163.065
203,162.943
204,160.927
205,161.543
206,163.600
207,161.487
208,162.055
209,164.486
210,162.623
211,161.484
212,159.249
213,159.048
214,159.123
215,160.416
216,159.081
217,158.552
218,158.645
219,160.178
220,159.681
221,158.803
222,158.878
223,160.389
224,158.067
225,156.814
226,156.067
227,156.698
228,157.656
229,160.331
230,160.094
231,157.581
232,155.151
233,157.068
234,155.623
235,155.514
236,153.224
237,151.656
238,152.172
239,153.600
240,154.418
241,153.486
242,156.762
243,156.212
244,155.415
245,155.457
246,155.900
247,157.241
248,156.496
249,159.946
250,158.644
251,158.426
252,156.329
253,156.779
254,156.919
255,158.293
256,160.108
257,161.182
258,166.655
259,164.481
260,166.086
261,166.011
262,166.963
263,166.396
264,166.280
265,165.897
266,167.820
267,167.692
268,169.562
269,168.476
270,167.418
271,166.232
272,167.290
273,166.632
274,166.752
275,165.322
276,166.097
277,164.809
278,160.599
279,158.921
280,161.736
281,160.482
282,162.133
283,161.622
284,161.796
285,159.538
286,158.112
287,158.644
288,156.659
289,159.109
290,157.586
291,155.946
292,158.252
293,156.012
294,153.855
295,153.159
296,153.701
297,153.570
298,154.808
299,154.511
300,152.721
301,151.396
302,154.256
303,151.248
304,151.258
305,149.092
306,149.898
307,148.320
308,148.391
309,147.136
310,143.463
311,143.227
312,141.099
313,141.595
314,139.777
315,137.225
316,133.534
317,132.520
318,131.294
319,129.380
320,129.598
321,129.539
322,128.669
323,128.372
324,127.018
325,126.455
326,125.685
327,121.219
328,122.531
329,122.416
330,121.766
331,121.837
332,118.546
333,116.826
334,115.080
335,112.386
336,111.813
337,109.692
338,110.666
339,108.317
340,108.199
341,105.863
342,106.793
343,105.866
344,106.814
345,110.635
346,109.491
347,108.131
348,107.466
349,108.426
350,106.866
351,107.794
352,107.495
353,109.443
354,110.419
355,108.452
356,107.635
357,108.990
358,110.617
359,109.019
360,112.422
361,112.134
362,111.561
363,111.900
364,111.902
365,112.014
366,111.552
367,111.441
368,111.157
369,112.026
370,111.088
371,111.604
372,110.819
373,110.489
374,111.538
375,112.345
376,109.671
377,109.277
378,109.748
379,108.792
380,108.564
381,110.138
382,109.109
383,108.953
384,109.357
385,107.485
386,106.322
387,104.562
388,105.345
389,105.401
390,104.945
391,104.394
392,105.080
393,103.590
394,104.252
395,105.415
396,107.542
397,106.331
398,106.113
399,105.190
400,106.249
401,107.200
402,106.576
403,103.299
404,105.523
405,106.910
406,106.407
407,108.480
408,107.620
409,107.031
410,107.859
411,109.049
412,108.836
413,108.951
414,109.988
415,108.600
416,110.329
417,107.797
418,107.535
419,107.549
420,108.024
421,110.689
422,108.922
423,109.353
424,106.830
425,107.709
426,106.500
427,106.348
428,106.876
429,104.954
430,102.700
431,104.964
432,105.427
433,103.236
434,103.842
435,104.654
436,103.857
437,104.788
438,103.176
439,101.649
440,103.161
441,100.497
442,100.661
443,101.908
444,100.384
445,101.992
446,101.927
447,102.571
448,101.208
449,103.429
450,103.832
451,102.732
452,103.524
453,104.301
454,103.889
455,104.263
456,105.960
457,105.031
458,104.685
459,103.153
460,103.036
461,103.730
462,103.774
463,105.373
464,104.610
465,105.528
466,104.307
467,105.151
468,104.415
469,104.366
470,103.888
471,104.092
472,103.984
473,104.628
474,103.705
475,104.316
476,102.957
477,103.463
478,102.997
479,104.697
480,103.774
481,104.062
482,101.786
483,102.043
484,100.047
485,100.801
486,100.997
487,100.769
488,98.571
489,97.991
490,100.595
491,98.210
492,98.608
493,96.509
494,99.770
495,98.884
496,97.123
497,95.948
498,97.367
499,94.731
500,94.272
501,94.872
502,94.656
503,95.166
504,93.855
505,95.291
506,95.056
507,95.089
508,97.455
509,99.359
510,100.853
511,101.130
512,103.577
513,104.528
514,104.799
515,105.717
516,106.381
517,106.661
518,107.773
519,107.083
520,106.728
521,106.566
522,104.628
523,104.091
524,104.945
525,102.746
526,101.197
527,104.957
528,104.108
529,102.466
530,101.187
531,102.777
532,102.596
533,101.770
534,103.467
535,101.505
536,101.373
537,102.443
538,100.368
539,101.450
540,100.031
541,99.220
542,98.426
543,97.488
544,97.067
545,98.557
546,99.705
547,100.298
548,101.595
549,100.813
550,101.186
551,101.671
552,102.693
553,102.163
554,103.415
555,103.367
556,102.157
557,104.149
558,102.885
559,103.357
560,104.602
