 ,Mean1
1,245.379
2,241.539
3,237.605
4,234.516
5,230.012
6,226.224
7,223.010
8,219.598
9,217.682
10,213.029
11,208.857
12,206.283
13,202.618
14,198.999
15,193.262
16,191.830
17,187.404
18,184.765
19,183.113
20,180.992
21,178.336
22,175.010
23,171.020
24,170.112
25,169.921
26,166.427
27,165.026
28,161.890
29,159.222
30,155.987
31,153.897
32,152.807
33,151.011
34,151.427
35,150.176
36,148.557
37,146.623
38,146.601
39,145.034
40,144.904
41,143.638
42,145.780
43,148.077
44,149.719
45,154.670
46,156.407
47,157.988
48,157.017
49,156.249
50,157.406
51,157.909
52,155.772
53,154.872
54,152.801
55,152.713
56,151.114
57,154.334
58,152.610
59,152.640
60,154.315
61,151.388
62,150.856
63,148.146
64,148.356
65,147.835
66,146.701
67,146.990
68,147.803
69,148.387
70,149.660
71,149.548
72,148.510
73,149.126
74,150.667
75,151.238
76,153.807
77,153.788
78,154.820
79,154.356
80,151.550
81,152.788
82,148.896
83,147.605
84,146.210
85,144.740
86,141.415
87,139.664
88,139.686
89,136.956
90,136.753
91,136.958
92,136.450
93,136.053
94,136.390
95,136.210
96,137.590
97,137.320
98,138.592
99,138.326
100,140.529
101,141.394
102,139.841
103,143.906
104,146.629
105,145.425
106,143.545
107,142.783
108,142.458
109,142.114
110,141.275
111,115.894
112,125.116
113,131.067
114,133.085
115,132.455
116,132.610
117,130.815
118,132.124
119,130.390
120,129.856
121,127.519
122,128.445
123,126.484
124,126.492
125,124.544
126,127.113
127,128.103
128,127.905
129,128.764
130,129.624
131,128.256
132,126.874
133,165.847
134,178.642
135,183.099
136,182.153
137,181.987
138,177.555
139,174.580
140,169.829
141,167.339
142,162.443
143,159.835
144,154.771
145,151.417
146,149.136
147,144.695
148,141.534
149,136.493
150,136.099
151,130.667
152,128.615
153,126.854
154,123.480
155,120.631
156,118.522
157,116.176
158,114.250
159,110.867
160,107.401
161,106.000
162,103.010
163,101.795
164,99.190
165,97.186
166,95.823
167,95.035
168,93.852
169,92.140
170,90.509
171,88.634
172,88.252
173,87.401
174,86.119
175,86.331
176,84.879
177,85.028
178,84.296
179,84.377
180,86.221
181,89.506
182,92.214
183,100.161
184,107.822
185,112.443
186,121.352
187,124.796
188,128.373
189,131.583
190,136.612
191,140.831
192,143.249
193,146.148
194,149.306
195,151.461
196,151.998
197,153.326
198,154.301
199,153.705
200,156.538
201,155.516
202,153.181
203,153.573
204,151.410
205,152.855
206,151.651
207,152.139
208,150.664
209,150.991
210,151.761
211,149.733
212,149.818
213,148.543
214,149.760
215,148.098
216,148.771
217,147.672
218,147.575
219,144.927
220,143.761
221,142.081
222,142.133
223,139.273
224,137.845
225,135.316
226,133.595
227,134.302
228,132.737
229,132.497
230,131.506
231,130.081
232,129.520
233,129.860
234,128.511
235,128.855
236,130.205
237,135.328
238,134.093
239,135.983
240,135.233
241,135.161
242,133.510
243,132.854
244,133.374
245,132.101
246,128.798
247,128.313
248,129.018
249,128.707
250,127.516
251,125.461
252,124.336
253,123.277
254,121.361
255,122.059
256,121.294
257,119.582
258,120.011
259,120.652
260,119.128
261,117.590
262,116.548
263,115.321
264,113.887
265,113.886
266,112.699
267,112.501
268,111.944
269,110.891
270,111.346
271,110.632
272,112.109
273,110.019
274,108.701
275,110.789
276,110.474
277,112.582
278,114.292
279,114.619
280,115.788
281,115.934
282,115.354
283,116.621
284,115.500
285,117.346
286,117.180
287,117.619
288,115.791
289,114.726
290,114.665
291,114.532
292,114.345
293,95.440
294,108.620
295,111.904
296,111.975
297,113.696
298,110.397
299,108.872
300,108.799
301,109.746
302,109.682
303,110.654
304,109.006
305,107.372
306,107.178
307,106.273
308,105.612
309,104.963
310,106.032
311,106.857
312,107.237
313,107.432
314,109.090
315,110.418
316,111.064
317,110.560
318,108.563
319,108.857
320,107.845
321,68.923
322,80.607
323,102.398
324,104.374
325,105.323
326,110.750
327,109.889
328,110.563
329,110.924
330,111.179
331,110.039
332,110.543
333,109.623
334,107.856
335,108.020
336,107.240
337,106.170
338,104.861
339,104.729
340,103.004
341,102.341
342,101.433
343,99.240
344,100.040
345,99.679
346,99.443
347,101.709
348,102.335
349,104.220
350,105.496
351,102.004
352,102.417
353,102.295
354,101.874
355,105.597
356,105.104
357,105.210
358,103.742
359,103.644
360,101.459
361,102.150
362,101.173
363,100.649
364,102.084
365,100.746
366,101.118
367,100.312
368,103.066
369,103.804
370,101.434
371,102.046
372,101.390
373,100.196
374,101.253
375,70.566
376,89.735
377,97.192
378,96.487
379,98.015
380,97.748
381,98.707
382,98.788
383,100.767
384,100.245
385,101.084
386,100.731
387,103.656
388,104.952
389,105.088
390,104.291
391,105.484
392,105.277
393,106.155
394,106.827
395,105.419
396,107.350
397,107.664
398,107.372
399,108.231
400,107.639
401,106.631
402,107.562
403,108.916
404,108.906
405,107.467
406,107.671
407,108.073
408,108.180
409,107.409
410,107.548
411,105.854
412,105.702
413,105.390
414,103.222
415,102.936
416,101.101
417,99.785
418,99.988
419,98.632
420,97.390
421,97.447
422,96.561
423,95.345
424,94.662
425,94.589
426,94.439
427,92.592
428,93.055
429,92.489
430,92.109
431,90.817
432,90.333
433,90.274
434,90.001
435,89.529
436,88.728
437,87.597
438,87.505
439,87.746
440,87.435
441,88.909
442,89.117
443,90.686
444,89.657
445,90.033
446,91.588
447,91.343
448,91.567
449,92.867
450,93.064
451,93.312
452,93.880
453,93.862
454,93.990
455,94.095
456,95.031
457,94.374
458,94.304
459,97.136
460,95.403
461,95.064
462,93.773
463,93.056
464,93.026
465,93.353
466,91.514
467,90.465
468,89.515
469,89.093
470,89.665
471,89.053
472,88.233
473,88.299
474,88.887
475,90.767
476,89.882
477,92.868
478,93.524
479,94.106
480,94.166
481,95.454
482,95.880
483,95.009
484,94.739
485,94.950
486,94.985
487,95.361
488,95.242
489,94.401
490,93.721
491,94.517
492,96.287
493,97.901
494,95.197
495,97.340
496,97.057
497,97.521
498,97.257
499,97.140
500,98.256
501,97.490
502,97.685
503,96.410
504,95.588
505,95.401
506,94.407
507,93.033
508,92.635
509,92.281
510,94.872
511,93.575
512,94.929
513,96.682
514,96.096
515,96.021
516,95.938
517,96.882
518,96.835
519,98.262
520,98.214
521,98.105
522,97.312
523,97.225
524,96.257
525,95.716
526,96.617
527,95.068
528,92.421
529,93.022
530,92.371
531,90.804
532,91.086
533,89.404
534,91.342
535,89.375
536,89.748
537,91.715
538,90.970
539,93.295
540,94.096
541,95.463
542,94.215
543,96.101
544,95.281
545,96.376
546,93.768
547,90.165
548,90.529
549,81.257
550,60.301
551,95.856
552,96.872
553,95.640
554,93.167
555,92.476
556,90.476
557,89.800
558,89.884
559,90.744
560,90.864
