 ,Mean1
533,15.707
534,15.180
535,15.680
536,15.859
537,15.721
538,15.418
539,15.972
540,15.823
541,16.083
542,15.608
543,15.868
544,16.181
545,15.939
546,15.704
547,16.063
548,15.496
549,15.633
550,15.780
551,15.318
552,15.288
553,15.982
554,15.700
555,16.150
556,15.836
557,15.667
558,16.081
559,16.019
560,16.457
