 ,Mean1
1,198.441
2,197.183
3,186.801
4,180.915
5,175.346
6,170.621
7,166.535
8,165.715
9,161.082
10,158.225
11,154.246
12,151.364
13,149.198
14,147.559
15,142.705
16,140.032
17,138.950
18,137.939
19,136.433
20,134.368
21,133.343
22,134.672
23,131.428
24,128.951
25,128.039
26,127.441
27,125.936
28,125.100
29,123.888
30,122.189
31,121.174
32,121.147
33,120.387
34,119.370
35,120.109
36,118.929
37,120.030
38,118.908
39,120.078
40,120.399
41,118.591
42,118.616
43,119.331
44,118.615
45,120.253
46,116.401
47,116.973
48,117.642
49,118.740
50,119.253
51,119.387
52,119.089
53,120.694
54,120.304
55,119.237
56,119.007
57,118.504
58,117.630
59,117.945
60,116.718
61,116.822
62,115.605
63,114.559
64,116.415
65,115.891
66,116.124
67,116.069
68,115.327
69,114.076
70,113.002
71,113.876
72,113.418
73,112.995
74,112.359
75,112.242
76,111.976
77,111.949
78,110.466
79,110.821
80,111.346
81,112.867
82,112.754
83,111.884
84,113.445
85,114.080
86,111.043
87,110.359
88,110.524
89,110.006
90,109.357
91,108.970
92,109.504
93,109.307
94,109.488
95,108.091
96,108.790
97,109.154
98,107.241
99,108.106
100,108.156
101,107.157
102,107.789
103,108.248
104,109.051
105,108.517
106,110.886
107,109.342
108,108.318
109,108.414
110,106.411
111,106.733
112,107.682
113,106.194
114,106.836
115,105.761
116,107.537
117,107.453
118,108.675
119,109.630
120,109.858
121,109.616
122,108.273
123,108.374
124,107.985
125,107.548
126,108.032
127,109.101
128,107.785
129,105.557
130,102.737
131,104.055
132,104.053
133,138.037
134,146.672
135,148.289
136,151.672
137,150.845
138,148.685
139,151.273
140,151.434
141,150.220
142,149.816
143,149.789
144,149.832
145,150.246
146,150.577
147,150.635
148,150.387
149,152.060
150,148.347
151,153.175
152,151.491
153,148.770
154,148.728
155,149.806
156,147.445
157,146.105
158,147.080
159,147.430
160,147.774
161,147.829
162,149.170
163,148.070
164,149.707
165,152.717
166,150.437
167,153.414
168,153.559
169,154.657
170,157.569
171,158.190
172,158.579
173,160.427
174,160.938
175,159.686
176,162.026
177,163.693
178,162.202
179,162.486
180,160.272
181,160.660
182,159.833
183,161.147
184,160.350
185,160.655
186,159.384
187,161.210
188,164.782
189,162.679
190,162.212
191,162.030
192,163.506
193,163.594
194,162.730
195,162.949
196,163.128
197,162.350
198,161.277
199,159.846
200,161.527
201,159.914
202,162.767
203,161.969
204,161.393
205,159.952
206,160.004
207,162.739
208,162.026
209,160.569
210,159.583
211,160.307
212,159.766
213,160.911
214,161.190
215,158.576
216,159.504
217,159.742
218,159.690
219,159.889
220,159.634
221,161.608
222,161.776
223,162.455
224,161.411
225,164.458
226,162.281
227,160.261
228,161.613
229,161.368
230,159.991
231,160.078
232,157.814
233,158.899
234,157.928
235,156.290
236,156.583
237,155.258
238,153.945
239,154.418
240,153.708
241,152.267
242,152.114
243,151.855
244,151.753
245,150.605
246,149.867
247,150.507
248,149.398
249,147.377
250,148.619
251,148.158
252,146.391
253,146.212
254,146.596
255,147.071
256,147.060
257,149.212
258,146.085
259,145.543
260,144.938
261,145.138
262,146.175
263,145.740
264,148.328
265,148.805
266,149.725
267,148.338
268,147.873
269,148.370
270,147.908
271,147.701
272,149.207
273,147.351
274,148.060
275,145.593
276,147.019
277,145.092
278,144.200
279,144.315
280,144.013
281,142.162
282,143.145
283,141.469
284,141.089
285,141.783
286,140.919
287,140.043
288,138.295
289,138.462
290,137.248
291,136.851
292,134.353
293,135.536
294,134.770
295,134.037
296,134.332
297,133.128
298,133.686
299,133.053
300,130.747
301,128.440
302,124.824
303,120.835
304,118.735
305,115.594
306,113.351
307,110.295
308,107.291
309,105.436
310,102.886
311,101.482
312,99.285
313,98.122
314,96.655
315,95.569
316,95.260
317,92.963
318,93.666
319,92.969
320,89.087
321,89.641
322,89.586
323,89.218
324,87.732
325,87.909
326,87.020
327,85.604
328,85.442
329,85.878
330,84.638
331,84.260
332,84.951
333,84.606
334,84.613
335,84.002
336,83.437
337,82.605
338,82.651
339,81.748
340,81.205
341,81.364
342,80.200
343,80.178
344,79.044
345,79.350
346,78.995
347,78.674
348,78.230
349,78.161
350,77.513
351,77.223
352,76.863
353,76.605
354,75.826
355,75.737
356,75.183
357,75.037
358,75.459
359,74.324
360,73.062
361,73.062
362,71.890
363,72.131
364,72.391
365,70.813
366,71.247
367,69.700
368,69.600
369,69.163
370,68.769
371,69.965
372,68.040
373,67.729
374,67.173
375,68.182
376,66.746
377,66.872
378,66.790
379,66.568
380,65.046
381,66.039
382,65.075
383,64.719
384,65.156
385,65.099
386,64.936
387,65.536
388,66.160
389,65.419
390,67.073
391,67.152
392,67.323
393,67.642
394,66.982
395,67.126
396,68.119
397,68.252
398,68.680
399,67.320
400,67.485
401,68.462
402,67.511
403,67.191
404,66.980
405,66.506
406,65.425
407,66.865
408,66.320
409,66.613
410,65.273
411,65.311
412,65.803
413,66.617
414,66.405
415,66.824
416,67.055
417,67.542
418,67.071
419,67.350
420,66.985
421,67.342
422,66.450
423,66.960
424,66.806
425,65.891
426,66.927
427,65.326
428,67.054
429,65.775
430,64.769
431,64.551
432,64.707
433,64.767
434,63.362
435,62.886
436,62.350
437,62.719
438,62.374
439,62.258
440,61.583
441,61.300
