 ,Mean1
1,214.258
2,211.181
3,208.808
4,204.939
5,204.061
6,204.654
7,197.332
8,196.477
9,191.882
10,189.197
11,184.378
12,181.831
13,178.370
14,174.723
15,172.717
16,169.477
17,167.703
18,165.329
19,161.533
20,158.798
21,155.412
22,152.918
23,148.912
24,145.423
25,144.630
26,142.093
27,142.614
28,139.987
29,140.979
30,138.230
31,138.248
32,136.052
33,137.401
34,137.036
35,136.069
36,134.604
37,135.241
38,133.937
39,133.285
40,132.256
41,132.130
42,130.958
43,128.134
44,127.804
45,126.740
46,127.337
47,126.472
48,125.243
49,124.529
50,123.093
51,121.214
52,123.179
53,121.866
54,121.775
55,121.158
56,120.060
57,119.729
58,119.190
59,119.790
60,120.114
61,118.735
62,117.564
63,117.360
64,117.937
65,118.661
66,119.883
67,118.705
68,118.718
69,117.902
70,117.254
71,116.791
72,117.022
73,115.850
74,115.812
75,115.505
76,115.207
77,113.371
78,114.383
79,114.348
80,109.556
81,115.657
82,116.301
83,116.493
84,117.324
85,117.808
86,117.968
87,116.235
88,115.242
89,113.987
90,115.222
91,114.979
92,114.509
93,115.251
94,117.482
95,118.086
96,117.375
97,118.876
98,119.119
99,118.705
100,118.906
101,119.876
102,118.826
103,117.975
104,116.865
105,116.134
106,115.708
107,114.647
108,113.655
109,112.931
110,111.467
111,112.080
112,111.786
113,111.320
114,110.821
115,111.520
116,112.005
117,112.192
118,112.203
119,113.779
120,114.145
121,113.891
122,113.724
123,111.330
124,111.783
125,110.204
126,108.144
127,109.152
128,109.823
129,111.611
130,111.641
131,112.456
132,112.992
133,139.934
134,145.576
135,146.197
136,142.761
137,142.008
138,139.808
139,138.709
140,137.316
141,136.451
142,133.191
143,134.098
144,132.675
145,132.610
146,133.250
147,130.438
148,129.482
149,131.006
150,132.929
151,134.477
152,137.780
153,139.787
154,142.796
155,146.468
156,145.591
157,147.822
158,151.346
159,154.927
160,157.580
161,161.525
162,162.375
163,170.534
164,171.552
165,170.686
166,170.797
167,170.964
168,170.200
169,170.160
170,171.190
171,170.673
172,170.138
173,169.316
174,169.803
175,170.008
176,170.666
177,169.246
178,168.913
179,168.322
180,168.723
181,166.972
182,166.764
183,166.901
184,162.863
185,160.952
186,158.554
187,159.407
188,159.306
189,158.715
190,157.373
191,156.166
192,155.204
193,153.477
194,152.191
195,151.041
196,151.252
197,152.747
198,153.246
199,150.358
200,149.721
201,147.887
202,145.787
203,145.505
204,143.845
205,142.578
206,140.870
207,141.498
208,140.857
209,139.726
210,139.309
211,139.083
212,136.379
213,136.242
214,135.818
215,134.502
216,133.748
217,128.975
218,123.982
219,119.773
220,115.983
221,114.302
222,111.045
223,108.867
224,107.831
225,106.676
226,103.842
227,103.165
228,101.298
229,100.559
230,100.493
231,99.444
232,98.579
233,98.939
234,97.637
235,97.013
236,96.349
237,94.793
238,94.262
239,93.995
240,87.142
241,91.668
242,90.032
243,89.879
244,89.730
