 ,Mean1
1,131.577
2,128.951
3,126.530
4,125.991
5,122.660
6,119.517
7,118.689
8,112.359
9,111.102
10,106.769
11,104.007
12,100.862
13,96.889
14,93.856
15,92.745
16,91.400
17,89.856
18,89.714
19,87.147
20,85.714
21,82.444
22,79.247
23,77.659
24,76.025
25,75.141
26,78.131
27,81.668
28,82.431
29,80.190
30,78.714
31,77.827
32,77.036
33,75.851
34,75.980
35,76.377
36,74.812
37,75.498
38,75.117
39,74.525
40,76.036
41,73.805
42,74.268
43,74.125
44,73.513
45,73.197
46,71.928
47,71.649
48,71.394
49,72.552
50,70.761
51,70.896
52,68.727
53,69.424
54,67.649
55,68.952
56,68.270
57,68.518
58,66.532
59,67.363
60,68.179
61,68.155
62,70.237
63,70.808
64,71.513
65,77.035
66,75.194
67,75.062
68,76.001
69,78.569
70,80.282
71,81.918
72,84.007
73,83.643
74,84.852
75,86.519
76,88.491
77,89.388
78,88.070
79,89.239
80,90.875
81,91.135
82,91.151
83,90.382
84,89.257
85,89.213
86,88.314
87,89.511
88,90.132
89,92.411
90,91.632
91,94.809
92,94.428
93,92.772
94,91.364
95,90.871
96,90.346
97,88.668
98,89.077
99,90.073
100,88.843
101,87.236
102,84.176
103,83.338
104,82.143
105,81.354
106,81.966
107,81.130
108,79.959
109,78.672
110,77.413
111,75.644
112,75.137
113,73.925
114,74.940
115,74.806
116,75.192
117,74.813
118,75.027
119,73.754
120,74.065
121,74.797
122,75.613
123,75.466
124,76.726
125,78.565
126,80.272
127,78.167
128,78.675
129,78.730
130,79.613
131,79.643
132,77.704
133,86.424
134,88.177
135,86.818
136,85.206
137,78.779
138,75.503
139,72.644
140,69.129
141,67.089
142,63.018
143,63.003
144,61.017
145,59.088
146,57.420
147,56.345
148,56.707
149,56.079
150,56.309
151,56.400
152,58.249
153,60.637
154,62.965
155,66.792
156,71.507
157,76.509
158,78.526
159,84.382
160,90.236
161,91.123
162,95.382
163,99.668
164,100.424
165,100.155
166,99.423
167,99.193
168,98.517
169,97.349
170,97.907
171,98.760
172,98.353
173,97.080
174,94.609
175,93.978
176,93.392
177,92.436
178,90.981
179,90.465
180,90.884
181,88.840
182,89.735
183,89.212
184,87.113
185,87.104
186,85.500
187,85.247
188,84.694
189,82.746
190,83.497
191,82.315
192,82.424
193,81.674
194,80.148
195,79.790
196,77.712
197,77.126
198,76.852
199,77.815
200,77.028
201,75.975
202,75.007
203,73.885
204,73.291
205,72.322
206,72.743
207,71.758
208,70.968
209,69.505
210,70.349
211,70.270
212,68.918
213,68.780
214,69.040
215,67.072
216,67.558
217,66.190
218,65.833
219,64.701
220,63.912
221,65.014
222,64.725
223,62.899
224,62.179
225,61.376
226,61.714
227,60.972
228,61.299
229,62.343
230,59.666
231,59.054
232,60.074
233,59.161
234,58.904
235,59.615
236,59.554
237,58.584
238,58.725
239,56.977
240,56.275
241,57.237
242,56.392
243,55.389
244,55.042
245,54.547
246,53.844
247,52.523
248,51.924
249,50.727
250,50.059
251,50.211
252,50.332
253,49.154
254,49.450
255,48.948
256,48.479
257,47.255
258,48.919
259,47.373
260,46.867
261,46.716
262,46.683
263,46.677
264,45.761
265,46.985
266,46.781
267,46.277
268,46.261
269,46.169
270,45.945
271,47.298
272,43.978
273,44.453
274,45.190
275,43.745
276,43.836
277,43.211
278,43.533
279,43.480
280,43.735
281,43.116
282,42.426
283,41.656
284,41.878
285,41.643
286,41.971
287,42.079
288,40.681
289,40.509
290,40.652
291,40.564
292,39.912
293,40.337
294,39.228
295,39.892
296,39.960
297,38.548
298,38.874
299,39.129
300,38.538
301,38.720
302,38.678
303,37.926
304,37.906
305,38.561
306,38.622
307,37.907
308,37.960
309,38.583
310,38.668
311,37.267
312,37.205
313,37.646
314,37.604
315,37.704
316,37.792
317,37.540
318,36.799
319,36.989
320,36.645
321,36.486
322,36.766
323,37.073
324,37.171
325,36.500
326,36.651
327,36.084
328,37.592
329,35.872
330,35.909
331,36.011
332,36.375
333,35.532
334,35.407
335,34.424
336,35.317
337,34.050
338,34.947
339,34.485
340,34.099
341,34.063
342,34.018
343,31.693
344,32.990
345,32.456
346,30.799
347,29.852
348,30.115
349,29.112
350,29.138
351,28.988
352,28.353
353,27.757
354,28.162
355,27.652
356,27.923
357,26.859
358,27.408
359,26.873
360,26.829
361,26.214
362,26.840
363,26.489
364,25.305
365,25.413
366,24.291
367,25.361
368,24.584
369,25.107
370,24.811
371,25.092
372,25.193
373,24.402
374,24.456
375,24.364
376,24.426
377,24.735
378,24.113
379,25.063
380,23.776
381,23.919
382,23.416
383,23.657
384,23.589
385,24.767
386,23.840
387,23.190
388,23.214
389,23.044
390,23.175
391,23.961
392,23.013
393,22.911
394,22.533
395,22.533
396,22.721
397,21.919
398,22.221
399,21.649
400,22.209
401,21.515
402,21.306
403,21.400
404,21.267
405,21.170
406,20.600
407,20.745
408,21.197
409,20.639
410,20.430
411,20.935
412,20.627
413,20.947
414,20.326
415,20.998
416,20.677
417,20.624
418,21.217
419,21.189
420,21.031
421,20.506
422,20.774
423,20.751
424,20.384
425,19.862
426,20.463
427,19.962
428,19.730
429,20.335
430,19.499
431,20.380
432,19.652
433,19.642
434,19.639
435,19.652
436,20.257
437,19.451
438,19.898
439,19.323
440,19.675
441,19.701
442,19.914
443,20.080
444,20.130
445,19.625
446,19.738
447,19.663
448,19.502
449,19.489
450,19.610
451,19.452
452,19.787
453,19.401
454,19.235
455,19.157
456,19.551
457,18.890
458,19.615
459,19.209
460,19.310
461,19.173
462,19.576
463,19.170
464,19.025
465,19.055
466,19.035
467,19.046
468,18.845
469,19.174
470,19.509
471,18.458
472,19.304
473,18.959
474,19.261
475,18.735
476,19.478
477,19.462
478,19.565
479,20.120
480,19.779
481,19.451
482,19.430
483,19.667
484,20.210
485,19.614
486,19.714
487,20.274
488,20.000
489,20.134
490,19.356
491,20.501
492,20.197
493,20.580
494,20.094
495,19.523
496,20.136
497,20.124
498,19.885
499,20.146
500,20.557
501,19.820
502,19.673
503,19.765
504,19.094
505,19.425
506,19.398
507,19.474
508,18.366
509,18.852
510,18.861
511,18.778
512,18.671
513,18.262
514,17.969
515,18.181
516,18.491
517,18.672
518,18.022
519,17.666
520,18.658
521,17.908
522,17.939
523,18.179
524,17.716
525,17.523
526,19.043
527,17.370
528,18.318
529,17.969
530,17.865
531,18.346
532,18.006
533,17.917
534,17.977
535,18.177
536,18.130
537,18.158
538,18.007
539,18.388
540,17.886
541,17.354
542,17.600
543,17.379
544,17.431
545,17.546
546,17.457
547,17.974
548,17.554
549,17.189
550,17.743
551,17.651
552,17.623
553,17.856
554,17.644
555,17.268
556,17.548
557,17.347
558,16.319
559,17.139
560,16.886
