 ,Mean1
1,130.644
2,124.444
3,118.239
4,111.513
5,107.940
6,102.619
7,103.669
8,99.052
9,92.872
10,91.924
11,90.197
12,88.297
13,86.590
14,84.056
15,82.296
16,79.273
17,75.192
18,72.661
19,71.778
20,68.954
21,68.061
22,66.370
23,66.632
24,66.683
25,64.975
26,62.540
27,63.064
28,61.079
29,61.590
30,61.969
31,67.249
32,64.949
33,63.595
34,62.671
35,63.593
36,61.835
37,64.214
38,62.872
39,61.523
40,62.308
41,62.279
42,59.698
43,58.609
44,56.722
45,58.510
46,58.266
47,58.514
48,61.334
49,62.816
50,60.934
51,59.368
52,61.135
53,63.793
54,64.050
55,65.608
56,65.660
57,64.102
58,63.820
59,63.364
60,61.202
61,62.568
62,60.688
63,61.451
64,60.933
65,58.286
66,62.754
67,59.803
68,62.099
69,60.226
70,61.343
71,61.249
72,62.233
73,64.260
74,60.968
75,60.175
76,59.156
77,56.688
78,58.490
79,56.925
80,57.954
81,57.537
82,61.074
83,62.501
84,59.423
85,58.324
86,56.273
87,55.481
88,58.135
89,55.928
90,54.733
91,54.276
92,56.624
93,55.910
94,53.320
95,54.894
96,54.555
97,56.920
98,57.297
99,57.355
100,59.319
101,60.791
102,62.294
103,58.184
104,59.644
105,61.963
106,59.181
107,58.771
108,61.050
109,59.107
110,60.120
111,59.032
112,59.354
113,60.007
114,59.090
115,57.167
116,57.694
117,57.824
118,56.532
119,58.017
120,63.759
121,57.066
122,54.111
123,52.523
124,51.275
125,49.401
126,50.718
127,50.989
128,51.596
129,53.162
130,56.880
131,57.493
132,62.999
133,66.113
134,67.228
135,64.023
136,59.640
137,56.023
138,52.494
139,53.508
140,48.507
141,45.746
142,46.166
143,42.740
144,41.550
145,41.540
146,38.052
147,37.078
148,35.277
149,34.544
150,33.421
151,33.514
152,35.112
153,31.329
154,35.166
155,35.483
156,31.422
157,33.962
158,32.404
159,31.334
160,31.561
161,29.385
162,29.507
163,28.159
164,29.626
165,29.242
166,28.438
167,27.909
168,27.406
169,26.868
170,27.587
171,26.309
172,26.734
173,26.464
174,28.009
175,27.926
176,28.022
177,29.768
178,30.603
179,32.264
180,33.665
181,37.228
182,41.885
183,46.304
184,49.163
185,52.908
186,56.571
187,57.678
188,60.701
189,61.931
190,63.111
191,62.843
192,61.598
193,62.972
194,62.706
195,61.008
196,63.425
197,66.313
198,62.031
199,60.201
200,58.183
201,58.917
202,59.998
203,60.684
204,59.204
205,60.507
206,56.786
207,56.933
208,57.310
209,56.016
210,54.702
211,55.296
212,55.445
213,54.121
214,52.052
215,51.224
216,52.135
217,52.933
218,52.953
219,54.006
220,52.593
221,56.650
