 ,Mean1
533,36.960
534,37.472
535,37.208
536,37.739
537,37.135
538,36.641
539,36.525
540,37.179
541,36.365
542,36.795
543,37.023
544,36.507
545,36.480
546,36.759
547,35.980
548,35.675
549,35.145
550,35.938
551,35.564
552,34.764
553,35.736
554,35.614
555,35.939
556,34.984
557,36.344
558,36.929
559,37.717
560,35.548
