 ,Mean1
1,178.930
2,174.039
3,166.754
4,168.280
5,163.967
6,160.403
7,155.891
8,153.352
9,150.049
10,147.639
11,143.051
12,142.295
13,141.059
14,137.447
15,137.874
16,135.110
17,132.596
18,134.303
19,130.705
20,127.665
21,127.474
22,123.712
23,122.446
24,119.761
25,117.776
26,116.500
27,114.494
28,114.747
29,112.988
30,110.935
31,111.086
32,110.030
33,110.145
34,108.011
35,108.289
36,104.639
37,104.049
38,101.848
39,103.078
40,102.246
41,103.135
42,101.715
43,102.390
44,100.758
45,99.668
46,98.490
47,97.026
48,97.988
49,98.700
50,97.958
51,97.683
52,98.699
53,97.384
54,98.357
55,98.653
56,100.079
57,99.284
58,99.654
59,100.802
60,102.020
61,101.232
62,101.976
63,102.582
64,102.052
65,101.801
66,100.558
67,102.245
68,101.321
69,100.384
70,101.594
71,101.837
72,102.899
73,102.447
74,101.707
75,101.589
76,101.045
77,99.843
78,99.889
79,100.374
80,100.789
81,100.525
82,100.344
83,99.063
84,100.448
85,100.224
86,101.764
87,102.427
88,100.175
89,99.804
90,100.282
91,99.730
92,99.006
93,99.948
94,100.279
95,98.960
96,97.775
97,99.060
98,98.556
99,97.440
100,96.789
101,95.501
102,95.513
103,97.045
104,97.673
105,96.427
106,97.954
107,98.595
108,99.646
109,100.361
110,101.835
111,101.704
112,101.770
113,100.843
114,101.416
115,100.641
116,100.231
117,99.040
118,99.495
119,99.663
120,99.223
121,97.273
122,96.703
123,96.980
124,97.172
125,98.730
126,97.925
127,96.278
128,95.025
129,94.890
130,95.509
131,95.593
132,96.054
133,106.993
134,112.908
135,115.226
136,116.288
137,115.270
138,114.410
139,114.604
140,114.112
141,112.557
142,111.211
143,109.655
144,109.772
145,104.447
146,103.854
147,102.833
148,103.712
149,103.510
150,100.505
151,100.350
152,100.937
153,104.595
154,104.368
155,106.266
156,107.970
157,108.469
158,108.918
159,111.809
160,112.252
161,112.427
162,114.915
163,119.203
164,122.636
165,124.653
166,128.348
167,131.779
168,130.490
169,130.597
170,130.460
171,130.555
172,129.899
173,129.879
174,129.476
175,127.103
176,125.983
177,125.391
178,125.000
179,124.113
180,124.835
181,125.093
182,123.976
183,124.856
184,122.133
185,121.972
186,121.581
187,119.843
188,118.694
189,118.294
190,116.595
191,115.685
192,115.148
193,114.491
194,112.772
195,112.056
196,111.164
197,112.588
198,112.004
199,110.968
200,110.936
201,111.032
202,112.000
203,110.822
204,109.109
205,108.215
206,108.201
207,108.461
208,108.623
209,108.588
210,107.997
211,108.695
212,109.785
213,109.310
214,108.355
215,109.654
216,108.392
217,109.139
218,110.040
219,111.701
220,110.572
221,110.682
222,110.964
223,111.155
224,112.112
225,112.384
226,113.361
227,110.106
228,110.150
229,109.239
230,107.070
231,107.149
232,105.505
233,105.608
234,103.286
235,102.854
236,103.433
237,102.053
238,100.705
239,100.767
240,100.557
241,101.368
242,101.332
243,101.577
244,103.115
245,101.808
246,102.816
247,101.690
248,102.646
249,101.740
250,100.245
251,99.394
252,98.341
253,95.624
254,93.165
255,94.759
256,93.510
257,91.540
258,90.792
259,88.553
260,88.369
261,85.921
262,84.118
263,79.983
264,82.147
265,82.107
266,82.220
267,82.100
268,82.602
269,83.386
270,82.708
271,83.704
272,83.485
273,83.837
274,84.249
275,83.466
276,82.080
277,81.646
278,81.911
279,82.704
280,83.230
