Date,Track ID,ID,Speed,Edge time,Edge X,Edge Y,Y,L-NAME,sec,Ymm,y_axis,mm/sec,Condition
0804_03_,72,0804_03_72,0.339611552,61.5,81.25466553,411.4593583,-4.1841962,1 mM,2.05,-8.998271398,-0.89982714,2.191042271,dark
0804_03_,72,0804_03_72,0.529644537,62.5,81.09964466,411.4570996,-4.1819375,1 mM,2.083333333,-8.993413978,-0.899341398,3.417061529,dark
0804_03_,72,0804_03_72,0.130954638,63.5,80.9510326,411.6026336,-4.3274715,1 mM,2.116666667,-9.306390323,-0.930639032,0.844868632,dark
0804_03_,72,0804_03_72,0.314103462,64.5,81.11703255,411.7105969,-4.4354348,1 mM,2.15,-9.538569462,-0.953856946,2.026473948,dark
0804_03_,72,0804_03_72,0.073336839,65.5,81.18258737,411.8236036,-4.5484415,1 mM,2.183333333,-9.781594624,-0.978159462,0.473140897,dark
0804_03_,72,0804_03_72,0.181376712,66.5,81.23430939,411.8396962,-4.5645341,1 mM,2.216666667,-9.816202366,-0.981620237,1.170172335,dark
0804_03_,72,0804_03_72,0.067974459,67.5,81.32944238,411.8293689,-4.5542068,1 mM,2.25,-9.793993118,-0.979399312,0.438544897,dark
0804_03_,72,0804_03_72,0.330479217,68.5,81.31407304,411.959858,-4.6846959,1 mM,2.283333333,-10.07461484,-1.007461484,2.132123981,dark
0804_03_,72,0804_03_72,0.195538642,69.5,81.3840412,412.0924768,-4.8173147,1 mM,2.316666667,-10.35981656,-1.035981656,1.261539626,dark
0804_03_,72,0804_03_72,0.141982085,70.5,81.41373954,412.0287254,-4.7535633,1 mM,2.35,-10.22271677,-1.022271677,0.916013452,dark
0804_03_,72,0804_03_72,0.584673811,71.5,81.22436237,412.2596363,-4.9844742,1 mM,2.383333333,-10.71929935,-1.071929935,3.772089103,dark
0804_03_,72,0804_03_72,0.513997392,72.5,81.1618888,412.2743204,-4.9991583,1 mM,2.416666667,-10.75087806,-1.075087806,3.316112206,dark
0804_03_,72,0804_03_72,0.325685725,73.5,81.25504616,412.1855827,-4.9104206,1 mM,2.45,-10.5600443,-1.05600443,2.101198226,dark
0804_03_,72,0804_03_72,0.42422269,74.5,81.49625862,412.3540782,-5.0789161,1 mM,2.483333333,-10.92240022,-1.092240022,2.736920581,dark
0804_03_,72,0804_03_72,0.482645831,75.5,81.71060666,412.6036927,-5.3285306,1 mM,2.516666667,-11.45920559,-1.145920559,3.113844071,dark
0804_03_,72,0804_03_72,0.667912387,76.5,82.00843299,412.6892809,-5.4141188,1 mM,2.55,-11.64326624,-1.164326624,4.309112174,dark
0804_03_,72,0804_03_72,0.127889972,77.5,82.25178731,412.4964448,-5.2212827,1 mM,2.583333333,-11.22856495,-1.122856495,0.825096594,dark
0804_03_,72,0804_03_72,0.717061872,78.5,82.15443876,412.8149922,-5.5398301,1 mM,2.616666667,-11.91361312,-1.191361312,4.626205626,dark
0804_03_,72,0804_03_72,0.389908753,79.5,82.1981131,412.9971736,-5.7220115,1 mM,2.65,-12.30540108,-1.230540108,2.515540342,dark
0804_03_,72,0804_03_72,0.197513439,80.5,82.36678713,412.881978,-5.6068159,1 mM,2.683333333,-12.0576686,-1.20576686,1.274280252,dark
0804_03_,72,0804_03_72,0.13395997,81.5,82.41408412,412.998869,-5.7237069,1 mM,2.716666667,-12.3090471,-1.23090471,0.864257871,dark
0804_03_,72,0804_03_72,0.247920844,82.5,82.48361659,412.9869747,-5.7118126,1 mM,2.75,-12.28346796,-1.228346796,1.599489316,dark
0804_03_,72,0804_03_72,0.489122211,83.5,82.70851143,413.1278897,-5.8527276,1 mM,2.783333333,-12.58651097,-1.258651097,3.155627168,dark
0804_03_,72,0804_03_72,0.71337344,84.5,83.18812185,413.3364059,-6.0612438,1 mM,2.816666667,-13.0349329,-1.30349329,4.60240929,dark
0804_03_,72,0804_03_72,0.477331653,85.5,83.31769026,413.4068811,-6.131719,1 mM,2.85,-13.18649247,-1.318649247,3.079559052,dark
0804_03_,72,0804_03_72,0.729003774,86.5,83.44982987,413.4185816,-6.1434195,1 mM,2.883333333,-13.21165484,-1.321165484,4.703250155,dark
0804_03_,72,0804_03_72,0.33096227,87.5,83.80543116,413.5223473,-6.2471852,1 mM,2.916666667,-13.43480688,-1.343480688,2.135240452,dark
0804_03_,72,0804_03_72,0.430650304,88.5,83.75587536,413.4774146,-6.2022525,1 mM,2.95,-13.33817742,-1.333817742,2.778389058,dark
0804_03_,72,0804_03_72,1.242925096,89.5,83.92844313,413.8488336,-6.5736715,1 mM,2.983333333,-14.13692796,-1.413692796,8.018871587,dark
0804_03_,72,0804_03_72,0.236324387,90.5,84.08077106,414.3327162,-7.0575541,1 mM,3.016666667,-15.1775357,-1.51775357,1.524673465,dark
0804_03_,72,0804_03_72,0.360033855,91.5,84.13582814,414.1017095,-6.8265474,1 mM,3.05,-14.6807471,-1.46807471,2.322799065,dark
0804_03_,72,0804_03_72,0.395408974,92.5,84.39087095,414.11413,-6.8389679,1 mM,3.083333333,-14.70745785,-1.470745785,2.551025639,dark
0804_03_,72,0804_03_72,0.215861087,93.5,84.41779137,414.2744221,-6.99926,1 mM,3.116666667,-15.05217204,-1.505217204,1.392652174,dark
0804_03_,72,0804_03_72,0.711978189,94.5,84.63377513,414.1393138,-6.8641517,1 mM,3.15,-14.76161656,-1.476161656,4.593407671,dark
0804_03_,72,0804_03_72,0.651682071,95.5,84.92834552,414.314038,-7.0388759,1 mM,3.183333333,-15.13736753,-1.513736753,4.204400458,dark
0804_03_,72,0804_03_72,0.138198973,96.5,84.90893355,414.5701234,-7.2949613,1 mM,3.216666667,-15.68808882,-1.568808882,0.891606277,dark
0804_03_,72,0804_03_72,0.539146156,97.5,85.01898868,414.7514825,-7.4763204,1 mM,3.25,-16.07810839,-1.607810839,3.478362297,dark
0804_03_,72,0804_03_72,0.591068739,98.5,84.87654409,414.8340092,-7.5588471,1 mM,3.283333333,-16.25558516,-1.625558516,3.813346703,dark
0804_03_,72,0804_03_72,0.597443113,99.5,84.91830456,414.5782625,-7.3031004,1 mM,3.316666667,-15.70559226,-1.570559226,3.854471697,dark
0804_03_,72,0804_03_72,0.514325004,100.5,85.25719473,414.7413963,-7.4662342,1 mM,3.35,-16.05641763,-1.605641763,3.318225832,dark
0804_03_,72,0804_03_72,0.436897684,101.5,85.38517448,415.1982989,-7.9231368,1 mM,3.383333333,-17.03900387,-1.703900387,2.818694735,dark
0804_03_,72,0804_03_72,0.513607833,102.5,85.29007461,415.5965654,-8.3214033,1 mM,3.416666667,-17.89549097,-1.789549097,3.313598923,dark
0804_03_,72,0804_03_72,0.218591226,103.5,85.01201915,415.7764719,-8.5013098,1 mM,3.45,-18.28238667,-1.828238667,1.410265974,dark
0804_03_,72,0804_03_72,0.321620763,104.5,84.84247264,415.6147068,-8.3395447,1 mM,3.483333333,-17.93450473,-1.793450473,2.074972665,dark
0804_03_,72,0804_03_72,0.235302969,105.5,84.77565432,415.583434,-8.3082719,1 mM,3.516666667,-17.8672514,-1.78672514,1.518083671,dark
0804_03_,72,0804_03_72,0.443954912,106.5,84.56652577,415.6118987,-8.3367366,1 mM,3.55,-17.92846581,-1.792846581,2.864225239,dark
0804_03_,72,0804_03_72,0.6133995,107.5,84.66977745,415.5311806,-8.2560185,1 mM,3.583333333,-17.75487849,-1.775487849,3.957416129,dark
0804_03_,72,0804_03_72,0.42134472,108.5,84.94083362,415.7471612,-8.4719991,1 mM,3.616666667,-18.2193529,-1.82193529,2.718353032,dark
0804_03_,72,0804_03_72,0.644340958,109.5,84.58711861,415.9042938,-8.6291317,1 mM,3.65,-18.55727247,-1.855727247,4.157038439,dark
0804_03_,72,0804_03_72,0.224146844,110.5,84.23203412,415.9595965,-8.6844344,1 mM,3.683333333,-18.67620301,-1.867620301,1.446108671,dark
0804_03_,72,0804_03_72,0.200914642,111.5,84.13742656,416.1476495,-8.8724874,1 mM,3.716666667,-19.08061806,-1.908061806,1.296223497,dark
0804_03_,72,0804_03_72,0.325776629,112.5,84.24234723,416.2206762,-8.9455141,1 mM,3.75,-19.23766473,-1.923766473,2.101784703,dark
0804_03_,72,0804_03_72,0.240302758,113.5,84.28968008,416.2452878,-8.9701257,1 mM,3.783333333,-19.2905929,-1.92905929,1.550340374,dark
0804_03_,72,0804_03_72,0.370542772,114.5,84.17972159,416.4642956,-9.1891335,1 mM,3.816666667,-19.76157742,-1.976157742,2.390598529,dark
0804_03_,72,0804_03_72,0.289500343,115.5,84.04059895,416.6586586,-9.3834965,1 mM,3.85,-20.17956237,-2.017956237,1.867744148,dark
0804_03_,72,0804_03_72,0.444132152,116.5,84.09837833,416.5761059,-9.3009438,1 mM,3.883333333,-20.00202968,-2.000202968,2.865368723,dark
0804_03_,72,0804_03_72,0.751032976,117.5,84.15507029,416.8305476,-9.5553855,1 mM,3.916666667,-20.54921613,-2.054921613,4.845374039,dark
0804_03_,72,0804_03_72,0.519023871,118.5,84.0777491,416.9263274,-9.6511653,1 mM,3.95,-20.75519419,-2.075519419,3.348541103,dark
0804_03_,72,0804_03_72,0.460771082,119.5,84.14272421,416.9063069,-9.6311448,1 mM,3.983333333,-20.71213935,-2.071213935,2.972716658,dark
0804_03_,72,0804_03_72,0.10318822,120.5,84.09563925,417.1638817,-9.8887196,1 mM,4.016666667,-21.26606366,-2.126606366,0.665730452,dark
0804_03_,72,0804_03_72,0.468147743,121.5,84.24435062,417.0579897,-9.7828276,1 mM,4.05,-21.03833892,-2.103833892,3.020308019,dark
0804_03_,72,0804_03_72,0.329351087,122.5,84.36560434,417.073329,-9.7981669,1 mM,4.083333333,-21.07132667,-2.107132667,2.124845723,dark
0804_03_,72,0804_03_72,0.338367285,123.5,84.29784498,417.3909193,-10.1157572,1 mM,4.116666667,-21.75431656,-2.175431656,2.183014742,dark
0804_03_,72,0804_03_72,0.396956703,124.5,84.4849637,417.4846353,-10.2094732,1 mM,4.15,-21.95585634,-2.195585634,2.561010987,dark
0804_03_,72,0804_03_72,0.3828855,125.5,84.78861523,417.5583172,-10.2831551,1 mM,4.183333333,-22.11431204,-2.211431204,2.470229032,dark
0804_03_,72,0804_03_72,0.165995464,126.5,84.97921253,417.7511779,-10.4760158,1 mM,4.216666667,-22.52906624,-2.252906624,1.070938477,dark
0804_03_,72,0804_03_72,0.116738327,127.5,85.10730616,417.8046006,-10.5294385,1 mM,4.25,-22.64395376,-2.264395376,0.753150497,dark
0804_03_,72,0804_03_72,0.381066299,128.5,85.29496083,417.9534829,-10.6783208,1 mM,4.283333333,-22.96413075,-2.296413075,2.458492252,dark
0804_03_,72,0804_03_72,0.431395074,129.5,85.25246407,418.2220667,-10.9469046,1 mM,4.316666667,-23.54173032,-2.354173032,2.783194026,dark
0804_03_,72,0804_03_72,0.431395074,130.5,85.25246407,418.2220667,-10.9469046,1 mM,4.35,-23.54173032,-2.354173032,2.783194026,dark
0804_03_,72,0804_03_72,0.39732276,131.5,85.47718117,418.3478785,-11.0727164,1 mM,4.383333333,-23.81229333,-2.381229333,2.563372645,dark
0804_03_,72,0804_03_72,0.50303138,132.5,85.66897501,418.1993155,-10.9241534,1 mM,4.416666667,-23.49280301,-2.349280301,3.245363742,dark
0804_03_,72,0804_03_72,1.123153101,133.5,85.70645898,418.5605983,-11.2854362,1 mM,4.45,-24.26975527,-2.426975527,7.246149039,dark
0804_03_,72,0804_03_72,0.416762378,134.5,86.09542195,418.918163,-11.6430009,1 mM,4.483333333,-25.03871161,-2.503871161,2.688789535,dark
0804_03_,72,0804_03_72,0.264629342,135.5,86.12993721,418.8407618,-11.5655997,1 mM,4.516666667,-24.87225742,-2.487225742,1.707286077,dark
0804_03_,72,0804_03_72,0.38159349,136.5,86.09740946,419.0857854,-11.8106233,1 mM,4.55,-25.39918989,-2.539918989,2.461893484,dark
0804_03_,72,0804_03_72,0.38877462,137.5,85.98440509,419.2286669,-11.9535048,1 mM,4.583333333,-25.70646194,-2.570646194,2.508223355,dark
0804_03_,72,0804_03_72,0.365946564,138.5,85.94390119,419.3005541,-12.025392,1 mM,4.616666667,-25.86105806,-2.586105806,2.360945574,dark
0804_03_,72,0804_03_72,0.753649233,139.5,86.04786788,419.7770923,-12.5019302,1 mM,4.65,-26.8858714,-2.68858714,4.862253116,dark
0804_03_,72,0804_03_72,0.090090262,140.5,86.08996131,420.1410676,-12.8659055,1 mM,4.683333333,-27.66861398,-2.766861398,0.581227497,dark
0804_03_,72,0804_03_72,0.090090262,141.5,86.08996131,420.1410676,-12.8659055,1 mM,4.716666667,-27.66861398,-2.766861398,0.581227497,dark
0804_03_,72,0804_03_72,0.833463602,142.5,85.83916198,420.3716922,-13.0965301,1 mM,4.75,-28.16458086,-2.816458086,5.377184529,dark
0804_03_,72,0804_03_72,0.859127958,143.5,85.77238066,420.2809776,-13.0058155,1 mM,4.783333333,-27.9694957,-2.79694957,5.542761019,dark
0804_03_,72,0804_03_72,0.363139298,144.5,85.93050578,420.0899337,-12.8147716,1 mM,4.816666667,-27.5586486,-2.75586486,2.342834181,dark
0804_03_,72,0804_03_72,0.550483326,145.5,85.97784396,420.4520243,-13.1768622,1 mM,4.85,-28.33733806,-2.833733806,3.551505329,dark
0804_03_,72,0804_03_72,0.63437569,146.5,85.85246821,420.8065362,-13.5313741,1 mM,4.883333333,-29.09972925,-2.909972925,4.092746387,dark
0804_03_,72,0804_03_72,0.326636873,147.5,85.44415862,421.0497195,-13.7745574,1 mM,4.916666667,-29.62270409,-2.962270409,2.107334665,dark
0804_03_,72,0804_03_72,0.113200297,148.5,85.33524909,421.2158096,-13.9406475,1 mM,4.95,-29.9798871,-2.99798871,0.730324497,dark
0804_03_,72,0804_03_72,0.269908146,149.5,85.33264231,421.4055234,-14.1303613,1 mM,4.983333333,-30.38787376,-3.038787376,1.741342877,dark
0804_03_,72,0804_03_72,0.24451818,150.5,85.36169558,421.4252808,-14.1501187,1 mM,5.016666667,-30.4303628,-3.04303628,1.577536645,dark
0804_03_,72,0804_03_72,0.54291914,151.5,85.15073369,421.4069366,-14.1317745,1 mM,5.05,-30.3909129,-3.03909129,3.502704129,dark
0804_03_,72,0804_03_72,0.681590882,152.5,84.58351012,421.3691069,-14.0939448,1 mM,5.083333333,-30.30955871,-3.030955871,4.397360529,dark
0804_03_,72,0804_03_72,0.565202548,153.5,84.36578015,421.5010669,-14.2259048,1 mM,5.116666667,-30.59334366,-3.059334366,3.646468052,dark
0804_03_,72,0804_03_72,0.793568469,154.5,84.21113766,422.0748961,-14.799734,1 mM,5.15,-31.82738495,-3.182738495,5.119796574,dark
0804_03_,72,0804_03_72,0.52114707,155.5,84.07972323,422.1509084,-14.8757463,1 mM,5.183333333,-31.99085226,-3.199085226,3.362239161,dark
0804_03_,72,0804_03_72,0.202312622,156.5,84.21541939,422.0187662,-14.7436041,1 mM,5.216666667,-31.70667548,-3.170667548,1.305242723,dark
0804_03_,72,0804_03_72,0.163233255,157.5,84.20560727,422.0413685,-14.7662064,1 mM,5.25,-31.75528258,-3.175528258,1.053117774,dark
0804_03_,72,0804_03_72,0.154425722,158.5,84.14721901,422.0346149,-14.7594528,1 mM,5.283333333,-31.74075871,-3.174075871,0.996294981,dark
0804_03_,72,0804_03_72,0.071137133,159.5,84.09848481,422.1362482,-14.8610861,1 mM,5.316666667,-31.95932495,-3.195932495,0.458949245,dark
0804_03_,72,0804_03_72,0.188708772,160.5,83.98866292,422.1844152,-14.9092531,1 mM,5.35,-32.06290989,-3.206290989,1.217475948,dark
0804_03_,72,0804_03_72,0.207615962,161.5,83.92958101,422.2995088,-15.0243467,1 mM,5.383333333,-32.31042301,-3.231042301,1.339457819,dark
0804_03_,72,0804_03_72,0.132201706,162.5,83.91075882,422.4377582,-15.1625961,1 mM,5.416666667,-32.60773355,-3.260773355,0.852914232,dark
0804_03_,72,0804_03_72,0.27167875,163.5,83.8257207,422.6097373,-15.3345752,1 mM,5.45,-32.97758108,-3.297758108,1.752766129,dark
0804_03_,72,0804_03_72,0.237452817,164.5,83.89887892,422.7958406,-15.5206785,1 mM,5.483333333,-33.37780323,-3.337780323,1.531953658,dark
0804_03_,72,0804_03_72,0.308860721,165.5,83.90985941,422.728019,-15.4528569,1 mM,5.516666667,-33.23195032,-3.323195032,1.992649813,dark
0804_03_,72,0804_03_72,0.257646041,166.5,83.93370086,422.5554491,-15.280287,1 mM,5.55,-32.86083226,-3.286083226,1.662232523,dark
0804_03_,72,0804_03_72,0.630238953,167.5,84.26137078,422.7405835,-15.4654214,1 mM,5.583333333,-33.25897075,-3.325897075,4.066057761,dark
0804_03_,72,0804_03_72,0.390423056,168.5,84.27562607,422.9656361,-15.690474,1 mM,5.616666667,-33.74295484,-3.374295484,2.518858426,dark
0804_03_,72,0804_03_72,0.441671447,169.5,84.29470476,423.0095256,-15.7343635,1 mM,5.65,-33.83734086,-3.383734086,2.849493206,dark
0804_03_,72,0804_03_72,0.129934328,170.5,84.57360257,423.067059,-15.7918969,1 mM,5.683333333,-33.9610686,-3.39610686,0.838285987,dark
0804_03_,72,0804_03_72,0.231576422,171.5,84.8676086,423.1037909,-15.8286288,1 mM,5.716666667,-34.04006194,-3.404006194,1.494041432,dark
0804_03_,72,0804_03_72,0.601181941,172.5,85.24408336,423.3994955,-16.1243334,1 mM,5.75,-34.67598581,-3.467598581,3.878593168,dark
0804_03_,72,0804_03_72,0.601181941,173.5,85.24408336,423.3994955,-16.1243334,1 mM,5.783333333,-34.67598581,-3.467598581,3.878593168,dark
0804_03_,72,0804_03_72,0.168368404,174.5,85.46672231,423.6991798,-16.4240177,1 mM,5.816666667,-35.32046817,-3.532046817,1.086247768,dark
0804_03_,72,0804_03_72,0.168368404,175.5,85.46672231,423.6991798,-16.4240177,1 mM,5.85,-35.32046817,-3.532046817,1.086247768,dark
0804_03_,72,0804_03_72,0.177919932,176.5,85.63822505,423.886526,-16.6113639,1 mM,5.883333333,-35.72336323,-3.572336323,1.147870529,dark
0804_03_,72,0804_03_72,0.871733966,177.5,86.16563388,424.0999303,-16.8247682,1 mM,5.916666667,-36.1822972,-3.61822972,5.624090103,dark
0804_03_,72,0804_03_72,0.03087059,178.5,86.61097429,424.1698247,-16.8946626,1 mM,5.95,-36.33260774,-3.633260774,0.199165097,dark
0804_03_,72,0804_03_72,0.132948628,179.5,86.58377028,424.1239293,-16.8487672,1 mM,5.983333333,-36.23390796,-3.623390796,0.857733084,dark
0804_06_,151,0804_06_151,0.50988649,30.5,61.37912334,341.0241891,-0.845145,1 mM,1.016666667,-1.817516129,-0.181751613,3.289590258,dark
0804_06_,151,0804_06_151,0.349426569,31.5,60.98074355,341.170802,-0.9917579,1 mM,1.05,-2.132812688,-0.213281269,2.254364961,dark
0804_06_,151,0804_06_151,0.464568557,32.5,60.61268661,341.3402514,-1.1612073,1 mM,1.083333333,-2.49722,-0.249722,2.997216497,dark
0804_06_,151,0804_06_151,0.233444697,33.5,60.39624769,341.5365514,-1.3575073,1 mM,1.116666667,-2.919370538,-0.291937054,1.506094819,dark
0804_06_,151,0804_06_151,0.443502434,34.5,60.20920849,341.7695333,-1.5904892,1 mM,1.15,-3.420406882,-0.342040688,2.861306026,dark
0804_06_,151,0804_06_151,0.137105965,35.5,59.95695715,341.9118135,-1.7327694,1 mM,1.183333333,-3.726385806,-0.372638581,0.884554613,dark
0804_06_,151,0804_06_151,0.363370212,36.5,59.73682258,342.0297586,-1.8507145,1 mM,1.216666667,-3.980031183,-0.398003118,2.344323948,dark
0804_06_,151,0804_06_151,0.232478532,37.5,59.47114253,342.1621478,-1.9831037,1 mM,1.25,-4.26473914,-0.426473914,1.499861497,dark
0804_06_,151,0804_06_151,0.208456568,38.5,59.31715759,342.296607,-2.1175629,1 mM,1.283333333,-4.55389871,-0.455389871,1.344881084,dark
0804_06_,151,0804_06_151,0.448687781,39.5,59.04834376,342.3750408,-2.1959967,1 mM,1.316666667,-4.722573548,-0.472257355,2.894759877,dark
0804_06_,151,0804_06_151,0.31979214,40.5,58.66466634,342.3568573,-2.1778132,1 mM,1.35,-4.683469247,-0.468346925,2.063175097,dark
0804_06_,151,0804_06_151,0.209328958,41.5,58.40419229,342.3831349,-2.2040908,1 mM,1.383333333,-4.739980215,-0.473998022,1.350509406,dark
0804_06_,151,0804_06_151,0.191996647,42.5,58.25446213,342.4944948,-2.3154507,1 mM,1.416666667,-4.979463871,-0.497946387,1.238688045,dark
0804_06_,151,0804_06_151,0.433118007,43.5,58.0818101,342.7548453,-2.5758012,1 mM,1.45,-5.539357419,-0.553935742,2.794309723,dark
0804_06_,151,0804_06_151,0.214299394,44.5,57.85685982,342.9672651,-2.788221,1 mM,1.483333333,-5.996174194,-0.599617419,1.382576735,dark
0804_06_,151,0804_06_151,0.29698128,45.5,57.609798,343.0308007,-2.8517566,1 mM,1.516666667,-6.132809892,-0.613280989,1.916008258,dark
0804_06_,151,0804_06_151,0.25754709,46.5,57.33764196,343.0837616,-2.9047175,1 mM,1.55,-6.246704301,-0.62467043,1.661594129,dark
0804_06_,151,0804_06_151,0.252854478,47.5,57.0851425,343.0970586,-2.9180145,1 mM,1.583333333,-6.2753,-0.62753,1.631319213,dark
0804_06_,151,0804_06_151,0.432581708,48.5,56.74314271,343.0971346,-2.9180905,1 mM,1.616666667,-6.275463441,-0.627546344,2.790849729,dark
0804_06_,151,0804_06_151,0.18341623,49.5,56.43574728,343.1000343,-2.9209902,1 mM,1.65,-6.281699355,-0.628169936,1.183330516,dark
0804_06_,151,0804_06_151,0.261816566,50.5,56.22956955,343.0292856,-2.8502415,1 mM,1.683333333,-6.129551613,-0.612955161,1.689139135,dark
0804_06_,151,0804_06_151,0.125384483,51.5,56.05696677,342.9906712,-2.8116271,1 mM,1.716666667,-6.046509892,-0.604650989,0.808932148,dark
0804_06_,151,0804_06_151,0.270862441,52.5,55.89325301,342.9305588,-2.7515147,1 mM,1.75,-5.917235914,-0.591723591,1.747499619,dark
0804_06_,151,0804_06_151,0.081257296,53.5,55.7529138,342.8677421,-2.688698,1 mM,1.783333333,-5.782146237,-0.578214624,0.524240619,dark
0804_06_,151,0804_06_151,0.291874598,54.5,55.62447073,342.77771,-2.5986659,1 mM,1.816666667,-5.588528817,-0.558852882,1.883061923,dark
0804_06_,151,0804_06_151,0.492940116,55.5,55.41178157,342.450074,-2.2710299,1 mM,1.85,-4.883935269,-0.488393527,3.180258813,dark
0804_06_,151,0804_06_151,0.014185664,56.5,55.29440553,342.2410265,-2.0619824,1 mM,1.883333333,-4.434370753,-0.443437075,0.091520413,dark
0804_06_,151,0804_06_151,0.0925524,57.5,55.25036484,342.2572962,-2.0782521,1 mM,1.916666667,-4.469359355,-0.446935936,0.597112258,dark
0804_06_,151,0804_06_151,0.382222822,58.5,55.20968652,342.0755371,-1.896493,1 mM,1.95,-4.07847957,-0.407847957,2.46595369,dark
