frame,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2
157,0.6940191,0.8568256,0.8198348,0.7255220,0.7002113,0.6612661,0.8441095,0.8042424,0.8293567,0.7165381,0.8444683,0.8087673,0.7594240,0.8386681,0.9553588,0.8722708,0.6992990,0.6992540,0.8697255,0.7995440,0.8574153,0.6776628,0.6410390,0.6326817,0.5658455,0.6808681,0.7801117,1.0802408,0.9695358,0.6496638,0.9742476,0.5520831,0.7111460,0.5736162,0.5799688,1.0121763,1.0808073,0.6584264,0.6592688,0.6053844,0.6683525,0.7303653,0.6408271,0.8461106,0.7874884,0.7949910,0.7412894,0.7983708,0.8070228,0.7352339,0.7690053,0.8209300,0.9350418
158,0.6935247,0.8496026,0.8164959,0.7207586,0.6985398,0.6587171,0.8381677,0.8018248,0.8315732,0.7220473,0.8370692,0.8050162,0.7511409,0.8414544,0.9549035,0.8676841,0.6937258,0.7011345,0.8688767,0.8020029,0.8522642,0.6777231,0.6389436,0.6340748,0.5707018,0.6698334,0.7816672,1.0881773,0.9598711,0.6481407,0.9709898,0.5610212,0.7080751,0.5674711,0.5732386,1.0124843,1.0753353,0.6622663,0.6634846,0.6057881,0.6664533,0.7526643,0.6397210,0.8423283,0.7991475,0.7895416,0.7407446,0.8077060,0.8236432,0.7274719,0.7753262,0.8087145,0.9258505
159,0.6903692,0.8408761,0.8182636,0.7162875,0.6967107,0.6619289,0.8388126,0.8020024,0.8263840,0.7151739,0.8387974,0.8021722,0.7499904,0.8330724,0.9472091,0.8673086,0.6921962,0.7000186,0.8661364,0.8014981,0.8510742,0.6731355,0.6457923,0.6247876,0.5757528,0.6773675,0.7760193,1.0871511,0.9464236,0.6581050,0.9795804,0.5556855,0.7016643,0.5578285,0.5613434,1.0094705,1.0646713,0.6563684,0.6649141,0.6063203,0.6647247,0.7483045,0.6490440,0.8364650,0.7885854,0.7980827,0.7466079,0.7997780,0.8446553,0.7077573,0.7816077,0.8055361,0.9135782
160,0.6878099,0.8368412,0.8128883,0.7169889,0.6958119,0.6595328,0.8378683,0.8069469,0.8217424,0.7136786,0.8425388,0.8014122,0.7508341,0.8354212,0.9317064,0.8652701,0.6962530,0.6978695,0.8767097,0.7924279,0.8517263,0.6693025,0.6373263,0.6254332,0.5691195,0.6717537,0.7824977,1.0841680,0.9385101,0.6556139,0.9666266,0.5484181,0.6931448,0.5563974,0.5477040,1.0264426,1.0643277,0.6631698,0.6649383,0.5999523,0.6764831,0.7455386,0.6516174,0.8622272,0.7859840,0.8068240,0.7473862,0.8086574,0.8171965,0.7179320,0.7707794,0.8065679,0.9185026
161,0.6966947,0.8259374,0.8133121,0.7136720,0.6958277,0.6587375,0.8388241,0.7992023,0.8238024,0.7145705,0.8371531,0.8027116,0.7506807,0.8342007,0.9386041,0.8603884,0.6897487,0.6998946,0.8663304,0.7875427,0.8451733,0.6651827,0.6301119,0.6319908,0.5699837,0.6683450,0.7754002,1.0747263,0.9300619,0.6566336,0.9736077,0.5494727,0.7039427,0.5548589,0.5443203,1.0267506,1.0540073,0.6606099,0.6642599,0.5963737,0.6845070,0.7448198,0.6478476,0.8465359,0.7775688,0.8067128,0.7487871,0.8050105,0.8310367,0.7252814,0.7614755,0.8041248,0.9226664
162,0.7059867,0.8208485,0.8108209,0.7156592,0.6973099,0.6584724,0.8378568,0.8004999,0.8198910,0.7140459,0.8385121,0.7912621,0.7501246,0.8358357,0.9591832,0.8589131,0.6948564,0.7014238,0.8657484,0.7906693,0.8453363,0.6532762,0.6321511,0.6276417,0.5577761,0.6753186,0.7749773,1.0727969,0.9415177,0.6478052,0.9657733,0.5474575,0.6812148,0.5403056,0.5565286,1.0292914,1.0411926,0.6571213,0.6598018,0.6032923,0.6686300,0.7375379,0.6415946,0.8442878,0.7767226,0.8149425,0.7479050,0.7988068,0.8305331,0.7276465,0.7670605,0.8028084,0.9151122
163,0.7080225,0.8219198,0.8095081,0.7086603,0.6934940,0.6564230,0.8398259,0.7988609,0.8172834,0.7152002,0.8441663,0.7953320,0.7473828,0.8491687,0.9684939,0.8678987,0.7063487,0.7052260,0.8682947,0.7944309,0.8429074,0.6536233,0.6252461,0.6211181,0.5703610,0.6828343,0.7888251,1.0678571,0.9420524,0.6478955,0.9506865,0.5467579,0.7013388,0.5524437,0.5349517,1.0338342,1.0498206,0.6461037,0.6572093,0.6015122,0.6833333,0.7372410,0.6450484,0.8379080,0.7917822,0.8225717,0.7569075,0.8126412,0.8638543,0.7211067,0.7860757,0.8061172,0.9255153
164,0.7133301,0.8107309,0.8188011,0.7102091,0.6952758,0.6553830,0.8395956,0.8052122,0.8201778,0.7174301,0.8402235,0.7987889,0.7451010,0.8586100,0.9796485,0.8600397,0.6970378,0.6990061,0.8738238,0.7896759,0.8319043,0.6526122,0.6244023,0.6191021,0.5710669,0.6737658,0.7830716,1.0652983,0.9286717,0.6464886,0.9510161,0.5504229,0.6829838,0.5410927,0.5421812,1.0360561,1.0467155,0.6505710,0.6532842,0.5956213,0.6696116,0.7236460,0.6338518,0.8391688,0.7694984,0.8335150,0.7609547,0.8130376,0.8696563,0.7470119,0.7867196,0.8080978,0.9219703
165,0.7139990,0.8127786,0.8157827,0.7106620,0.6863982,0.6565963,0.8387320,0.7983828,0.8099299,0.7141770,0.8436126,0.7942532,0.7442382,0.8533828,0.9699736,0.8666649,0.6974635,0.6984275,0.8822388,0.7885686,0.8329312,0.6575619,0.6306042,0.6359662,0.5784304,0.6720110,0.7664301,1.0648741,0.9354356,0.6544136,0.9732974,0.5488775,0.6831395,0.5488568,0.5456544,1.0348131,1.0435087,0.6582758,0.6480266,0.6069443,0.6708280,0.7145982,0.6214136,0.8607537,0.7805620,0.8339376,0.7658581,0.7972807,0.8764656,0.7373609,0.7843410,0.8186886,0.9285061
166,0.7169364,0.8131847,0.8219849,0.7113634,0.6924375,0.6628160,0.8349665,0.8031497,0.8084696,0.7195813,0.8383947,0.7929783,0.7462323,0.8475568,0.9712484,0.8724854,0.6941381,0.6984688,0.8713018,0.7900505,0.8344472,0.6633870,0.6293947,0.6320475,0.5815219,0.6700080,0.7822410,1.0694308,0.9284712,0.6716961,1.0066320,0.5422784,0.6667374,0.5627124,0.5517288,1.0352091,1.0474536,0.6576986,0.6517094,0.5880971,0.6531583,0.7040973,0.6154089,0.8551486,0.7924247,0.8150537,0.7572967,0.8112142,0.8715299,0.7523770,0.7806352,0.8149053,0.9289701
167,0.7269555,0.8077761,0.8142838,0.7044375,0.6921063,0.6623265,0.8336769,0.7996804,0.8095387,0.7223097,0.8406262,0.7956016,0.7495878,0.8587252,0.9718630,0.8681133,0.6899350,0.6958238,0.8790135,0.7852956,0.8368109,0.6595841,0.6308292,0.6222620,0.5747304,0.6691260,0.7792057,1.0473864,0.9326017,0.6763297,1.0008726,0.5458181,0.6763182,0.5670775,0.5579671,1.0361001,1.0398692,0.6539591,0.6465244,0.5887027,0.6548656,0.7005657,0.6183435,0.8483435,0.7834454,0.8143642,0.7536645,0.7954969,0.8620412,0.7467420,0.8000315,0.8135059,0.9339461
168,0.7252250,0.8013565,0.8241661,0.7090402,0.6931313,0.6644677,0.8295084,0.8030131,0.8100342,0.7240674,0.8435791,0.7965578,0.7535568,0.8486391,0.9763021,0.8628292,0.6896822,0.6969396,0.8737026,0.7885524,0.8375607,0.6552078,0.6330652,0.6239835,0.5679268,0.6622442,0.7778617,1.0288041,0.9145557,0.6856874,1.0154165,0.5425603,0.6740539,0.5740277,0.5609558,1.0296544,1.0267619,0.6561677,0.6435927,0.5876567,0.6520273,0.7177079,0.6283438,0.8478878,0.7882250,0.8018639,0.7449994,0.7878464,0.8676619,0.7339164,0.8107416,0.8302755,0.9468501
169,0.7266501,0.8076119,0.8199692,0.7104575,0.6923744,0.6612356,0.8282533,0.8045702,0.8119638,0.7277402,0.8382437,0.7967785,0.7508532,0.8507346,0.9737753,0.8618368,0.6902542,0.6970636,0.8774614,0.7749552,0.8311870,0.6549965,0.6299010,0.6147530,0.5711278,0.6727919,0.7841891,1.0174330,0.9134462,0.6877267,1.0018810,0.5502871,0.6802383,0.5576139,0.5585186,1.0344391,1.0300578,0.6566696,0.6448041,0.5860050,0.6529449,0.7134106,0.6239419,0.8787538,0.7838058,0.8047554,0.7531716,0.7872716,0.8688303,0.7525834,0.8073511,0.8293267,0.9525479
170,0.7220986,0.8074218,0.8182016,0.7080904,0.6940143,0.6649673,0.8293818,0.8023165,0.8051057,0.7236739,0.8370189,0.7965578,0.7497795,0.8551789,0.9581816,0.8633121,0.6956678,0.6994607,0.8847366,0.7735548,0.8302090,0.6567923,0.6324183,0.6195438,0.5767752,0.6657448,0.7846119,1.0371511,0.9003596,0.6990074,1.0163861,0.5519160,0.6964988,0.5717915,0.5564243,1.0441956,1.0267491,0.6502447,0.6390619,0.5994751,0.6620359,0.7159109,0.6310978,0.8872754,0.7825208,0.7979937,0.7491763,0.7903635,0.8653048,0.7379641,0.7989671,0.8349720,0.9591997
171,0.7148134,0.7991446,0.8221503,0.7047444,0.6955596,0.6641109,0.8260885,0.7968803,0.8013768,0.7192927,0.8368176,0.7970972,0.7468459,0.8465435,0.9695866,0.8596642,0.6957875,0.7040068,0.8732176,0.7752809,0.8284974,0.6589352,0.6272993,0.6159988,0.5773472,0.6610314,0.7663848,1.0611658,0.9019369,0.6983750,1.0167352,0.5619087,0.6828564,0.5678915,0.5564243,1.0493103,1.0230460,0.6464801,0.6351125,0.5969977,0.6565301,0.7133794,0.6322490,0.8918020,0.7898077,0.7761071,0.7361266,0.7825742,0.8853298,0.7385197,0.8043813,0.8367035,0.9669859
172,0.7124140,0.7970192,0.8217575,0.7051243,0.6907345,0.6594920,0.8209758,0.8060727,0.8080784,0.7219949,0.8348210,0.7945719,0.7443916,0.8449316,0.9707021,0.8651896,0.6973304,0.6971876,0.8785042,0.7816317,0.8268836,0.6602330,0.6313776,0.6202233,0.5864998,0.6581189,0.7703262,1.0546935,0.9008141,0.7002465,0.9980026,0.5679231,0.6894370,0.5644030,0.5607173,1.0446466,1.0240131,0.6422889,0.6284981,0.5965389,0.6635937,0.7095665,0.6171020,0.8907539,0.7934747,0.7907427,0.7555066,0.7902644,0.8714694,0.7383768,0.7986911,0.8410441,0.9794000
173,0.7152932,0.8010886,0.8148627,0.7064978,0.6905926,0.6593901,0.8247067,0.8083400,0.8100342,0.7240674,0.8296198,0.7922428,0.7475361,0.8493299,0.9677427,0.8515101,0.6970511,0.6933234,0.8737268,0.7710633,0.8295569,0.6540005,0.6332621,0.6209369,0.5896643,0.6539016,0.7649955,1.0513410,0.8873398,0.7123921,0.9960053,0.5750861,0.7055560,0.5663351,0.5691617,1.0565149,1.0262656,0.6363157,0.6324716,0.5979336,0.6628041,0.7093009,0.6170117,0.8926526,0.7760488,0.7958807,0.7604099,0.7847544,0.8830332,0.7433293,0.8075877,0.8480414,0.9826744
174,0.7132429,0.7998618,0.8065103,0.7082365,0.6912075,0.6665987,0.8271824,0.7967984,0.8064878,0.7212078,0.8298211,0.7970727,0.7458680,0.8486391,0.9689037,0.8553726,0.6925420,0.6946872,0.8689010,0.7748575,0.8286441,0.6617572,0.6374810,0.6108343,0.5856235,0.6514301,0.7718514,1.0389984,0.8893983,0.7149218,0.9969749,0.5763078,0.6993575,0.5705929,0.5755715,1.0466265,1.0130946,0.6378718,0.6247910,0.6106880,0.6662399,0.7029565,0.6156798,0.9203135,0.7840252,0.7846260,0.7617590,0.7685416,0.8887546,0.7482182,0.8084681,0.8516823,0.9901899
175,0.7132720,0.7926387,0.8046703,0.7062347,0.6884954,0.6602771,0.8213903,0.7993389,0.8095909,0.7238575,0.8258615,0.7995979,0.7505465,0.8522314,0.9714078,0.8449386,0.6877802,0.6970430,0.8762732,0.7678065,0.8278779,0.6555851,0.6401108,0.6218656,0.5887150,0.6470659,0.7647992,1.0510126,0.8934754,0.7092944,0.9954817,0.5691135,0.6949421,0.5848510,0.5770397,1.0484634,1.0144562,0.6406325,0.6289099,0.5961351,0.6588988,0.6988468,0.6108490,0.9100147,0.7915315,0.7898085,0.7757167,0.7989059,0.9142189,0.7390117,0.8004258,0.8508047,0.9920591
176,0.7045035,0.7921030,0.7996051,0.7068630,0.6879593,0.6628363,0.8169686,0.8029039,0.8134762,0.7267957,0.8247878,0.7936648,0.7417264,0.8464514,0.9680386,0.8495252,0.6898685,0.6912570,0.8760307,0.7759485,0.8246014,0.6634020,0.6398014,0.6152060,0.5958594,0.6371246,0.7572184,1.0465380,0.9034875,0.7041445,0.9955399,0.5767150,0.6965837,0.5690275,0.5638253,1.0438546,1.0129801,0.6411595,0.6299518,0.5997137,0.6388818,0.7065975,0.6168085,0.8805310,0.7918449,0.7873841,0.7595797,0.7851707,0.9327733,0.7367260,0.8100319,0.8518602,0.9901383
177,0.7039509,0.7858649,0.7997912,0.7011938,0.6938093,0.6660889,0.8209182,0.8095010,0.8026285,0.7245921,0.8208785,0.7925615,0.7388120,0.8425828,0.9731834,0.8510273,0.6833375,0.6909057,0.8841304,0.7738642,0.8267369,0.6652733,0.6446251,0.6135525,0.5886541,0.6495006,0.7598158,1.0638205,0.8931813,0.7086361,0.9784556,0.5852772,0.7002632,0.5636159,0.5812433,1.0428427,1.0009417,0.6347848,0.6190245,0.6019526,0.6466496,0.6976748,0.6172600,0.8711892,0.7984110,0.7680109,0.7481385,0.7933761,0.9611386,0.7349323,0.8066941,0.8592607,0.9874441
178,0.6995739,0.7875238,0.7971139,0.7018513,0.6919487,0.6665477,0.8263763,0.8002814,0.8019766,0.7233066,0.8174558,0.7909924,0.7360893,0.8464284,0.9667638,0.8507591,0.6901611,0.6877648,0.8766854,0.7727732,0.8306328,0.6658769,0.6427687,0.5952839,0.5794893,0.6368489,0.7497735,1.0611795,0.8918045,0.7030474,0.9665296,0.5778950,0.6903569,0.5667466,0.5667022,1.0374970,1.0000636,0.6295646,0.6242338,0.5969977,0.6476526,0.6946589,0.6140319,0.8940197,0.7855296,0.7555551,0.7366455,0.7956753,0.9456868,0.7500437,0.8241324,0.8661156,0.9949338
179,0.7030348,0.7846207,0.7975687,0.7011353,0.6860040,0.6692395,0.8242230,0.8043653,0.7994733,0.7238050,0.8124392,0.7867020,0.7340952,0.8546032,0.9684484,0.8486937,0.6874476,0.6879301,0.8689737,0.7789936,0.8321977,0.6576676,0.6351043,0.6005618,0.5819844,0.6295905,0.7593325,1.0471675,0.9000789,0.6929282,0.9463233,0.5765584,0.7020322,0.5731422,0.5639892,1.0400048,1.0090733,0.6324256,0.6191215,0.6012920,0.6427017,0.7063162,0.6261767,0.9078426,0.7965148,0.7407416,0.7203009,0.7894914,0.9584592,0.7439642,0.8049200,0.8655463,1.0010055
180,0.6998211,0.7767323,0.8001220,0.6928944,0.6874231,0.6660379,0.8228067,0.8050756,0.8058359,0.7279763,0.8042348,0.7873639,0.7299536,0.8510339,0.9629166,0.8492302,0.6878999,0.6857190,0.8717625,0.7729849,0.8298667,0.6540609,0.6329949,0.5909122,0.5771403,0.6260256,0.7443371,1.0670909,0.8975925,0.6854938,0.9457415,0.5806202,0.6875690,0.5699578,0.5656215,1.0368810,1.0027869,0.6291630,0.6219078,0.6081371,0.6568715,0.7129575,0.6221134,0.8975438,0.8032219,0.7545986,0.7603840,0.8029690,0.9594665,0.7425673,0.8179035,0.8744055,0.9944568
181,0.6915907,0.7750562,0.8008352,0.6960943,0.6844587,0.6611132,0.8194558,0.8118367,0.7994733,0.7374993,0.8049059,0.7858684,0.7276719,0.8492838,0.9580450,0.8487206,0.6856254,0.6830533,0.8656029,0.7720404,0.8275682,0.6602481,0.6279181,0.5987157,0.5788564,0.6240318,0.7316823,1.0638342,0.8970846,0.6948256,0.9508416,0.5690404,0.7001642,0.5625335,0.5674550,1.0419077,1.0017943,0.6299912,0.6240642,0.6117524,0.6518566,0.6956746,0.6200817,0.8919387,0.7958096,0.7671212,0.7552990,0.7972609,0.9717757,0.7340593,0.8167208,0.8867634,1.0083405
182,0.6849889,0.7374201,0.8234218,0.7746168,0.6834180,0.6620512,0.8176019,0.8069605,0.8088868,0.7361352,0.8132613,0.7825341,0.7251601,0.8541887,0.9512839,0.8440266,0.6873013,0.6824954,0.8694587,0.7637193,0.8241939,0.6619232,0.6340356,0.5981041,0.5892262,0.6205864,0.7317880,1.0838123,0.9144889,0.7049834,0.9322254,0.5746372,0.7002915,0.5562542,0.5664711,1.0450536,1.0027996,0.6311457,0.6200422,0.6072012,0.6589842,0.7045661,0.6178243,0.8695487,0.7899331,0.7704130,0.7604618,0.8088754,0.9880737,0.7419324,0.8030277,0.8856011,1.0052467
183,0.6858468,0.7151287,0.8327148,0.8346995,0.6894888,0.6528544,0.8083092,0.8077117,0.8073483,0.7447925,0.8129257,0.7791752,0.7216704,0.8495602,0.9581816,0.8411029,0.6868225,0.6821854,0.8713988,0.7643218,0.8106641,0.6701325,0.6323058,0.5992933,0.5918916,0.6271557,0.7381154,1.0889984,0.9180313,0.7100043,0.9479716,0.5819568,0.7159718,0.5699578,0.5766894,1.0469785,1.0078262,0.6340570,0.6196545,0.6054945,0.6577251,0.6870488,0.6136256,0.8803640,0.7916255,0.7827354,0.7716954,0.8105998,0.9888191,0.7454245,0.8106758,0.8842610,1.0065745
184,0.6878681,0.7694401,0.8202276,0.8302138,0.6907030,0.6487556,0.8045438,0.8027673,0.8098777,0.7417755,0.8093353,0.7795430,0.7207501,0.8476719,0.9640548,0.8354702,0.6842420,0.6817722,0.8685372,0.7574988,0.8129299,0.6708418,0.6300979,0.5994179,0.5926949,0.6263472,0.7369224,1.0654078,0.9171490,0.7166385,0.9375582,0.5875117,0.7169200,0.5710580,0.5792384,1.0501023,1.0027233,0.6410591,0.6197030,0.5998055,0.6474178,0.6842516,0.6112328,0.8653107,0.8015451,0.7702351,0.7485796,0.8087169,0.9983077,0.7330910,0.7953402,0.8816518,1.0001547
185,0.6775727,0.8001642,0.8141701,0.8840135,0.6619572,0.6489901,0.7990396,0.8070288,0.8229941,0.7400441,0.8100232,0.7750564,0.7192929,0.8449546,0.9605491,0.8461188,0.6880595,0.6819995,0.8727326,0.7596483,0.8091318,0.6747352,0.6329246,0.5976510,0.5889827,0.6359485,0.7500000,1.0521620,0.8964296,0.7071776,0.9292778,0.5884515,0.7302228,0.5660220,0.5795813,1.0514992,0.9883816,0.6287865,0.6243307,0.6014204,0.6411865,0.6837829,0.6023838,0.8742728,0.7849028,0.7725706,0.7371644,0.8060411,0.9893831,0.7285036,0.8003469,0.8837510,0.9980277
186,0.6763076,0.8228011,0.7911287,0.9192127,0.6409379,0.6491532,0.7984524,0.8038600,0.7985606,0.7371583,0.8195530,0.7817005,0.7208076,0.8373785,0.9563832,0.8347728,0.6880595,0.6787965,0.8698467,0.7581664,0.8089851,0.6711285,0.6294088,0.6059981,0.5969670,0.6359669,0.7510722,1.0317460,0.9040089,0.7084296,0.9231112,0.5879816,0.7291472,0.5694211,0.5735666,1.0564600,1.0008144,0.6259506,0.6163836,0.5891799,0.6358301,0.6775323,0.6014357,0.8522929,0.7881623,0.7768634,0.7248411,0.8026717,0.9922640,0.7420911,0.8030803,0.8909736,1.0013793
187,0.6768166,0.8301797,0.7765948,0.8441824,0.6846006,0.6503360,0.7971512,0.8000355,0.8150147,0.7357154,0.8138150,0.7782926,0.7225716,0.8413853,0.9502823,0.8402983,0.6808103,0.6787965,0.8703075,0.7572871,0.8026277,0.6756406,0.6329386,0.6069608,0.6067890,0.6392929,0.7514648,1.0408320,0.8815250,0.7080424,0.9305771,0.5839198,0.7272226,0.5530609,0.5665308,1.0522472,1.0028633,0.6206299,0.6193880,0.5900974,0.6339949,0.6626559,0.5999684,0.8470828,0.7757354,0.7658756,0.7138669,0.7955365,0.9716346,0.7465515,0.7974690,0.8940927,1.0117309
188,0.6794486,0.8205374,0.7644487,0.7818057,0.7017093,0.6473587,0.7943185,0.8050756,0.8110511,0.7300226,0.8199222,0.7856968,0.7205583,0.8359969,0.9394464,0.8402178,0.6865431,0.6810076,0.8709865,0.7625142,0.8033776,0.6806205,0.6335855,0.5902666,0.6002775,0.6383741,0.7396708,1.0139573,0.8710048,0.7082102,0.9406803,0.5782709,0.7184625,0.5406365,0.5695419,1.0548430,0.9989438,0.6226377,0.6118528,0.5717274,0.6296415,0.6648280,0.6027901,0.8404296,0.7790889,0.7585133,0.7257491,0.7979546,0.9693984,0.7430753,0.7944071,0.8940808,1.0116664
189,0.6782707,0.8173147,0.7554967,0.7771446,0.7047211,0.6443305,0.7850259,0.8011146,0.8159013,0.7323049,0.8163820,0.7828038,0.7181041,0.8428361,0.9523994,0.8391449,0.6908926,0.6826194,0.8653604,0.7625468,0.8026603,0.6667371,0.6322777,0.5961900,0.5966992,0.6334678,0.7410450,1.0064997,0.8665535,0.7136828,0.9345330,0.5711079,0.6950553,0.5712637,0.5675071,1.0514222,0.9961187,0.6251223,0.6183946,0.5966673,0.6372599,0.6788605,0.6091108,0.8359485,0.7628070,0.7726595,0.7163316,0.7856265,0.9893831,0.7304878,0.8048938,0.8878426,1.0048728
190,0.6729195,0.8146103,0.7678909,0.7742515,0.7060298,0.6429132,0.7834713,0.7981916,0.8125375,0.7282124,0.8193853,0.7806218,0.7161675,0.8385990,0.9487115,0.8340754,0.6877403,0.6848305,0.8630566,0.7614884,0.8033124,0.6703739,0.6296619,0.5933472,0.5923420,0.6240135,0.7228783,0.9968254,0.8548303,0.7125986,0.9617398,0.5687272,0.7056834,0.5612365,0.5759367,1.0411818,0.9872490,0.6297402,0.6177404,0.5792149,0.6313700,0.6888146,0.6183661,0.8170978,0.7773338,0.7683445,0.7146452,0.7784120,0.9651074,0.7392022,0.8108730,0.8918275,1.0028489
191,0.6699821,0.8071626,0.7766568,0.7740908,0.7062191,0.6396913,0.7879737,0.8008141,0.8149365,0.7272942,0.8175229,0.7806218,0.7138475,0.8320361,0.9426106,0.8303471,0.6862771,0.6839419,0.8608255,0.7658199,0.8064748,0.6630399,0.6220397,0.5894285,0.5782235,0.6235816,0.7390063,0.9921593,0.8687858,0.7111014,0.9387799,0.5794090,0.7105658,0.5634906,0.5700338,1.0331522,0.9833041,0.6374953,0.6125312,0.5756363,0.6232821,0.6931587,0.6195851,0.8127687,0.7611302,0.7739051,0.7239071,0.7752408,0.9634353,0.7427896,0.8039607,0.8899773,0.9988011
192,0.6639183,0.8060567,0.7953256,0.7722497,0.7053676,0.6453909,0.7881695,0.8049254,0.8139717,0.7331444,0.8183115,0.7844954,0.7152472,0.8355593,0.9364415,0.8283890,0.6880063,0.6856364,0.8619168,0.7689464,0.8036058,0.6548154,0.6217444,0.5947856,0.5858791,0.6191071,0.7410903,0.9870416,0.8583994,0.7057191,0.9378297,0.5811528,0.7162265,0.5806916,0.5670525,1.0144532,0.9794100,0.6251725,0.6195576,0.5947404,0.6259710,0.6960340,0.6165376,0.8098218,0.7659568,0.7896528,0.7134778,0.7859635,0.9593457,0.7551231,0.8202294,0.8928000,1.0045377
193,0.6626969,0.8066096,0.7926172,0.7687284,0.7006370,0.6477054,0.7823083,0.7958696,0.8056533,0.7275828,0.8081944,0.7942532,0.7121026,0.8431815,0.9486205,0.8343168,0.6818079,0.6866902,0.8565331,0.7652662,0.8056434,0.6483717,0.6208725,0.5925544,0.5846255,0.6136863,0.7464512,0.9784620,0.8602307,0.6892239,0.9191747,0.5724131,0.7207693,0.5775251,0.5795887,1.0099875,0.9625869,0.6264525,0.6136457,0.5859867,0.6378148,0.6866269,0.6173954,0.7967585,0.7795747,0.7889855,0.7230250,0.7851112,0.9569685,0.7592025,0.8238301,0.8858620,0.9945986
194,0.6641801,0.8138414,0.7952842,0.7653385,0.6958119,0.6496630,0.7876167,0.8032317,0.8100602,0.7334330,0.8120197,0.7911886,0.7186026,0.8318979,0.9443635,0.8297033,0.6783629,0.6820201,0.8645601,0.7694349,0.8009650,0.6553587,0.6118299,0.5941967,0.5802683,0.6166631,0.7435216,0.9715791,0.8575973,0.6815700,0.9012954,0.5807455,0.7275056,0.5735983,0.5747293,0.9939613,0.9613779,0.6285858,0.6159475,0.5918225,0.6428510,0.6847517,0.6070114,0.8212447,0.7806560,0.7831580,0.7137112,0.7719110,0.9501793,0.7593613,0.8269577,0.8892776,1.0035579
195,0.6617517,0.8175566,0.8024892,0.7659376,0.6980195,0.6486536,0.7902997,0.8033819,0.8087564,0.7264547,0.8178585,0.7924390,0.7144418,0.8347303,0.9445001,0.8279331,0.6752637,0.6777840,0.8564846,0.7930630,0.8028559,0.6557511,0.6176239,0.5960541,0.5916847,0.6136495,0.7326487,0.9908456,0.8545630,0.6697859,0.8926660,0.5749922,0.7373978,0.5849762,0.5682152,0.9872297,0.9487542,0.6292885,0.6114894,0.5828669,0.6360009,0.6851424,0.6110973,0.8239181,0.7959350,0.7818234,0.6996238,0.7771237,0.9309199,0.7583771,0.8324638,0.8941876,1.0121305
196,0.6616353,0.8211249,0.7977961,0.7617733,0.6921852,0.6507234,0.7910828,0.7941486,0.8158492,0.7298914,0.8128083,0.7944248,0.7150362,0.8355363,0.9472546,0.8291937,0.6764209,0.6840865,0.8604860,0.7886175,0.7973462,0.6591163,0.6293244,0.6113779,0.5921716,0.6183353,0.7393537,0.9898604,0.8643880,0.6849775,0.9014893,0.5750339,0.7402423,0.5577033,0.5695568,0.9871857,0.9511720,0.6437194,0.6153175,0.5801141,0.6345284,0.6950027,0.6173503,0.8026522,0.7889145,0.7979715,0.6972629,0.7857454,0.9416173,0.7523929,0.8259721,0.8963342,1.0115633
197,0.6531140,0.8188958,0.7926276,0.7566154,0.6962850,0.6520081,0.7929597,0.7919905,0.8150408,0.7302324,0.8105600,0.7942287,0.7168769,0.8306775,0.9439310,0.8304544,0.6652213,0.6848718,0.8612135,0.8033871,0.7995305,0.6566565,0.6311807,0.6056810,0.5904676,0.6151196,0.7382362,0.9996442,0.8581588,0.6875976,0.9031182,0.5774251,0.7319917,0.5613081,0.5689605,0.9833579,0.9583874,0.6299410,0.6111744,0.5644418,0.6298122,0.6965966,0.6223165,0.8040041,0.7845110,0.7758847,0.6805033,0.7924644,0.9380112,0.7482024,0.8044864,0.8959428,1.0078507
198,0.6527505,0.8201400,0.7888029,0.7511214,0.6934467,0.6494081,0.7932130,0.7925915,0.8182743,0.7306784,0.8109627,0.7887859,0.7122177,0.8252890,0.9455245,0.8250630,0.6663253,0.6866282,0.8569696,0.8100961,0.7958954,0.6578638,0.6212241,0.6020001,0.5911857,0.6153401,0.7349743,0.9720991,0.8495903,0.6891077,0.9127172,0.5775086,0.7476296,0.5618895,0.5576242,0.9862727,0.9581711,0.6270297,0.6116347,0.5601843,0.6346351,0.6819077,0.6105555,0.8131484,0.7918919,0.7631620,0.6746400,0.7878067,0.9271929,0.7475674,0.8122791,0.8986231,1.0018950
