frame,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC
142,2.089718475,2.261387346,0.947323442,0.792174579,0.323151704,3.024475948,0.742319263,3.044537537,0.956707643,0.315269989,1.060340381,3.032813816,0.632746072,2.881510463,0.682235196,2.979868834,1.039645693,0.441835077,1.283228202,0.539988152,0.98279508,0.946911969,0.928522794,0.91435469,0.755352493,0.87776732,0.891609167,0.939459755,0.91868722,0.952089354,0.976542685,0.945766961
143,2.109279678,2.232465573,0.976463665,0.805961236,0.328002722,3.030493962,0.7411493,3.061900562,0.949640715,0.316607915,1.072540613,2.990690817,0.608061035,2.873828924,0.679594106,2.948731109,1.009835064,0.439867472,1.369860869,0.544374859,0.962166439,0.918030298,0.929824031,0.928456468,0.749614235,0.875959873,0.890412376,0.946200954,0.908043932,1.069405608,0.975432199,0.941256626
144,2.088123356,2.225564151,0.969234648,0.799652088,0.329091528,3.102669736,0.729358495,3.045171425,0.948631154,0.3161112,1.056407942,2.947093513,0.603463334,2.888115151,0.667659558,2.949358426,1.043982896,0.441974713,1.423612043,0.546575265,0.97360282,0.883805418,0.932487025,0.92171214,0.740669303,0.875339565,0.893662919,0.947874386,0.901606198,1.14037335,0.974966068,0.945153774
145,2.099345161,2.193689211,0.946833102,0.804468331,0.331939921,3.113574862,0.736879691,2.99771249,0.963477641,0.316960423,1.054764053,2.926958719,0.596094966,2.872716178,0.66108662,2.941317365,1.04434942,0.44250787,1.587191876,0.542132137,0.981370927,0.888885516,0.923454026,0.921482219,0.746962099,0.895028983,0.903148594,0.934522538,0.898969639,1.227274857,0.962298296,0.949909384
146,2.072004254,2.205694476,0.931520475,0.816048085,0.33278569,3.07060059,0.733780047,2.964281777,0.955222994,0.315846819,1.038067302,2.904970514,0.589730462,2.89123802,0.66845387,2.885942401,1.027855834,0.442761755,1.590614235,0.553543218,0.994734949,0.903437668,0.914769031,0.910062845,0.751856495,0.906814827,0.91226489,0.944598732,0.895443443,1.286214169,0.967041856,0.952007849
147,1.992891924,2.218662729,0.918239258,0.819202659,0.334214747,3.074720304,0.740419971,2.954387609,0.949225013,0.314228489,1.015665291,2.892965459,0.574521909,2.919487419,0.65316335,2.840889649,1.027978009,0.446481162,1.578266899,0.556505304,0.996461195,0.919113108,0.913225704,0.90588596,0.767046003,0.90492182,0.91226489,0.938605236,0.918493117,1.319675076,0.968549924,0.962418412
148,1.856495215,2.209610631,0.901245464,0.830146305,0.332824576,3.055333414,0.757194518,2.9721916,0.954450977,0.313579555,0.999387571,2.921145746,0.56939216,2.939409168,0.657750506,2.820444825,1.045876604,0.447636336,1.509193397,0.551892914,0.999985615,0.909620814,0.910108789,0.907993562,0.774737197,0.918226348,0.915737061,0.941204396,0.949193666,1.356697649,0.969441055,0.964475997
149,1.716124699,2.227169133,0.903823253,0.829068816,0.336081272,3.057554829,0.759230559,2.940883034,0.966506325,0.315966992,0.987187338,2.949789385,0.559604477,2.909723967,0.652607332,2.795095523,1.04434942,0.449832436,1.739073055,0.558437712,1.008731928,0.898509366,0.951294427,0.899256591,0.779535153,0.91268636,0.93040883,0.933240761,0.962392637,1.360962274,0.973732195,0.952375761
150,1.582582415,2.218759028,0.902142086,0.826160896,0.333942546,3.043580112,0.772495214,2.924016095,0.961992992,0.315526358,0.978581098,2.945829823,0.55252723,2.877885064,0.657671075,2.771200456,1.035369578,0.452104702,1.857021429,0.566999549,1.018629073,0.888966473,0.973264136,0.903280196,0.777943871,0.908151697,0.931975,0.942213202,0.962360287,1.351901898,0.976021716,0.96102852
151,1.462556669,2.207203159,0.882640553,0.824693954,0.334632771,3.017892484,0.790044671,2.888490795,0.961220975,0.316103189,0.965736203,2.961625948,0.547206746,2.899134929,0.657710791,2.70615911,1.034453268,0.452929826,1.863754306,0.570003949,1.011652161,0.888136657,0.972568126,0.892818823,0.783609798,0.912173002,0.935373295,0.93359681,0.94914514,1.329469656,0.975473328,0.977911619
152,1.370991213,2.157063525,0.890654113,0.823577521,0.331366354,3.027707096,0.780305102,2.862914783,0.957895362,0.317248838,0.964946492,2.952021904,0.530843748,2.852291898,0.663588705,2.634445395,1.015638363,0.455240175,1.785487407,0.569609005,1.012500899,0.880273637,0.966046814,0.909373084,0.767696981,0.911969797,0.960786631,0.933169551,0.936496126,1.30875576,0.977159622,0.977679971
153,1.292158728,2.14605335,0.881659871,0.828199037,0.330413649,2.991599014,0.788570821,2.828409216,0.951541065,0.319516103,0.960143759,2.928222409,0.518295437,2.819196669,0.661146193,2.53039635,1.050152718,0.458591449,1.730662551,0.563868201,1.018298209,0.879636095,0.96780197,0.910177805,0.769553477,0.914622147,0.958998833,0.936445204,0.925739611,1.302960244,0.975966877,0.972501942
154,1.217915711,2.149391712,0.889028986,0.832573899,0.331949643,2.973423805,0.787811104,2.773260941,0.959380011,0.318426534,0.981514311,2.878348778,0.509089996,2.814673894,0.672921879,2.462246935,1.044227245,0.45898497,1.65624301,0.557492665,1.020053226,0.884493559,0.964836362,0.908261803,0.773266467,0.91391628,0.967006989,0.939875145,0.919188651,1.258158244,0.98201286,0.975159088
155,1.164689092,2.139633422,0.876041973,0.837351196,0.333466194,2.973423805,0.773558817,2.733684269,0.974107726,0.322127864,0.974084579,2.838963774,0.49428299,2.773897125,0.683069224,2.444767608,1.039218082,0.4626536,1.596183957,0.559368653,1.02468532,0.889654614,0.980889985,0.910024525,0.769240042,0.93328485,0.968824338,0.941026371,0.912783268,1.221526205,0.986399967,0.96646545
156,1.116443723,2.155522743,0.879642472,0.841829913,0.331064988,3.010137728,0.771234084,2.701824496,0.964309044,0.325997436,0.982497421,2.830707666,0.4956884,2.801679888,0.693593868,2.401340177,1.041600489,0.465141668,1.527893348,0.557154141,1.044824858,0.884878108,1.011030246,0.914699571,0.760222779,0.926204787,0.957550864,0.939625911,0.91294502,1.161227837,0.989169329,0.969694905
157,1.087115912,2.139376625,0.903346923,0.844127689,0.338074175,3.010743568,0.763971192,2.734318157,0.969772552,0.324363083,1.001482723,2.825442291,0.48937409,2.808428156,0.716291354,2.326461363,1.043677459,0.488105514,1.459267212,0.579214624,1.008760699,0.892133945,1.048584527,0.910216125,0.764972514,0.927744861,0.966593283,0.933620546,0.911537777,1.106396938,0.984028187,0.974177988
158,1.059970896,2.136134562,0.909090909,0.840635588,0.340630924,3.026495416,0.753061659,2.743633557,0.957420274,0.323898414,0.998517276,2.779106992,0.488852081,2.805233497,0.713074387,2.306558312,1.032437385,0.495734742,1.42598309,0.582275446,0.977515644,0.884665594,1.05884311,0.919796137,0.758366284,0.934300871,0.967376369,0.940610981,0.906313184,1.05437788,0.991609657,0.973973592
159,1.035708289,2.144319969,0.908642598,0.831846919,0.338744957,3.04184337,0.75029629,2.743661118,0.970782113,0.323161352,1.006092057,2.756107835,0.478341615,2.755949603,0.715020454,2.315198175,1.029138668,0.488156291,1.385183197,0.587184044,0.972336906,0.886254389,1.059402944,1.096643164,0.754122866,0.943327415,0.967804849,0.953238862,0.912265662,1.002952433,0.991335463,0.969367872
160,1.011781497,2.128077553,0.913321845,0.834858693,0.337218685,3.013207319,0.764214301,2.76231948,0.965674921,0.317993911,1.014327616,2.732687447,0.475611103,2.792598442,0.724492633,2.372141431,1.023213195,0.480298568,1.364358252,0.591965696,0.96802129,0.893166156,1.046859633,1.628257204,0.746600444,0.948739064,0.970464384,0.949903867,0.906992543,0.964242756,0.987126582,0.977952498
161,1.015895226,2.15664623,0.905378333,0.829393361,0.334516113,2.998384426,0.753335157,2.78241098,0.946790189,0.318594776,1.004657684,2.72935973,0.468895247,2.773035644,0.72806704,2.41756487,1.017104459,0.471234894,1.308638661,0.587381517,0.96334604,0.893570944,1.038764733,2.009158492,0.747540746,0.947466364,0.963254089,0.947221629,0.906717565,0.918409748,0.992075787,0.972529195
162,0.991996418,2.164157545,0.903262864,0.829341434,0.332775969,2.987600469,0.777509345,2.820389152,0.935209929,0.317721519,1.000112815,2.75758214,0.46121568,2.69428192,0.732018746,2.373567151,1.014722053,0.464532345,1.253948016,0.580060934,0.967388333,0.88695265,1.027976578,2.396420907,0.739536117,0.965936558,0.963756446,0.960787106,0.942108924,0.849332188,0.989374974,0.971221061
163,0.98217384,2.174718326,0.910225696,0.81776168,0.330831673,3.025445293,0.794116753,2.815951935,0.940198349,0.312706297,0.997582516,2.795745577,0.450173167,2.657633081,0.738194527,2.303450242,1.003909591,0.460559054,1.216592851,0.583276913,0.964166007,0.897679549,1.013814286,2.721374923,0.743948307,0.965744048,0.95350246,0.963742315,0.985846691,0.74760603,0.98722255,0.964721272
164,0.979515308,2.134754277,0.931450426,0.808349885,0.331220532,2.986106062,0.786124533,2.84417374,0.960389572,0.315862842,0.989411423,2.789132266,0.441188576,2.600703543,0.724214623,2.309923011,1.022480147,0.457233167,1.173198228,0.580427669,0.980076243,0.895837761,1.013057754,3.005441447,0.745129714,0.962760155,0.94326325,0.964217048,0.982741051,0.720143716,0.989525781,0.964326107
165,0.969133039,2.140050717,0.946342762,0.798587582,0.32844991,3.006745022,0.772039384,2.901140999,0.972623077,0.315181862,0.989620938,2.792796967,0.441549967,2.604149467,0.720004766,2.352780154,1.0106292,0.45522748,1.156198273,0.573248138,0.974796806,0.912312659,1.019594196,3.215665236,0.745539589,0.968941841,0.942982521,0.974044008,1.002749786,0.719940639,0.98153302,0.962036873
166,0.963004422,2.115333997,0.945081887,0.78833197,0.329966461,3.00250414,0.757665542,2.921949068,0.95528238,0.312594136,1.003287777,2.785636057,0.450424133,2.654223052,0.726756424,2.338152267,1.013194869,0.452383975,1.117143113,0.568790905,0.986621592,0.906959329,1.081009517,3.409794605,0.755521265,0.971530021,0.94215511,0.959505329,0.993254937,0.703194564,0.978530593,0.979628545
167,0.955112778,2.111064745,0.931702601,0.786787138,0.335264667,2.980572721,0.750843286,2.899873222,0.956885801,0.310294825,0.998887957,2.775105307,0.431230236,2.650956603,0.726001827,2.316937553,1.032315211,0.452434752,1.089361607,0.577522004,0.988203985,0.926713015,1.099726135,3.548359902,0.761114862,0.966268101,0.942760893,0.963955945,0.980072141,0.688807311,0.977803979,0.97590854
168,0.939105614,2.101659551,0.948920551,0.778725448,0.331560784,2.983925037,0.741270854,2.915499945,0.954272819,0.307594937,1.010169546,2.767396799,0.421181549,2.622671309,0.723599031,2.38386085,1.02724496,0.452269727,1.069498501,0.58722636,0.996979069,0.913405588,1.093341,3.615036787,0.755521265,0.961840388,0.934841388,0.969225474,1.006195105,0.658048895,0.970757187,0.981822394
169,0.93963732,2.084871441,0.938665433,0.772091755,0.330851116,2.970838887,0.735025982,2.917015765,0.96965378,0.306176895,0.997244068,2.779149115,0.408834011,2.662837862,0.71196235,2.371571143,1.03372022,0.45098761,1.036974903,0.586676258,0.995526145,0.916664137,1.117383607,3.606223176,0.762657923,0.957797694,0.919549061,0.965795533,1.007828802,0.593329688,0.976515266,0.978129641
170,0.939301506,2.101916348,0.935905519,0.774519349,0.333339814,2.966759562,0.712310451,2.905219932,0.963715185,0.306825829,0.998807375,2.794313395,0.396908096,2.663627553,0.701894436,2.35580268,1.028466707,0.448651874,1.020422315,0.592656849,0.998532691,0.918101136,1.167647637,3.628257204,0.754725624,0.961230776,0.893914097,0.967029837,0.996862009,0.537530266,0.966438628,0.973251393
171,0.91461913,2.10262254,0.920396756,0.767664966,0.327759685,2.937477281,0.715850731,2.865174733,0.965496763,0.306753725,1.006462738,2.79915754,0.390011544,2.657776661,0.700563962,2.346307385,1.056200367,0.451254189,0.998546056,0.591965696,0.991483852,0.92188591,1.200223934,3.643968424,0.770542,0.956749588,0.875386002,0.96392034,0.980945603,0.566320394,0.979709628,0.978892719
172,0.918229138,2.064809168,0.910800095,0.774389531,0.328537403,2.88068985,0.784605099,2.839130195,0.959558169,0.305447845,0.987815884,2.789679865,0.387722733,2.652248824,0.683049367,2.307898489,1.040684178,0.453374124,0.990605288,0.57467276,0.967129397,0.90905411,1.274016129,3.586603311,0.778643071,0.940364912,0.866402683,0.959493461,0.963686654,0.564820745,0.967480566,0.976767002
173,0.924217832,2.070137707,0.905574469,0.760512002,0.335488261,2.859243104,0.780001216,2.842988645,0.964605974,0.305327672,0.983480531,2.773378265,0.375987552,2.644136545,0.694130029,2.235129741,1.028955406,0.449807048,0.959490896,0.583417964,0.932618859,0.908780878,1.281566325,3.521497548,0.792120745,0.936429167,0.878001212,0.967753804,0.94644388,0.516847614,0.970990252,0.981945031
174,0.932249398,2.068564825,0.893498087,0.752333476,0.334807758,2.888081102,0.789543258,2.787619888,0.968644219,0.303468995,0.981224213,2.750042123,0.367504894,2.616928102,0.690218039,2.211719418,1.04318876,0.445554484,0.934102805,0.580413564,0.915960584,0.8901606,1.26522522,3.459610668,0.803790144,0.923488268,0.885093305,0.958911913,0.942464778,0.477684918,0.967905568,0.972447436
175,0.921055577,2.0530928,0.89838748,0.741480703,0.337092305,2.874833394,0.781900507,2.690221585,0.964546588,0.303941676,0.995793579,2.745240101,0.359092506,2.587853117,0.680388419,2.213572854,1.04227245,0.44479283,0.923835727,0.58097777,0.907243041,0.907384357,1.248853853,3.399754752,0.797376796,0.903991358,0.88957019,0.952503026,0.939278262,0.448004374,0.96068055,0.973319525
176,0.927547994,2.045067891,0.891774891,0.737183731,0.339989306,2.830445495,0.770732671,2.630801455,0.961220975,0.304574587,0.99124871,2.703959562,0.347196707,2.572274669,0.678144485,2.222497861,1.032864997,0.4461765,0.908916029,0.583107651,0.890613537,0.909792849,1.217775491,3.308093194,0.792241296,0.891895361,0.91761351,0.943945975,0.928732025,0.426306334,0.960598292,0.98697317
177,0.926876364,2.025808108,0.8963981,0.733328141,0.345987459,2.894987681,0.769699456,2.584748098,0.967575272,0.30177055,1.001514955,2.706697557,0.335632184,2.546178973,0.679276381,2.27102937,1.038362859,0.446608104,0.898581846,0.581372715,0.868977918,0.921875791,1.200526547,3.183323115,0.78228373,0.88300785,0.922947356,0.936017945,0.919479805,0.408013747,0.954223276,0.988076907
178,0.914731068,2.038134369,0.892279242,0.726850229,0.365274875,2.8850519,0.769699456,2.509425642,1.000356316,0.298982535,1.009025271,2.67683235,0.333052251,2.51875516,0.675701974,2.279925863,1.032742822,0.444094648,0.893705543,0.573614872,0.848119111,0.924000931,1.17789109,3.122892397,0.779462822,0.87522192,0.925001108,0.930843362,0.904776539,0.394110755,0.952002303,0.986155586
179,0.924049924,2.077135428,0.875845837,0.730186548,0.449462888,2.884971122,0.74788039,2.431925918,0.999821842,0.300600865,1.009943914,2.661078349,0.328053004,2.566208407,0.6798324,2.218619903,1.032498473,0.44283792,0.887218718,0.570046265,0.835517514,0.922179382,1.158660029,2.888258737,0.784622432,0.876291416,0.929773496,0.935483871,0.898500558,0.382988362,0.955539409,0.978184147
180,0.916130296,2.057265753,0.885092254,0.737884748,0.566519224,2.913324448,0.740480749,2.377383971,0.982540531,0.299335042,1.009541,2.622535805,0.321899312,2.545748232,0.678382779,2.116253208,1.015760538,0.445948004,0.884825303,0.564700406,0.82714522,0.910410152,1.130743974,2.761994175,0.77640081,0.875125666,0.920509449,0.93773885,0.889361564,0.369069749,0.957198284,0.982994263
181,0.904152908,2.023175938,0.899382171,0.745440147,0.720925485,2.870229008,0.722931291,2.399432257,0.995486668,0.297308124,1.007542547,2.60631845,0.313707775,2.540256291,0.682910362,2.025862561,1.024557117,0.449908602,0.87695164,0.559834123,0.834668777,0.915034862,1.157419316,2.586756591,0.801596104,0.869853051,0.916520146,0.933074604,0.879640263,0.363977193,0.957815221,0.979560413
182,0.911680752,2.024138927,0.905686546,0.729874985,0.870811257,2.834403651,0.733430577,2.400066145,0.998931053,0.296482935,1.010588576,2.571229992,0.312252171,2.573710471,0.676257993,1.9500998,1.036163714,0.45116533,0.874781908,0.577169375,0.820786881,0.908578483,1.142031441,2.450337216,0.783489247,0.855414857,0.910979448,0.927710128,0.871633534,0.355432321,0.948807941,0.976235573
183,0.912912073,2.02128206,0.89943821,0.712154847,0.998502892,2.802455673,0.705959218,2.343457171,0.987647723,0.292661432,1.011201005,2.526326874,0.305606585,2.546394343,0.674014059,1.855004277,1.034514356,0.450568701,0.847470138,0.576859061,0.80972452,0.907121244,1.133709582,2.295830779,0.791204552,0.839297555,0.915870037,0.940978898,0.872134966,0.35297977,0.948163584,0.97586766
184,0.906671517,1.975090681,0.889421258,0.692915839,1.113080251,2.74578941,0.690856049,2.281225885,0.979571233,0.29270149,1.003739041,2.487489469,0.306851378,2.479162928,0.670677946,1.765554605,1.033414783,0.451127247,0.845099092,0.583516701,0.79401568,0.904206766,1.115265316,2.217198038,0.80060758,0.8290197,0.922208596,0.942687935,0.865325203,0.345372178,0.952399885,0.977175794
185,0.9074271,1.884505505,0.880791269,0.67330036,1.205512079,2.732824427,0.680858176,2.201631573,0.987588337,0.293927255,1.016019855,2.451137321,0.300988807,2.491762088,0.660351881,1.681978899,1.047281613,0.45050523,0.826264931,0.589948657,0.787254549,0.897892063,1.11211814,2.104230533,0.811770663,0.827672135,0.921307309,0.948040542,0.866861848,0.339951574,0.952207949,0.982122174
186,0.894386299,1.787018907,0.892293251,0.659682466,1.273270792,2.716103235,0.669082566,2.119143424,0.988241582,0.306994071,1.031749613,2.461878686,0.297635898,2.427868911,0.674907661,1.608012546,1.026145388,0.453132934,0.833132018,0.595153464,0.785254981,0.920975136,1.136417969,2.046213979,0.825875205,0.833821736,0.932876287,0.948622089,0.873251055,0.334827775,0.945092609,0.990366141
187,0.89900375,1.663563702,0.903248854,0.647544495,1.310581831,2.732824427,0.665132039,2.007055451,0.980699566,0.307018106,1.043401882,2.471566976,0.29874015,2.392727664,0.674609794,1.546193328,1.027733659,0.45850259,0.816087326,0.588467615,0.801740632,0.935507048,1.126446869,2.057556714,0.820016395,0.836527561,0.941179947,0.95717914,0.866263365,0.328626103,0.943378895,0.983253165
188,0.898863827,1.561775752,0.904033399,0.638340408,1.349506635,2.702370855,0.658324976,1.901499283,0.959914484,0.323497837,1.038325168,2.438121314,0.29680269,2.340715747,0.680964296,1.481836327,1.015516188,0.458375647,0.820851787,0.582247235,0.826238941,0.954683911,1.140684813,2.060392397,0.820040505,0.836121152,0.946764971,0.977165373,0.862720994,0.32695462,0.944311156,0.988022402
189,0.902949572,1.46810901,0.907675927,0.63944386,1.30256161,2.648854962,0.655544413,1.791009811,0.979511847,0.354470437,1.03344185,2.389427127,0.29502585,2.273879177,0.684062115,1.43279156,1.034514356,0.458464507,0.804321568,0.58010325,0.831374523,0.952639728,1.141032818,1.892244022,0.812276979,0.848174371,0.948065188,0.973153884,0.863772382,0.328751074,0.937264364,0.98315778
190,0.903341356,1.379867108,0.906667227,0.627370799,1.246497837,2.570782342,0.647385055,1.727262705,0.958132906,0.446234578,1.026672898,2.360404381,0.294483762,2.256900822,0.680904722,1.388166524,1.011973122,0.460889103,0.791392654,0.581471451,0.848061569,0.937611949,1.125175894,1.774793072,0.802319414,0.851842741,0.943337126,0.980678393,0.854973068,0.336717957,0.937565978,0.979287885
191,0.905160351,1.308188617,0.91661413,0.622204048,1.189986876,2.545740943,0.718600906,1.648715687,0.949521943,0.563667681,1.002498066,2.335888795,0.29271696,2.209519365,0.680646571,1.34368406,1.021136225,0.4576013,0.798707109,0.585054164,0.857613465,0.93008288,1.102661482,1.737507664,0.807527245,0.843842912,0.946410366,0.97311828,0.854115782,0.341732406,0.944790995,0.980936678
192,0.903089495,1.240554682,0.918813656,0.614427958,1.143936227,2.488872733,0.719649315,1.576259508,0.940198349,0.70646531,0.992763667,2.32401011,0.28915324,2.083168814,0.677588467,1.303079555,1.031521075,0.459505433,0.804276831,0.60482961,0.879392937,1.050780736,1.07992011,1.606108216,0.806779824,0.838174585,0.931709047,0.97613283,0.886061822,0.343013356,0.936880492,0.969027212
193,0.891559859,1.202741309,0.920242649,0.603198712,1.103864288,2.478250333,0.788054213,1.531777092,0.955222994,0.79567377,0.977211191,2.323799495,0.288761733,2.020747335,0.669843918,1.284431138,1.034819792,0.458807251,0.79226502,0.614280072,0.887290513,1.068065211,1.063987532,1.469382281,0.829322982,0.840024812,0.924351,0.974981604,0.894052375,0.349855503,0.939800661,0.971670732
194,0.890160631,1.145411357,0.919556171,0.589632745,1.065551937,2.448200654,0.791472939,1.474589351,0.958311064,0.845016824,0.975583419,2.319587195,0.288299955,2.034818192,0.676575718,1.260650128,1.029138668,0.463326394,0.782065047,0.689502934,0.90026613,1.050122955,1.044635427,1.471298283,0.819968174,0.830452825,0.924055496,0.963813525,0.89714184,0.345403421,0.936757105,0.981563492
195,0.879750378,1.122010721,0.898905841,0.576417287,1.03646527,2.379902258,0.78275139,1.414838496,0.960805273,0.902179138,0.968266503,2.281550126,0.287717713,2.031587638,0.689503157,1.232107214,1.006414172,0.460774855,0.774884803,0.889006432,0.908767892,1.018650637,1.035360337,1.556100552,0.842077346,0.82013219,0.935373295,0.955944836,0.90443686,0.342247911,0.941980505,0.994290542
196,0.868612526,1.094982827,0.89031788,0.559190456,1.022378846,2.337170322,0.770747865,1.361013119,0.978324129,0.953156545,0.942995745,2.256655434,0.287436631,2.051724757,0.692104532,1.223923581,1.0420281,0.463961105,0.760322999,1.106691492,0.917068259,0.994171043,1.021122392,1.471106683,0.836724853,0.826035807,0.942982521,0.953215125,0.904873591,0.350417871,0.942391796,0.991987682
197,0.873257962,1.066767246,0.882290309,0.545157145,1.003509454,2.295286562,0.760901936,1.332322787,0.975592375,0.992741548,0.911068849,2.232139848,0.287597249,2.073871998,0.706819175,1.198232107,1.042394624,0.479714634,0.754126963,1.300990183,0.936934475,0.978394406,1.007913332,1.391209381,0.840558395,0.831041047,0.965307841,0.947269102,0.90484124,0.349230649,0.937744204,0.987000422
198,0.872334471,1.038102269,0.890065706,0.527774532,0.985437224,2.256957066,0.739295591,1.317192151,0.975770533,1.007418683,0.895258509,2.19241786,0.287787984,2.085681467,0.708646094,1.196007984,1.047525962,0.491126739,0.763767727,1.462804672,0.946400058,0.885778763,1.005447035,1.376801042,0.837785707,0.837618447,0.968410632,0.944302025,0.935299161,0.344403655,0.935207908,0.979955578
199,0.896876924,1.02834398,0.882542484,0.511729044,0.972322948,2.20049275,0.741164494,1.304266343,0.990438862,1.012401859,0.899352114,2.1668492,0.291472168,2.082307333,0.731899599,1.178585686,1.057849725,0.493538641,0.756475641,1.567309862,0.958656405,0.873058279,0.996247598,1.298628142,0.834265599,0.845607581,0.976285811,0.937893138,0.947705546,0.340185894,0.934248228,0.973932713
200,0.882352941,1.006259429,0.888720772,0.505108333,0.959335051,2.199563795,0.755280032,1.275658693,0.989607459,1.011712867,0.9061533,2.167312553,0.285679867,2.151405291,0.755947416,1.168063872,1.042638974,0.49527775,0.764349304,1.655678741,0.984981659,0.873908336,0.984975261,1.211679951,0.829274761,0.855051229,0.984796324,0.940432956,0.940960484,0.338639381,0.946107128,0.975104583
