non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2
1.29147,1.08557,1.37704,1.07311,0.94342,1.32564,1.08999,1.21131,1.14156,1.08061,0.99638,1.15183,1.22381,1.19621,1.52892,1.03418,1.41981,1.35118,1.30904,0.89980,1.20284,1.29715,1.49832,1.27930,1.26712,1.41035,0.78414,1.00927,0.82847,0.56799,0.75777,0.83952,0.95923,0.91188,1.04692,1.09559,0.89054,0.90118,1.01453,0.70613,0.85335,0.92534,1.02679,0.98534
1.26638,1.10048,1.35059,1.05263,0.92781,1.31510,1.11692,1.20936,1.11036,1.06292,0.97315,1.14553,1.21602,1.19000,1.47349,1.01178,1.37044,1.35950,1.28986,0.88861,1.17922,1.27097,1.48040,1.25230,1.25526,1.38899,0.78413,1.01600,0.82260,0.56806,0.74054,0.85562,0.97090,0.92117,1.03259,1.09138,0.89114,0.90596,1.01663,0.67491,0.84559,0.91026,1.02191,0.98411
1.24875,1.11156,1.31330,1.01004,0.89612,1.29603,1.10295,1.20101,1.07720,1.03269,0.99514,1.13306,1.18558,1.17466,1.46404,1.02293,1.33201,1.34818,1.24361,0.84443,1.13811,1.25859,1.42845,1.17489,1.23635,1.35063,0.77108,1.01443,0.83266,0.55866,0.73301,0.88807,0.97126,0.90118,1.03977,1.07682,0.89160,0.89493,1.02606,0.64807,0.85977,0.91482,1.03892,0.97483
1.21239,1.11259,1.26355,0.98119,0.85582,1.27617,1.10369,1.20099,1.07095,1.01440,1.00116,1.10665,1.17901,1.15411,1.36744,0.99721,1.27545,1.32947,1.19452,0.82024,1.12594,1.19360,1.41004,1.13203,1.20186,1.29879,0.77766,1.02049,0.82387,0.54769,0.70689,0.89166,0.96516,0.89594,1.02511,1.06052,0.91894,0.89538,1.02394,0.61830,0.83940,0.95399,1.02800,0.97181
1.17471,1.09771,1.20777,0.93668,0.83929,1.26483,1.10129,1.15805,1.05024,0.99118,1.00251,1.08805,1.15453,1.11943,1.30913,0.97217,1.22687,1.32304,1.13897,0.80304,1.07916,1.13563,1.37593,1.08297,1.18029,1.25750,0.75971,1.00380,0.81254,0.54040,0.71346,0.87021,0.95634,0.89019,1.02754,1.03530,0.90546,0.89032,1.04074,0.60148,0.82734,0.93526,1.02909,1.02763
1.14481,1.09899,1.18493,0.88499,0.81154,1.23533,1.09874,1.14139,1.02286,0.97689,0.99886,1.06281,1.13862,1.08870,1.26294,0.96507,1.17623,1.32082,1.09872,0.79019,1.04193,1.10913,1.31934,1.04819,1.15035,1.21620,0.76387,1.01919,0.81517,0.53451,0.69957,0.86896,0.96514,0.88892,1.00119,1.01989,0.89987,0.89665,0.95108,0.60245,0.80788,0.93641,1.00888,1.01673
1.12323,1.08594,1.14822,0.85415,0.79655,1.21273,1.09037,1.15184,1.01054,0.94179,1.00049,1.04739,1.11541,1.06126,1.20164,0.93681,1.14393,1.30834,1.06183,0.77403,1.02862,1.08384,1.28957,1.00402,1.11541,1.16592,0.75364,0.83358,0.79697,0.53175,0.67853,0.87065,0.94418,0.87709,0.98926,0.99931,0.88736,0.89130,0.95812,0.58153,0.80984,0.94275,0.99177,1.00050
1.06841,1.07505,1.09225,0.83386,0.76785,1.17305,1.07395,1.12977,0.98725,0.91900,1.00300,1.02946,1.10193,1.02455,1.12161,0.91375,1.09951,1.30039,1.02115,0.75870,1.01472,1.03943,1.28729,0.95249,1.07265,1.13418,0.74517,0.84764,0.79383,0.52303,0.67450,0.85045,0.95262,0.86780,0.97759,0.97649,0.88149,0.88260,0.95054,0.56896,0.80065,0.94345,0.99433,0.99649
1.03908,1.05252,1.06462,0.81725,0.75279,1.17033,1.07230,1.09294,0.97963,0.91408,0.99135,1.00714,1.09111,0.99828,1.05640,0.88517,1.06588,1.28410,0.97936,0.73831,0.96735,1.02438,1.26084,0.92982,1.04318,1.08249,0.73877,0.85413,0.80285,0.51283,0.66218,0.85257,0.92833,0.86298,0.96732,0.95703,0.88632,0.88068,0.92067,0.56794,0.81911,0.89973,1.01802,1.01385
0.98703,1.04463,1.03027,0.80139,0.73439,1.11124,1.05857,1.06056,0.96648,0.91127,0.99190,0.99363,1.06854,0.96607,1.00220,0.87004,1.03588,1.26967,0.94466,0.72202,0.95819,0.99839,1.22142,0.89096,1.01856,1.03827,0.73575,0.85546,0.79047,0.51039,0.64985,0.84407,0.92786,0.87397,0.95417,0.94317,0.88077,0.88791,0.96351,0.55796,0.80412,0.89486,0.97698,1.00221
0.99230,1.03680,1.00557,0.76440,0.72968,1.09690,1.04416,1.07730,0.94123,0.87896,0.98942,0.96982,1.05693,0.91964,0.93084,0.86816,0.98793,1.26224,0.90144,0.70241,0.91117,0.96953,1.20642,0.88431,0.99035,1.00351,0.72671,0.84772,0.78951,0.50717,0.64375,0.83925,0.92870,0.87135,0.93171,0.92617,0.87650,0.86062,0.95054,0.53977,0.77712,0.89993,0.97373,0.98507
0.94871,1.01717,0.95571,0.73144,0.71509,1.05458,1.02141,1.05570,0.91635,0.87316,0.98256,0.94744,1.04155,0.89197,0.88037,0.84493,0.95455,1.23960,0.87620,0.67733,0.90484,0.92871,1.18801,0.84797,0.95947,0.96327,0.73607,0.83859,0.79041,0.49956,0.63239,0.82490,0.92596,0.86150,0.93079,0.90918,0.85739,0.85625,0.94625,0.53262,0.78555,0.87891,0.95208,0.99018
0.93556,0.99281,0.92753,0.71367,0.72142,1.02622,1.00759,1.04096,0.91407,0.85642,0.98335,0.92491,1.02362,0.86218,0.84452,0.82796,0.91780,1.21413,0.83056,0.66607,0.87683,0.92049,1.16700,0.82563,0.92934,0.93166,0.72459,0.82373,0.78860,0.49543,0.62719,0.81288,0.91362,0.85776,0.92292,0.88498,0.84572,0.86577,0.93586,0.52109,0.77537,0.85861,0.97262,1.00084
0.89831,0.97370,0.89788,0.68740,0.71031,1.01487,0.99036,1.01494,0.88842,0.84927,0.96661,0.90688,1.01963,0.83938,0.79569,0.81216,0.86419,1.19396,0.79716,0.65241,0.86721,0.90957,1.16860,0.79839,0.90665,0.89193,0.72518,0.82109,0.78336,0.48969,0.61117,0.81416,0.89822,0.84955,0.89660,0.87125,0.86025,0.84845,0.94628,0.52236,0.78720,0.85706,0.95757,0.99587
0.89146,0.96809,0.87565,0.66858,0.70940,0.98468,0.96520,0.99410,0.89982,0.85923,0.95062,0.89452,0.99865,0.81926,0.76518,0.81108,0.83459,1.18093,0.76673,0.64399,0.84688,0.89182,1.15532,0.77223,0.87786,0.86682,0.71062,0.81790,0.78414,0.48671,0.60957,0.79461,0.87443,0.84791,0.89704,0.86588,0.84821,0.84395,0.93103,0.51450,0.78629,0.85248,0.94613,0.98246
0.87850,0.95814,0.86277,0.65905,0.71981,0.98455,0.95151,0.95974,0.87552,0.84412,0.95836,0.88438,0.99598,0.80418,0.73685,0.80283,0.80206,1.16377,0.72908,0.62313,0.82842,0.85097,1.14945,0.76262,0.85279,0.84172,0.71011,0.80210,0.78817,0.47579,0.60429,0.79468,0.84977,0.83362,0.87965,0.84665,0.85411,0.85952,0.91174,0.51796,0.76957,0.87860,0.95214,0.96725
0.86222,0.95316,0.84339,0.63482,0.70471,0.95188,0.95763,0.94084,0.85459,0.84291,0.95441,0.87372,0.98325,0.78678,0.69162,0.80260,0.76295,1.15877,0.71063,0.62776,0.82823,0.85914,1.11427,0.73949,0.82976,0.81679,0.71468,0.81065,0.78581,0.47987,0.60702,0.79519,0.86281,0.82641,0.88107,0.84399,0.86427,0.84853,0.91677,0.50555,0.77109,0.86585,0.95850,0.95806
0.82707,0.91252,0.83191,0.63672,0.70615,0.93521,0.93452,0.91088,0.85789,0.84479,0.96050,0.86272,0.95990,0.75834,0.66119,0.79834,0.74076,1.13669,0.67249,0.61008,0.81638,0.83103,1.12131,0.73392,0.80999,0.78762,0.71372,0.79738,0.76905,0.47208,0.58920,0.78590,0.85289,0.81631,0.86775,0.82094,0.85995,0.85118,0.92052,0.50789,0.76273,0.84774,0.94617,0.97912
0.81067,0.93584,0.81706,0.63568,0.69870,0.93813,0.93923,0.88853,0.84463,0.83178,0.97366,0.84755,0.94631,0.75126,0.64912,0.80149,0.72415,1.13618,0.66197,0.60439,0.79604,0.80523,1.10341,0.71883,0.78562,0.76366,0.69634,0.79208,0.76249,0.46074,0.58609,0.77563,0.84130,0.79772,0.86552,0.80161,0.85360,0.83852,0.91114,0.49976,0.75902,0.86443,0.90072,0.98302
0.79323,0.94679,0.80576,0.62823,0.68985,0.90084,0.92971,0.89071,0.82642,0.81250,0.98039,0.83243,0.94636,0.73010,0.63357,0.80059,0.70333,1.11897,0.63102,0.57960,0.80005,0.81127,1.07820,0.71090,0.76543,0.73546,0.69208,0.78657,0.78811,0.45702,0.58223,0.77342,0.82679,0.80003,0.85214,0.80421,0.85787,0.84502,0.90758,0.50722,0.76041,0.86399,0.90425,0.99708
0.79977,0.94452,0.78421,0.63464,0.69484,0.90363,0.93015,0.86446,0.82449,0.81033,0.97771,0.81872,0.93639,0.71465,0.62524,0.80882,0.68261,1.10590,0.62814,0.54836,0.79379,0.80182,1.08280,0.69392,0.75596,0.71217,0.69463,0.77211,0.78605,0.45000,0.57490,0.77260,0.82133,0.79329,0.84700,0.78567,0.84906,0.84036,0.90203,0.50364,0.74583,0.87180,0.89640,0.98436
0.77957,0.92633,0.76263,0.63305,0.71671,0.87914,0.93170,0.86477,0.82397,0.79727,0.97487,0.81085,0.93065,0.69405,0.59911,0.80335,0.67378,1.09741,0.61721,0.55180,0.77774,0.78034,1.06567,0.71080,0.73943,0.69215,0.68673,0.77292,0.78772,0.44195,0.56837,0.78387,0.83456,0.80392,0.83860,0.77217,0.83378,0.84379,0.90851,0.49773,0.76090,0.86605,0.91373,0.97456
0.77024,0.91075,0.74999,0.62218,0.71701,0.87149,0.90762,0.86396,0.81498,0.79042,0.95749,0.79137,0.93136,0.68302,0.58428,0.78866,0.67056,1.07538,0.61389,0.54429,0.75691,0.77246,1.06120,0.68891,0.71941,0.66204,0.68797,0.77869,0.79010,0.43244,0.56679,0.76749,0.83229,0.79537,0.82732,0.76595,0.83851,0.84065,0.91950,0.48428,0.74106,0.85716,0.87596,0.99223
0.73956,0.90759,0.73787,0.61554,0.71494,0.85385,0.90233,0.84398,0.80578,0.78525,0.93082,0.78396,0.90809,0.66602,0.55375,0.78005,0.66075,1.06683,0.59509,0.53031,0.74056,0.74782,1.04378,0.68562,0.70413,0.64104,0.70278,0.76289,0.79291,0.43121,0.57041,0.75157,0.80886,0.77510,0.82124,0.76071,0.82201,0.82949,0.91315,0.48036,0.75187,0.85830,0.89160,0.99112
0.72674,0.88404,0.74448,0.60924,0.71265,0.83354,0.90642,0.82667,0.81563,0.78255,0.92136,0.78429,0.90275,0.65591,0.54475,0.77581,0.65961,1.05468,0.58810,0.50616,0.75179,0.71806,1.02399,0.67797,0.68979,0.62255,0.70617,0.76988,0.79432,0.43181,0.55738,0.75018,0.81041,0.77127,0.81035,0.74655,0.81848,0.81867,0.87354,0.47097,0.75302,0.88697,0.87407,1.00576
0.70882,0.87721,0.72878,0.60332,0.71672,0.82842,0.89615,0.82906,0.79454,0.78203,0.91446,0.76058,0.89230,0.63876,0.53705,0.75865,0.64769,1.04121,0.59419,0.48483,0.73737,0.72845,1.01146,0.66267,0.67392,0.60737,0.69489,0.76005,0.79397,0.42258,0.54493,0.73765,0.81426,0.76687,0.81314,0.73786,0.83217,0.82361,0.89344,0.47160,0.72698,0.90382,0.87300,1.00010
0.68676,0.87450,0.74329,0.61357,0.71948,0.81902,0.89306,0.82108,0.79218,0.76849,0.90000,0.76548,0.88146,0.62959,0.51448,0.73986,0.63580,1.01818,0.60733,0.47774,0.74617,0.72141,1.00511,0.65672,0.65893,0.58758,0.70170,0.74750,0.77760,0.41940,0.55009,0.72375,0.79103,0.76033,0.79462,0.73279,0.83336,0.82320,0.89389,0.47319,0.74254,0.86992,0.86089,1.01096
0.69466,0.85951,0.72231,0.61255,0.70655,0.81078,0.88560,0.81536,0.78834,0.76522,0.87414,0.75045,0.86583,0.61355,0.50023,0.72932,0.62514,1.01422,0.61023,0.48118,0.73111,0.71001,0.98070,0.65725,0.64953,0.56776,0.71645,0.76112,0.79540,0.41245,0.54569,0.70301,0.78992,0.76594,0.78236,0.72334,0.83788,0.82937,0.88640,0.46891,0.72395,0.88788,0.85813,1.02982
0.67327,0.83980,0.72647,0.60117,0.70979,0.82362,0.89809,0.81281,0.76541,0.76920,0.84911,0.74927,0.84376,0.60766,0.48194,0.70316,0.60939,1.00661,0.60382,0.47779,0.71869,0.70117,0.95730,0.64749,0.63435,0.55004,0.69735,0.75411,0.78556,0.40836,0.53995,0.70332,0.79844,0.75503,0.79224,0.72106,0.84401,0.82810,0.88963,0.46207,0.72152,0.88566,0.85740,1.02329
0.68341,0.83939,0.71000,0.60375,0.71563,0.80133,0.89290,0.80203,0.76223,0.76806,0.83352,0.74106,0.83943,0.60122,0.48169,0.70111,0.60439,0.99679,0.58977,0.47275,0.70073,0.69715,0.95502,0.62945,0.62095,0.53057,0.69897,0.73753,0.80065,0.39877,0.53354,0.69643,0.78923,0.75289,0.77271,0.70565,0.83787,0.83243,0.89023,0.46140,0.72032,0.86180,0.86727,1.02187
0.66495,0.83711,0.69503,0.60783,0.72667,0.80339,0.87973,0.79083,0.77179,0.76666,0.81967,0.73146,0.83745,0.59785,0.47701,0.67994,0.59986,1.00311,0.59766,0.47227,0.69719,0.67657,0.92418,0.62884,0.60823,0.51801,0.69565,0.74141,0.79460,0.39668,0.52203,0.68706,0.76703,0.74904,0.75164,0.70111,0.84264,0.81912,0.88673,0.45690,0.72074,0.84318,0.87050,1.03260
0.66617,0.82753,0.69935,0.60743,0.73531,0.78552,0.86555,0.80392,0.76979,0.76083,0.79353,0.72120,0.81854,0.58698,0.46567,0.67411,0.57384,0.98334,0.61266,0.47423,0.70780,0.68113,0.90177,0.61428,0.59848,0.50493,0.69297,0.73640,0.78674,0.39993,0.52742,0.66794,0.77421,0.75485,0.75057,0.70279,0.83690,0.82484,0.89526,0.45786,0.71842,0.85284,0.85750,1.03820
0.66852,0.83403,0.70581,0.60193,0.75112,0.77789,0.85296,0.78664,0.76118,0.75295,0.77892,0.71675,0.81333,0.59406,0.46182,0.65114,0.56922,0.97156,0.61664,0.46749,0.70751,0.67387,0.88565,0.60563,0.58722,0.49286,0.68902,0.73495,0.78650,0.39281,0.52098,0.66319,0.80876,0.74097,0.73060,0.68850,0.83398,0.81891,0.86120,0.44885,0.71907,0.83841,0.84039,1.04839
0.67434,0.82861,0.71338,0.60955,0.76280,0.78048,0.86352,0.81279,0.76667,0.75112,0.76727,0.71913,0.80440,0.59179,0.46400,0.63874,0.55997,0.95167,0.62617,0.45842,0.69566,0.67052,0.88431,0.59784,0.57743,0.48038,0.67737,0.72941,0.77882,0.38383,0.52287,0.65681,0.80210,0.73566,0.72736,0.69670,0.84364,0.82492,0.86788,0.45379,0.71638,0.84413,0.87140,1.04952
0.67953,0.81890,0.73352,0.61208,0.75879,0.79800,0.85576,0.80559,0.76347,0.74526,0.74815,0.71958,0.79572,0.59109,0.44836,0.63898,0.55016,0.97170,0.60962,0.45493,0.68940,0.65861,0.87492,0.59179,0.57438,0.46793,0.68896,0.71889,0.77933,0.38522,0.51826,0.63339,0.81638,0.72750,0.71626,0.68392,0.85856,0.82443,0.90149,0.45085,0.70578,0.84217,0.87124,1.06054
0.67622,0.80217,0.73703,0.61252,0.76059,0.78996,0.85369,0.79808,0.76206,0.75557,0.74318,0.71901,0.79060,0.59860,0.43622,0.61083,0.54166,0.96068,0.61170,0.44148,0.69393,0.65859,0.87866,0.59331,0.56264,0.45810,0.68450,0.71872,0.77656,0.37987,0.51112,0.63268,0.83030,0.72094,0.71766,0.67520,0.85717,0.80760,0.87678,0.44706,0.69170,0.83011,0.86789,1.08754
0.66838,0.80482,0.75877,0.61986,0.74781,0.81472,0.86177,0.80418,0.76651,0.74067,0.72754,0.71452,0.77888,0.60559,0.43829,0.57387,0.53734,0.96586,0.60706,0.44159,0.68824,0.63757,0.88692,0.58874,0.55672,0.44686,0.69400,0.72171,0.76381,0.38143,0.51673,0.63277,0.81231,0.71852,0.71291,0.67529,0.85966,0.83578,0.88625,0.44559,0.68854,0.81236,0.86013,1.07704
0.67707,0.78648,0.76971,0.62440,0.75744,0.81537,0.86291,0.78329,0.74054,0.74094,0.71761,0.71701,0.78458,0.61060,0.44915,0.57035,0.53265,0.94101,0.58421,0.43937,0.68361,0.63951,0.86578,0.56747,0.54043,0.43043,0.69005,0.71831,0.73962,0.37600,0.51177,0.63114,0.83708,0.71412,0.70798,0.65913,0.83383,0.82663,0.87267,0.44862,0.70674,0.82790,0.86791,1.04778
0.67982,0.78558,0.75924,0.62412,0.76841,0.80699,0.86669,0.76496,0.74002,0.74352,0.71197,0.70722,0.74549,0.60138,0.43429,0.57753,0.51164,0.90414,0.56213,0.44521,0.66528,0.62157,0.84829,0.56569,0.52028,0.40693,0.68919,0.69620,0.74259,0.37693,0.51692,0.63917,0.79747,0.72691,0.70783,0.66723,0.83567,0.82206,0.87279,0.44907,0.71943,0.81545,0.87836,1.04776
0.67141,0.78832,0.74470,0.61575,0.77548,0.77922,0.85011,0.76309,0.73973,0.73163,0.70783,0.68498,0.71605,0.58120,0.42869,0.55437,0.49823,0.85187,0.55784,0.44958,0.66400,0.61426,0.81373,0.54688,0.51281,0.39355,0.68712,0.70521,0.74567,0.37785,0.51325,0.63424,0.78779,0.72175,0.70929,0.66011,0.85461,0.83754,0.89703,0.44799,0.72366,0.82097,0.88879,1.00959
0.68466,0.79586,0.73406,0.61660,0.77168,0.78508,0.84249,0.75823,0.74402,0.73394,0.69180,0.66838,0.69427,0.56440,0.41811,0.53105,0.47776,0.81429,0.55461,0.46610,0.66226,0.59308,0.77335,0.53948,0.50172,0.38146,0.68070,0.69348,0.73760,0.37939,0.50522,0.64089,0.77229,0.72371,0.69744,0.65679,0.84734,0.83243,0.88274,0.47880,0.72601,0.83148,0.87881,0.98632
0.70159,0.80265,0.75463,0.61922,0.77215,0.75186,0.83500,0.76998,0.75846,0.73945,0.67011,0.65072,0.67411,0.55334,0.41470,0.51391,0.47437,0.78487,0.55342,0.47186,0.64126,0.60001,0.74933,0.53222,0.49094,0.36824,0.68624,0.70156,0.74347,0.38155,0.51072,0.64723,0.76821,0.72258,0.69525,0.63173,0.84595,0.83333,0.89341,0.48361,0.72904,0.83534,0.89237,0.97327
0.71419,0.80831,0.77573,0.62474,0.78264,0.74954,0.86588,0.76980,0.76803,0.74652,0.66556,0.65029,0.67099,0.54277,0.40618,0.50064,0.46500,0.77305,0.55214,0.47274,0.62602,0.58466,0.73883,0.53312,0.47969,0.36004,0.68482,0.70292,0.72838,0.37851,0.52015,0.64539,0.76235,0.72883,0.68667,0.62896,0.84301,0.83574,0.88280,0.50745,0.72575,0.83016,0.89059,0.96026
0.78436,0.81303,0.79042,0.63733,0.78113,0.78831,0.89658,0.76910,0.76669,0.75511,0.65548,0.65069,0.65912,0.54724,0.40963,0.47269,0.46863,0.75144,0.55628,0.48998,0.63827,0.58441,0.75130,0.52829,0.47614,0.35342,0.67871,0.70530,0.72264,0.38049,0.53046,0.65563,0.73817,0.72008,0.68409,0.62475,0.84462,0.84428,0.89802,0.53964,0.73283,0.82620,0.87017,0.92910
0.88185,0.84092,0.82313,0.64010,0.79045,0.81409,0.93989,0.77622,0.79403,0.76545,0.64734,0.64646,0.66187,0.54420,0.42091,0.43054,0.46055,0.74312,0.56708,0.48804,0.63495,0.59244,0.71532,0.53959,0.46530,0.34733,0.67652,0.67081,0.72209,0.39374,0.52868,0.64194,0.73929,0.72071,0.68008,0.61856,0.83914,0.85556,0.89655,0.55697,0.74281,0.83774,0.88726,0.93004
0.92755,0.87055,0.81730,0.64254,0.81937,0.86247,0.98188,0.78976,0.78708,0.77814,0.63794,0.65012,0.65632,0.53960,0.42538,0.42909,0.45941,0.73146,0.57092,0.49941,0.63698,0.57984,0.71081,0.56146,0.45905,0.33795,0.68775,0.68658,0.70997,0.40361,0.53136,0.65392,0.71893,0.71800,0.67533,0.61023,0.84399,0.84379,0.90164,0.57384,0.74171,0.82844,0.87824,0.90938
0.99554,0.91895,0.82979,0.64554,0.81210,0.86800,1.03039,0.78402,0.81840,0.78020,0.62010,0.64138,0.65481,0.56221,0.42248,0.42459,0.46572,0.72292,0.57736,0.50849,0.64515,0.59243,0.72161,0.56931,0.45275,0.33266,0.69210,0.67600,0.71398,0.41098,0.53515,0.65526,0.73142,0.71746,0.67311,0.61405,0.84531,0.84939,0.88274,0.57353,0.74341,0.84305,0.87481,0.90993
1.03537,0.98002,0.83594,0.63497,0.84162,0.89484,1.07290,0.77253,0.82968,0.80601,0.61393,0.64388,0.64922,0.56063,0.44160,0.43263,0.46077,0.70522,0.57622,0.51260,0.64787,0.58794,0.70335,0.55682,0.45831,0.32977,0.68899,0.68568,0.70268,0.42298,0.54256,0.65467,0.71039,0.73155,0.67910,0.60937,0.85204,0.82700,0.91087,0.59205,0.74753,0.85544,0.88238,0.89228
1.07373,1.04521,0.82475,0.64196,0.88056,0.93704,1.13313,0.80023,0.80021,0.79631,0.60628,0.64114,0.64940,0.57069,0.44739,0.41823,0.46602,0.70728,0.57492,0.52862,0.64423,0.58165,0.71838,0.57536,0.45382,0.32726,0.68139,0.67985,0.71504,0.43556,0.54260,0.65670,0.72204,0.73412,0.68127,0.60687,0.84732,0.85862,0.88532,0.60798,0.73395,0.84472,0.88262,0.89788
1.11363,1.12245,0.82452,0.64186,0.88837,0.95117,1.20356,0.80117,0.80641,0.79855,0.60126,0.64496,0.65132,0.57547,0.45644,0.42220,0.45318,0.70238,0.58480,0.54514,0.66679,0.58864,0.71216,0.56701,0.45397,0.32239,0.68938,0.68252,0.70801,0.45346,0.54273,0.68275,0.69608,0.73282,0.68771,0.61224,0.85033,0.84669,0.87906,0.61677,0.74369,0.86410,0.88756,0.88084
1.13857,1.22075,0.80099,0.63016,0.90240,0.97563,1.30696,0.81151,0.81561,0.81301,0.59281,0.63791,0.64860,0.58426,0.46006,0.42557,0.46198,0.69946,0.58359,0.54291,0.64349,0.57499,0.71010,0.56908,0.44788,0.32083,0.69521,0.68182,0.70127,0.45654,0.55184,0.68148,0.70749,0.75187,0.67260,0.60028,0.84417,0.85952,0.88247,0.63378,0.75902,0.85613,0.88113,0.85855
1.15704,1.30662,0.81188,0.63362,0.90545,0.96933,1.43910,0.80600,0.83200,0.80573,0.59083,0.64127,0.65016,0.59173,0.45552,0.42340,0.46385,0.70266,0.59483,0.54170,0.66140,0.58314,0.70401,0.57520,0.44774,0.31880,0.68787,0.68522,0.70545,0.46642,0.55972,0.68492,0.68837,0.75775,0.67613,0.60591,0.85153,0.84587,0.89239,0.64845,0.76080,0.86435,0.90752,0.85943
1.18892,1.42128,0.81404,0.62840,0.91703,0.99398,1.51225,0.80073,0.84315,0.81666,0.58971,0.64459,0.64407,0.59123,0.46226,0.42051,0.46554,0.70486,0.60174,0.55200,0.65828,0.58080,0.70857,0.57981,0.44613,0.31516,0.67791,0.68895,0.70046,0.47056,0.56242,0.69958,0.72726,0.75344,0.68222,0.60819,0.84250,0.85482,0.88559,0.67251,0.74550,0.85866,0.91311,0.86020
1.21830,1.50740,0.82561,0.63475,0.94102,0.98407,1.56676,0.79810,0.86131,0.81380,0.58046,0.64127,0.65041,0.59647,0.45091,0.41786,0.45853,0.71984,0.60088,0.54688,0.66088,0.58156,0.71247,0.56987,0.44287,0.31067,0.67509,0.69145,0.71215,0.48282,0.56036,0.71104,0.72883,0.75222,0.68415,0.60819,0.85314,0.83444,0.90182,0.68821,0.75772,0.86477,0.92549,0.85810
1.22364,1.57687,0.80021,0.63730,0.95743,0.98969,1.67223,0.79314,0.85971,0.81029,0.57253,0.63739,0.65016,0.59511,0.43942,0.42252,0.45589,0.70567,0.59851,0.55779,0.67327,0.57503,0.70279,0.56816,0.44683,0.30638,0.68209,0.68646,0.70999,0.47960,0.55893,0.69721,0.72974,0.74752,0.69181,0.61467,0.84248,0.84869,0.84826,0.70304,0.76576,0.84549,0.92368,0.86089
1.24190,1.67152,0.80996,0.63544,0.94944,0.99330,1.76806,0.80541,0.86734,0.82869,0.56870,0.64021,0.64939,0.59801,0.44703,0.43058,0.46208,0.69202,0.59369,0.54881,0.66454,0.58413,0.69465,0.58385,0.44755,0.30827,0.68752,0.68823,0.68814,0.48656,0.55473,0.69808,0.74210,0.74237,0.68872,0.60509,0.83758,0.84453,0.85931,0.72658,0.76670,0.86049,0.90834,0.85033
1.23260,1.74504,0.78873,0.63754,0.94740,1.00523,1.79502,0.78882,0.86244,0.83804,0.56781,0.65142,0.64097,0.59622,0.44812,0.43062,0.45651,0.69058,0.59636,0.56395,0.66254,0.58102,0.70639,0.57205,0.44456,0.30598,0.67518,0.69264,0.69881,0.48883,0.55797,0.68764,0.73600,0.75000,0.68973,0.60717,0.84354,0.85878,0.86599,0.74586,0.76490,0.86487,0.91192,0.84694
1.22915,1.84474,0.78725,0.63663,0.92899,0.98791,1.77565,0.80304,0.85821,0.82565,0.55054,0.65636,0.64635,0.59454,0.44263,0.42307,0.44638,0.67875,0.58886,0.55092,0.65798,0.58730,0.68920,0.57528,0.44281,0.30633,0.67582,0.68014,0.69806,0.49825,0.55854,0.68671,0.73859,0.75063,0.69109,0.60269,0.84578,0.84020,0.90572,0.75711,0.76315,0.85763,0.92442,0.85686
1.23414,1.90143,0.79545,0.63512,0.94084,0.98216,1.80691,0.79727,0.84350,0.84181,0.55903,0.66414,0.64525,0.59200,0.43671,0.41867,0.44863,0.65740,0.57987,0.55722,0.66137,0.59179,0.69330,0.57753,0.44143,0.30097,0.68411,0.68672,0.69584,0.49306,0.56311,0.68858,0.71874,0.75062,0.68611,0.60298,0.84734,0.83693,0.88214,0.75241,0.75863,0.84472,0.90153,0.85970
1.23259,1.98714,0.79227,0.63647,0.92781,0.98084,1.79569,0.79862,0.85430,0.83612,0.55852,0.66376,0.64838,0.59906,0.43348,0.42084,0.44121,0.65865,0.57944,0.56885,0.65316,0.58748,0.68955,0.57453,0.43903,0.30038,0.68137,0.70174,0.70233,0.49861,0.56265,0.68666,0.71868,0.75037,0.68474,0.60898,0.84859,0.84726,0.88352,0.75504,0.75278,0.84253,0.90173,0.85655
1.22361,2.04691,0.77414,0.63063,0.92544,0.97849,1.84538,0.76751,0.83521,0.83145,0.55224,0.67060,0.66029,0.59732,0.44111,0.41510,0.44021,0.66564,0.57907,0.55946,0.64839,0.58165,0.68629,0.58373,0.43745,0.29719,0.68090,0.70750,0.70349,0.49743,0.55862,0.68168,0.71465,0.74126,0.68382,0.60572,0.84891,0.82222,0.87714,0.75414,0.76077,0.84439,0.92955,0.85548
1.23338,2.07679,0.75211,0.62297,0.91563,0.99055,1.87946,0.78360,0.84874,0.82782,0.54731,0.67305,0.65571,0.59797,0.44327,0.41019,0.44094,0.66494,0.60070,0.56141,0.64777,0.58287,0.68022,0.57986,0.43447,0.29752,0.68110,0.69637,0.70744,0.51154,0.56232,0.69014,0.71580,0.76189,0.68462,0.61326,0.84686,0.83627,0.87264,0.75575,0.76751,0.83702,0.91264,0.86259
