non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2
1.22564,2.09178,0.75718,0.62649,0.90697,0.97766,1.95802,0.78061,0.83389,0.81234,0.54806,0.67431,0.65751,0.60832,0.45191,0.40550,0.44651,0.66942,0.58554,0.55349,0.63990,0.58459,0.67926,0.57589,0.43330,0.29699,0.68545,0.69994,0.70771,0.52064,0.56271,0.69862,0.71881,0.77491,0.69234,0.61494,0.83699,0.82970,0.89799,0.76444,0.75247,0.83506,0.89925,0.85333
1.23421,2.14102,0.76211,0.63691,0.89628,1.00175,2.01853,0.77432,0.82343,0.80971,0.54283,0.67635,0.65315,0.60466,0.44866,0.41265,0.44138,0.66282,0.59398,0.55964,0.63577,0.58484,0.68446,0.57573,0.43263,0.29774,0.68055,0.70313,0.69527,0.53614,0.56691,0.70473,0.72211,0.78762,0.68866,0.60664,0.85269,0.81846,0.88214,0.76881,0.75740,0.84366,0.90223,0.84097
1.20831,2.14771,0.75188,0.62186,0.88161,1.00844,2.07357,0.76816,0.82628,0.81764,0.54436,0.68125,0.66381,0.58976,0.44100,0.40679,0.44283,0.66167,0.59200,0.56045,0.64742,0.58357,0.70572,0.57692,0.42633,0.29894,0.67466,0.70721,0.70416,0.53519,0.56638,0.69935,0.72648,0.80131,0.68875,0.60888,0.86020,0.82271,0.88454,0.77990,0.75685,0.84325,0.88522,0.84016
1.20612,2.14740,0.75697,0.61840,0.86705,1.01356,2.11180,0.75462,0.81259,0.80359,0.55966,0.68047,0.65671,0.61237,0.43740,0.41583,0.44022,0.66628,0.60628,0.55997,0.63980,0.58138,0.70089,0.58430,0.42657,0.29850,0.68885,0.70127,0.71044,0.53815,0.57422,0.70201,0.72567,0.79951,0.69008,0.60796,0.86774,0.84093,0.89356,0.76225,0.75030,0.83375,0.89493,0.83673
1.19741,2.16834,0.75933,0.61142,0.85964,1.01526,2.15353,0.73222,0.79119,0.79302,0.56058,0.68968,0.65674,0.60104,0.44188,0.40831,0.43651,0.65079,0.61302,0.56855,0.63416,0.58317,0.70416,0.58575,0.42865,0.30062,0.69104,0.70281,0.70911,0.55683,0.57475,0.69951,0.72474,0.78223,0.69727,0.61714,0.85683,0.83558,0.87279,0.76929,0.75035,0.83233,0.89892,0.82564
1.20570,2.19780,0.76379,0.59684,0.85964,1.03034,2.17100,0.74038,0.80835,0.79060,0.56907,0.70190,0.65716,0.59882,0.44587,0.41086,0.42414,0.64625,0.60200,0.56657,0.63288,0.57229,0.68965,0.57019,0.42477,0.29787,0.68759,0.69849,0.71302,0.55097,0.57297,0.69815,0.73351,0.75895,0.69373,0.61484,0.85267,0.85033,0.89134,0.76147,0.75931,0.84596,0.89622,0.85440
1.18239,2.20139,0.74978,0.60565,0.85446,1.03226,2.17900,0.73151,0.79805,0.78040,0.56499,0.70277,0.64943,0.59572,0.43579,0.42324,0.43133,0.64947,0.59597,0.56183,0.64895,0.57152,0.68954,0.58282,0.42381,0.30190,0.68877,0.70484,0.71885,0.56160,0.56809,0.70577,0.73661,0.76822,0.69261,0.60028,0.85134,0.83235,0.87717,0.77075,0.76085,0.82362,0.90193,0.85653
1.20257,2.21148,0.75975,0.59322,0.84836,1.02086,2.19138,0.72717,0.79486,0.77487,0.56284,0.70353,0.65979,0.60651,0.43008,0.42056,0.42802,0.64084,0.59013,0.55558,0.63649,0.57061,0.67315,0.58562,0.42122,0.30145,0.68882,0.69762,0.73756,0.55880,0.57648,0.70065,0.72446,0.75986,0.68890,0.60730,0.86085,0.83529,0.88502,0.77012,0.76103,0.82844,0.88528,0.85906
1.18451,2.18756,0.75445,0.59044,0.83089,1.03005,2.17736,0.74565,0.78865,0.77572,0.57097,0.70469,0.65531,0.59257,0.43809,0.42407,0.41696,0.62703,0.59406,0.56861,0.63649,0.56972,0.66500,0.58510,0.42007,0.30075,0.69280,0.69362,0.71602,0.56810,0.57687,0.70781,0.73618,0.77497,0.68572,0.60825,0.87527,0.83783,0.86405,0.77863,0.76425,0.83140,0.86493,0.84366
1.17032,2.17346,0.75256,0.58956,0.82476,1.01120,2.15533,0.73786,0.79184,0.78737,0.56835,0.71833,0.65985,0.59393,0.42918,0.41630,0.41495,0.61983,0.58430,0.57043,0.62845,0.55588,0.65988,0.57112,0.41560,0.30246,0.68753,0.69327,0.71787,0.56447,0.57703,0.70738,0.74892,0.79079,0.68602,0.61026,0.85487,0.82778,0.89784,0.79599,0.76469,0.83140,0.86126,0.83911
1.17163,2.15090,0.74161,0.58524,0.82425,1.01080,2.17177,0.71761,0.80389,0.78351,0.57628,0.70918,0.66066,0.59594,0.42879,0.41873,0.41209,0.62335,0.57453,0.55927,0.64220,0.55931,0.66605,0.57521,0.41987,0.30112,0.69158,0.67281,0.70968,0.56927,0.57390,0.69641,0.74087,0.79101,0.69026,0.60898,0.86685,0.85351,0.88451,0.80722,0.75195,0.84397,0.85068,0.86607
1.15385,2.14421,0.72798,0.57324,0.80905,0.99589,2.15176,0.72808,0.79276,0.77599,0.57493,0.70547,0.67474,0.58739,0.42309,0.42430,0.40761,0.62430,0.57024,0.57087,0.62847,0.56288,0.65348,0.60260,0.42038,0.30217,0.69639,0.68006,0.71618,0.56174,0.58005,0.69881,0.74521,0.78527,0.68827,0.61043,0.86184,0.84649,0.87729,0.80138,0.76790,0.85253,0.85966,0.85097
1.13422,2.12241,0.72195,0.56802,0.82167,1.00214,2.12678,0.72860,0.79506,0.76575,0.57457,0.70965,0.66541,0.58898,0.41402,0.41648,0.40283,0.61006,0.56714,0.56606,0.63203,0.55857,0.64577,0.58390,0.41895,0.30014,0.69022,0.69837,0.70410,0.56447,0.57541,0.70223,0.75665,0.78702,0.68575,0.60134,0.84838,0.82790,0.88076,0.81110,0.75296,0.82937,0.86202,0.84247
1.13410,2.10624,0.69796,0.56757,0.80517,1.00482,2.13180,0.72832,0.79058,0.77172,0.57885,0.70976,0.67015,0.57657,0.41541,0.40997,0.40525,0.60657,0.58019,0.57064,0.60965,0.55340,0.64546,0.60113,0.41666,0.29668,0.70202,0.69232,0.71042,0.55604,0.56874,0.69175,0.75382,0.78512,0.68430,0.60753,0.86678,0.83362,0.90575,0.81193,0.77704,0.84299,0.87824,0.84985
1.13462,2.09717,0.69538,0.56586,0.80557,1.00487,2.10571,0.71350,0.79032,0.77005,0.58824,0.71744,0.66120,0.58428,0.41441,0.41715,0.39381,0.59304,0.58412,0.56979,0.60507,0.54843,0.63666,0.59082,0.41506,0.29880,0.70335,0.69574,0.71036,0.55738,0.58685,0.69759,0.73200,0.78317,0.68513,0.61332,0.85149,0.82778,0.88876,0.81592,0.77767,0.84382,0.87738,0.81712
1.13556,2.09521,0.68915,0.55565,0.80190,0.97813,2.08315,0.71995,0.78265,0.76030,0.59248,0.71795,0.66863,0.57948,0.40873,0.40402,0.39566,0.59962,0.58344,0.55604,0.62647,0.54757,0.63918,0.58610,0.41870,0.30044,0.71174,0.69440,0.69117,0.55821,0.57814,0.71213,0.74204,0.76655,0.67961,0.61415,0.84989,0.83043,0.90042,0.83819,0.77399,0.83442,0.87330,0.82288
1.11244,2.07173,0.66863,0.53908,0.80647,0.98545,2.07643,0.70402,0.77973,0.75950,0.60741,0.71137,0.67455,0.56953,0.40078,0.41605,0.38800,0.58653,0.58040,0.55938,0.62382,0.55224,0.62438,0.58571,0.41833,0.29411,0.69103,0.68953,0.69999,0.55024,0.57786,0.70181,0.71693,0.77085,0.68833,0.60690,0.86492,0.83007,0.92181,0.82550,0.76466,0.85446,0.86469,0.81679
1.11255,2.05081,0.67113,0.53331,0.80000,0.98265,2.07672,0.71150,0.79020,0.76070,0.60444,0.71521,0.67162,0.57191,0.40106,0.41715,0.39126,0.59636,0.59038,0.55921,0.61192,0.55063,0.60845,0.57736,0.41830,0.29719,0.69106,0.69753,0.70697,0.54109,0.58085,0.70742,0.71236,0.77224,0.67892,0.60717,0.85609,0.83043,0.92169,0.83196,0.76965,0.81638,0.88185,0.84055
1.09994,2.02428,0.65594,0.53594,0.79175,0.99995,2.07854,0.71137,0.78523,0.75311,0.60618,0.71244,0.67716,0.57684,0.38693,0.42705,0.38728,0.58445,0.58550,0.56081,0.61202,0.55488,0.60860,0.57217,0.41762,0.29426,0.69209,0.69101,0.71378,0.55275,0.57761,0.70522,0.69623,0.77028,0.68020,0.60720,0.85710,0.83517,0.92519,0.83294,0.77378,0.85088,0.84225,0.82854
1.10206,2.01834,0.66180,0.52354,0.78011,0.99688,2.08324,0.70846,0.78820,0.74357,0.61053,0.70924,0.67685,0.58724,0.39304,0.42976,0.38702,0.59461,0.58624,0.56340,0.62689,0.55367,0.60357,0.56827,0.42406,0.29381,0.70056,0.69133,0.69928,0.54065,0.58406,0.70029,0.70811,0.76479,0.68824,0.60575,0.86145,0.84081,0.92606,0.81085,0.76273,0.85003,0.86525,0.82508
1.08429,1.99044,0.65136,0.51750,0.79677,0.98469,2.06937,0.69936,0.78206,0.74549,0.60934,0.70978,0.67635,0.58194,0.38737,0.42263,0.38043,0.60256,0.57059,0.55739,0.63132,0.54999,0.59790,0.57100,0.42101,0.29570,0.69218,0.69116,0.70748,0.54052,0.59002,0.70004,0.68061,0.76153,0.68323,0.61513,0.85074,0.83840,0.93106,0.80289,0.76367,0.83936,0.86448,0.84763
1.06614,1.98735,0.64688,0.51616,0.78710,0.98581,2.05697,0.69463,0.77114,0.74437,0.61191,0.70286,0.67570,0.59668,0.39441,0.43315,0.37962,0.59293,0.57314,0.55012,0.61593,0.54938,0.61626,0.57893,0.42292,0.29243,0.69919,0.68695,0.71970,0.53803,0.58262,0.69346,0.68936,0.75714,0.68287,0.60937,0.85455,0.83513,0.93181,0.80080,0.77923,0.84918,0.86680,0.85173
1.05671,1.98907,0.64652,0.50978,0.78611,0.96740,2.03156,0.68252,0.77485,0.74021,0.62224,0.70140,0.67099,0.59810,0.39571,0.42247,0.37765,0.58583,0.56394,0.56893,0.61076,0.54469,0.60331,0.57293,0.41795,0.29100,0.70084,0.70075,0.69123,0.53445,0.58931,0.70299,0.67452,0.76413,0.68370,0.60443,0.85597,0.85813,0.91785,0.80480,0.79287,0.84104,0.87625,0.85828
1.07939,1.97858,0.64309,0.50510,0.76646,0.96526,2.00524,0.68387,0.76893,0.73936,0.62339,0.69821,0.67573,0.59485,0.39825,0.42757,0.37357,0.59224,0.55661,0.55511,0.62014,0.54288,0.60051,0.55266,0.42219,0.28909,0.69834,0.69350,0.69437,0.53788,0.58888,0.69674,0.70095,0.76361,0.67863,0.60944,0.86426,0.84890,0.90740,0.81696,0.78707,0.84289,0.86164,0.83285
1.06558,1.99287,0.63636,0.51315,0.77030,0.95399,2.00268,0.69068,0.76253,0.73475,0.62729,0.68842,0.68251,0.59959,0.39465,0.43775,0.37031,0.60032,0.55643,0.56663,0.59263,0.55781,0.59698,0.56147,0.41463,0.28440,0.70489,0.70805,0.71027,0.55028,0.58795,0.70539,0.69974,0.75640,0.67967,0.60855,0.87218,0.84232,0.91030,0.82885,0.78689,0.85781,0.86745,0.85672
1.06818,2.00773,0.63805,0.49949,0.75437,0.95028,1.96292,0.68541,0.74746,0.73369,0.63233,0.68394,0.68164,0.60638,0.39340,0.42861,0.36134,0.59536,0.55315,0.57751,0.59359,0.55084,0.60476,0.54842,0.41883,0.28203,0.70027,0.69820,0.70512,0.56033,0.58096,0.71001,0.70873,0.75159,0.68367,0.61207,0.86092,0.85862,0.90836,0.82693,0.78934,0.85150,0.85803,0.82940
1.06791,2.02934,0.62535,0.48899,0.75352,0.95193,1.95924,0.68626,0.76822,0.72793,0.63755,0.68476,0.68099,0.59643,0.40462,0.40645,0.36516,0.59059,0.55652,0.56778,0.59678,0.53920,0.59917,0.54733,0.41988,0.28557,0.69659,0.69174,0.70858,0.56012,0.58962,0.69397,0.69961,0.74638,0.68649,0.60937,0.87394,0.84052,0.92178,0.82598,0.78114,0.83488,0.88549,0.82115
1.08258,2.03713,0.62639,0.47993,0.75060,0.93752,1.90516,0.67132,0.75933,0.73509,0.64182,0.68485,0.68009,0.59747,0.39238,0.42030,0.37096,0.60681,0.56248,0.57331,0.59755,0.54228,0.59677,0.54705,0.41642,0.28378,0.70495,0.68927,0.69598,0.55969,0.59142,0.70618,0.68830,0.74391,0.68712,0.61243,0.87085,0.84326,0.92408,0.82229,0.78749,0.85590,0.89906,0.81234
1.08842,2.07473,0.62056,0.48612,0.74457,0.93539,1.86441,0.68546,0.74007,0.72551,0.63019,0.68347,0.68505,0.60337,0.38940,0.41756,0.36298,0.59624,0.54915,0.57299,0.59077,0.54147,0.58289,0.54932,0.41919,0.28389,0.70014,0.68565,0.69875,0.57124,0.57404,0.70305,0.70291,0.74518,0.68278,0.60367,0.86473,0.84187,0.91327,0.82764,0.77119,0.84562,0.87150,0.81484
1.07834,2.09874,0.60657,0.48381,0.74792,0.92367,1.83407,0.68195,0.74636,0.72640,0.62974,0.68001,0.68358,0.60387,0.38605,0.43153,0.36042,0.59483,0.55733,0.57504,0.59302,0.55012,0.58178,0.53956,0.41956,0.28177,0.69575,0.69988,0.71219,0.56984,0.58809,0.71708,0.69094,0.75284,0.68252,0.60954,0.86732,0.84036,0.91812,0.82313,0.77529,0.83766,0.87766,0.81132
1.07685,2.09191,0.60161,0.48618,0.74038,0.91362,1.83526,0.67288,0.74863,0.72693,0.61111,0.66869,0.68200,0.62027,0.37882,0.43594,0.36177,0.61335,0.54621,0.57293,0.59681,0.54065,0.58653,0.54726,0.42188,0.28300,0.69159,0.68096,0.71111,0.57947,0.58784,0.71352,0.68149,0.76385,0.67990,0.60121,0.88695,0.82790,0.90515,0.80077,0.78104,0.83153,0.85040,0.81745
1.08652,2.10268,0.58392,0.48208,0.73973,0.92161,1.81162,0.66113,0.75010,0.73227,0.61689,0.66839,0.68448,0.60834,0.38234,0.46774,0.36097,0.60626,0.54664,0.57665,0.60341,0.55117,0.57844,0.56012,0.40893,0.28027,0.69694,0.68614,0.71170,0.56004,0.58029,0.69320,0.68531,0.76869,0.67910,0.60252,0.88723,0.84669,0.89787,0.80465,0.78339,0.84493,0.85587,0.81161
1.08805,2.05619,0.58447,0.47803,0.73404,0.91393,1.80538,0.66456,0.73940,0.73475,0.62044,0.67573,0.68685,0.59661,0.37874,0.47120,0.36175,0.61284,0.54266,0.58055,0.58733,0.53870,0.57751,0.56615,0.40793,0.27771,0.69331,0.69956,0.70044,0.56791,0.58046,0.71079,0.70204,0.76877,0.66922,0.60990,0.89552,0.82390,0.92480,0.80282,0.78393,0.85724,0.85242,0.80816
1.07186,2.05190,0.58149,0.47934,0.73173,0.92065,1.77011,0.65731,0.72793,0.72852,0.62483,0.66642,0.68800,0.60372,0.37554,0.48861,0.35252,0.61647,0.55023,0.57294,0.58753,0.53899,0.58019,0.57369,0.40985,0.27884,0.70385,0.68991,0.70976,0.56762,0.58209,0.68675,0.69228,0.75995,0.67676,0.60338,0.89025,0.83766,0.90875,0.79989,0.76727,0.84531,0.86426,0.81865
1.07882,2.05017,0.58271,0.47641,0.71668,0.92953,1.75588,0.65079,0.73006,0.73538,0.62378,0.66971,0.68997,0.60739,0.36879,0.50456,0.36208,0.61212,0.54375,0.58707,0.59955,0.54585,0.57913,0.57185,0.41251,0.27844,0.70907,0.70263,0.72508,0.55452,0.58212,0.68985,0.70270,0.76424,0.67444,0.60993,0.89359,0.83799,0.89248,0.77463,0.78639,0.86067,0.86031,0.81188
1.06187,2.02182,0.58463,0.47134,0.72320,0.91075,1.73014,0.65523,0.72100,0.72588,0.62389,0.67336,0.69346,0.60724,0.36846,0.51832,0.35547,0.61447,0.53364,0.57891,0.58751,0.55569,0.57831,0.57001,0.41523,0.27654,0.70689,0.70374,0.71260,0.55291,0.58923,0.69284,0.69364,0.77815,0.68323,0.61533,0.87626,0.83219,0.91174,0.77423,0.78955,0.85093,0.86412,0.81334
1.05575,2.00082,0.59027,0.46142,0.71955,0.92422,1.71106,0.64213,0.72871,0.72436,0.61896,0.66794,0.68459,0.60865,0.36970,0.52175,0.35496,0.61178,0.53434,0.58412,0.57863,0.55385,0.58056,0.56523,0.41102,0.27641,0.71122,0.71298,0.70614,0.54133,0.58877,0.68318,0.69194,0.79715,0.67866,0.61006,0.88211,0.83819,0.91686,0.77578,0.77088,0.87680,0.87469,0.81741
1.05598,1.95972,0.58355,0.45924,0.72028,0.91810,1.68044,0.64665,0.72636,0.70665,0.61644,0.66832,0.68615,0.61421,0.36061,0.52976,0.35299,0.61355,0.52295,0.58324,0.60247,0.55008,0.57687,0.57885,0.40918,0.28009,0.70439,0.70156,0.70048,0.53613,0.57602,0.68789,0.69734,0.81844,0.67747,0.60812,0.89091,0.82316,0.90452,0.77706,0.76584,0.84841,0.84746,0.82499
1.05811,1.89729,0.58923,0.46042,0.71176,0.89065,1.63784,0.63150,0.73472,0.71957,0.61945,0.66591,0.69192,0.60760,0.36854,0.51506,0.35099,0.61006,0.52090,0.57565,0.59476,0.54331,0.57430,0.56136,0.40918,0.27459,0.70485,0.71266,0.70201,0.54681,0.58232,0.69890,0.70071,0.82029,0.67165,0.60565,0.88170,0.83150,0.90003,0.77316,0.76960,0.85750,0.83374,0.82441
1.03403,1.84265,0.58764,0.45539,0.71869,0.89685,1.61991,0.63771,0.72494,0.71888,0.61222,0.67577,0.68456,0.61124,0.36451,0.53329,0.35589,0.61320,0.52189,0.58748,0.59508,0.54842,0.57791,0.56997,0.40815,0.27599,0.70307,0.71501,0.72386,0.53864,0.58847,0.68962,0.71073,0.81651,0.67625,0.60950,0.88041,0.83754,0.91546,0.78174,0.77840,0.87973,0.86087,0.81102
1.02628,1.76417,0.59069,0.44750,0.72411,0.89893,1.62973,0.62914,0.71966,0.72325,0.61032,0.67734,0.68425,0.61272,0.36538,0.52471,0.36508,0.61364,0.52527,0.58416,0.58986,0.54382,0.57127,0.57003,0.40419,0.27322,0.71283,0.70585,0.72166,0.54278,0.58393,0.70051,0.71841,0.81469,0.67516,0.60038,0.87738,0.84624,0.92429,0.77475,0.77508,0.87638,0.86327,0.80229
1.01637,1.70890,0.59906,0.44624,0.72964,0.87818,1.63007,0.64081,0.71954,0.71623,0.61596,0.68305,0.68395,0.60847,0.36615,0.51211,0.36572,0.61410,0.51690,0.59082,0.58471,0.54456,0.58040,0.57071,0.40412,0.27251,0.69986,0.69206,0.69708,0.55051,0.58662,0.69794,0.71924,0.79652,0.68002,0.60176,0.89871,0.84955,0.92546,0.77832,0.79012,0.85382,0.89414,0.80277
1.01210,1.66492,0.59770,0.44291,0.71782,0.89529,1.60559,0.63259,0.73622,0.71428,0.61028,0.68129,0.68774,0.61729,0.36665,0.51747,0.36618,0.61737,0.51219,0.58529,0.58751,0.54597,0.58545,0.57324,0.39886,0.27306,0.71210,0.71484,0.70960,0.55820,0.59004,0.70892,0.70837,0.80040,0.67326,0.61257,0.88186,0.83705,0.92708,0.77488,0.79151,0.86963,0.85704,0.79841
0.99234,1.61184,0.60866,0.45015,0.71319,0.87487,1.55930,0.63109,0.72660,0.71126,0.61378,0.67832,0.69391,0.61556,0.36836,0.53080,0.36953,0.60919,0.50664,0.59734,0.58266,0.55142,0.59214,0.57389,0.40133,0.27114,0.70135,0.70295,0.71541,0.55943,0.58364,0.70234,0.70599,0.79597,0.68038,0.61000,0.87536,0.84330,0.91767,0.74606,0.78574,0.88079,0.86606,0.80588
0.99693,1.56850,0.60734,0.44558,0.71164,0.87758,1.51325,0.63135,0.70949,0.71167,0.61124,0.67838,0.69298,0.61621,0.37822,0.50877,0.36590,0.60694,0.49665,0.57657,0.58968,0.55644,0.58731,0.56660,0.40023,0.26956,0.71082,0.69988,0.70620,0.54844,0.58587,0.71146,0.70029,0.79894,0.67836,0.61454,0.88148,0.83178,0.92552,0.74874,0.76312,0.86500,0.88680,0.81274
0.97878,1.53544,0.60878,0.44311,0.71667,0.86349,1.47188,0.63472,0.72238,0.70916,0.63677,0.67417,0.69606,0.61676,0.36644,0.51445,0.36632,0.60236,0.50546,0.57665,0.58926,0.56648,0.58544,0.57285,0.40236,0.27489,0.71277,0.69368,0.71932,0.53864,0.58174,0.71311,0.71159,0.80233,0.67919,0.61066,0.86833,0.82251,0.90434,0.75541,0.76829,0.85248,0.87816,0.80497
0.98444,1.49174,0.58782,0.43563,0.70974,0.85044,1.42304,0.64075,0.72537,0.70982,0.64772,0.67039,0.69783,0.62578,0.37229,0.52000,0.37141,0.60137,0.50023,0.58602,0.59953,0.56771,0.57924,0.56199,0.39927,0.27238,0.71350,0.70623,0.72661,0.53450,0.58517,0.71633,0.71116,0.80626,0.67901,0.61362,0.88190,0.83456,0.91782,0.75403,0.76861,0.85928,0.87953,0.80020
0.99238,1.49344,0.59371,0.43049,0.70122,0.81474,1.37248,0.63925,0.72831,0.70624,0.64170,0.67131,0.68671,0.61274,0.36905,0.50364,0.36574,0.59957,0.49475,0.58643,0.58043,0.54968,0.58845,0.57649,0.40272,0.27375,0.70671,0.71165,0.72052,0.53170,0.57713,0.71291,0.70412,0.81293,0.67450,0.61750,0.87344,0.83995,0.90524,0.75718,0.77307,0.87698,0.88202,0.80352
0.97539,1.45279,0.59872,0.44017,0.70449,0.83748,1.34188,0.64198,0.71831,0.70781,0.64472,0.67866,0.69436,0.62999,0.36710,0.51298,0.36905,0.58431,0.49099,0.59360,0.57895,0.55517,0.58316,0.56314,0.39946,0.27372,0.70192,0.71295,0.71235,0.56027,0.57946,0.71325,0.71404,0.79593,0.66720,0.60394,0.87238,0.83378,0.90722,0.76757,0.76550,0.87139,0.87175,0.79565
0.95219,1.42161,0.59288,0.43734,0.70602,0.81177,1.31013,0.63109,0.71871,0.71581,0.64017,0.67591,0.69276,0.63519,0.36471,0.49410,0.37599,0.59682,0.48566,0.60561,0.58805,0.57045,0.57372,0.57320,0.40016,0.26980,0.71285,0.71663,0.71571,0.55928,0.58696,0.70995,0.73059,0.79897,0.67750,0.60720,0.88971,0.83207,0.90928,0.77552,0.77049,0.88540,0.90229,0.79590
0.94664,1.36721,0.57813,0.43836,0.70504,0.79600,1.28470,0.63197,0.73161,0.70907,0.64551,0.67579,0.70199,0.63067,0.38069,0.49931,0.38471,0.59586,0.48774,0.61018,0.57932,0.56475,0.56653,0.56207,0.40248,0.27113,0.70993,0.71310,0.72186,0.56337,0.58423,0.71204,0.72885,0.80764,0.66966,0.61214,0.86399,0.84334,0.91953,0.77034,0.77438,0.88370,0.89426,0.79218
0.93823,1.37795,0.58376,0.42442,0.71641,0.79857,1.26977,0.63402,0.73847,0.70793,0.64299,0.66844,0.68991,0.62452,0.37552,0.50844,0.38100,0.59809,0.49554,0.61273,0.57687,0.56954,0.57515,0.57502,0.39994,0.27179,0.71139,0.70336,0.72420,0.55544,0.58471,0.71191,0.73916,0.79761,0.67892,0.61362,0.86763,0.83840,0.90845,0.77858,0.78054,0.88064,0.89374,0.79638
0.92090,1.35811,0.56652,0.42562,0.72218,0.78556,1.22898,0.63384,0.72388,0.71215,0.62720,0.66715,0.69411,0.63757,0.38046,0.49204,0.38162,0.58741,0.48733,0.62278,0.57882,0.56676,0.59081,0.58258,0.39800,0.27232,0.70939,0.71234,0.71365,0.53187,0.59379,0.69389,0.73043,0.81623,0.67441,0.61253,0.86361,0.83125,0.91884,0.80797,0.78041,0.88715,0.88845,0.79231
0.91677,1.37242,0.55739,0.42534,0.70999,0.76694,1.21509,0.63335,0.72935,0.70841,0.63132,0.67392,0.69310,0.62207,0.37642,0.50889,0.38649,0.58606,0.48309,0.61054,0.58669,0.56630,0.58340,0.58174,0.39699,0.27169,0.71201,0.70962,0.70999,0.52159,0.58473,0.71265,0.72787,0.79821,0.67634,0.61089,0.87566,0.84073,0.92900,0.80334,0.78971,0.87438,0.91143,0.78415
0.90594,1.35661,0.56510,0.42917,0.71035,0.76774,1.19012,0.65528,0.72087,0.71046,0.62117,0.67034,0.69459,0.63557,0.35986,0.50602,0.38193,0.58512,0.49422,0.62094,0.58202,0.56201,0.58824,0.57101,0.39699,0.27537,0.71143,0.70608,0.71758,0.53460,0.58025,0.69801,0.73399,0.81029,0.67317,0.60993,0.86667,0.84869,0.90877,0.79875,0.77237,0.88442,0.88950,0.79302
0.87912,1.33219,0.54587,0.43447,0.71244,0.75884,1.17553,0.64499,0.71802,0.70408,0.62009,0.67741,0.69329,0.63158,0.37444,0.50207,0.38242,0.58179,0.50232,0.62054,0.57328,0.56413,0.57913,0.56468,0.39715,0.27399,0.71565,0.70666,0.71038,0.53203,0.58133,0.70694,0.72683,0.81164,0.67474,0.61046,0.86275,0.83366,0.92636,0.79983,0.77234,0.89313,0.87705,0.81044
0.87624,1.31495,0.54954,0.43108,0.72162,0.76537,1.16129,0.63797,0.72303,0.70813,0.61828,0.68005,0.69706,0.63175,0.38077,0.50288,0.37548,0.56856,0.49307,0.62252,0.58333,0.57514,0.58198,0.58500,0.39295,0.27567,0.72392,0.70527,0.71013,0.53544,0.58727,0.69315,0.71177,0.80675,0.67489,0.61263,0.86120,0.84387,0.87531,0.81056,0.78326,0.88682,0.89767,0.80726
0.87867,1.28889,0.55524,0.42704,0.70779,0.76250,1.15146,0.64042,0.71594,0.71136,0.62059,0.67332,0.70090,0.62152,0.37516,0.50215,0.36528,0.57028,0.49010,0.60978,0.59921,0.57595,0.57584,0.58454,0.39343,0.27300,0.71971,0.70968,0.72090,0.53650,0.59659,0.71222,0.70719,0.81105,0.67993,0.60526,0.87165,0.83513,0.89733,0.82294,0.78937,0.87097,0.87582,0.79331
0.85245,1.27666,0.55780,0.42417,0.71906,0.75454,1.14130,0.63912,0.72937,0.71186,0.61865,0.67043,0.70348,0.62603,0.38413,0.50097,0.37970,0.56736,0.49618,0.61536,0.59095,0.58308,0.57994,0.59192,0.38980,0.27780,0.71877,0.72681,0.72899,0.54675,0.58077,0.70392,0.72165,0.82638,0.67700,0.61421,0.86654,0.85217,0.93059,0.83774,0.78694,0.87538,0.87201,0.79388
0.83822,1.23903,0.54368,0.43102,0.71253,0.74058,1.15484,0.63587,0.71322,0.70694,0.61523,0.67653,0.69462,0.62461,0.38410,0.50513,0.37552,0.56524,0.49230,0.60040,0.59020,0.57184,0.59313,0.59877,0.38924,0.27566,0.72163,0.72229,0.70834,0.54988,0.59796,0.69998,0.72018,0.82376,0.67898,0.60496,0.87644,0.84792,0.93736,0.84467,0.77571,0.86868,0.86186,0.81347
0.83896,1.21211,0.54790,0.42366,0.71088,0.75766,1.16804,0.64808,0.72671,0.71650,0.61518,0.68516,0.70479,0.62048,0.37926,0.49738,0.37150,0.56056,0.49276,0.60754,0.58325,0.57733,0.57964,0.57377,0.38891,0.27755,0.72196,0.69513,0.71306,0.55567,0.58919,0.69587,0.69876,0.82508,0.67296,0.61685,0.87338,0.85212,0.91701,0.85826,0.77480,0.85977,0.85944,0.78772
0.82997,1.20521,0.53601,0.43223,0.71020,0.76110,1.17098,0.63415,0.70895,0.70454,0.61117,0.68707,0.69808,0.62299,0.37862,0.50318,0.36422,0.56054,0.49044,0.58901,0.58404,0.56140,0.58805,0.58487,0.38779,0.27682,0.72440,0.70684,0.72190,0.55419,0.59433,0.70377,0.69553,0.82385,0.67468,0.61161,0.84387,0.84277,0.90931,0.83733,0.76409,0.87206,0.85528,0.78105
