frame,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1
117,0.947333009,1.008742821,1.051388651,0.900203195,0.691147432,0.952239398,0.655119841,0.648988472,2.116404622,1.750685273,1.948465295,0.932735602,0.651445803,0.594171182,1.077158396,0.601525175,0.94725932,0.659620221,0.675266959,1.218927823,1.190654132,1.571631474,0.752770479,1.438406154,1.444786706,2.027797533,0.957249938,0.906964878,0.845631302,1.27096959,1.133739842,1.032365794,0.975245329,0.908213342,1.101282051,1.100508433,1.11177418,0.712117549
118,0.972227414,1.002584556,1.029573118,0.912266262,0.792995979,0.948903422,0.677279818,0.648903707,2.159736693,1.832585763,2.067928148,0.922595044,0.647864951,0.620466861,1.085599366,0.599075095,0.951914908,0.659292197,0.668199494,1.206648697,1.18463596,1.565098002,0.798206329,1.408253843,1.436170817,2.000803933,0.950248483,0.905320747,0.858311696,1.316083449,1.152589331,1.006466053,0.982674502,0.907080839,1.095182595,1.114707341,1.114842757,0.704938157
119,0.9631817,1.000255265,0.991128064,0.904395689,0.790545524,0.947879509,0.674656077,0.650938065,2.103996969,1.76659191,2.02812173,0.946713128,0.639572452,0.610011116,1.068405846,0.601846748,0.961260067,0.666800306,0.660483921,1.295212425,1.254336624,1.74278004,0.849160288,1.383286602,1.423190152,1.980272719,0.957853985,0.896192987,0.822866977,1.315606053,1.141519585,1.017905994,0.980401397,0.91891819,1.08951049,1.07905506,1.059845723,0.715614247
120,0.921877921,1.00555201,0.995156866,0.898582782,0.791616111,0.961586735,0.672315984,0.654893761,2.051856412,1.769872913,2.038106034,0.976586665,0.637768564,0.591322773,1.090046454,0.606532525,0.959696877,0.666290046,0.667489661,1.412313353,1.408213035,2.043272417,0.828961499,1.367435504,1.395955761,1.972140626,0.96021526,0.906284548,0.837177707,1.319759393,1.120604569,1.023697019,0.968869546,0.919026048,1.061616162,1.093625992,1.068356362,0.714051892
121,0.943333458,1.003446075,1.011014915,0.883587541,0.801394143,0.963403356,0.659374557,0.647293174,2.098740292,1.791054074,1.939222183,0.953055871,0.627295245,0.590002779,1.083078405,0.615521254,0.962347504,0.676313008,0.678353188,1.487014932,1.422412776,1.99928984,0.824780075,1.369746242,1.380144811,1.96376117,1.001537574,0.913768178,0.828210857,1.292070464,1.109881139,1.016484883,0.998336752,0.915844254,1.035353535,1.022631448,1.030143257,0.707504882
122,0.947445146,0.985641353,0.997514144,0.896113583,0.777746057,0.967664156,0.664125656,0.654328662,2.008429627,1.718747404,2.036841646,0.959085392,0.637876259,0.600215368,1.094408566,0.599871371,0.967478846,0.685242556,0.670236405,1.661233047,1.547417693,1.981346463,0.819227693,1.349541375,1.359753117,1.94715686,0.985887263,0.904073476,0.848590061,1.290256361,1.071464793,0.99968025,0.988246382,0.918082295,1.04040404,1.042410714,1.018953971,0.715037664
123,0.953874332,0.979674537,0.966826676,0.90192649,0.729284134,0.967201744,0.666962133,0.65675859,1.918592536,1.668452529,2.091253924,0.951685526,0.636637769,0.596915381,1.105228869,0.605736249,0.969483807,0.673397237,0.66613172,1.593205836,1.54722102,1.92510179,0.816714269,1.314711228,1.320686088,1.939303052,0.975371352,0.900416702,0.827999517,1.257125125,1.069485844,1.00571997,0.984476354,0.93644502,1.037373737,1.14124504,1.021853013,0.689946992
124,0.92337308,0.97929164,0.983327619,0.900254636,0.770132991,0.974038843,0.665047511,0.660940325,1.80971775,1.626837777,2.28435647,0.946713128,0.648376501,0.600006947,1.099847043,0.599549798,0.965541849,0.6865911,0.66168755,1.535275746,1.522912323,1.875248556,0.807060436,1.289828526,1.313843391,1.974614267,0.961670465,0.908665703,0.812058451,1.222991359,1.066430842,0.992894447,0.980207352,0.944102896,1.04009324,1.104414683,1.01752988,0.702966614
125,0.925055134,0.971250798,0.962240699,0.906581959,0.763305022,0.979951116,0.660296412,0.652350814,1.802329987,1.608356176,2.238838507,0.947300419,0.657315169,0.596081701,1.099223884,0.608584466,0.989125633,0.67361592,0.662736868,1.44333205,1.459701845,2.025329041,0.807174683,1.263269131,1.299066802,1.937385981,0.957057741,0.915327267,0.81033754,1.212297704,1.077067692,0.986890255,0.97355436,0.928436607,1.074164724,1.141369048,1.017733322,0.688421836
126,0.952005382,0.95169113,0.940982342,0.902620952,0.726952632,0.974699432,0.655864416,0.654102622,1.703589695,1.606071933,2.319105337,0.935867821,0.649911152,0.595178547,1.092114208,0.640971457,0.997859109,0.683165069,0.664279983,1.403542549,1.468355426,1.964349967,0.797600823,1.257929072,1.276413153,1.920843511,0.961999945,0.906086118,0.788599722,1.185659044,1.075942165,1.014566384,0.975411654,0.949900232,1.073815074,1.132688492,1.037484106,0.714386683
127,0.9439689,0.954722399,0.922938454,0.891226626,0.75578712,0.985797331,0.676925259,0.65602396,1.599119151,1.511213556,2.359522149,0.940526996,0.64902267,0.598200639,1.096391344,0.60814039,0.988615897,0.682800598,0.658755632,1.47516365,1.491012076,1.929031342,0.795373015,1.261141561,1.256305625,1.909804892,0.960682024,0.913683136,0.792947286,1.189812384,1.03515108,1.014815078,1.018933304,0.941244675,1.058857809,1.164124504,1.030973976,0.733990514
128,0.908458864,0.94932993,0.92542431,0.884462049,0.755406466,0.989694808,0.663132889,0.646869349,1.554697859,1.477199103,2.418861179,0.987706042,0.647245706,0.603063777,1.111488783,0.634172486,1.001019472,0.685023873,0.663415839,1.474693022,1.478661055,1.832449579,0.798514795,1.247375763,1.262557259,1.901054389,0.968726833,0.914958755,0.790864078,1.234210149,1.027828969,1.003126443,1.00870433,0.945693793,1.067715618,1.128038194,1.017173858,0.735497071
129,0.93148432,0.948787492,0.91702383,0.895033308,0.796136369,0.979422645,0.688625727,0.638166817,1.56194355,1.493147271,2.596311475,0.943580909,0.653168919,0.59083646,1.105087242,0.636745069,1.067455058,0.671975799,0.668261218,1.482394216,1.466428038,1.891345517,0.805575231,1.233990391,1.243404526,1.898364305,0.961560638,0.917453298,0.817885393,1.206616699,1.047977143,1.004760721,1.002217664,0.943779324,1.041958042,1.171192956,1.03848436,0.741058309
130,0.931596457,0.935737077,0.898851363,0.896293629,0.837579997,0.985004624,0.692561339,0.644495931,1.695302141,1.571019188,2.490887687,0.993383189,0.639949383,0.601570099,1.100781781,0.652180571,1.105039589,0.671319751,0.680822171,1.480212211,1.531093891,1.906258877,0.824220267,1.207557804,1.222524069,1.909526607,0.952774498,0.905717606,0.807499547,1.212966057,1.034619238,1.004725193,1.047846094,0.959202934,1.060839161,1.141989087,1.015834534,0.774500139
131,0.936717378,0.933599234,0.91706669,0.89071221,0.78700069,0.990025102,0.684406467,0.644552441,1.5956147,1.487582025,2.419166376,0.975098861,0.626999085,0.583750174,1.102906186,0.643880926,1.145750501,0.686190181,0.68106907,1.533992213,1.536050033,1.797746426,0.830446704,1.200104265,1.202155109,1.901023469,0.956590978,0.932704028,0.811696154,1.20652122,1.039010031,1.028564323,1.017242335,0.947554333,1.03978244,1.207713294,1.009137916,0.767209151
132,0.919934213,0.936119974,0.920581176,0.898428458,0.757190779,0.993757432,0.686604737,0.645654385,1.578613374,1.456101005,2.326124869,0.986453155,0.637095471,0.590350146,1.101291638,0.64492221,1.135997553,0.692823559,0.68026665,1.56141702,1.58116666,1.81483761,0.838249743,1.190551336,1.210941496,1.876256145,0.954531726,0.95745103,0.802034901,1.201078913,1.035583975,1.027924823,1.004962023,0.961764547,1.038539239,1.173301091,1.028024074,0.804389473
133,0.918439053,0.937683472,0.92538145,0.88947761,0.730854329,1.006969217,0.673344206,0.641105335,1.513828377,1.451449456,2.171433554,1.023335031,0.636637769,0.579755454,1.10460571,0.63945547,1.155707344,0.676313008,0.687210666,1.547383733,1.567989616,1.706277815,0.84315092,1.199723839,1.216465667,1.88330602,0.961368441,0.974884486,0.804903086,1.213300234,1.019282384,1.025473407,1.006985641,0.935150731,1.011771562,1.265562996,1.013698398,0.810397098
134,0.924793481,0.950478622,0.91179496,0.888988914,0.706516309,1.002609328,0.676747979,0.643026673,1.608685357,1.5218872,2.227153819,1.01660076,0.628964515,0.582360706,1.102481305,0.643988117,1.140313318,0.69027226,0.698012468,1.596799726,1.543759588,1.647003125,0.841505769,1.210897102,1.199006559,1.851117776,0.958320749,0.946395669,0.799830928,1.162791808,1.028472128,1.005933137,0.992848035,0.934557515,1.008974359,1.271205357,0.99172671,0.815716544
135,0.920868687,0.937428207,0.950711469,0.88201857,0.692146647,0.98219712,0.655758049,0.634126356,1.606128055,1.471883047,2.084975584,0.974433264,0.626325992,0.580033347,1.115256062,0.654048757,1.104156047,0.695265517,0.683044257,1.55996235,1.522243638,1.646198277,0.844236262,1.202513632,1.202359708,1.84338765,0.951044727,0.964566148,0.833886843,1.17687497,1.104921399,1.004050165,0.976298719,0.935770911,1.006138306,1.262524802,0.983555141,0.814860969
136,0.929428475,0.936088066,0.942739585,0.892229738,0.695810435,0.984740388,0.670472273,0.636330244,1.677732525,1.548010632,2.040460412,0.990446733,0.629852997,0.58725858,1.102368004,0.634922822,1.179359092,0.680467981,0.678353188,1.587900569,1.546591669,1.725357447,0.830229636,1.243261522,1.188628846,1.854797316,0.96419648,0.964027553,0.81248113,1.208383062,1.097846656,0.999111806,0.982702223,0.95019684,1.003224553,1.299665179,0.983419513,0.784711243
137,0.942025194,0.933280153,0.92752443,0.889811981,0.681012538,0.98589642,0.681711814,0.634380651,1.662530782,1.526455686,1.933205441,0.986727224,0.633837704,0.570272336,1.08661908,0.636836947,1.269038638,0.698983125,0.685976174,1.588841826,1.588207529,1.672284822,0.815331886,1.21212292,1.183559339,1.862094555,0.965239834,0.963262182,0.822625445,1.168806989,1.102126133,0.98966142,0.984725841,0.945289328,0.985547786,1.323474702,0.97816394,0.792560216
138,0.93884798,0.963241863,0.944839705,0.881504154,0.656032165,0.975161844,0.686675649,0.643224458,1.665798447,1.56665836,1.941271364,0.978544302,0.604329331,0.580241767,1.110185815,0.635305647,1.270329969,0.709735029,0.665576199,1.567620759,1.547024348,1.738424392,0.809459614,1.206176997,1.16807802,1.854828237,0.956563521,0.979476713,0.815560655,1.179070989,1.094766917,0.990478559,0.989299773,0.944669147,0.971328671,1.279761905,0.95936255,0.778201432
139,0.930101297,0.941320996,0.926924396,0.879472209,0.652344586,0.9613225,0.685541058,0.644721971,1.652964577,1.578328765,1.864841298,0.984887045,0.631064563,0.58305544,1.076365284,0.64752542,1.36092704,0.681452054,0.670853651,1.516279468,1.479880423,1.846037307,0.799440192,1.183365505,1.163144913,1.854890078,0.974163257,0.966550444,0.812783045,1.170430133,1.097982709,0.986002061,0.987331596,0.95019684,0.969036519,1.21968006,0.960481478,0.788338138
140,0.886741674,0.960306318,0.894651123,0.891586718,0.64672995,0.964790593,0.7027372,0.638675407,1.673375639,1.510715176,1.941881758,0.94573431,0.624225944,0.578331249,1.098997281,0.64992956,1.374180175,0.683857565,0.666656379,1.449407436,1.4279196,1.761859672,0.78198332,1.155368943,1.247098674,1.851117776,0.983388704,0.962610199,0.805054043,1.126939419,1.079195063,0.990123281,0.972805899,0.961602761,0.976767677,1.176897321,0.969432907,0.789919092
141,0.879004224,0.945564773,0.903180182,0.887754315,0.634477672,0.980809882,0.729187349,0.650090416,1.581170676,1.478154332,1.910926055,0.939274109,0.632491519,0.59556065,1.089706549,0.641170526,1.383525334,0.68378467,0.656317511,1.422453258,1.399992133,1.715036455,0.779024335,1.120313359,1.144651443,1.842367274,0.960077977,0.960342433,0.799378057,1.073805318,1.072652163,0.983053256,0.984836725,0.953675241,0.982867133,1.158606151,0.994218869,0.776118293
142,0.847306844,0.946585833,0.917581005,0.880269554,0.617824091,0.979818999,0.702205361,0.655628391,1.504783103,1.428980812,2.034966864,0.89992561,0.633649238,0.595595387,1.090697938,0.640573319,1.463927685,0.686408864,0.66397136,1.440551063,1.372930024,1.684878326,0.7545413,1.099079932,1.150914444,1.812219783,0.958650229,0.954814752,0.797626955,1.093951401,1.041755822,0.976089814,0.970588235,0.938629132,0.98974359,1.112041171,0.975807409,0.762336092
143,0.894852914,0.920931717,0.906608949,0.888808869,0.624295197,0.98589642,0.68929939,0.656278255,1.431142262,1.386203173,2.012164283,0.968873577,0.660842173,0.613797416,1.06339225,0.640588632,1.598973732,0.680395087,0.654373187,1.414752064,1.363489753,1.702395606,0.761281846,1.099883054,1.138615775,1.782968987,0.989099695,0.912067353,0.785369241,1.083496443,1.037191871,0.971826482,0.986250485,0.941136817,0.973193473,1.081473214,1.017190811,0.761331721
144,0.925989609,0.925015954,0.90018001,0.894801821,0.636951919,0.977837231,0.675719756,0.65602396,1.435593862,1.377979899,1.897976979,0.969343409,0.670588552,0.623072113,1.097581011,0.639945486,1.667652156,0.691329227,0.658539596,1.470756856,1.355976871,1.730517943,0.75306752,1.085328223,1.130988781,1.76410748,0.955629994,1.069195226,0.793128434,1.113811047,1.008014743,0.965538068,0.994899374,0.952623632,1.002564103,1.065600198,0.969026024,0.773811959
145,0.955369491,0.90960434,0.895508315,0.892126855,0.622915328,0.981008059,0.677953482,0.659273282,1.398134116,1.338524794,1.872122428,0.971379352,0.645953368,0.607787967,1.077838205,0.632595247,1.779216366,0.689470423,0.673476946,1.534206135,1.374542737,1.703910615,0.762115846,1.054499598,1.114188936,1.776135555,0.966255732,1.113558409,0.784886178,1.097197689,1.024205019,0.963797208,0.987331596,0.949819339,0.997163947,1.043154762,0.98913283,0.766632568
146,0.986132397,0.933567326,0.884150523,0.896062142,0.625698856,1.00366627,0.702134449,0.641811709,1.467370714,1.430309826,1.873692013,0.980071258,0.644553336,0.601292205,1.065148425,0.639516722,1.984673939,0.68352954,0.665545337,1.562743336,1.360264328,1.665041189,0.779527019,1.038507601,1.130579583,1.766210074,0.962686362,0.858604757,0.793490731,1.142979902,1.016821066,0.971151455,0.9749404,0.958879361,1.005827506,1.030567956,1.029075189,0.742434669
147,0.957873883,0.920676452,0.893408195,0.915481365,0.626483953,1.002378121,0.666784853,0.646558544,1.526946391,1.475288645,1.848099058,0.960847265,0.643314846,0.595595387,1.083361659,0.648872963,2.244027594,0.678645625,0.673137461,1.476532751,1.347519962,1.713852855,0.785650634,1.015977907,1.096161497,1.723261495,0.965843881,0.857811038,0.786546706,1.120017186,1.022473439,0.969943511,0.981343904,0.967669741,1.018259518,1.016617063,1.03182165,0.745782572
148,0.949127201,0.933726867,0.937382136,0.923917796,0.61380344,1.001453296,0.669727698,0.644128617,1.532345141,1.436331921,1.846485874,0.969265103,0.647622637,0.596324858,1.08310673,0.641645228,2.356135522,0.69129278,0.662119622,1.446754803,1.313888998,1.787993561,0.837244373,0.990165274,1.08144174,1.682013543,0.966063535,0.870538878,0.77788177,1.108846135,1.056127939,0.96106157,0.987941454,0.969503317,1.006721057,1.037574405,1.044401119,0.754115131
149,0.99226255,0.933918315,0.936824961,0.917667635,0.623938334,1.014301757,0.691533116,0.64540009,1.577855654,1.487166708,1.828915242,0.980384481,0.654084325,0.610289009,1.086477453,0.642701825,2.540524009,0.689142399,0.667427937,1.501433278,1.372261338,1.713900199,0.841757112,0.988220873,1.094286007,1.682106305,0.977183493,0.897638688,0.766318459,1.142407027,1.052194778,0.950794046,0.974552309,0.977107264,0.981080031,1.041170635,1.028888701,0.735199479
150,0.960864202,0.939342693,0.935367735,0.917307544,0.62008422,1.005053508,0.672776911,0.648903707,1.571225611,1.484674807,1.73543774,1.013586,0.641941737,0.613276365,1.064270338,0.646836335,2.478913923,0.680650217,0.674279365,1.510717495,1.397002714,1.635451188,0.835233634,0.969988587,1.066847017,1.640518228,0.951703687,0.905179012,0.749079162,1.112665298,1.046022931,0.966603901,0.984282309,0.956506498,0.999378399,1.018105159,1.026956006,0.7344741
151,0.968414757,0.926994257,0.918481056,0.903958435,0.615302263,1.007728894,0.680825415,0.638731917,1.607406706,1.487623557,1.603897803,1.020007048,0.643691778,0.608586911,1.066706322,0.618216342,2.554728651,0.682509021,0.682920807,1.559791212,1.430791016,1.583798883,0.816234434,0.963563609,1.050672335,1.611731239,0.965020181,0.925135357,0.745003321,1.130519884,1.034136869,0.951611184,0.984282309,0.969692067,0.964413364,1.024553571,1.020971433,0.722607644
152,0.978768736,0.914326739,0.930867478,0.921937293,0.608735993,1.00429383,0.689937598,0.636951854,1.613136958,1.454190547,1.607080572,0.994714382,0.656776695,0.599103793,1.088545207,0.625413451,2.749277874,0.686992018,0.679124745,1.555555556,1.409393069,1.556292018,0.825317034,0.974018289,1.041328984,1.627655298,0.965075094,0.921365195,0.750256627,1.099632406,1.02813818,0.950687462,0.994677607,0.968316885,0.968958819,1.013020833,1.055149614,0.708806845
153,0.96680746,0.922239949,0.926238642,0.905167314,0.605928675,1.007068305,0.668096724,0.639410036,1.578897518,1.428233242,1.549921521,0.976978192,0.678315653,0.61490899,1.086024247,0.625352199,2.831345363,0.70324744,0.696345905,1.537628888,1.423199465,1.49029448,0.823694733,1.007904414,1.02988281,1.604001113,0.966667582,0.935510389,0.739478292,1.078388313,1.027235285,0.955128433,0.990464046,0.973143504,0.964685315,1.000744048,1.03534797,0.713531108
154,0.943520353,0.934269304,0.903951654,0.921808688,0.637760807,1.012848461,0.676464331,0.646756329,1.496590263,1.391602293,1.505362749,0.976469207,0.695412202,0.637001528,1.052996828,0.622182408,2.663710198,0.688340562,0.688599469,1.483292688,1.390473194,1.459047439,0.816885639,1.003846533,1.0382941,1.609752327,0.96477307,0.943787737,0.749350885,1.120590061,1.008262112,0.950971684,0.996895271,0.993097126,0.968453768,0.978732639,1.068661524,0.701292663
155,0.955631144,0.931238034,0.903780216,0.920985622,0.629886042,1.015490818,0.665508439,0.644495931,1.456383785,1.343550129,1.408266481,0.972475628,0.715281891,0.649263582,1.059341718,0.618063212,2.632752234,0.684258483,0.680019752,1.523809524,1.463123943,1.443707982,0.80164515,1.024953151,1.02988281,1.564453789,0.967683479,0.968393004,0.738059296,1.096051941,1.008608428,0.956371905,0.987276155,0.988755865,0.962626263,0.973028274,1.050894295,0.696289408
156,0.959443801,0.933854499,0.882564718,0.94987011,0.636071658,1.01595323,0.666217558,0.658934222,1.486455768,1.369341307,1.41144925,0.962217611,0.69525066,0.623766847,1.076903467,0.627557271,2.603391443,0.674709334,0.685266342,1.567321268,1.481217795,1.443897358,0.803038958,1.013145844,1.044943565,1.5552704,0.979407485,0.963063753,0.721121913,1.054995942,1.004044477,0.961558958,0.98885624,0.96748099,0.962781663,0.954613095,1.052420107,0.71656282
157,0.918999738,0.936119974,0.884964855,0.948995602,0.630004996,1.010701546,0.667635796,0.651785714,1.491759803,1.39866268,1.372732822,0.942484633,0.690942868,0.610462693,1.061636075,0.62775634,2.640568186,0.7069286,0.693537436,1.595345056,1.521024269,1.398873213,0.799634411,1.02715117,1.050069905,1.531059646,0.97721095,0.982481504,0.725560051,1.047596315,0.989474465,0.953138878,0.986888063,0.965728307,0.955205905,0.974392361,1.052352293,0.703468799
158,0.959182148,0.945437141,0.917452426,0.949972993,0.617943045,1.020081913,0.674336973,0.649723101,1.510465997,1.389401113,1.304979072,0.960768961,0.683377309,0.619077393,1.042884659,0.62622504,2.601522411,0.678973649,0.684803407,1.547169811,1.517484168,1.330603163,0.857740203,1.033745227,1.041772281,1.534491822,0.979050548,0.984607535,0.710524727,1.090275457,0.961286812,0.957011404,0.992293619,0.979641913,0.968376068,0.953993056,1.033008392,0.692699712
159,0.951145666,0.925654116,0.892036688,0.96792613,0.622035068,1.005879244,0.679761736,0.658538653,1.462019322,1.349281502,1.264475061,0.96405779,0.687765872,0.613554259,1.048436438,0.626699743,2.620110783,0.684112695,0.68443306,1.477730715,1.472013531,1.342865259,0.86148749,1.166880363,1.031110404,1.547478433,0.96842481,0.973183661,0.707264054,1.068601709,0.951095225,0.949870324,0.992099573,0.997249636,0.96961927,0.929625496,1.032737137,0.688645029
160,0.955182596,0.931238034,0.898937082,0.972633041,0.627316632,1.016382613,0.673237839,0.655939195,1.424322788,1.32365645,1.275462156,0.97521632,0.69503527,0.603619564,1.059228416,0.630405488,2.613484215,0.693698291,0.690883279,1.419158859,1.423750148,1.271991289,0.867748201,1.186437096,1.035429715,1.529822826,0.959199363,0.96677722,0.720759616,1.038955459,0.964279972,0.95200199,0.999168376,0.99102087,0.972921523,0.964347718,1.018004577,0.697479773
161,0.955556387,0.924984046,0.905880336,0.967231667,0.629529179,1.01106487,0.674833357,0.646615054,1.379759424,1.297366891,1.339902337,0.96292236,0.668865435,0.603932194,1.055716066,0.637097268,2.565365141,0.686700441,0.675884205,1.343772729,1.365771152,1.251396648,0.855500971,1.194073803,1.050331337,1.494789895,0.965184921,0.975252998,0.725650625,1.029741729,0.980334195,0.946850464,0.993541054,0.988890687,0.9504662,0.939670139,0.99696533,0.704101181
162,0.932045005,0.913784301,0.906866107,0.975642378,0.624128661,1.016646849,0.679797192,0.655006781,1.32738208,1.259199269,1.289152424,0.993069967,0.66453072,0.606120606,1.039287333,0.625168443,2.510381622,0.681233371,0.691407938,1.313053523,1.346143256,1.290502793,0.85174226,1.191861694,1.03571388,1.510219226,0.955135773,0.957422683,0.738844273,1.016231441,0.983500513,0.94674388,0.999501026,1.008143235,0.938811189,0.929935516,1.024989404,0.685408723
163,0.963480731,0.934045948,0.890236585,0.976594048,0.639759237,1.012584225,0.685363778,0.654978526,1.320562607,1.271949497,1.216471922,0.975881916,0.676269452,0.604939558,1.05636755,0.634631876,2.428789887,0.684331377,0.694648478,1.265819535,1.287849585,1.26029732,0.845001714,1.215899004,1.019482365,1.52886429,0.962082315,1.008277348,0.745426001,1.006779014,0.987977885,0.932959108,1.006070854,0.995092488,0.937917638,0.919270833,1.029685513,0.689928392
164,0.943707247,0.922431398,0.895936911,0.968466267,0.637689434,1.018199234,0.683165508,0.642094259,1.367493844,1.302724479,1.183641437,0.972475628,0.675946368,0.599381687,1.073221165,0.644279064,2.408026642,0.69154791,0.696561941,1.281264707,1.326751367,1.269055961,0.83652462,1.166683105,1.035065983,1.522649269,0.962192142,0.986081583,0.760521708,0.971260801,0.98163288,0.962873486,0.993624217,0.991641051,0.935703186,0.949652778,0.995965076,0.683827769
165,0.936044556,0.918219528,0.891008058,0.9701124,0.644398449,1.01047034,0.709651113,0.646389014,1.375260466,1.313481186,1.236353331,0.967190009,0.690862097,0.614665833,1.045320644,0.649408918,2.355625786,0.701898896,0.699092649,1.30205793,1.35790426,1.326768298,0.832594539,1.14313894,1.015810951,1.530472156,0.947200791,1.002154378,0.751554858,0.975223182,0.956450755,0.958574626,1.00523923,1.017068436,0.934421134,0.935019841,1.001424091,0.695266437
166,0.937651853,0.920580728,0.880593177,0.975230844,0.659124973,0.974699432,0.6756843,0.661787975,1.323830271,1.290098845,1.220613882,0.944246506,0.689488988,0.610011116,1.035831634,0.64415656,2.346586468,0.696103801,0.689803099,1.316476276,1.363332416,1.383723132,0.821752542,1.10970369,1.041249417,1.573482576,0.954614096,1.00087876,0.736730874,0.982002196,0.977674982,0.959356237,1.020624272,1.00520412,0.9501554,0.912698413,1.015292023,0.702092439
167,0.936156693,0.902233567,0.874378536,0.958152216,0.666262223,0.953791782,0.691710396,0.660459991,1.300577761,1.267547138,1.182377049,0.970126464,0.675704055,0.591913297,1.010990256,0.654033444,2.365514663,0.69624959,0.693599161,1.339964917,1.348857334,1.32075561,0.818953502,1.079030054,1.022710481,1.571596426,0.968067873,1.008334042,0.735191112,0.978087554,0.979542615,0.958006182,1.011919942,0.966105808,0.943395493,0.910900298,1.005611596,0.691974333
168,0.943221321,0.917294193,0.879693125,0.953110934,0.667665882,0.953362399,0.671145937,0.66130764,1.288975185,1.241174516,1.170997558,0.970987824,0.660761402,0.599868001,1.015040789,0.635948793,2.324599857,0.695557094,0.697858157,1.311171009,1.332140188,1.247230376,0.819307666,1.061389543,1.027882287,1.541943663,0.95557508,1.001530742,0.751101987,0.950064448,0.972034978,0.946068853,1.01776903,0.98729979,0.944522145,0.900855655,1.010765449,0.692532317
169,0.944828617,0.895564773,0.864949426,0.970395329,0.684033973,0.965451182,0.676606155,0.656928119,1.328613374,1.264722984,1.148412975,0.989272151,0.666684616,0.602403779,1.002407659,0.638475438,2.287796921,0.701024164,0.680143201,1.294057246,1.351571412,1.256841208,0.813755284,1.045425725,1.022130784,1.524751863,0.968699377,0.986676872,0.741380351,0.962381248,0.956896019,0.940348883,1.012446637,0.990023189,0.964102564,0.905195933,1.012342121,0.668111225
170,0.941277614,0.897957881,0.868121035,0.967025901,0.678633455,0.959604968,0.658062686,0.665122061,1.279503694,1.250186893,1.149459365,0.98410399,0.659172904,0.60334167,0.998243825,0.638322308,2.257756482,0.692823559,0.674587988,1.325546571,1.347126618,1.237193448,0.802170684,1.092260437,1.012821533,1.542191027,0.958869883,1.005357598,0.725469476,0.943142216,0.949425486,0.945891214,1.009508233,0.997923745,0.97031857,0.90593998,1.031313046,0.661880405
171,0.984263447,0.891959158,0.859763415,0.967103063,0.682130707,0.954254195,0.673131471,0.68204679,1.30896003,1.253467896,1.170648762,0.968364591,0.658365193,0.618521606,1.002719239,0.653803749,2.26907262,0.700914823,0.693105364,1.325204296,1.310230893,1.197424486,0.796241289,1.090964169,1.018857201,1.574688476,0.968891574,1.019049239,0.749864139,0.936363202,0.970711556,0.952641489,1.021317292,1.00353233,0.961655012,0.930803571,1.035263203,0.66619548
172,0.926662431,0.908615188,0.863235042,0.955425808,0.662431899,0.944807769,0.676960715,0.663031193,1.300530403,1.24815184,1.129665155,0.976195138,0.673092456,0.617548979,1.001897802,0.651399608,2.241682808,0.712760141,0.682303562,1.279211055,1.301655981,1.146387653,0.821124186,1.072929142,0.999556702,1.610432578,0.967683479,0.984239023,0.748928205,0.961378718,0.954719175,0.947738658,1.017464102,0.994445343,0.980846931,0.962983631,1.039518522,0.671087138
173,0.945949987,0.913911934,0.91076633,0.962061781,0.668807841,0.935196195,0.702524465,0.643054928,1.228262929,1.230666999,1.158004883,0.994910145,0.683700393,0.63856468,0.98946295,0.649577361,2.243959629,0.681306265,0.685760138,1.312882386,1.303386697,1.099895843,0.859602422,1.076550237,0.998306376,1.611607557,0.985969633,0.991694305,0.748113037,0.948680002,0.959666547,0.955732405,1.002910684,1.004017689,0.970590521,0.927393353,1.026820378,0.666697666
174,0.986580944,0.924122527,0.89705126,0.975385169,0.664953727,0.947516184,0.688625727,0.650259946,1.259660921,1.231040784,1.115713289,0.987588583,0.677507942,0.631825761,1.004475414,0.655442239,2.186019642,0.698290629,0.685698414,1.293244342,1.325138654,1.068080674,0.881274991,1.084144675,0.98465508,1.619028478,0.977814997,0.971993083,0.77102832,0.919845324,0.960186021,0.957331154,1.00837168,1.00501537,0.979448329,0.936321925,1.026939052,0.654291826
175,0.95170635,0.914932993,0.887407852,0.955014275,0.677776985,0.972618576,0.684690115,0.659838382,1.277088464,1.281252596,1.076299268,0.992482676,0.668623122,0.625329999,0.991389078,0.656759157,2.125836817,0.704231512,0.683538053,1.298378471,1.329740786,1.064861282,0.872980692,1.073760444,0.991293179,1.616338394,0.981494193,0.999744876,0.76761669,0.963574736,0.941645743,0.957650904,1.014082164,1.019441299,1.002020202,0.955047123,1.030584047,0.656728355
