frame,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS
86,1.112939381,0.98026995,0.936721566,0.867322521,1.219496423,0.988367937,1.130189717,1.061659046,1.246243807,1.265842296,1.072877878,1.050105625,0.87677456,0.988286732,1.110861813,0.946022145,0.875833714,1.095301529,0.933528961,0.989341184,1.085832594,1.009067521,0.885062168,0.801367976,1.056510332,0.912171776
87,1.08284447,0.985317172,0.937314659,0.854453603,1.234813887,0.971667154,1.114105032,1.091312867,1.225290344,1.252586148,1.090736378,1.047002905,0.891198183,0.989744143,1.12340238,0.89306951,0.858428506,1.045569339,0.911010462,0.98558522,1.089618456,1.048922441,0.896036425,0.828038928,1.032514813,0.937588928
88,1.077025802,0.987458418,0.924859711,0.846370646,1.258376106,0.967768139,1.130602145,1.082429784,1.225330951,1.27848188,1.085188844,1.03353578,0.878364566,0.967343193,1.118314035,0.894761124,0.874371859,1.046013377,0.895317683,0.995837986,1.048683821,1.085614272,0.912556185,0.808575101,1.053415087,0.930539387
89,1.06123909,0.991932092,0.916830147,0.827120447,1.242290749,0.984696364,1.13788837,1.093403005,1.262283765,1.275775844,1.056691238,1.01663586,0.861669506,0.985048041,1.127408951,0.876204634,0.849931476,1.059251242,0.879369737,0.969749264,1.050990831,1.024967315,0.91389878,0.818582446,1.055095363,0.947548829
90,1.049172509,0.990249685,0.922441717,0.823557564,1.266742109,0.987068265,1.133214188,1.130176355,1.312230975,1.289443036,1.061174861,1.059413784,0.884951732,0.977814963,1.143034577,0.832376461,0.828871631,1.098243277,0.884217913,1.005278652,1.037207927,1.029226941,0.889381822,0.820648182,1.028741562,0.935389988
91,1.033242715,0.992773296,0.905424518,0.81483648,1.268803298,0.951099847,1.149230135,1.084650555,1.308941769,1.266082072,1.056007295,1.04706892,0.869278819,0.936305732,1.107496294,0.8955813,0.824029237,1.102489385,0.897167645,0.986498833,1.032298137,1.067141833,0.8994221,0.830196474,1.057040946,0.921808304
92,1.020126866,0.987343708,0.90528765,0.811592662,1.304207251,0.991357182,1.155966456,1.118811234,1.322626492,1.242926629,1.063226689,1.053142329,0.873026689,0.959408399,1.106013863,0.852368259,0.852992234,1.06635584,0.872033682,0.946299868,1.083288968,1.018092868,0.886229642,0.815690415,1.072635085,0.931186134
93,1.021271522,0.977593393,0.915872074,0.834299388,1.343329427,0.979205251,1.141394006,1.094121489,1.297571672,1.219873947,1.059351015,1.009044098,0.90153322,0.971391558,1.082054569,0.882099651,0.859707629,1.033330558,0.878604236,0.971068927,1.049926057,1.00261482,0.894110093,0.800403966,1.04315656,0.925300737
94,0.987170315,0.961725232,0.903645239,0.832757245,1.318110173,0.977450694,1.098707726,1.090398432,1.30439373,1.184010413,1.026293791,1.019738579,0.875979557,0.977221203,1.048840098,0.914752922,0.859707629,1.056309494,0.871395764,0.947518018,1.058858326,1.047615031,0.899947464,0.817205288,1.068891313,0.911783728
95,0.975914532,0.990096738,0.889684748,0.831746876,1.318110173,0.966403483,1.066332142,1.087851078,1.284658491,1.16616428,1.018314462,0.992078162,0.891879614,0.986343517,1.098080853,0.878460119,0.844495203,1.053423251,0.865271753,0.937671302,1.022478557,1.062376112,0.927032864,0.808666911,1.053739351,0.920385461
96,0.98101779,0.984170076,0.916602035,0.856846583,1.299155317,0.951359782,1.056296398,1.080731548,1.27012101,1.174111119,0.985181245,1.009638236,0.876320273,0.954172514,1.089026003,0.853854829,0.901187757,1.017483973,0.865144169,0.939701553,0.996036676,1.032685252,0.926098885,0.81390011,0.991657577,0.893998189
97,0.958315448,0.97939051,0.926730234,0.86652486,1.268560805,0.943236833,1.052653286,1.055519268,1.257126614,1.151503734,0.98130557,0.985278585,0.863600227,0.95638562,1.061300533,0.885175313,0.896208314,1.034190881,0.875924981,0.95036037,0.96433008,1.056724727,0.921895978,0.809125964,0.997111105,0.894709611
98,0.962560214,0.944709976,0.913408458,0.848444563,1.273814816,0.926308607,1.029901017,1.075767472,1.226995858,1.164999657,0.973706209,0.991880116,0.885406019,0.910450178,1.030089347,0.930900144,0.90123344,1.028973441,0.857680531,0.901938889,0.967465247,0.972080469,0.881559745,0.812017995,1.013648557,0.887724745
99,0.947155053,0.936680304,0.902322186,0.841265621,1.232429374,0.915423855,1.007904867,1.049510124,1.234061561,1.146948003,0.973250247,1.000594138,0.869619534,0.882597431,1.012901158,0.861082633,0.922750114,0.968001554,0.848175555,0.908740229,0.954865424,0.963982961,0.932811862,0.846217407,0.994575951,0.898913465
100,0.964992607,0.908002906,0.91797071,0.85870779,1.223740048,0.918867986,0.992645037,1.0455258,1.250304556,1.166335548,0.968842617,1.007591761,0.864622374,0.887779337,1.034736969,0.899989748,0.901827318,1.010712403,0.866930339,0.868033702,0.91191955,0.949727974,0.937131516,0.838183988,0.983904725,0.902211874
101,0.973195975,0.898290827,0.914184041,0.861845254,1.230044861,0.897098483,0.99931262,1.053690398,1.279948022,1.160512434,0.972034349,0.987589121,0.870528109,0.893447047,1.026363236,0.912548698,0.896482412,0.951350151,0.834587905,0.914323419,0.909612541,0.985491966,0.911680579,0.823999266,0.949296937,0.898784116
102,0.974865264,0.897220204,0.929148228,0.878223877,1.232146466,0.886993534,0.978278801,1.045787067,1.306952002,1.165068165,0.962155179,0.954515448,0.876433844,0.887779337,1.009175047,0.887430798,0.918912746,0.980268088,0.862975249,0.859100599,0.932150251,0.933490785,0.965384391,0.83933162,0.957108746,0.890570431
103,0.957361568,0.882613849,0.947032255,0.887157671,1.210645435,0.894759073,0.971473742,1.053559765,1.339559815,1.179112146,0.956835626,0.968444679,0.873594549,0.877415524,1.011899515,0.895273734,0.884467794,0.985929565,0.864825211,0.875647142,0.938952972,0.962928599,0.962290584,0.85769372,0.966866138,0.892187298
104,0.973577527,0.868695752,0.958301017,0.899867057,1.243988199,0.901159957,0.980753368,1.059503592,1.34658491,1.166061519,0.9357094,0.975112226,0.902441794,0.857713484,1.030289675,0.891224113,0.893558703,0.983709378,0.849578974,0.844787331,0.937119196,0.92298933,0.89626992,0.813946015,0.970963653,0.89483896
105,1.001860066,0.855198256,0.98170537,0.91863866,1.242573657,0.884881567,0.959788287,1.069888961,1.360066596,1.180036994,0.940572992,0.975706364,0.886882453,0.858145309,1.009215113,0.877178593,0.870580174,0.967529764,0.870311304,0.865191351,0.898432416,0.956096327,0.930535287,0.870822622,0.934764024,0.893933514
106,1.008537225,0.850839292,0.986039509,0.949800585,1.259346078,0.890762582,0.98474017,1.04350098,1.348452855,1.192916353,0.926286192,0.968180618,0.883248154,0.844704739,0.977763532,0.903680541,0.883371402,0.925818,0.829229395,0.872297229,0.897840875,0.968242588,0.951608196,0.865222181,0.916192554,0.887854094
107,1.047932465,0.846862693,1.002326748,0.96091465,1.270945318,0.918835494,0.94308496,1.041606793,1.340168927,1.173391793,0.924386352,0.978412992,0.887109597,0.855500378,0.99178653,0.895376256,0.87670169,0.961091222,0.848111763,0.870876053,0.874120083,0.979629708,0.943727745,0.818811972,0.954190372,0.897231923
108,1.046978585,0.851489313,1.016332862,0.964371178,1.299114901,0.953796666,0.950233709,1.047746571,1.323194997,1.184010413,0.912835322,1.006403486,0.879954571,0.86052035,0.95696943,0.942895222,0.932389219,0.939222379,0.864825211,0.844584306,0.902336587,0.960904222,0.889790438,0.868022402,0.948972673,0.907321174
109,1.040969142,0.854815891,1.001779278,0.954427014,1.310148325,0.947818176,0.94342865,1.055192685,1.322301632,1.169349866,0.914127213,0.98646686,0.84826803,0.838767138,0.996674546,0.897631741,0.91265418,0.959204063,0.854618525,0.86793219,0.8945874,0.912993969,0.927032864,0.869950422,0.912949916,0.894127538
110,1.028568703,0.849692196,0.999133172,0.944057432,1.295356262,0.979952562,0.93023096,1.035662965,1.297084382,1.167363157,0.896648682,0.979601267,0.907893242,0.854690705,0.951640691,0.888661062,0.962585656,0.95620681,0.833886195,0.84834027,0.885714286,0.924465438,0.935321931,0.867609254,0.922530437,0.884102962
111,1.046501645,0.856383589,0.97536384,0.917468758,1.279957968,0.981512168,0.938823206,1.024363161,1.284496061,1.152257313,0.915039137,0.984816477,0.896876775,0.85512253,0.965783886,0.922134509,0.89506624,0.911664308,0.857489155,0.883362095,0.869565217,0.956771119,0.93199463,0.898273963,0.937977184,0.909649463
112,1.068345495,0.855007074,0.990464893,0.935814943,1.260679788,0.970270007,0.936486115,1.042847812,1.280760172,1.130540522,0.895052816,0.962503301,0.870755253,0.840656375,0.923234104,0.943407833,0.930744632,0.909333111,0.87624394,0.842452543,0.878911565,0.979292312,0.9626992,0.876698494,0.922943136,0.909002716
113,1.08475223,0.840821321,1.014964186,0.945918639,1.282989128,0.970854859,0.918957932,1.033834095,1.262243158,1.148694937,0.919598754,0.993860576,0.888699602,0.835582425,0.997435795,0.904193152,0.910598447,0.933144617,0.831653483,0.84793422,0.906299911,0.970309139,0.946237814,0.888312523,0.958789022,0.887854094
114,1.067582391,0.828509158,1.003877914,0.959691571,1.246898113,0.968482958,0.92411328,1.041345526,1.250629416,1.146913749,0.908351698,0.980987589,0.903804656,0.84200583,1.009014784,0.895273734,0.907446323,0.94077651,0.880836948,0.840828342,0.896125407,0.953186285,0.986282179,0.846446934,0.947410312,0.896649851
115,1.074831879,0.836385883,1.044025731,1.022174953,1.261326436,0.971439711,0.91868298,1.030829523,1.263136522,1.182674522,0.891709096,0.972075522,0.874389551,0.847187736,0.988581273,0.877229854,0.945271814,0.937945772,0.875606022,0.826413562,0.901271813,0.959849859,0.978401728,0.886476313,0.941426171,0.905574958
116,1.070873277,0.839521279,1.048451115,1.013879287,1.260154387,0.956331026,0.934423976,1.015349445,1.257532689,1.141844215,0.891557109,0.973857935,0.903577513,0.882111627,1.009655836,0.915111749,0.947281864,0.913884495,0.881411074,0.867323114,0.925170068,0.989582894,0.97670889,0.889092912,0.948618931,0.896779201
117,1.104497544,0.833250488,1.028833432,1.004466897,1.249848442,0.980244988,0.919095408,1.031613325,1.277998863,1.144858533,0.908275705,0.978545022,0.871095968,0.872827378,1.010216755,0.889840066,0.916080402,0.914467294,0.879688696,0.865597401,0.920733511,0.984606301,0.937423385,0.866599339,0.929782154,0.901565127
118,1.130299995,0.848965702,1.048223003,1.032119117,1.253809158,0.979432693,0.911877921,1.036120183,1.308616909,1.155271631,0.898472528,1.006535516,0.922430437,0.877955306,1.054088705,0.865593603,0.969666514,0.936419393,0.877838734,0.834940615,0.923336291,0.901016406,0.994396124,0.869078223,0.90328096,0.914112017
119,1.114560977,0.845906779,1.041972718,1.040361606,1.294790446,0.978555415,0.905347814,1.04898759,1.322951352,1.162567651,0.914279201,0.987985213,0.868143101,0.869858577,1.008133339,0.862261636,0.954773869,0.916548719,0.894615973,0.85392346,0.89198462,0.994896883,0.979394081,0.863294161,0.966158653,0.91967404
120,1.115180999,0.858830727,1.024590538,1.013507046,1.309582508,1.008122949,0.921088809,1.04389288,1.323032567,1.149140234,0.89368493,0.988777396,0.896763203,0.844812696,0.942465644,0.900912446,0.930973047,0.913717981,0.884281705,0.846310019,0.913812482,0.954156299,0.96678536,0.908097686,0.930902338,0.923619195
121,1.147803692,0.851145184,1.036634883,1.030683329,1.293658813,1.010234916,0.91902667,1.043958197,1.298465037,1.141501678,0.892317045,0.977092686,0.896536059,0.854420814,0.930806523,0.905423416,0.931978072,0.920739322,0.888938505,0.834027002,0.897012718,0.961789887,0.997723425,0.887164892,0.9364443,0.912236451
122,1.162064196,0.837991817,1.046215612,1.047327838,1.276441822,1.016570816,0.9288562,1.045656434,1.302647608,1.118894293,0.892849001,0.976960655,0.915956843,0.843463241,0.991586201,0.862415419,0.95107355,0.944883856,0.886642001,0.835752715,0.940668441,0.960904222,1.018270971,0.883859714,0.932553135,0.936295434
123,1.213716793,0.839330096,1.044618824,1.047168306,1.266944186,1.001364655,0.924869398,1.023252776,1.311012751,1.122319655,0.887529448,0.988051228,0.908688245,0.832235777,1.022236468,0.888302235,0.948423938,0.925207449,0.880390406,0.804080804,0.890328305,0.980473198,0.972272488,0.894647448,0.951743655,0.906545078
124,1.242905518,0.845142049,1.062046626,1.081786759,1.249929273,1.036845696,0.91497113,1.013063357,1.299195972,1.124580393,0.885021658,0.972471613,0.915729699,0.83990068,0.987619696,0.858519582,0.900593878,0.894790886,0.892383261,0.825804487,0.93256433,0.964067311,0.964041796,0.882528461,0.941013472,0.94632001
125,1.245767158,0.845447941,1.043158903,1.088487104,1.250333428,1.028755239,0.948309046,1.024363161,1.299358402,1.12094951,0.870810852,0.955901769,0.914480409,0.838983051,1.0014023,0.865747386,0.882275011,0.919934504,0.904631283,0.830880114,0.97054126,0.947703597,0.969820793,0.900247888,0.937210742,0.912430475
126,1.22692803,0.860054296,1.046945572,1.078915182,1.233237683,1.023556552,0.92548804,1.048465056,1.276293348,1.121874358,0.913443271,0.942962767,0.921749006,0.844434848,0.996754678,0.803003896,0.923435359,0.925290706,0.920834397,0.829763476,0.980715765,0.974231369,0.938065495,0.888587954,0.961471568,0.905510283
127,1.210759765,0.866936871,1.072311693,1.086944961,1.224022956,1.016538324,0.939098158,1.035205748,1.24587834,1.120127423,0.886769511,0.982637972,0.920613288,0.828349347,0.942305381,0.850984212,0.920146185,0.91904643,0.913243174,0.832199777,0.955161195,1.003753532,0.994396124,0.911632391,0.931698258,0.907967921
128,1.192731435,0.865369174,1.063460924,1.078064345,1.205027685,0.99330669,0.914421226,1.018549967,1.247989929,1.115468932,0.88380576,0.945999472,0.927314026,0.837093814,1.000721183,0.906756203,0.920191868,0.903532873,0.902270987,0.838087504,0.962732919,0.969507823,0.956628335,0.904103929,0.928396663,0.927693701
129,1.18753279,0.865828012,1.051005977,1.071204467,1.188659419,1.006465867,0.900329942,1.03801437,1.225655811,1.141912722,0.882893837,0.950422498,0.93128904,0.825650437,0.985896871,0.878101292,0.917405208,0.959814614,0.902398571,0.827022637,0.948181012,1.007549239,0.970462904,0.934952259,0.9140701,0.902664597
130,1.166833596,0.877107789,1.045531274,1.065567668,1.17588813,0.989635117,0.915383558,1.058719791,1.219564688,1.132081935,0.892165058,0.966002112,0.908801817,0.815016733,1.01045715,0.864260816,0.948880767,0.921460883,0.917134473,0.827428687,0.933924874,0.962295981,0.927616601,0.917462358,0.962061138,0.912171776
131,1.16115801,0.880319657,1.05232903,1.060834884,1.168734592,0.988530396,0.915727248,1.038994121,1.259197596,1.13108858,0.894824835,0.981581727,0.937762635,0.822357767,0.971232822,0.878767685,0.960073093,0.916076929,0.939397806,0.839711704,0.96793848,1.053435115,0.985756815,0.923980903,0.936002122,0.928405122
132,1.154623933,0.884334493,1.07190109,1.091358681,1.141777472,0.96182214,0.911465494,1.0361855,1.279460733,1.151572241,0.898700509,0.997425403,0.909937535,0.828835151,1.026162907,0.942690178,0.926267702,0.945549913,0.907629497,0.846513044,0.939840284,1.005398338,0.950090479,0.910806096,0.926185774,0.927435002
133,1.133686269,0.88701105,1.083169853,1.096410529,1.143192014,0.960424993,0.903973055,1.050424559,1.259725493,1.123724053,0.901588267,1.007129654,0.946166951,0.825488503,0.974958933,0.888404757,0.932069438,0.924180612,0.917772391,0.830169526,0.939071281,0.989372021,0.980211313,0.916544253,0.934881939,0.911589704
134,1.159107168,0.885060987,1.066700123,1.077692103,1.124560482,0.93469149,0.914146274,1.001436969,1.252619183,1.127765979,0.904324037,1.022577238,0.925837592,0.81868725,1.004928082,0.835810949,0.932891731,0.937668249,0.902207196,0.856055223,0.925702455,0.957319388,1.009573288,0.90777635,0.917017952,0.890376407
135,1.169218295,0.877298971,1.056845659,1.067694762,1.135149335,0.927250869,0.907135001,1.00365774,1.260131568,1.183633623,0.91154343,0.974121996,0.920613288,0.83693188,0.98441444,0.887840886,0.932297853,0.945771931,0.921089564,0.841843468,0.938716356,1.009700139,0.978693596,0.92604664,0.935589423,0.90628638
136,1.154576239,0.879554927,1.076098362,1.076096783,1.130137817,0.935178867,0.904935386,1.046897453,1.240152684,1.146571213,0.904324037,0.990031687,0.918001136,0.814746842,0.942305381,0.882561001,0.942119689,0.956428829,0.916496555,0.856258248,0.956462585,1.072076252,0.990835328,0.912229159,0.950918256,0.926012159
137,1.137167931,0.89660842,1.067612574,1.071895772,1.109485511,1.05283166,0.920538906,1.01463096,1.222204174,1.137048709,0.902804164,0.984024294,0.937308348,0.816636079,0.992708041,0.914240312,0.948332572,0.957455666,0.91522072,0.846513044,0.908488613,1.031251318,0.975774911,0.918334557,0.951448869,0.953498901
138,1.142748128,0.89748786,1.070213057,1.050571656,1.113082488,0.997660591,0.901842178,0.992292619,1.212052302,1.11649654,0.899232464,0.973989966,0.966269165,0.832397711,0.961737249,0.884611441,0.948104157,0.96048067,0.905907119,0.840016242,0.921620822,1.074944119,0.999357889,0.921961072,0.990095216,0.9330617
139,1.134878619,0.876801897,1.072585428,1.050997075,1.094329709,0.997920525,0.893456145,1.018354017,1.195200195,1.129170377,0.912759328,0.984024294,0.942646224,0.825704415,0.942505709,0.886149272,0.953997259,1.006993589,0.933018627,0.868642777,0.906595682,1.038758382,1.009106299,0.954324275,0.951301477,0.9225844
140,1.125435208,0.867969258,1.055887586,1.040361606,1.096956715,0.997205706,0.882251856,0.997256695,1.197677252,1.13071179,0.888745345,0.953129126,0.942646224,0.832073842,0.935414079,0.909165471,0.954225674,1.001692893,0.903865782,0.859100599,0.893759243,1.048374172,1.057556477,0.989028645,0.97122896,0.940046566
141,1.112796299,0.871104653,1.065970163,1.041106089,1.100230368,0.981447185,0.89703052,0.994186806,1.186916267,1.123484278,0.888137396,0.968840771,0.941396934,0.834934686,0.932849874,0.918802543,0.908542714,0.971526101,0.936909926,0.859100599,0.888671991,1.045759352,1.031405055,0.961347778,0.950977213,0.934549217
142,1.135355559,0.869728138,1.057712487,1.025791013,1.101119509,0.96851545,0.885070113,0.979098628,1.185698043,1.129170377,0.892469033,0.966794296,0.935150483,0.831480082,0.909932289,0.919520197,0.945089082,1.006910332,0.932572085,0.856461273,0.907246377,1.02753996,1.005545502,0.943307014,0.974353683,0.948583624
143,1.123622836,0.874392995,1.088963913,1.066418506,1.102251142,0.963479221,0.889675557,0.999673416,1.185291968,1.139343701,0.894976822,0.941840507,0.955934128,0.84589226,0.941183541,0.893940947,0.943444495,0.95881553,0.950433784,0.83433154,0.889855072,1.047108937,0.946237814,0.933529196,0.977065708,0.952787479
144,1.108456145,0.874469468,1.097997171,1.068864664,1.091419795,0.95857296,0.900948584,1.004768125,1.176195891,1.13430842,0.887833422,0.943028783,0.966042022,0.828349347,0.888497135,0.879280295,0.928643216,0.96866761,0.918346517,0.847832707,0.876841171,1.027118215,1.001342595,0.969610723,0.960911476,0.939335144
145,1.088472361,0.871066417,1.103836854,1.080882744,1.100432446,0.987490659,0.892768765,0.979033312,1.149597986,1.126395835,0.877118322,0.939001848,0.968654174,0.841574004,0.921270884,0.891787984,0.940292371,0.991480032,0.914327635,0.856968836,0.880449571,0.976466619,0.948397642,0.923934998,0.94864841,0.960289743
146,1.093480231,0.871066417,1.130617273,1.111778782,1.083457948,0.965948598,0.913390157,0.959177008,1.143588078,1.135130506,0.879322137,0.91741484,0.971607041,0.817175861,0.927080412,0.903424236,0.954773869,1.014764244,0.937994386,0.82154096,0.869387755,0.981021467,0.982196019,0.958409842,0.968133715,0.954533696
147,1.102828254,0.876343058,1.117614855,1.100611539,1.103140282,0.951359782,0.909403354,0.999934683,1.129091204,1.139960266,0.878942169,0.943358859,0.963657013,0.829428911,0.912616691,0.937974164,0.955230699,1.018927095,0.949285532,0.856664298,0.875835552,1.063388301,0.981437161,0.925908924,0.970698346,0.967662657
148,1.118519578,0.870339923,1.099822072,1.093007179,1.091662288,0.963381746,0.911602969,0.998432397,1.166693738,1.131979174,0.890189224,0.924808556,0.937421919,0.805786462,0.952642333,0.919110109,0.947693011,1.068659285,0.945713192,0.840929855,0.864537119,1.03285395,0.95324266,0.946887624,0.9636235,0.940693313
149,1.092669433,0.891790617,1.096582873,1.060888062,1.084387504,0.959807649,0.918064339,0.986675376,1.132421018,1.143385627,0.895432784,0.936823343,0.972061329,0.836176185,0.892904363,0.899425877,0.950845135,1.088502206,0.913625925,0.846106994,0.867376516,0.998439543,0.933745841,0.969427102,0.953748194,0.926400207
150,1.148328325,0.891255305,1.082531137,1.048444563,1.106252273,0.981089775,0.912359087,1.007446114,1.12836027,1.15232582,0.904628011,0.970623185,0.964338444,0.824948721,0.915381225,0.891224113,0.943992691,1.111703161,0.937356468,0.865191351,0.940668441,0.991354224,0.966259996,0.978608153,0.982342364,0.956473936
151,1.153097725,0.888961113,1.052922122,1.02164318,1.091621873,1.000454885,0.904179269,0.978380144,1.147851864,1.159039529,0.901284292,0.960786903,0.984440659,0.818309403,0.961977643,0.908345294,0.918775697,1.04878861,0.950178617,0.848543295,0.953386572,1.007043145,0.959897262,0.94518913,0.94844206,0.962488682
152,1.152573091,0.888502275,1.055020758,1.023344855,1.093885139,0.995126231,0.922532307,0.999020248,1.172703647,1.122319655,0.904779998,0.949564299,0.99068711,0.804437007,0.941824592,0.855854009,0.896345363,1.052424167,0.939078847,0.84834027,0.93256433,1.011893214,0.986048684,0.984484025,0.939215282,0.940305265
153,1.151380741,0.891790617,1.071672978,1.045041212,1.049468537,1.014621308,0.902254605,0.986936643,1.185332575,1.119202576,0.900220381,0.975508318,0.9399205,0.845244521,0.970351376,0.853701046,0.908908177,1.054422335,0.93563409,0.817480459,0.946643005,0.992450761,1.026618411,0.954737422,0.962562273,0.955245117
154,1.131110793,0.899973234,1.071216753,1.023610742,1.063250212,1.029275108,0.907203739,1.004964076,1.167221636,1.133965883,0.912911315,0.939926063,0.976604202,0.835258556,0.947473857,0.879587861,0.958108725,1.055920961,0.915731054,0.861435387,0.935522035,1.022985112,0.986690794,0.925449871,0.95902485,0.958284827
155,1.123575142,0.89561427,1.062913454,1.011433129,1.061997333,1.022061929,0.909128403,0.982168517,1.184357996,1.13146537,0.910707501,0.963823607,0.972515616,0.838929073,0.944108338,0.935206069,0.942530836,1.019537646,0.927660117,0.881433357,0.94469092,1.050609422,1.014068064,0.955655527,0.995489786,0.951235287
156,1.136070969,0.915382556,1.060814818,1.002180271,1.06219941,1.026578289,0.922257355,1.014957544,1.184154958,1.126156059,0.915571092,0.952733034,0.97149347,0.856148116,0.970070916,0.91967398,0.933668342,1.017039936,0.964659352,0.84874632,0.952735877,0.997553878,1.01716187,0.982234668,0.988297026,0.937265554
157,1.134878619,0.914656062,1.06446462,1.00941239,1.036697248,1.037917926,0.90074237,0.988242978,1.181718509,1.129889703,0.923854396,0.955637708,0.998523566,0.859386808,0.951320165,0.91116465,0.982594792,1.000138762,0.944309773,0.85473556,0.948713398,1.043186707,0.993754013,0.969197576,0.976535094,0.942116156
158,1.143177374,0.918059114,1.06031297,0.998723744,1.047366932,1.030737239,0.908509761,1.016067929,1.175180703,1.113996027,0.942320845,0.939595986,0.987961386,0.853611141,0.968468288,0.889378716,0.956646871,1.018816085,0.950944118,0.852603797,0.94699793,1.024376871,1.015877649,0.965479251,0.996698405,0.941016686
159,1.155816283,0.907238175,1.048998586,1.011645839,1.050115184,1.004451376,0.907203739,0.999542782,1.155486072,1.101459204,0.946272513,0.989899657,0.964906303,0.887671381,0.892022918,0.912702481,0.945317497,0.996308939,0.934485838,0.831489189,0.939899438,1.006621399,1.023991594,0.930315828,0.965893347,0.957896779
160,1.166308962,0.907085229,1.051690314,0.999787291,1.033827749,1.019755012,0.897649161,1.003265839,1.134370178,1.100328835,0.916103047,0.980525482,0.981828507,0.866565907,0.943427221,0.901066229,0.935175879,1.012044515,0.939397806,0.866917064,0.939485359,1.026780819,0.95546086,0.944730077,0.98481856,0.943150951
161,1.169456765,0.926509387,1.051005977,0.995001329,1.068585054,1.03239432,0.888369535,0.995950359,1.152887192,1.101253682,0.9392811,0.986070768,0.971947757,0.877415524,0.938979927,0.907320074,0.933576976,1.015569062,0.930403164,0.860014212,0.927003845,1.010332757,1.010565641,0.988707308,0.998172331,0.953110852
162,1.178423237,0.925935839,1.054108308,0.983727732,1.128319121,1.034148877,0.908853451,1.01097322,1.116543491,1.081009797,0.952200015,0.992738315,0.960704145,0.865918169,0.92700028,0.937615337,0.974463225,1.024283296,0.956812962,0.871992691,0.937651582,1.023069461,1.028661491,0.978516342,0.965215341,0.957185358
163,1.193160681,0.957136849,1.063962772,1.004679606,1.15875197,1.018617799,0.899917514,1.037557152,1.12706083,1.070596698,0.932593662,0.966728281,0.972402044,0.870236424,0.961617052,0.875948329,0.948652353,0.987344934,0.938887471,0.887727134,0.912866016,1.064948758,0.997314809,0.968876239,0.981074787,0.95155866
164,1.205227262,0.975834512,1.066882613,0.984099973,1.14581902,1.029729993,0.90582898,1.03089484,1.109193535,1.061793519,0.970894445,0.989041458,0.981828507,0.87396092,0.941343804,0.906346114,0.94892645,1.021313796,0.933528961,0.864785301,0.92043774,1.026991692,1.010507268,0.957537642,0.980043039,0.963329453
165,1.189679019,0.98975261,1.04635248,0.979845786,1.142302874,1.028170387,0.918820456,1.034160679,1.121497604,1.07573474,0.942244851,0.99366253,0.985576377,0.895984022,0.945751032,0.887994669,0.916491549,1.006577304,0.959045675,0.84955842,0.918130731,1.023575556,1.011149378,0.947622108,0.936532736,0.93720088
166,1.176467783,1.00650021,1.052465897,0.975325711,1.144364063,1.039672483,0.929474842,1.036446767,1.118086575,1.067513873,0.948172354,0.99788751,0.959227712,0.907805247,0.974918867,0.910446996,0.951027867,0.997224766,0.964978311,0.844584306,0.906536528,1.017797647,1.025100695,0.97071245,0.954779943,0.951817359
167,1.175323127,0.994723359,1.073132898,1.00861473,1.144242816,1.04324658,0.938616992,1.035662965,1.117436855,1.056415702,0.952352002,0.984684447,0.985917093,0.913365001,0.941864658,0.89409473,0.942302421,1.002525463,0.97531258,0.870977566,0.904170364,1.040993632,1.036133326,0.966580977,0.986882056,0.932997025
168,1.166022798,0.974305051,1.087595237,1.021696357,1.148082286,1.047340547,0.929131152,1.058785108,1.099325916,1.06597246,0.940421005,0.974650119,0.959454855,0.896847674,0.945310309,0.883996309,0.947144815,0.964171731,0.954133708,0.863364125,0.904702751,1.002530471,1.002801938,0.97360448,0.991451228,0.962747381
169,1.18490962,0.955225022,1.086545919,1.018612071,1.120842258,1.043311564,0.93868573,1.039255389,1.097539186,1.056073166,0.959115434,0.985476631,0.992844974,0.88232754,0.995913298,0.923364773,0.95386021,1.007076846,0.947818321,0.866917064,0.93356995,1.06393657,1.002334948,0.96171502,0.993544203,0.983313931
170,1.178089379,0.939089206,1.068388156,0.997341133,1.13252233,1.062839133,0.92514435,1.035401698,1.112848209,1.077413167,0.962003192,0.979469237,0.956729131,0.905376228,0.969309668,0.862159114,0.958611238,1.002886243,0.95993876,0.871891179,0.942147294,1.044367593,1.023641352,0.966030114,0.961560004,0.973418704
171,1.161825726,0.952280809,1.063232812,0.988035097,1.123792588,1.047697956,0.940472917,1.047289353,1.100300495,1.078063986,0.968386656,0.987787167,0.991368541,0.901489798,0.995352378,0.906089809,0.924349018,0.960341909,0.953750957,0.865698914,0.939603668,1.011302771,1.028603117,0.971630555,0.979158683,0.986677015
