frame,stimuli,sample,intencity
165,NC,e1,0.941452366
166,NC,e1,0.928087361
167,NC,e1,0.927959057
168,NC,e1,0.929135177
169,NC,e1,0.940126558
170,NC,e1,0.911022922
171,NC,e1,0.925564048
172,NC,e1,0.926098648
173,NC,e1,0.933155371
174,NC,e1,0.927060928
175,NC,e1,0.93576422
176,NC,e1,0.929498705
177,NC,e1,0.928600577
178,NC,e1,0.925927576
179,NC,e1,0.946584528
180,NC,e1,0.924473463
181,NC,e1,0.923831943
182,NC,e1,0.919319917
183,NC,e1,0.949193377
184,NC,e1,0.914914811
185,NC,e1,0.921779078
186,NC,e1,0.928301201
187,NC,e1,0.930610674
188,NC,e1,0.932449699
189,NC,e1,0.921394166
190,NC,e1,0.929669777
191,NC,e1,0.936598196
192,NC,e1,0.923810559
193,NC,e1,0.927681065
194,NC,e1,0.919170229
195,NC,e1,0.929028257
196,NC,e1,0.901186278
197,NC,e1,0.928814417
198,NC,e1,0.929669777
199,NC,e1,0.913097171
200,NC,e1,0.919041925
