 ,Mean1
1,121.858
2,118.654
3,115.820
4,115.898
5,113.745
6,112.022
7,111.499
8,110.430
9,108.057
10,108.449
11,109.183
12,104.559
13,106.838
14,103.190
15,102.411
16,102.004
17,101.752
18,99.426
19,94.702
20,96.254
21,93.591
22,92.833
23,93.475
24,88.652
25,88.177
26,85.033
27,83.492
28,85.338
29,83.311
30,83.168
31,83.964
32,84.414
33,83.054
34,81.946
35,79.460
36,81.762
37,81.996
38,81.047
39,79.241
40,77.893
41,78.739
42,77.026
43,78.030
44,76.277
45,75.303
46,75.783
47,77.403
48,77.101
49,75.818
50,75.487
51,75.765
52,74.909
53,74.169
54,74.986
55,75.401
56,76.493
57,77.296
58,79.162
59,77.706
60,78.026
61,77.100
62,76.872
63,76.506
64,76.155
65,76.713
66,76.044
67,77.173
68,77.496
69,77.506
70,76.676
71,79.711
72,81.335
73,82.213
74,81.467
75,84.315
76,82.721
77,88.224
78,88.009
79,86.067
80,86.287
81,85.421
82,87.422
83,86.551
84,86.879
85,85.613
86,85.816
87,86.920
88,85.952
89,87.932
90,84.287
91,84.040
92,85.087
93,85.891
94,85.446
95,85.245
96,85.082
97,85.039
98,85.333
99,85.191
100,82.683
101,80.832
102,80.759
103,80.047
104,79.081
105,78.805
106,79.119
107,77.743
108,77.934
109,77.319
110,78.876
111,79.609
112,77.904
113,77.821
114,78.827
115,79.382
116,77.991
117,78.970
118,76.681
119,76.918
120,76.865
121,77.162
122,77.554
123,76.811
124,76.976
125,75.453
126,74.995
127,74.134
128,75.217
129,74.789
130,74.214
131,76.388
132,73.755
133,69.521
134,68.421
135,67.937
136,67.694
137,65.524
138,66.705
139,67.089
140,65.969
141,66.161
142,66.424
143,65.327
144,66.318
145,64.888
146,66.182
147,64.072
148,62.727
149,63.609
150,63.327
151,64.669
152,64.394
153,64.184
154,67.110
155,65.880
156,65.401
157,64.372
158,63.044
159,65.217
160,65.066
161,66.304
162,66.457
163,65.789
164,66.934
165,65.625
166,66.931
167,66.022
168,67.607
169,66.504
170,67.381
171,65.670
172,66.687
173,65.756
174,67.985
175,64.366
176,65.404
177,65.028
178,64.868
179,65.157
180,69.487
181,68.570
182,68.486
183,69.174
184,70.340
185,71.056
186,74.232
187,75.326
188,73.145
189,73.934
190,75.237
191,75.466
192,77.091
193,79.017
194,78.818
195,79.282
196,80.494
197,82.029
198,81.966
199,82.419
200,82.486
201,84.250
202,84.190
203,85.144
204,84.466
205,86.119
206,85.565
207,84.353
208,85.624
209,88.492
210,86.696
211,89.613
212,93.175
213,96.272
214,97.293
215,96.800
216,97.543
217,99.926
218,97.077
219,97.868
220,100.357
221,98.137
222,97.059
223,97.675
224,97.880
225,99.644
226,99.567
227,99.781
228,98.520
229,101.494
230,98.673
231,99.999
232,97.299
233,97.008
234,95.257
235,97.913
236,93.910
237,96.098
238,96.564
239,100.481
240,100.325
241,101.418
242,99.277
243,98.163
244,96.943
245,98.806
246,96.320
247,94.660
248,92.213
249,101.407
250,102.615
251,94.570
252,95.758
253,96.141
254,96.088
255,95.706
256,96.251
257,98.145
258,97.899
259,98.644
260,96.951
261,96.932
262,95.693
263,93.242
264,92.592
265,92.660
266,95.286
267,93.925
268,92.228
269,92.267
270,90.434
271,90.538
272,89.910
273,88.533
274,88.774
275,88.919
276,89.237
277,89.801
278,88.177
279,88.973
280,87.911
281,88.636
282,90.070
283,92.470
284,92.500
285,95.672
286,93.323
287,93.469
288,93.764
289,91.224
290,90.751
291,89.386
292,89.826
293,89.690
294,88.336
295,87.095
296,87.934
297,91.382
298,90.485
299,92.424
300,91.325
301,91.646
302,90.634
303,93.237
304,92.557
305,93.091
306,92.401
307,91.066
308,90.791
309,90.656
310,89.620
311,88.981
312,88.244
313,86.679
314,87.553
315,87.914
316,88.183
317,84.915
318,85.308
319,83.696
320,83.198
321,86.478
322,87.778
323,86.173
324,85.866
325,93.559
326,85.378
327,87.030
328,84.426
329,84.025
330,84.672
331,83.645
332,83.317
333,83.589
334,84.046
335,81.814
336,83.126
337,83.949
338,82.680
339,83.726
340,84.184
341,84.945
342,83.181
343,83.421
344,82.987
345,84.529
346,83.189
347,84.954
348,84.799
349,83.210
350,83.534
351,82.679
352,81.503
353,82.257
354,81.679
355,81.237
356,81.461
357,81.956
358,82.923
359,79.726
360,82.234
361,84.676
362,81.398
363,80.384
364,82.026
365,82.503
366,82.972
367,81.511
368,80.751
369,81.263
370,80.038
371,79.608
372,78.636
373,80.429
374,82.567
375,81.594
376,83.660
377,82.227
378,82.903
379,85.198
380,82.599
381,84.977
382,85.258
383,83.213
384,83.635
385,84.948
386,83.906
387,81.910
