 ,Mean1
1,250.711
2,249.335
3,246.567
4,243.329
5,240.588
6,237.789
7,234.950
8,232.058
9,227.511
10,224.165
11,219.786
12,215.277
13,212.313
14,207.734
15,204.278
16,198.515
17,195.065
18,189.579
19,188.396
20,185.701
21,181.943
22,179.720
23,177.752
24,175.181
25,174.919
26,173.872
27,174.508
28,172.777
29,171.723
30,169.659
31,170.736
32,170.251
33,168.148
34,166.634
35,167.267
36,165.948
37,166.243
38,168.224
39,165.626
40,164.196
41,164.887
42,164.511
43,165.669
44,166.726
45,164.174
46,162.239
47,160.689
48,158.872
49,158.201
50,157.814
51,157.626
52,157.287
53,155.926
54,153.477
55,151.560
56,150.797
57,148.726
58,148.113
59,146.911
60,147.752
61,146.237
62,145.315
63,144.641
64,144.235
65,143.399
66,142.693
67,141.038
68,139.914
69,140.065
70,139.901
71,137.820
72,137.642
73,138.835
74,136.538
75,136.051
76,136.105
77,137.682
78,134.767
79,136.328
80,135.246
81,134.904
82,136.744
83,135.296
84,134.876
85,134.765
86,135.499
87,135.116
88,135.149
89,136.143
90,135.969
91,136.033
92,136.094
93,136.184
94,137.881
95,138.326
96,138.174
97,139.233
98,137.510
99,137.067
100,136.903
101,136.916
102,136.818
103,134.870
104,133.725
105,135.076
106,135.145
107,135.878
108,135.752
109,134.857
110,136.405
111,135.258
112,137.937
113,137.726
114,139.500
115,139.587
116,138.748
117,137.948
118,139.109
119,139.156
120,137.804
121,138.699
122,138.607
123,138.586
124,137.156
125,135.835
126,135.392
127,135.783
128,135.404
129,134.809
130,135.518
131,137.513
132,137.777
133,171.925
134,178.399
135,175.840
136,171.943
137,167.095
138,161.756
139,156.880
140,151.479
141,147.394
142,142.844
143,138.188
144,134.495
145,130.594
146,127.355
147,122.431
148,118.481
149,116.365
150,113.860
151,110.368
152,107.032
153,105.841
154,104.912
155,101.780
156,98.759
157,98.303
158,96.323
159,94.744
160,93.321
161,94.166
162,93.949
163,92.964
164,93.475
165,93.554
166,92.705
167,94.747
168,94.987
169,95.872
170,97.926
171,98.678
172,98.248
173,99.150
174,99.692
175,99.040
176,98.111
177,99.409
178,99.222
179,99.479
180,100.208
181,99.385
182,99.368
183,100.955
184,101.027
185,102.879
186,102.830
187,102.913
188,101.793
189,102.582
190,102.219
191,102.644
192,101.703
193,99.731
194,100.957
195,98.890
196,97.855
197,100.011
198,97.844
199,98.497
200,97.904
201,95.665
202,95.500
203,95.789
204,93.462
205,93.107
206,94.011
207,91.871
208,90.718
209,90.493
210,89.110
211,89.184
212,88.272
213,87.511
214,87.513
215,87.303
216,86.748
217,85.714
218,85.487
219,84.638
220,84.918
221,83.087
222,80.310
223,78.400
224,76.075
225,74.639
226,73.582
227,73.347
228,72.323
229,71.199
230,70.404
231,70.575
232,69.656
233,70.160
234,70.545
235,70.239
236,69.279
237,69.533
238,70.590
239,69.175
240,69.255
241,69.283
242,68.916
243,70.319
244,69.690
245,69.735
246,69.076
247,69.086
248,68.979
249,69.715
250,68.767
251,68.976
252,67.755
253,68.904
254,68.017
255,67.562
256,68.084
257,67.160
258,67.691
259,66.540
260,67.970
261,67.989
262,66.755
263,67.288
264,67.145
265,66.913
266,66.842
267,66.833
268,66.488
269,66.975
270,67.451
271,66.909
272,67.432
273,67.016
274,67.060
275,66.645
276,66.314
277,67.406
278,66.262
279,66.145
280,65.899
281,65.466
282,64.890
283,65.099
284,64.627
285,65.267
286,64.796
287,64.499
288,64.138
289,64.294
290,63.810
291,62.972
292,63.426
293,63.446
294,63.128
295,62.557
296,62.268
297,62.750
298,61.885
299,61.730
300,62.438
301,61.165
302,60.706
303,60.598
304,59.865
305,60.481
306,60.282
307,60.024
308,60.387
309,59.589
310,59.167
311,59.347
312,59.985
313,58.930
314,58.837
315,58.935
316,58.330
317,57.825
318,57.496
319,57.331
320,56.840
321,58.349
322,58.306
323,57.787
324,57.555
325,57.257
326,56.497
327,57.111
328,57.670
329,56.842
330,56.768
331,56.509
332,55.768
333,55.143
334,55.794
335,55.944
336,55.830
337,55.194
338,55.935
339,55.882
340,55.262
341,55.834
342,56.034
343,55.328
344,55.299
345,54.196
346,54.323
347,54.147
348,54.281
349,53.916
350,53.641
351,53.596
352,53.243
353,52.681
354,52.767
355,53.161
356,52.782
357,52.544
358,52.049
359,52.115
360,52.167
361,52.145
362,51.473
363,51.943
364,51.603
365,51.800
366,51.921
367,51.494
368,51.189
369,52.080
370,51.657
371,51.669
372,51.575
373,52.650
374,51.875
375,51.266
376,51.716
377,51.255
378,51.362
379,51.559
380,50.963
381,51.189
382,51.948
383,51.928
384,51.138
385,51.096
386,50.959
387,50.904
388,50.807
389,49.976
390,49.447
391,49.889
392,49.472
393,49.080
394,49.254
395,48.864
396,48.746
397,48.749
398,48.543
399,48.538
400,48.293
401,48.255
402,49.228
403,49.191
404,48.517
405,48.450
406,48.384
407,48.860
408,48.695
409,49.336
410,49.384
411,48.089
412,48.501
413,48.190
414,48.392
415,48.369
416,47.857
417,47.830
418,47.924
419,47.385
420,48.130
421,47.826
422,47.201
423,48.099
424,47.372
425,47.135
426,47.035
427,47.305
428,46.730
429,46.550
430,46.923
431,46.284
432,46.111
433,47.836
434,47.740
435,47.862
436,46.775
437,47.057
438,45.678
439,46.089
440,46.775
