 ,Mean1
1,156.092
2,151.631
3,149.212
4,152.574
5,154.982
6,156.597
7,154.360
8,153.896
9,151.925
10,150.514
11,146.788
12,144.492
13,144.543
14,143.577
15,142.777
16,140.230
17,139.165
18,136.914
19,136.428
20,134.792
21,135.370
22,134.138
23,133.092
24,130.815
25,127.399
26,126.750
27,124.571
28,123.179
29,122.998
30,121.208
31,121.353
32,122.270
33,120.534
34,121.742
35,121.067
36,121.661
37,121.965
38,120.156
39,119.330
40,120.287
41,121.132
42,119.659
43,119.887
44,117.044
45,116.432
46,112.496
47,111.587
48,109.200
49,106.672
50,106.674
51,105.387
52,105.071
53,105.369
54,106.250
55,108.441
56,108.253
57,109.584
58,110.026
59,108.098
60,109.390
61,107.797
62,106.687
63,104.824
64,105.176
65,105.212
66,105.348
67,107.808
68,106.970
69,107.634
70,108.908
71,110.454
72,109.760
73,110.878
74,111.948
75,111.015
76,110.758
77,109.500
78,108.993
79,108.696
80,108.063
81,109.339
82,107.922
83,107.706
84,111.014
85,109.952
86,111.136
87,113.947
88,114.924
89,114.601
90,113.092
91,111.809
92,112.242
93,112.736
94,112.762
95,112.243
96,110.836
97,109.637
98,109.694
99,108.989
100,107.959
101,107.209
102,107.536
103,108.012
104,106.074
105,106.973
106,105.540
107,107.567
108,107.146
109,104.470
110,105.216
111,103.501
112,104.267
113,105.951
114,107.647
115,106.608
116,107.390
117,107.311
118,108.524
119,107.562
120,107.833
121,110.086
122,109.606
123,111.207
124,110.524
125,110.550
126,109.883
127,111.114
128,109.763
129,111.605
130,113.294
131,112.527
132,113.803
133,116.198
134,117.531
135,117.810
136,117.216
137,118.719
138,119.601
139,118.778
140,117.206
141,116.981
142,114.860
143,113.558
144,111.699
145,111.571
146,110.963
147,109.323
148,106.669
149,107.725
150,105.098
151,106.321
152,104.993
153,104.241
154,102.184
155,101.778
156,101.910
157,101.611
158,102.410
159,101.226
160,100.485
161,103.482
162,101.583
163,99.947
164,99.139
165,98.331
166,96.770
167,96.422
168,96.019
169,95.141
170,93.473
171,90.810
172,91.365
173,90.876
174,92.064
175,91.014
176,91.666
177,92.891
178,92.174
179,92.255
180,93.684
181,96.766
182,97.994
183,100.225
184,101.686
185,103.202
186,102.589
187,107.423
188,109.103
189,111.607
190,113.170
191,115.874
192,114.688
193,114.285
194,114.156
195,113.318
196,114.794
197,114.571
198,115.472
199,115.320
200,116.682
201,115.765
202,116.182
203,115.979
204,116.779
205,116.494
206,118.040
207,116.150
208,117.580
209,117.462
210,118.542
211,118.485
212,118.267
213,120.333
214,122.282
215,122.360
216,121.085
217,122.448
218,120.627
219,121.897
220,117.212
221,117.886
222,117.677
223,113.878
224,113.161
225,112.970
226,110.809
227,109.041
228,111.155
229,108.635
230,108.071
231,105.751
232,103.870
233,103.572
234,101.695
235,101.614
236,100.791
237,102.408
238,103.146
239,104.372
240,104.732
241,104.438
242,104.937
243,103.340
244,101.510
245,103.093
246,103.777
247,103.595
248,102.937
249,88.092
250,106.602
251,102.181
252,102.639
253,102.446
254,101.880
255,100.524
256,101.172
257,100.836
258,100.463
259,102.688
260,102.541
261,102.291
262,102.350
263,103.619
264,103.624
265,103.610
266,102.146
267,102.335
268,102.899
269,103.733
270,103.772
271,102.142
272,104.185
273,104.164
274,104.718
275,106.107
276,105.531
277,105.328
278,103.918
279,104.362
280,105.549
281,106.025
282,106.552
283,105.850
284,105.926
285,106.636
286,104.688
287,104.987
288,102.002
289,103.170
290,103.985
291,102.057
292,102.339
293,101.811
294,100.859
295,104.059
296,102.938
297,104.227
298,105.234
299,104.941
300,104.974
301,105.871
302,107.931
303,110.085
304,112.966
305,113.741
306,112.475
307,113.963
308,112.661
309,111.252
310,109.884
311,108.178
312,107.269
313,108.383
314,107.703
315,108.650
316,108.155
317,104.201
318,103.355
319,103.348
320,103.840
321,104.338
322,104.555
323,104.460
324,103.202
325,102.443
326,102.699
327,103.221
328,102.405
329,103.870
330,104.875
331,104.824
332,104.540
333,102.893
334,101.171
335,101.607
336,100.250
337,100.109
338,100.022
339,97.042
340,97.820
341,96.240
342,96.893
343,96.604
344,96.404
345,98.356
346,97.998
347,98.587
348,96.982
349,98.416
350,98.945
351,99.231
352,95.981
353,97.675
354,97.554
355,98.298
356,96.955
357,95.389
358,96.482
359,95.628
360,96.779
361,97.487
362,98.803
363,100.703
364,101.409
365,102.955
366,104.298
367,107.784
368,105.980
369,107.230
370,108.288
371,108.106
372,107.460
