 ,Mean1
1,228.630
2,221.273
3,217.134
4,215.678
5,210.561
6,208.004
7,204.692
8,199.547
9,196.466
10,193.974
11,190.635
12,188.287
13,184.478
14,182.516
15,178.441
16,176.497
17,174.091
18,172.595
19,171.139
20,168.376
21,165.790
22,163.408
23,162.609
24,161.469
25,158.011
26,156.657
27,153.768
28,151.757
29,149.747
30,149.392
31,149.071
32,148.353
33,148.964
34,147.469
35,144.574
36,144.032
37,142.765
38,142.599
39,141.603
40,140.930
41,140.849
42,139.684
43,139.186
44,139.062
45,138.424
46,137.436
47,137.426
48,136.566
49,137.564
50,138.996
51,138.449
52,138.590
53,139.428
54,140.267
55,138.786
56,139.321
57,138.672
58,139.171
59,141.324
60,142.496
61,142.679
62,142.775
63,143.701
64,144.387
65,144.908
66,145.285
67,144.941
68,144.065
69,144.796
70,145.971
71,145.635
72,146.169
73,145.161
74,146.762
75,146.793
76,145.771
77,146.843
78,145.986
79,146.277
80,146.773
81,144.765
82,145.247
83,143.678
84,143.798
85,142.623
86,142.870
87,143.767
88,143.345
89,142.774
90,143.159
91,142.088
92,140.699
93,140.493
94,137.152
95,137.777
96,136.275
97,135.033
98,134.679
99,132.761
100,132.660
101,131.508
102,131.805
103,132.372
104,132.107
105,131.777
106,131.985
107,131.512
108,131.036
109,130.631
110,130.640
111,130.488
112,129.630
113,129.035
114,130.696
115,130.390
116,129.897
117,129.894
118,130.025
119,130.422
120,131.006
121,131.590
122,130.563
123,130.414
124,130.891
125,130.214
126,129.079
127,129.822
128,130.886
129,131.111
130,132.994
131,132.042
132,167.786
133,172.831
134,168.908
135,164.609
136,159.672
137,152.723
138,146.997
139,141.538
140,137.189
141,133.672
142,129.876
143,126.106
144,122.515
145,118.666
146,115.106
147,112.232
148,110.091
149,106.715
150,103.450
151,101.091
152,99.402
153,97.211
154,96.224
155,94.779
156,93.818
157,92.601
158,89.880
159,88.377
160,86.182
161,85.650
162,83.416
163,81.876
164,80.483
165,78.607
166,77.740
167,75.468
168,74.364
