 ,Mean1
1,251.658
2,249.565
3,246.759
4,244.293
5,241.561
6,237.893
7,235.010
8,229.997
9,225.537
10,221.412
11,216.694
12,212.254
13,209.355
14,206.505
15,201.207
16,198.906
17,195.806
18,192.303
19,188.067
20,185.925
21,182.219
22,180.550
23,178.245
24,176.454
25,175.149
26,172.293
27,172.211
28,169.551
29,168.271
30,165.704
31,164.273
32,162.948
33,161.524
34,159.911
35,159.808
36,157.926
37,157.497
38,156.674
39,155.850
40,156.770
41,155.154
42,153.875
43,152.403
44,152.444
45,151.581
46,150.552
47,149.967
48,148.842
49,147.966
50,147.951
51,148.708
52,147.532
53,147.951
54,146.201
55,146.849
56,146.086
57,145.886
58,143.663
59,144.305
60,143.764
61,142.707
62,142.189
63,140.671
64,141.214
65,140.792
66,141.419
67,140.522
68,140.966
69,139.863
70,138.621
71,139.164
72,139.404
73,138.502
74,138.779
75,139.204
76,137.664
77,137.197
78,137.705
79,137.584
80,137.423
81,138.209
82,139.397
83,138.715
84,138.020
85,137.539
86,139.273
87,138.384
88,138.293
89,138.931
90,139.576
91,140.271
92,140.517
93,140.383
94,140.904
95,140.093
96,138.885
97,138.885
98,140.191
99,139.021
100,138.526
101,136.483
102,137.435
103,137.299
104,137.907
105,137.051
106,137.319
107,137.054
108,136.176
109,137.873
110,136.769
111,136.865
112,137.054
113,137.765
114,138.676
115,137.385
116,138.978
117,139.467
118,139.218
119,139.302
120,139.190
121,141.009
122,139.777
123,139.448
124,139.548
125,140.202
126,140.658
127,141.697
128,141.737
129,142.497
130,143.760
131,143.843
132,143.698
133,178.022
134,181.038
135,178.065
136,172.983
137,166.837
138,160.829
139,156.956
140,150.807
141,146.608
142,141.478
143,138.237
144,133.953
145,130.067
146,126.145
147,122.602
148,119.321
149,115.907
150,114.250
151,111.627
152,108.816
153,107.074
154,104.357
155,101.814
156,100.270
157,98.283
158,95.964
159,93.483
160,92.142
161,89.839
162,88.439
163,86.844
164,84.529
165,83.174
166,81.086
167,80.080
168,78.571
169,77.361
170,77.071
171,76.550
172,74.839
173,75.400
174,73.319
175,72.833
176,71.528
177,71.004
178,70.948
179,70.061
180,68.768
181,67.696
182,67.315
183,66.062
184,65.435
185,65.497
186,65.123
187,64.957
188,64.549
189,64.543
190,63.971
191,63.628
192,62.699
193,62.078
194,61.401
195,61.025
196,61.049
197,59.681
198,59.965
199,58.698
200,58.855
201,58.407
202,57.550
203,57.441
204,56.722
205,56.450
206,56.530
207,55.708
208,55.317
209,55.341
210,54.736
211,54.483
212,53.957
213,53.290
214,53.311
215,53.617
216,53.011
217,53.165
218,52.641
219,52.682
220,51.755
221,51.660
222,51.022
223,50.649
224,50.110
225,49.535
226,49.261
227,48.734
228,48.246
229,48.341
230,48.044
231,47.806
232,47.582
233,46.972
234,46.435
235,46.917
236,46.197
237,45.948
238,46.009
239,45.385
240,45.415
241,44.998
242,44.622
243,44.561
244,44.230
245,43.944
246,43.162
247,42.813
248,42.516
249,41.840
250,42.147
251,42.105
252,41.526
253,41.590
254,41.449
255,40.871
256,40.647
257,40.779
258,40.450
259,39.484
260,37.757
261,37.076
262,35.593
263,34.847
264,34.289
265,33.486
266,32.803
267,32.369
268,32.495
269,32.059
270,31.533
271,31.536
272,30.955
273,31.158
274,30.840
275,30.779
276,31.136
277,30.798
278,30.557
279,30.679
280,30.321
281,30.157
282,30.189
283,30.142
284,29.887
285,29.967
286,29.965
287,29.398
288,29.314
289,29.505
290,29.240
291,28.873
292,29.152
293,28.954
294,28.771
295,28.628
296,29.137
297,28.462
298,28.477
299,28.604
300,28.630
301,28.743
302,28.782
303,28.620
304,28.664
305,28.733
306,28.645
307,28.390
308,28.179
309,28.611
310,28.527
311,28.008
312,28.229
313,28.434
314,28.320
315,28.516
316,28.258
317,28.524
318,28.093
319,28.193
320,28.370
321,28.061
322,28.098
323,28.020
324,27.725
325,27.660
326,27.875
327,27.703
328,27.837
329,27.894
330,27.651
331,28.267
332,28.314
333,28.149
334,28.648
335,28.013
336,28.377
337,28.330
338,28.454
339,28.340
340,28.311
341,28.485
342,28.251
