time,condition,displacement,genotype,batch
720,dark2_120,-0.14259179,NOS23x23,2017-07-03_3d_nnxnn_01
750,top395_30,0.198579538,NOS23x23,2017-07-03_3d_nnxnn_01
780,top395_60,0.253474671,NOS23x23,2017-07-03_3d_nnxnn_01
810,top395_90,0.196368423,NOS23x23,2017-07-03_3d_nnxnn_01
840,top395_120,0.083141591,NOS23x23,2017-07-03_3d_nnxnn_01
180,dark_180,-0.161972838,NOS23x23,2017-07-03_3d_nnxnn_02
210,dark_210,-0.11299951,NOS23x23,2017-07-03_3d_nnxnn_02
240,dark_240,-0.083803068,NOS23x23,2017-07-03_3d_nnxnn_02
270,sideUV_30,-0.063571496,NOS23x23,2017-07-03_3d_nnxnn_02
300,sideUV_60,-0.052703661,NOS23x23,2017-07-03_3d_nnxnn_02
330,sideUV_90,-0.030276967,NOS23x23,2017-07-03_3d_nnxnn_02
360,sideUV_120,-0.053714518,NOS23x23,2017-07-03_3d_nnxnn_02
390,dark1_30,-0.138413134,NOS23x23,2017-07-03_3d_nnxnn_02
420,dark1_60,-0.125486349,NOS23x23,2017-07-03_3d_nnxnn_02
450,dark1_90,-0.132745246,NOS23x23,2017-07-03_3d_nnxnn_02
480,dark1_120,-0.047167712,NOS23x23,2017-07-03_3d_nnxnn_02
510,top488_30,0.026343702,NOS23x23,2017-07-03_3d_nnxnn_02
540,top488_60,0.059387293,NOS23x23,2017-07-03_3d_nnxnn_02
570,top488_90,0.064249328,NOS23x23,2017-07-03_3d_nnxnn_02
600,top488_120,0.048859113,NOS23x23,2017-07-03_3d_nnxnn_02
630,dark2_30,-0.154846824,NOS23x23,2017-07-03_3d_nnxnn_02
660,dark2_60,-0.192176851,NOS23x23,2017-07-03_3d_nnxnn_02
690,dark2_90,-0.132826813,NOS23x23,2017-07-03_3d_nnxnn_02
720,dark2_120,-0.112211268,NOS23x23,2017-07-03_3d_nnxnn_02
750,top395_30,0.053594394,NOS23x23,2017-07-03_3d_nnxnn_02
780,top395_60,0.065038409,NOS23x23,2017-07-03_3d_nnxnn_02
810,top395_90,0.058029816,NOS23x23,2017-07-03_3d_nnxnn_02
840,top395_120,0.021921044,NOS23x23,2017-07-03_3d_nnxnn_02
