frame,morphant,sample,intensity
23,NIT1-MO2,40,0.9902
23,NIT1-MO2,41,0.96595
23,NIT1-MO2,42,1.02277
23,NIT1-MO2,43,0.98792
23,NIT1-MO2,44,0.97442
23,NIT1-MO2,45,0.99818
24,NIT1-MO1,12,1.07228
24,NIT1-MO1,13,0.95128
24,NIT1-MO1,14,1.00363
24,NIT1-MO1,15,1.01215
24,NIT1-MO1,16,0.90175
24,NIT1-MO1,17,0.93318
24,NIT1-MO1,18,0.91858
24,NIT1-MO1,19,0.94678
24,NIT1-MO1,20,1.14879
24,NIT1-MO1,21,0.95517
24,NIT1-MO1,22,1.12151
24,NIT1-MO1,23,0.93539
24,NIT1-MO1,24,1.01087
24,NIT1-MO1,25,0.95524
24,NIT1-MO2,26,1.07593
24,NIT1-MO2,27,1.04803
24,NIT1-MO2,28,0.97937
24,NIT1-MO2,29,1.02162
24,NIT1-MO2,30,1.01053
24,NIT1-MO2,31,0.89187
24,NIT1-MO2,32,1.01342
24,NIT1-MO2,33,1.02681
24,NIT1-MO2,34,1.05494
24,NIT1-MO2,35,1.01317
24,NIT1-MO2,36,1.0265
24,NIT1-MO2,37,1.06424
24,NIT1-MO2,38,1.00299
24,NIT1-MO2,39,1.01728
24,NIT1-MO2,40,0.99868
24,NIT1-MO2,41,0.9625
24,NIT1-MO2,42,1.0246
24,NIT1-MO2,43,1.07046
24,NIT1-MO2,44,1.02998
24,NIT1-MO2,45,0.99591
25,NIT1-MO1,12,1.07474
25,NIT1-MO1,13,0.97454
25,NIT1-MO1,14,1.00681
25,NIT1-MO1,15,1.01218
25,NIT1-MO1,16,0.94853
25,NIT1-MO1,17,0.93853
25,NIT1-MO1,18,0.92438
25,NIT1-MO1,19,0.95013
25,NIT1-MO1,20,1.16462
25,NIT1-MO1,21,0.94195
25,NIT1-MO1,22,1.13158
25,NIT1-MO1,23,0.93188
25,NIT1-MO1,24,1.00005
25,NIT1-MO1,25,0.96847
25,NIT1-MO2,26,1.07599
25,NIT1-MO2,27,1.0543
25,NIT1-MO2,28,0.98344
25,NIT1-MO2,29,1.02275
25,NIT1-MO2,30,0.98847
25,NIT1-MO2,31,0.90045
25,NIT1-MO2,32,1.00064
25,NIT1-MO2,33,1.00799
25,NIT1-MO2,34,1.05752
25,NIT1-MO2,35,1.00609
25,NIT1-MO2,36,1.0298
25,NIT1-MO2,37,1.05519
25,NIT1-MO2,38,1.00536
25,NIT1-MO2,39,1.02467
25,NIT1-MO2,40,1.00198
25,NIT1-MO2,41,0.95654
25,NIT1-MO2,42,1.03168
25,NIT1-MO2,43,1.09298
25,NIT1-MO2,44,0.97623
25,NIT1-MO2,45,1.0013
26,NIT1-MO1,12,1.08423
26,NIT1-MO1,13,0.98505
26,NIT1-MO1,14,0.99992
26,NIT1-MO1,15,1.02461
26,NIT1-MO1,16,0.95144
26,NIT1-MO1,17,0.95421
26,NIT1-MO1,18,0.93606
26,NIT1-MO1,19,0.95893
26,NIT1-MO1,20,1.18364
26,NIT1-MO1,21,0.96386
26,NIT1-MO1,22,1.11485
26,NIT1-MO1,23,0.94164
26,NIT1-MO1,24,0.9937
26,NIT1-MO1,25,0.9738
26,NIT1-MO2,26,1.08458
26,NIT1-MO2,27,1.06068
26,NIT1-MO2,28,0.9923
26,NIT1-MO2,29,1.02579
26,NIT1-MO2,30,1.00432
26,NIT1-MO2,31,0.89854
26,NIT1-MO2,32,1.00129
26,NIT1-MO2,33,1.00692
26,NIT1-MO2,34,1.06719
26,NIT1-MO2,35,1.01297
26,NIT1-MO2,36,1.02463
26,NIT1-MO2,37,1.05242
26,NIT1-MO2,38,1.00335
26,NIT1-MO2,39,1.02161
26,NIT1-MO2,40,0.98319
26,NIT1-MO2,41,0.93894
26,NIT1-MO2,42,1.01361
26,NIT1-MO2,43,1.01373
26,NIT1-MO2,44,1.0003
26,NIT1-MO2,45,1.00752
27,NIT1-MO1,12,1.11564
27,NIT1-MO1,13,0.98224
27,NIT1-MO1,14,0.9917
27,NIT1-MO1,15,1.0193
27,NIT1-MO1,16,0.93956
27,NIT1-MO1,17,0.97649
27,NIT1-MO1,18,0.95171
27,NIT1-MO1,19,0.96519
27,NIT1-MO1,20,1.16514
27,NIT1-MO1,21,0.97593
27,NIT1-MO1,22,1.12396
27,NIT1-MO1,23,0.93977
27,NIT1-MO1,24,0.99956
27,NIT1-MO1,25,0.96767
27,NIT1-MO2,26,1.09026
27,NIT1-MO2,27,1.06416
27,NIT1-MO2,28,0.99575
27,NIT1-MO2,29,1.01991
27,NIT1-MO2,30,0.99481
27,NIT1-MO2,31,0.90055
27,NIT1-MO2,32,1.00818
27,NIT1-MO2,33,1.00926
27,NIT1-MO2,34,1.06161
27,NIT1-MO2,35,1.01447
27,NIT1-MO2,36,1.0282
27,NIT1-MO2,37,1.05947
27,NIT1-MO2,38,0.99785
27,NIT1-MO2,39,1.00535
27,NIT1-MO2,40,1.01049
27,NIT1-MO2,41,0.91907
27,NIT1-MO2,42,1.01327
27,NIT1-MO2,43,0.98972
27,NIT1-MO2,44,1.01098
27,NIT1-MO2,45,1.01261
28,NIT1-MO1,12,1.11487
28,NIT1-MO1,13,0.98024
28,NIT1-MO1,14,0.99279
28,NIT1-MO1,15,1.02028
28,NIT1-MO1,16,0.94159
28,NIT1-MO1,17,0.99139
28,NIT1-MO1,18,0.9601
28,NIT1-MO1,19,0.96544
28,NIT1-MO1,20,1.17096
28,NIT1-MO1,21,0.98749
28,NIT1-MO1,22,1.12106
28,NIT1-MO1,23,0.94546
28,NIT1-MO1,24,1.01228
28,NIT1-MO1,25,0.98245
28,NIT1-MO2,26,1.10057
28,NIT1-MO2,27,1.07573
28,NIT1-MO2,28,0.99311
28,NIT1-MO2,29,1.02982
28,NIT1-MO2,30,0.99094
28,NIT1-MO2,31,0.90775
28,NIT1-MO2,32,1.00578
28,NIT1-MO2,33,1.00493
28,NIT1-MO2,34,1.04596
28,NIT1-MO2,35,1.01257
28,NIT1-MO2,36,1.03603
28,NIT1-MO2,37,1.0545
28,NIT1-MO2,38,0.99663
28,NIT1-MO2,39,0.99788
28,NIT1-MO2,40,1.01219
28,NIT1-MO2,41,0.92111
28,NIT1-MO2,42,1.00253
28,NIT1-MO2,43,1.02548
28,NIT1-MO2,44,1.01186
28,NIT1-MO2,45,1.0136
29,NIT1-MO1,12,1.09184
29,NIT1-MO1,13,0.99625
29,NIT1-MO1,14,0.99815
29,NIT1-MO1,15,1.01118
29,NIT1-MO1,16,0.95322
29,NIT1-MO1,17,0.99403
29,NIT1-MO1,18,0.98208
29,NIT1-MO1,19,0.96024
29,NIT1-MO1,20,1.15685
29,NIT1-MO1,21,0.97311
29,NIT1-MO1,22,1.09605
29,NIT1-MO1,23,0.93286
29,NIT1-MO1,24,0.9989
29,NIT1-MO1,25,0.98527
29,NIT1-MO2,26,1.0933
29,NIT1-MO2,27,1.08553
29,NIT1-MO2,28,1.00538
29,NIT1-MO2,29,1.00751
29,NIT1-MO2,30,0.9954
29,NIT1-MO2,31,0.90261
29,NIT1-MO2,32,1.01356
29,NIT1-MO2,33,1.00888
29,NIT1-MO2,34,1.04979
29,NIT1-MO2,35,1.01895
29,NIT1-MO2,36,1.0317
29,NIT1-MO2,37,1.04001
29,NIT1-MO2,38,1.00703
29,NIT1-MO2,39,1.00743
29,NIT1-MO2,40,1.00374
29,NIT1-MO2,41,0.94024
29,NIT1-MO2,42,1.01556
29,NIT1-MO2,43,1.00211
29,NIT1-MO2,44,1.00835
29,NIT1-MO2,45,1.00019
30,NIT1-MO1,12,1.08989
30,NIT1-MO1,13,0.99932
30,NIT1-MO1,14,0.9975
30,NIT1-MO1,15,1.02703
30,NIT1-MO1,16,0.98875
30,NIT1-MO1,17,1.02987
30,NIT1-MO1,18,0.97488
30,NIT1-MO1,19,0.94467
30,NIT1-MO1,20,1.16441
30,NIT1-MO1,21,0.98342
30,NIT1-MO1,22,1.09991
30,NIT1-MO1,23,0.95673
30,NIT1-MO1,24,1.0189
30,NIT1-MO1,25,1.01274
30,NIT1-MO2,26,1.09654
30,NIT1-MO2,27,1.08951
30,NIT1-MO2,28,0.99625
30,NIT1-MO2,29,1.02104
30,NIT1-MO2,30,1.00943
30,NIT1-MO2,31,0.89849
30,NIT1-MO2,32,1.00713
30,NIT1-MO2,33,1.01224
30,NIT1-MO2,34,1.04777
30,NIT1-MO2,35,1.01093
30,NIT1-MO2,36,1.02214
30,NIT1-MO2,37,1.05213
30,NIT1-MO2,38,1.00747
30,NIT1-MO2,39,1.02978
30,NIT1-MO2,40,1.04419
30,NIT1-MO2,41,0.90114
30,NIT1-MO2,42,1.00287
30,NIT1-MO2,43,0.99103
30,NIT1-MO2,44,1.01416
30,NIT1-MO2,45,0.99879
31,NIT1-MO1,12,1.08193
31,NIT1-MO1,13,1.00325
31,NIT1-MO1,14,1.00436
31,NIT1-MO1,15,1.0321
31,NIT1-MO1,16,1.00529
31,NIT1-MO1,17,1.0275
31,NIT1-MO1,18,0.96855
31,NIT1-MO1,19,0.92662
31,NIT1-MO1,20,1.15594
31,NIT1-MO1,21,0.9655
31,NIT1-MO1,22,1.10387
31,NIT1-MO1,23,0.93698
31,NIT1-MO1,24,1.00463
31,NIT1-MO1,25,1.02967
31,NIT1-MO2,26,1.07745
31,NIT1-MO2,27,1.07822
31,NIT1-MO2,28,0.99309
31,NIT1-MO2,29,1.01336
31,NIT1-MO2,30,1.00151
31,NIT1-MO2,31,0.89764
31,NIT1-MO2,32,1.01972
31,NIT1-MO2,33,1.01994
31,NIT1-MO2,34,1.06041
31,NIT1-MO2,35,1.01318
31,NIT1-MO2,36,1.02805
31,NIT1-MO2,37,1.04495
31,NIT1-MO2,38,1.00322
31,NIT1-MO2,39,1.00437
31,NIT1-MO2,40,1.03637
31,NIT1-MO2,41,0.87658
31,NIT1-MO2,42,0.9911
31,NIT1-MO2,43,1.01105
31,NIT1-MO2,44,1.01321
31,NIT1-MO2,45,1.00315
32,NIT1-MO1,12,1.08789
32,NIT1-MO1,13,1.00134
32,NIT1-MO1,14,1.01179
32,NIT1-MO1,15,1.01548
32,NIT1-MO1,16,1.01076
32,NIT1-MO1,17,1.01872
32,NIT1-MO1,18,0.96214
32,NIT1-MO1,19,0.92648
32,NIT1-MO1,20,1.14565
32,NIT1-MO1,21,0.968
32,NIT1-MO1,22,1.09071
32,NIT1-MO1,23,0.93673
32,NIT1-MO1,24,1.01412
32,NIT1-MO1,25,1.01406
32,NIT1-MO2,26,1.07859
32,NIT1-MO2,27,1.0732
32,NIT1-MO2,28,1.00186
32,NIT1-MO2,29,1.00771
32,NIT1-MO2,30,1.00334
32,NIT1-MO2,31,0.91425
32,NIT1-MO2,32,1.02776
32,NIT1-MO2,33,1.00856
32,NIT1-MO2,34,1.05562
32,NIT1-MO2,35,1.00258
32,NIT1-MO2,36,1.02297
32,NIT1-MO2,37,1.04949
32,NIT1-MO2,38,1.00375
32,NIT1-MO2,39,1.00764
32,NIT1-MO2,40,1.01687
32,NIT1-MO2,41,0.85863
32,NIT1-MO2,42,1.00426
32,NIT1-MO2,43,1.00082
32,NIT1-MO2,44,0.98943
32,NIT1-MO2,45,1.00781
33,NIT1-MO1,12,1.07387
33,NIT1-MO1,13,0.99526
33,NIT1-MO1,14,1.00927
33,NIT1-MO1,15,1.00844
33,NIT1-MO1,16,0.99647
33,NIT1-MO1,17,1.02754
33,NIT1-MO1,18,0.96041
33,NIT1-MO1,19,0.92577
33,NIT1-MO1,20,1.12153
33,NIT1-MO1,21,0.97261
33,NIT1-MO1,22,1.07067
33,NIT1-MO1,23,0.95521
33,NIT1-MO1,24,1.00242
33,NIT1-MO1,25,1.02555
33,NIT1-MO2,26,1.08644
33,NIT1-MO2,27,1.06848
33,NIT1-MO2,28,0.99405
33,NIT1-MO2,29,1.00406
33,NIT1-MO2,30,0.99426
33,NIT1-MO2,31,0.92872
33,NIT1-MO2,32,1.02256
33,NIT1-MO2,33,1.00946
33,NIT1-MO2,34,1.04745
33,NIT1-MO2,35,0.99946
33,NIT1-MO2,36,1.01511
33,NIT1-MO2,37,1.04057
33,NIT1-MO2,38,1.00526
33,NIT1-MO2,39,0.99505999999999994
33,NIT1-MO2,40,1.0175
33,NIT1-MO2,41,0.8593
33,NIT1-MO2,42,1.00862
33,NIT1-MO2,43,0.98423
33,NIT1-MO2,44,0.99074
33,NIT1-MO2,45,0.99637
34,NIT1-MO1,12,1.06223
34,NIT1-MO1,13,1.00051
34,NIT1-MO1,14,1.01082
34,NIT1-MO1,15,1.00248
34,NIT1-MO1,16,1.0083
34,NIT1-MO1,17,0.9889
34,NIT1-MO1,18,0.95651
34,NIT1-MO1,19,0.91297
34,NIT1-MO1,20,1.12435
34,NIT1-MO1,21,0.98237
34,NIT1-MO1,22,1.07129
34,NIT1-MO1,23,0.96003
34,NIT1-MO1,24,0.99334
34,NIT1-MO1,25,1.04109
34,NIT1-MO2,26,1.07666
34,NIT1-MO2,27,1.07651
34,NIT1-MO2,28,0.99205
34,NIT1-MO2,29,1.01368
34,NIT1-MO2,30,0.99483
34,NIT1-MO2,31,0.931
34,NIT1-MO2,32,1.0108
34,NIT1-MO2,33,1.03694
34,NIT1-MO2,34,1.04799
34,NIT1-MO2,35,1.01359
34,NIT1-MO2,36,1.01757
34,NIT1-MO2,37,1.03589
34,NIT1-MO2,38,0.99761
34,NIT1-MO2,39,1.01038
34,NIT1-MO2,40,1.02145
34,NIT1-MO2,41,0.86773
34,NIT1-MO2,42,1.00402
34,NIT1-MO2,43,0.98155
34,NIT1-MO2,44,0.99697
34,NIT1-MO2,45,0.99749
35,NIT1-MO1,12,1.05447
35,NIT1-MO1,13,0.99979
35,NIT1-MO1,14,1.01396
35,NIT1-MO1,15,0.99849
35,NIT1-MO1,16,1.0013
35,NIT1-MO1,17,1.00603
35,NIT1-MO1,18,0.96431
35,NIT1-MO1,19,0.92365
35,NIT1-MO1,20,1.1023
35,NIT1-MO1,21,0.99639
35,NIT1-MO1,22,1.04559
35,NIT1-MO1,23,0.94824
35,NIT1-MO1,24,0.98296
35,NIT1-MO1,25,1.02761
35,NIT1-MO2,26,1.07089
35,NIT1-MO2,27,1.06403
35,NIT1-MO2,28,1.00997
35,NIT1-MO2,29,1.01855
35,NIT1-MO2,30,0.98086
35,NIT1-MO2,31,0.9425
35,NIT1-MO2,32,1.01018
35,NIT1-MO2,33,1.03999
35,NIT1-MO2,34,1.03737
35,NIT1-MO2,35,1.01106
35,NIT1-MO2,36,1.019
35,NIT1-MO2,37,1.02937
35,NIT1-MO2,38,0.99195
35,NIT1-MO2,39,1.0107
35,NIT1-MO2,40,0.99997
35,NIT1-MO2,41,0.86486
35,NIT1-MO2,42,1.00867
35,NIT1-MO2,43,0.99675
35,NIT1-MO2,44,0.98305
35,NIT1-MO2,45,1.01414
36,NIT1-MO1,12,1.04355
36,NIT1-MO1,13,1.00349
36,NIT1-MO1,14,1.01279
36,NIT1-MO1,15,1.0026
36,NIT1-MO1,16,1.01203
36,NIT1-MO1,17,1.01708
36,NIT1-MO1,18,0.95363
36,NIT1-MO1,19,0.92313
36,NIT1-MO1,20,1.10612
36,NIT1-MO1,21,0.99491
36,NIT1-MO1,22,1.03634
36,NIT1-MO1,23,0.94705
36,NIT1-MO1,24,0.97046
36,NIT1-MO1,25,1.03254
36,NIT1-MO2,26,1.05777
36,NIT1-MO2,27,1.05279
36,NIT1-MO2,28,0.99548
36,NIT1-MO2,29,1.01638
36,NIT1-MO2,30,1.00725
36,NIT1-MO2,31,0.94404
36,NIT1-MO2,32,1.00062
36,NIT1-MO2,33,1.03268
36,NIT1-MO2,34,1.02291
36,NIT1-MO2,35,1.00505
36,NIT1-MO2,36,1.01718
36,NIT1-MO2,37,1.03807
36,NIT1-MO2,38,1.00463
36,NIT1-MO2,39,0.98905
36,NIT1-MO2,40,1.00944
36,NIT1-MO2,41,0.88076
36,NIT1-MO2,42,1.01188
36,NIT1-MO2,43,0.98967
36,NIT1-MO2,44,0.97171
36,NIT1-MO2,45,1.00532
37,NIT1-MO1,12,1.01843
37,NIT1-MO1,13,1.0035
37,NIT1-MO1,14,1.00689
37,NIT1-MO1,15,0.99699
37,NIT1-MO1,16,1.01815
37,NIT1-MO1,17,1.01707
37,NIT1-MO1,18,0.9521
37,NIT1-MO1,19,0.91847
37,NIT1-MO1,20,1.09149
37,NIT1-MO1,21,1.0003
37,NIT1-MO1,22,1.04502
37,NIT1-MO1,23,0.96358
37,NIT1-MO1,24,0.96461
37,NIT1-MO1,25,1.03817
37,NIT1-MO2,26,1.05045
37,NIT1-MO2,27,1.045
37,NIT1-MO2,28,1.00401
37,NIT1-MO2,29,1.00481
37,NIT1-MO2,30,0.99338
37,NIT1-MO2,31,0.95287
37,NIT1-MO2,32,0.99294
37,NIT1-MO2,33,1.02871
37,NIT1-MO2,34,1.01907
37,NIT1-MO2,35,1.00107
37,NIT1-MO2,36,1.02113
37,NIT1-MO2,37,1.02542
37,NIT1-MO2,38,0.98372
37,NIT1-MO2,39,1.02018
37,NIT1-MO2,40,1.02121
37,NIT1-MO2,41,0.88719
37,NIT1-MO2,42,0.99452
37,NIT1-MO2,43,1.00441
37,NIT1-MO2,44,1.00579
37,NIT1-MO2,45,1.05745
38,NIT1-MO1,12,1.01638
38,NIT1-MO1,13,1.00038
38,NIT1-MO1,14,1.00671
38,NIT1-MO1,15,0.99271
38,NIT1-MO1,16,1.01791
38,NIT1-MO1,17,1.00533
38,NIT1-MO1,18,0.95641
38,NIT1-MO1,19,0.94039
38,NIT1-MO1,20,1.09313
38,NIT1-MO1,21,1.00448
38,NIT1-MO1,22,1.05205
38,NIT1-MO1,23,0.95462
38,NIT1-MO1,24,0.97664
38,NIT1-MO1,25,1.02171
38,NIT1-MO2,26,1.04872
38,NIT1-MO2,27,1.04523
38,NIT1-MO2,28,1.01029
38,NIT1-MO2,29,1.0111
38,NIT1-MO2,30,1.00308
38,NIT1-MO2,31,0.96126
38,NIT1-MO2,32,0.99387
38,NIT1-MO2,33,1.02333
38,NIT1-MO2,34,1.01606
38,NIT1-MO2,35,1.00073
38,NIT1-MO2,36,1.01398
38,NIT1-MO2,37,1.03204
38,NIT1-MO2,38,0.98383
38,NIT1-MO2,39,1.01622
38,NIT1-MO2,40,0.99988
38,NIT1-MO2,41,0.91563
38,NIT1-MO2,42,1.00726
38,NIT1-MO2,43,0.99827
38,NIT1-MO2,44,1.0185
38,NIT1-MO2,45,1.04563
39,NIT1-MO1,12,1.0209
39,NIT1-MO1,13,0.99252
39,NIT1-MO1,14,1.01715
39,NIT1-MO1,15,1.00257
39,NIT1-MO1,16,1.0043
39,NIT1-MO1,17,0.99753
39,NIT1-MO1,18,0.95312
39,NIT1-MO1,19,0.94595
39,NIT1-MO1,20,1.0899
39,NIT1-MO1,21,1.0058
39,NIT1-MO1,22,1.01729
39,NIT1-MO1,23,0.94263
39,NIT1-MO1,24,0.97521
39,NIT1-MO1,25,1.02234
39,NIT1-MO2,26,1.0489
39,NIT1-MO2,27,1.04141
39,NIT1-MO2,28,0.99802
39,NIT1-MO2,29,1.00864
39,NIT1-MO2,30,0.99232
39,NIT1-MO2,31,0.97654
39,NIT1-MO2,32,0.98947
39,NIT1-MO2,33,1.00756
39,NIT1-MO2,34,1.01059
39,NIT1-MO2,35,0.99971
39,NIT1-MO2,36,1.00463
39,NIT1-MO2,37,1.04574
39,NIT1-MO2,38,1.0098800000000001
39,NIT1-MO2,39,1.01123
39,NIT1-MO2,40,1.02379
39,NIT1-MO2,41,0.90359
39,NIT1-MO2,42,1.00238
39,NIT1-MO2,43,0.99371
39,NIT1-MO2,44,1.01685
39,NIT1-MO2,45,1.03379
40,NIT1-MO1,12,1.01977
40,NIT1-MO1,13,1.00203
40,NIT1-MO1,14,1.00602
40,NIT1-MO1,15,0.99961
40,NIT1-MO1,16,0.99097
40,NIT1-MO1,17,0.98516
40,NIT1-MO1,18,0.96111
40,NIT1-MO1,19,0.94707
40,NIT1-MO1,20,1.08963
40,NIT1-MO1,21,1.01102
40,NIT1-MO1,22,1.02288
40,NIT1-MO1,23,0.96135
40,NIT1-MO1,24,0.98588
40,NIT1-MO1,25,1.04022
40,NIT1-MO2,26,1.04265
40,NIT1-MO2,27,1.0487899999999999
40,NIT1-MO2,28,1.00012
40,NIT1-MO2,29,1.00328
40,NIT1-MO2,30,0.99847
40,NIT1-MO2,31,1.00478
40,NIT1-MO2,32,0.99647
40,NIT1-MO2,33,1.00236
40,NIT1-MO2,34,0.99568
40,NIT1-MO2,35,1.00489
40,NIT1-MO2,36,1.00335
40,NIT1-MO2,37,1.02802
40,NIT1-MO2,38,1.00267
40,NIT1-MO2,39,1.00388
40,NIT1-MO2,40,1.02729
40,NIT1-MO2,41,0.93492
40,NIT1-MO2,42,0.9929
40,NIT1-MO2,43,0.97053
40,NIT1-MO2,44,1.02199
40,NIT1-MO2,45,1.00871
41,NIT1-MO1,12,1.02037
41,NIT1-MO1,13,0.99342
41,NIT1-MO1,14,0.99803
41,NIT1-MO1,15,0.99942
41,NIT1-MO1,16,0.99497
41,NIT1-MO1,17,0.98305
41,NIT1-MO1,18,0.97001
41,NIT1-MO1,19,0.95786
41,NIT1-MO1,20,1.08528
41,NIT1-MO1,21,0.99293
41,NIT1-MO1,22,1.02075
41,NIT1-MO1,23,0.95539
41,NIT1-MO1,24,0.98143
41,NIT1-MO1,25,1.03746
41,NIT1-MO2,26,1.04308
41,NIT1-MO2,27,1.04233
41,NIT1-MO2,28,0.99427
41,NIT1-MO2,29,1.00754
41,NIT1-MO2,30,0.99986
41,NIT1-MO2,31,0.9901
41,NIT1-MO2,32,0.98567
41,NIT1-MO2,33,0.98978
41,NIT1-MO2,34,1.0031
41,NIT1-MO2,35,1.00331
41,NIT1-MO2,36,1.00359
41,NIT1-MO2,37,1.02717
41,NIT1-MO2,38,1.00991
41,NIT1-MO2,39,1.01479
41,NIT1-MO2,40,1.02217
41,NIT1-MO2,41,0.94845
41,NIT1-MO2,42,1.00034
41,NIT1-MO2,43,0.99132
41,NIT1-MO2,44,1.01412
41,NIT1-MO2,45,1.0048
42,NIT1-MO1,12,1.01561
42,NIT1-MO1,13,0.99533
42,NIT1-MO1,14,1.00251
42,NIT1-MO1,15,0.99779
42,NIT1-MO1,16,0.99155
42,NIT1-MO1,17,0.98102
42,NIT1-MO1,18,0.96841
42,NIT1-MO1,19,0.9657
42,NIT1-MO1,20,1.08212
42,NIT1-MO1,21,1.01926
42,NIT1-MO1,22,1.0118
42,NIT1-MO1,23,0.95977
42,NIT1-MO1,24,0.9763
42,NIT1-MO1,25,1.05055
42,NIT1-MO2,26,1.03373
42,NIT1-MO2,27,1.0349
42,NIT1-MO2,28,0.99578
42,NIT1-MO2,29,0.99823
42,NIT1-MO2,30,1.0011
42,NIT1-MO2,31,0.99216
42,NIT1-MO2,32,0.98087
42,NIT1-MO2,33,1.00714
42,NIT1-MO2,34,0.99678
42,NIT1-MO2,35,1.01617
42,NIT1-MO2,36,1.00846
42,NIT1-MO2,37,1.01907
42,NIT1-MO2,38,1.00346
42,NIT1-MO2,39,1.00711
42,NIT1-MO2,40,1.00662
42,NIT1-MO2,41,0.95885
42,NIT1-MO2,42,1.00817
42,NIT1-MO2,43,0.98616
42,NIT1-MO2,44,1.01792
42,NIT1-MO2,45,1.001
43,NIT1-MO1,12,1.01209
43,NIT1-MO1,13,0.98861
43,NIT1-MO1,14,0.99566
43,NIT1-MO1,15,0.99806
43,NIT1-MO1,16,0.994
43,NIT1-MO1,17,0.97534
43,NIT1-MO1,18,0.97831
43,NIT1-MO1,19,0.97214
43,NIT1-MO1,20,1.08607
43,NIT1-MO1,21,1.03956
43,NIT1-MO1,22,1.00727
43,NIT1-MO1,23,0.94821
43,NIT1-MO1,24,0.98473
43,NIT1-MO1,25,1.05701
43,NIT1-MO2,26,1.03583
43,NIT1-MO2,27,1.02061
43,NIT1-MO2,28,0.99129
43,NIT1-MO2,29,1.01814
43,NIT1-MO2,30,0.98222
43,NIT1-MO2,31,1.01209
43,NIT1-MO2,32,0.99466
43,NIT1-MO2,33,1.00341
43,NIT1-MO2,34,1.00046
43,NIT1-MO2,35,1.02817
43,NIT1-MO2,36,1.00899
43,NIT1-MO2,37,1.01778
43,NIT1-MO2,38,0.98227
43,NIT1-MO2,39,1.01344
43,NIT1-MO2,40,1.00953
43,NIT1-MO2,41,0.95994
43,NIT1-MO2,42,0.9954
43,NIT1-MO2,43,0.96841
43,NIT1-MO2,44,1.00636
43,NIT1-MO2,45,0.9848
44,NIT1-MO1,12,1.01815
44,NIT1-MO1,13,0.98819
44,NIT1-MO1,14,1.0009
44,NIT1-MO1,15,0.98462
44,NIT1-MO1,16,1.00419
44,NIT1-MO1,17,0.99528
44,NIT1-MO1,18,0.98119
44,NIT1-MO1,19,0.98234
44,NIT1-MO1,20,1.08284
44,NIT1-MO1,21,1.05713
44,NIT1-MO1,22,0.99931
44,NIT1-MO1,23,0.96758
44,NIT1-MO1,24,0.98499
44,NIT1-MO1,25,1.05644
44,NIT1-MO2,26,1.0315
44,NIT1-MO2,27,1.02087
44,NIT1-MO2,28,0.99679
44,NIT1-MO2,29,1.02237
44,NIT1-MO2,30,1.00788
44,NIT1-MO2,31,1.00499
44,NIT1-MO2,32,0.9838
44,NIT1-MO2,33,0.99978
44,NIT1-MO2,34,0.99864
44,NIT1-MO2,35,1.0063
44,NIT1-MO2,36,1.02113
44,NIT1-MO2,37,1.03293
44,NIT1-MO2,38,0.98878
44,NIT1-MO2,39,1.00139
44,NIT1-MO2,40,1.01255
44,NIT1-MO2,41,0.97494
44,NIT1-MO2,42,1.00029
44,NIT1-MO2,43,0.97735
44,NIT1-MO2,44,1.01259
44,NIT1-MO2,45,0.99357
45,NIT1-MO1,12,0.99765
45,NIT1-MO1,13,0.98264
45,NIT1-MO1,14,1.00875
45,NIT1-MO1,15,0.9978
45,NIT1-MO1,16,1.00353
45,NIT1-MO1,17,0.9809
45,NIT1-MO1,18,0.99837
45,NIT1-MO1,19,0.99179
45,NIT1-MO1,20,1.08009
45,NIT1-MO1,21,1.02069
45,NIT1-MO1,22,0.99767
45,NIT1-MO1,23,0.98499
45,NIT1-MO1,24,0.99925
45,NIT1-MO1,25,1.05497
45,NIT1-MO2,26,1.02318
45,NIT1-MO2,27,1.01493
45,NIT1-MO2,28,0.99882
45,NIT1-MO2,29,1.02829
45,NIT1-MO2,30,0.99743
45,NIT1-MO2,31,0.99673
45,NIT1-MO2,32,0.97599
45,NIT1-MO2,33,0.99864
45,NIT1-MO2,34,1.00661
45,NIT1-MO2,35,1.00343
45,NIT1-MO2,36,1.00985
45,NIT1-MO2,37,1.01554
45,NIT1-MO2,38,1.00019
45,NIT1-MO2,39,0.9819
45,NIT1-MO2,40,1.01771
45,NIT1-MO2,41,0.98403
45,NIT1-MO2,42,0.98509
45,NIT1-MO2,43,0.99529
45,NIT1-MO2,44,1.01198
45,NIT1-MO2,45,0.98791
46,NIT1-MO1,12,1.00828
46,NIT1-MO1,13,0.99045
46,NIT1-MO1,14,1.00979
46,NIT1-MO1,15,0.99509
46,NIT1-MO1,16,0.99798
46,NIT1-MO1,17,0.99831
46,NIT1-MO1,18,0.99888
46,NIT1-MO1,19,0.9891
46,NIT1-MO1,20,1.05376
46,NIT1-MO1,21,1.00524
46,NIT1-MO1,22,0.99693
46,NIT1-MO1,23,0.97256
46,NIT1-MO1,24,0.99455
46,NIT1-MO1,25,1.05261
46,NIT1-MO2,26,1.01886
46,NIT1-MO2,27,1.01312
46,NIT1-MO2,28,1.0025
46,NIT1-MO2,29,1.01249
46,NIT1-MO2,30,0.99617
46,NIT1-MO2,31,1.01406
46,NIT1-MO2,32,0.99229
46,NIT1-MO2,33,1.00877
