time,condition,displacement,L-NAME,batch
810,top395_90,-0.149953296,1.0 mM,2017-08-04_3d_L_1mM_02
840,top395_120,-0.092244955,1.0 mM,2017-08-04_3d_L_1mM_02
180,dark_180,0.232797383,1.0 mM,2017-08-04_3d_L_1mM_05
210,dark_210,0.253462213,1.0 mM,2017-08-04_3d_L_1mM_05
240,dark_240,0.133157474,1.0 mM,2017-08-04_3d_L_1mM_05
270,sideUV_30,0.103469282,1.0 mM,2017-08-04_3d_L_1mM_05
300,sideUV_60,-0.11920508,1.0 mM,2017-08-04_3d_L_1mM_05
330,sideUV_90,-0.04128843,1.0 mM,2017-08-04_3d_L_1mM_05
360,sideUV_120,0.024766885,1.0 mM,2017-08-04_3d_L_1mM_05
390,dark1_30,-0.091960655,1.0 mM,2017-08-04_3d_L_1mM_05
420,dark1_60,-0.129301833,1.0 mM,2017-08-04_3d_L_1mM_05
450,dark1_90,-0.117101068,1.0 mM,2017-08-04_3d_L_1mM_05
480,dark1_120,0.043520379,1.0 mM,2017-08-04_3d_L_1mM_05
510,top488_30,0.574838068,1.0 mM,2017-08-04_3d_L_1mM_05
540,top488_60,0.668091074,1.0 mM,2017-08-04_3d_L_1mM_05
570,top488_90,0.472996206,1.0 mM,2017-08-04_3d_L_1mM_05
600,top488_120,0.320946712,1.0 mM,2017-08-04_3d_L_1mM_05
630,dark2_30,0.067079041,1.0 mM,2017-08-04_3d_L_1mM_05
660,dark2_60,-0.205883435,1.0 mM,2017-08-04_3d_L_1mM_05
690,dark2_90,-0.201879811,1.0 mM,2017-08-04_3d_L_1mM_05
720,dark2_120,-0.150968383,1.0 mM,2017-08-04_3d_L_1mM_05
750,top395_30,0.483479778,1.0 mM,2017-08-04_3d_L_1mM_05
780,top395_60,0.287539551,1.0 mM,2017-08-04_3d_L_1mM_05
810,top395_90,0.190883836,1.0 mM,2017-08-04_3d_L_1mM_05
840,top395_120,0.041117712,1.0 mM,2017-08-04_3d_L_1mM_05
180,dark_180,0.259286775,1.0 mM,2017-08-06_3d_L_1mM_02
210,dark_210,0.178287686,1.0 mM,2017-08-06_3d_L_1mM_02
240,dark_240,0.181516885,1.0 mM,2017-08-06_3d_L_1mM_02
270,sideUV_30,0.1731562,1.0 mM,2017-08-06_3d_L_1mM_02
300,sideUV_60,0.029867932,1.0 mM,2017-08-06_3d_L_1mM_02
330,sideUV_90,-0.03710075,1.0 mM,2017-08-06_3d_L_1mM_02
360,sideUV_120,-0.012479945,1.0 mM,2017-08-06_3d_L_1mM_02
390,dark1_30,0.027274076,1.0 mM,2017-08-06_3d_L_1mM_02
420,dark1_60,0.070459925,1.0 mM,2017-08-06_3d_L_1mM_02
450,dark1_90,0.094426769,1.0 mM,2017-08-06_3d_L_1mM_02
480,dark1_120,0.040558578,1.0 mM,2017-08-06_3d_L_1mM_02
510,top488_30,0.022293832,1.0 mM,2017-08-06_3d_L_1mM_02
540,top488_60,0.122027531,1.0 mM,2017-08-06_3d_L_1mM_02
570,top488_90,0.18286847,1.0 mM,2017-08-06_3d_L_1mM_02
600,top488_120,0.212272892,1.0 mM,2017-08-06_3d_L_1mM_02
630,dark2_30,0.175931948,1.0 mM,2017-08-06_3d_L_1mM_02
660,dark2_60,0.141351831,1.0 mM,2017-08-06_3d_L_1mM_02
690,dark2_90,0.135885544,1.0 mM,2017-08-06_3d_L_1mM_02
720,dark2_120,0.134379527,1.0 mM,2017-08-06_3d_L_1mM_02
750,top395_30,0.087055834,1.0 mM,2017-08-06_3d_L_1mM_02
780,top395_60,-0.05503134,1.0 mM,2017-08-06_3d_L_1mM_02
810,top395_90,-0.119043592,1.0 mM,2017-08-06_3d_L_1mM_02
840,top395_120,-0.148333711,1.0 mM,2017-08-06_3d_L_1mM_02
180,dark_180,0.00880764,1.0 mM,2017-08-07_3d_L_1mM_02
210,dark_210,0.017826146,1.0 mM,2017-08-07_3d_L_1mM_02
240,dark_240,0.083674058,1.0 mM,2017-08-07_3d_L_1mM_02
270,sideUV_30,0.064501856,1.0 mM,2017-08-07_3d_L_1mM_02
300,sideUV_60,0.040683002,1.0 mM,2017-08-07_3d_L_1mM_02
330,sideUV_90,0.041733739,1.0 mM,2017-08-07_3d_L_1mM_02
360,sideUV_120,0.02806498,1.0 mM,2017-08-07_3d_L_1mM_02
390,dark1_30,0.22997588,1.0 mM,2017-08-07_3d_L_1mM_02
420,dark1_60,0.039080702,1.0 mM,2017-08-07_3d_L_1mM_02
450,dark1_90,0.031432296,1.0 mM,2017-08-07_3d_L_1mM_02
480,dark1_120,-0.020929792,1.0 mM,2017-08-07_3d_L_1mM_02
510,top488_30,0.302100294,1.0 mM,2017-08-07_3d_L_1mM_02
540,top488_60,0.435046692,1.0 mM,2017-08-07_3d_L_1mM_02
570,top488_90,0.568933488,1.0 mM,2017-08-07_3d_L_1mM_02
600,top488_120,0.560328876,1.0 mM,2017-08-07_3d_L_1mM_02
630,dark2_30,0.286153747,1.0 mM,2017-08-07_3d_L_1mM_02
660,dark2_60,0.021232465,1.0 mM,2017-08-07_3d_L_1mM_02
690,dark2_90,0.036424591,1.0 mM,2017-08-07_3d_L_1mM_02
720,dark2_120,-0.05927391,1.0 mM,2017-08-07_3d_L_1mM_02
750,top395_30,0.189093048,1.0 mM,2017-08-07_3d_L_1mM_02
780,top395_60,-0.286261283,1.0 mM,2017-08-07_3d_L_1mM_02
810,top395_90,-0.303531678,1.0 mM,2017-08-07_3d_L_1mM_02
840,top395_120,-0.217995437,1.0 mM,2017-08-07_3d_L_1mM_02
180,dark_180,0.215339898,1.0 mM,2017-08-08_3d_L_1mM_02
210,dark_210,0.17570906,1.0 mM,2017-08-08_3d_L_1mM_02
240,dark_240,0.152329474,1.0 mM,2017-08-08_3d_L_1mM_02
270,sideUV_30,0.092532914,1.0 mM,2017-08-08_3d_L_1mM_02
300,sideUV_60,0.049334399,1.0 mM,2017-08-08_3d_L_1mM_02
330,sideUV_90,0.054273367,1.0 mM,2017-08-08_3d_L_1mM_02
360,sideUV_120,0.062396204,1.0 mM,2017-08-08_3d_L_1mM_02
390,dark1_30,0.025364108,1.0 mM,2017-08-08_3d_L_1mM_02
420,dark1_60,-0.014251423,1.0 mM,2017-08-08_3d_L_1mM_02
450,dark1_90,-0.051423951,1.0 mM,2017-08-08_3d_L_1mM_02
480,dark1_120,-0.014091622,1.0 mM,2017-08-08_3d_L_1mM_02
510,top488_30,0.23620528,1.0 mM,2017-08-08_3d_L_1mM_02
540,top488_60,0.449776425,1.0 mM,2017-08-08_3d_L_1mM_02
570,top488_90,0.445133839,1.0 mM,2017-08-08_3d_L_1mM_02
600,top488_120,0.442610327,1.0 mM,2017-08-08_3d_L_1mM_02
630,dark2_30,0.12476087,1.0 mM,2017-08-08_3d_L_1mM_02
660,dark2_60,0.040889408,1.0 mM,2017-08-08_3d_L_1mM_02
690,dark2_90,0.089958015,1.0 mM,2017-08-08_3d_L_1mM_02
720,dark2_120,0.152797746,1.0 mM,2017-08-08_3d_L_1mM_02
750,top395_30,0.215319005,1.0 mM,2017-08-08_3d_L_1mM_02
780,top395_60,0.046302996,1.0 mM,2017-08-08_3d_L_1mM_02
810,top395_90,-0.048310331,1.0 mM,2017-08-08_3d_L_1mM_02
840,top395_120,-0.120197307,1.0 mM,2017-08-08_3d_L_1mM_02
180,dark_180,0.305873243,1.0 mM,2017-08-08_3d_L_1mM_05
210,dark_210,0.255270651,1.0 mM,2017-08-08_3d_L_1mM_05
240,dark_240,0.232207799,1.0 mM,2017-08-08_3d_L_1mM_05
270,sideUV_30,0.17747291,1.0 mM,2017-08-08_3d_L_1mM_05
300,sideUV_60,0.191941483,1.0 mM,2017-08-08_3d_L_1mM_05
330,sideUV_90,0.110579049,1.0 mM,2017-08-08_3d_L_1mM_05
360,sideUV_120,0.106867392,1.0 mM,2017-08-08_3d_L_1mM_05
390,dark1_30,0.10812031800000001,1.0 mM,2017-08-08_3d_L_1mM_05
420,dark1_60,0.029351545,1.0 mM,2017-08-08_3d_L_1mM_05
450,dark1_90,-0.017894582,1.0 mM,2017-08-08_3d_L_1mM_05
480,dark1_120,0.025345354,1.0 mM,2017-08-08_3d_L_1mM_05
510,top488_30,0.289766821,1.0 mM,2017-08-08_3d_L_1mM_05
540,top488_60,0.513063649,1.0 mM,2017-08-08_3d_L_1mM_05
570,top488_90,0.524977335,1.0 mM,2017-08-08_3d_L_1mM_05
600,top488_120,0.566331524,1.0 mM,2017-08-08_3d_L_1mM_05
630,dark2_30,0.193548551,1.0 mM,2017-08-08_3d_L_1mM_05
660,dark2_60,-0.067439267,1.0 mM,2017-08-08_3d_L_1mM_05
690,dark2_90,-0.053330767,1.0 mM,2017-08-08_3d_L_1mM_05
720,dark2_120,0.024482794,1.0 mM,2017-08-08_3d_L_1mM_05
750,top395_30,0.255145985,1.0 mM,2017-08-08_3d_L_1mM_05
780,top395_60,0.24125727,1.0 mM,2017-08-08_3d_L_1mM_05
810,top395_90,0.194274431,1.0 mM,2017-08-08_3d_L_1mM_05
840,top395_120,0.15949396,1.0 mM,2017-08-08_3d_L_1mM_05
180,dark_180,-0.106882149,1.0 mM,2017-08-09_3d_L_1mM_07
210,dark_210,-0.089827871,1.0 mM,2017-08-09_3d_L_1mM_07
240,dark_240,-0.08130033,1.0 mM,2017-08-09_3d_L_1mM_07
270,sideUV_30,-0.081023248,1.0 mM,2017-08-09_3d_L_1mM_07
300,sideUV_60,-0.138560515,1.0 mM,2017-08-09_3d_L_1mM_07
330,sideUV_90,-0.110377107,1.0 mM,2017-08-09_3d_L_1mM_07
360,sideUV_120,-0.060974777,1.0 mM,2017-08-09_3d_L_1mM_07
390,dark1_30,-0.035429319,1.0 mM,2017-08-09_3d_L_1mM_07
420,dark1_60,0.009891266,1.0 mM,2017-08-09_3d_L_1mM_07
450,dark1_90,0.048313751,1.0 mM,2017-08-09_3d_L_1mM_07
480,dark1_120,0.024176953,1.0 mM,2017-08-09_3d_L_1mM_07
510,top488_30,0.272766182,1.0 mM,2017-08-09_3d_L_1mM_07
540,top488_60,0.329542931,1.0 mM,2017-08-09_3d_L_1mM_07
570,top488_90,0.326796989,1.0 mM,2017-08-09_3d_L_1mM_07
600,top488_120,0.285852894,1.0 mM,2017-08-09_3d_L_1mM_07
630,dark2_30,-0.07056298,1.0 mM,2017-08-09_3d_L_1mM_07
660,dark2_60,-0.016536837,1.0 mM,2017-08-09_3d_L_1mM_07
690,dark2_90,0.075644788,1.0 mM,2017-08-09_3d_L_1mM_07
720,dark2_120,0.086279401,1.0 mM,2017-08-09_3d_L_1mM_07
750,top395_30,0.280838069,1.0 mM,2017-08-09_3d_L_1mM_07
780,top395_60,0.220689986,1.0 mM,2017-08-09_3d_L_1mM_07
810,top395_90,0.154806022,1.0 mM,2017-08-09_3d_L_1mM_07
840,top395_120,0.104554322,1.0 mM,2017-08-09_3d_L_1mM_07
180,dark_180,0.116348304,1.0 mM,2017-08-15_3d_L_1mM_02
210,dark_210,0.088914085,1.0 mM,2017-08-15_3d_L_1mM_02
240,dark_240,0.136799651,1.0 mM,2017-08-15_3d_L_1mM_02
270,sideUV_30,0.033656409,1.0 mM,2017-08-15_3d_L_1mM_02
300,sideUV_60,-0.073705705,1.0 mM,2017-08-15_3d_L_1mM_02
330,sideUV_90,-0.068136036,1.0 mM,2017-08-15_3d_L_1mM_02
360,sideUV_120,0.012686485,1.0 mM,2017-08-15_3d_L_1mM_02
390,dark1_30,0.073538232,1.0 mM,2017-08-15_3d_L_1mM_02
420,dark1_60,0.072194221,1.0 mM,2017-08-15_3d_L_1mM_02
450,dark1_90,0.135859131,1.0 mM,2017-08-15_3d_L_1mM_02
480,dark1_120,0.09707026,1.0 mM,2017-08-15_3d_L_1mM_02
510,top488_30,0.291242943,1.0 mM,2017-08-15_3d_L_1mM_02
540,top488_60,0.436540902,1.0 mM,2017-08-15_3d_L_1mM_02
570,top488_90,0.469830876,1.0 mM,2017-08-15_3d_L_1mM_02
600,top488_120,0.438825957,1.0 mM,2017-08-15_3d_L_1mM_02
630,dark2_30,0.147470112,1.0 mM,2017-08-15_3d_L_1mM_02
660,dark2_60,0.096756551,1.0 mM,2017-08-15_3d_L_1mM_02
690,dark2_90,0.132111487,1.0 mM,2017-08-15_3d_L_1mM_02
720,dark2_120,0.12401794,1.0 mM,2017-08-15_3d_L_1mM_02
750,top395_30,0.189233389,1.0 mM,2017-08-15_3d_L_1mM_02
780,top395_60,0.036817834,1.0 mM,2017-08-15_3d_L_1mM_02
810,top395_90,-0.005394123,1.0 mM,2017-08-15_3d_L_1mM_02
840,top395_120,-0.015779502,1.0 mM,2017-08-15_3d_L_1mM_02
180,dark_180,0.038225011,1.0 mM,2017-08-15_3d_L_1mM_05
210,dark_210,0.019517317,1.0 mM,2017-08-15_3d_L_1mM_05
240,dark_240,0.006618276,1.0 mM,2017-08-15_3d_L_1mM_05
270,sideUV_30,0.030551427,1.0 mM,2017-08-15_3d_L_1mM_05
300,sideUV_60,-0.057645844,1.0 mM,2017-08-15_3d_L_1mM_05
330,sideUV_90,0.019360761,1.0 mM,2017-08-15_3d_L_1mM_05
360,sideUV_120,0.057388027,1.0 mM,2017-08-15_3d_L_1mM_05
390,dark1_30,0.050808831,1.0 mM,2017-08-15_3d_L_1mM_05
420,dark1_60,-0.045874729,1.0 mM,2017-08-15_3d_L_1mM_05
450,dark1_90,-0.084137304,1.0 mM,2017-08-15_3d_L_1mM_05
480,dark1_120,-0.011983981,1.0 mM,2017-08-15_3d_L_1mM_05
510,top488_30,0.228832362,1.0 mM,2017-08-15_3d_L_1mM_05
540,top488_60,0.350933979,1.0 mM,2017-08-15_3d_L_1mM_05
570,top488_90,0.366135435,1.0 mM,2017-08-15_3d_L_1mM_05
600,top488_120,0.378709853,1.0 mM,2017-08-15_3d_L_1mM_05
630,dark2_30,0.038481118,1.0 mM,2017-08-15_3d_L_1mM_05
660,dark2_60,-0.032495791,1.0 mM,2017-08-15_3d_L_1mM_05
690,dark2_90,0.059548142,1.0 mM,2017-08-15_3d_L_1mM_05
720,dark2_120,0.099282753,1.0 mM,2017-08-15_3d_L_1mM_05
750,top395_30,0.218054458,1.0 mM,2017-08-15_3d_L_1mM_05
780,top395_60,0.16356272,1.0 mM,2017-08-15_3d_L_1mM_05
810,top395_90,0.063207092,1.0 mM,2017-08-15_3d_L_1mM_05
840,top395_120,0.078077058,1.0 mM,2017-08-15_3d_L_1mM_05
180,dark_180,0.360936947,1.0 mM,2017-08-15_3d_L_1mM_08
210,dark_210,0.381669109,1.0 mM,2017-08-15_3d_L_1mM_08
240,dark_240,0.243070443,1.0 mM,2017-08-15_3d_L_1mM_08
270,sideUV_30,0.055320749,1.0 mM,2017-08-15_3d_L_1mM_08
300,sideUV_60,-0.092447336,1.0 mM,2017-08-15_3d_L_1mM_08
330,sideUV_90,-0.117851486,1.0 mM,2017-08-15_3d_L_1mM_08
360,sideUV_120,-0.024026335,1.0 mM,2017-08-15_3d_L_1mM_08
390,dark1_30,0.049507374,1.0 mM,2017-08-15_3d_L_1mM_08
420,dark1_60,-0.063238939,1.0 mM,2017-08-15_3d_L_1mM_08
450,dark1_90,-0.027607765,1.0 mM,2017-08-15_3d_L_1mM_08
480,dark1_120,-0.030505938,1.0 mM,2017-08-15_3d_L_1mM_08
510,top488_30,0.288868782,1.0 mM,2017-08-15_3d_L_1mM_08
540,top488_60,0.413090568,1.0 mM,2017-08-15_3d_L_1mM_08
570,top488_90,0.46537114,1.0 mM,2017-08-15_3d_L_1mM_08
600,top488_120,0.462709622,1.0 mM,2017-08-15_3d_L_1mM_08
630,dark2_30,0.025751602,1.0 mM,2017-08-15_3d_L_1mM_08
660,dark2_60,-0.122611624,1.0 mM,2017-08-15_3d_L_1mM_08
690,dark2_90,-0.029757723,1.0 mM,2017-08-15_3d_L_1mM_08
720,dark2_120,0.116881275,1.0 mM,2017-08-15_3d_L_1mM_08
750,top395_30,0.376156841,1.0 mM,2017-08-15_3d_L_1mM_08
780,top395_60,-0.00668994,1.0 mM,2017-08-15_3d_L_1mM_08
810,top395_90,-0.196290639,1.0 mM,2017-08-15_3d_L_1mM_08
840,top395_120,-0.262093608,1.0 mM,2017-08-15_3d_L_1mM_08
180,dark_180,0.168785429,1.0 mM,2017-08-16_3d_L_1mM_02
210,dark_210,0.08760293,1.0 mM,2017-08-16_3d_L_1mM_02
240,dark_240,0.061784638,1.0 mM,2017-08-16_3d_L_1mM_02
270,sideUV_30,0.052446624,1.0 mM,2017-08-16_3d_L_1mM_02
300,sideUV_60,0.083937866,1.0 mM,2017-08-16_3d_L_1mM_02
330,sideUV_90,-0.009521406,1.0 mM,2017-08-16_3d_L_1mM_02
360,sideUV_120,-0.024813458,1.0 mM,2017-08-16_3d_L_1mM_02
390,dark1_30,-0.00587817,1.0 mM,2017-08-16_3d_L_1mM_02
420,dark1_60,-0.05675164,1.0 mM,2017-08-16_3d_L_1mM_02
450,dark1_90,-0.105900441,1.0 mM,2017-08-16_3d_L_1mM_02
480,dark1_120,-0.043338954,1.0 mM,2017-08-16_3d_L_1mM_02
510,top488_30,0.230400511,1.0 mM,2017-08-16_3d_L_1mM_02
540,top488_60,0.295856467,1.0 mM,2017-08-16_3d_L_1mM_02
570,top488_90,0.255175239,1.0 mM,2017-08-16_3d_L_1mM_02
600,top488_120,0.266638491,1.0 mM,2017-08-16_3d_L_1mM_02
630,dark2_30,-0.155264401,1.0 mM,2017-08-16_3d_L_1mM_02
660,dark2_60,-0.124461219,1.0 mM,2017-08-16_3d_L_1mM_02
690,dark2_90,0.028933809,1.0 mM,2017-08-16_3d_L_1mM_02
720,dark2_120,0.148702309,1.0 mM,2017-08-16_3d_L_1mM_02
750,top395_30,0.310454288,1.0 mM,2017-08-16_3d_L_1mM_02
780,top395_60,0.124905144,1.0 mM,2017-08-16_3d_L_1mM_02
810,top395_90,0.024869481,1.0 mM,2017-08-16_3d_L_1mM_02
840,top395_120,0.005168832,1.0 mM,2017-08-16_3d_L_1mM_02
180,dark_180,-0.126847591,1.0 mM,2017-08-17_3d_L_1mM_02
210,dark_210,-0.087965643,1.0 mM,2017-08-17_3d_L_1mM_02
240,dark_240,-0.118647072,1.0 mM,2017-08-17_3d_L_1mM_02
270,sideUV_30,-0.140804917,1.0 mM,2017-08-17_3d_L_1mM_02
300,sideUV_60,-0.256489318,1.0 mM,2017-08-17_3d_L_1mM_02
330,sideUV_90,-0.236192638,1.0 mM,2017-08-17_3d_L_1mM_02
360,sideUV_120,-0.221999425,1.0 mM,2017-08-17_3d_L_1mM_02
390,dark1_30,-0.01569749,1.0 mM,2017-08-17_3d_L_1mM_02
420,dark1_60,0.05940747,1.0 mM,2017-08-17_3d_L_1mM_02
450,dark1_90,-0.057197871,1.0 mM,2017-08-17_3d_L_1mM_02
480,dark1_120,0.011950562,1.0 mM,2017-08-17_3d_L_1mM_02
510,top488_30,0.046138109,1.0 mM,2017-08-17_3d_L_1mM_02
540,top488_60,0.240364181,1.0 mM,2017-08-17_3d_L_1mM_02
570,top488_90,0.325941131,1.0 mM,2017-08-17_3d_L_1mM_02
600,top488_120,0.377576474,1.0 mM,2017-08-17_3d_L_1mM_02
630,dark2_30,0.345569634,1.0 mM,2017-08-17_3d_L_1mM_02
660,dark2_60,0.297210747,1.0 mM,2017-08-17_3d_L_1mM_02
690,dark2_90,0.295849412,1.0 mM,2017-08-17_3d_L_1mM_02
720,dark2_120,0.258209837,1.0 mM,2017-08-17_3d_L_1mM_02
750,top395_30,0.205296357,1.0 mM,2017-08-17_3d_L_1mM_02
780,top395_60,-0.318143085,1.0 mM,2017-08-17_3d_L_1mM_02
810,top395_90,-0.522113671,1.0 mM,2017-08-17_3d_L_1mM_02
840,top395_120,-0.455149472,1.0 mM,2017-08-17_3d_L_1mM_02
180,dark_180,-0.075955759,1.0 mM,2017-08-17_3d_L_1mM_05
210,dark_210,-0.095017296,1.0 mM,2017-08-17_3d_L_1mM_05
240,dark_240,-0.076592385,1.0 mM,2017-08-17_3d_L_1mM_05
270,sideUV_30,-0.120053425,1.0 mM,2017-08-17_3d_L_1mM_05
300,sideUV_60,-0.166098241,1.0 mM,2017-08-17_3d_L_1mM_05
330,sideUV_90,-0.212820412,1.0 mM,2017-08-17_3d_L_1mM_05
360,sideUV_120,-0.177184201,1.0 mM,2017-08-17_3d_L_1mM_05
390,dark1_30,-0.130651855,1.0 mM,2017-08-17_3d_L_1mM_05
420,dark1_60,-0.056403782,1.0 mM,2017-08-17_3d_L_1mM_05
450,dark1_90,-0.040129879,1.0 mM,2017-08-17_3d_L_1mM_05
480,dark1_120,0.006282349,1.0 mM,2017-08-17_3d_L_1mM_05
510,top488_30,0.086604929,1.0 mM,2017-08-17_3d_L_1mM_05
540,top488_60,0.197593286,1.0 mM,2017-08-17_3d_L_1mM_05
570,top488_90,0.24413918,1.0 mM,2017-08-17_3d_L_1mM_05
600,top488_120,0.282093657,1.0 mM,2017-08-17_3d_L_1mM_05
630,dark2_30,0.099587078,1.0 mM,2017-08-17_3d_L_1mM_05
660,dark2_60,0.017959218,1.0 mM,2017-08-17_3d_L_1mM_05
690,dark2_90,0.051921391,1.0 mM,2017-08-17_3d_L_1mM_05
720,dark2_120,0.071511941,1.0 mM,2017-08-17_3d_L_1mM_05
750,top395_30,0.111374699,1.0 mM,2017-08-17_3d_L_1mM_05
780,top395_60,-0.015572081,1.0 mM,2017-08-17_3d_L_1mM_05
810,top395_90,-0.02420166,1.0 mM,2017-08-17_3d_L_1mM_05
840,top395_120,-0.047834446,1.0 mM,2017-08-17_3d_L_1mM_05
180,dark_180,0.113246982,1.0 mM,2017-08-21_3d_L_1mM_05
210,dark_210,0.069674493,1.0 mM,2017-08-21_3d_L_1mM_05
240,dark_240,0.085825814,1.0 mM,2017-08-21_3d_L_1mM_05
270,sideUV_30,0.022317988,1.0 mM,2017-08-21_3d_L_1mM_05
300,sideUV_60,0.028701371,1.0 mM,2017-08-21_3d_L_1mM_05
330,sideUV_90,0.046390438,1.0 mM,2017-08-21_3d_L_1mM_05
360,sideUV_120,0.07235266,1.0 mM,2017-08-21_3d_L_1mM_05
390,dark1_30,0.105048508,1.0 mM,2017-08-21_3d_L_1mM_05
420,dark1_60,0.098376069,1.0 mM,2017-08-21_3d_L_1mM_05
450,dark1_90,0.162757401,1.0 mM,2017-08-21_3d_L_1mM_05
480,dark1_120,0.113313397,1.0 mM,2017-08-21_3d_L_1mM_05
510,top488_30,0.154954987,1.0 mM,2017-08-21_3d_L_1mM_05
540,top488_60,0.174270805,1.0 mM,2017-08-21_3d_L_1mM_05
570,top488_90,0.202839612,1.0 mM,2017-08-21_3d_L_1mM_05
600,top488_120,0.157497661,1.0 mM,2017-08-21_3d_L_1mM_05
630,dark2_30,0.089201031,1.0 mM,2017-08-21_3d_L_1mM_05
660,dark2_60,0.067414368,1.0 mM,2017-08-21_3d_L_1mM_05
690,dark2_90,0.026269088,1.0 mM,2017-08-21_3d_L_1mM_05
720,dark2_120,0.024256523,1.0 mM,2017-08-21_3d_L_1mM_05
750,top395_30,0.04058315,1.0 mM,2017-08-21_3d_L_1mM_05
780,top395_60,0.045984564,1.0 mM,2017-08-21_3d_L_1mM_05
810,top395_90,-0.001048649,1.0 mM,2017-08-21_3d_L_1mM_05
840,top395_120,-0.059052001,1.0 mM,2017-08-21_3d_L_1mM_05
180,dark_180,0.075915606,1.0 mM,2017-08-21_3d_L_1mM_08
210,dark_210,0.081368112,1.0 mM,2017-08-21_3d_L_1mM_08
240,dark_240,0.034564022,1.0 mM,2017-08-21_3d_L_1mM_08
270,sideUV_30,-0.22369843,1.0 mM,2017-08-21_3d_L_1mM_08
300,sideUV_60,-0.19575702,1.0 mM,2017-08-21_3d_L_1mM_08
330,sideUV_90,-0.170696126,1.0 mM,2017-08-21_3d_L_1mM_08
360,sideUV_120,-0.107643553,1.0 mM,2017-08-21_3d_L_1mM_08
390,dark1_30,0.044238941,1.0 mM,2017-08-21_3d_L_1mM_08
420,dark1_60,0.055898938,1.0 mM,2017-08-21_3d_L_1mM_08
450,dark1_90,0.088555183,1.0 mM,2017-08-21_3d_L_1mM_08
480,dark1_120,0.047204794,1.0 mM,2017-08-21_3d_L_1mM_08
510,top488_30,0.188670524,1.0 mM,2017-08-21_3d_L_1mM_08
540,top488_60,0.251667953,1.0 mM,2017-08-21_3d_L_1mM_08
570,top488_90,0.454213148,1.0 mM,2017-08-21_3d_L_1mM_08
600,top488_120,0.468284606,1.0 mM,2017-08-21_3d_L_1mM_08
630,dark2_30,0.296391104,1.0 mM,2017-08-21_3d_L_1mM_08
660,dark2_60,0.112949039,1.0 mM,2017-08-21_3d_L_1mM_08
690,dark2_90,0.128684917,1.0 mM,2017-08-21_3d_L_1mM_08
720,dark2_120,0.081197434,1.0 mM,2017-08-21_3d_L_1mM_08
750,top395_30,0.133857815,1.0 mM,2017-08-21_3d_L_1mM_08
780,top395_60,0.112621563,1.0 mM,2017-08-21_3d_L_1mM_08
810,top395_90,-0.052112709,1.0 mM,2017-08-21_3d_L_1mM_08
840,top395_120,-0.069811519,1.0 mM,2017-08-21_3d_L_1mM_08
