time,condition,displacement,L-NAME,batch
270,sideUV_30,0.017281225,0.1 mM,2017-08-04_3d_L_0.1mM_04
300,sideUV_60,-0.154254649,0.1 mM,2017-08-04_3d_L_0.1mM_04
330,sideUV_90,-0.198946427,0.1 mM,2017-08-04_3d_L_0.1mM_04
360,sideUV_120,-0.1872741,0.1 mM,2017-08-04_3d_L_0.1mM_04
390,dark1_30,-0.277149846,0.1 mM,2017-08-04_3d_L_0.1mM_04
420,dark1_60,-0.331289495,0.1 mM,2017-08-04_3d_L_0.1mM_04
450,dark1_90,-0.220891898,0.1 mM,2017-08-04_3d_L_0.1mM_04
480,dark1_120,-0.106849706,0.1 mM,2017-08-04_3d_L_0.1mM_04
510,top488_30,0.347567483,0.1 mM,2017-08-04_3d_L_0.1mM_04
540,top488_60,0.362718721,0.1 mM,2017-08-04_3d_L_0.1mM_04
570,top488_90,0.374596359,0.1 mM,2017-08-04_3d_L_0.1mM_04
600,top488_120,0.389093847,0.1 mM,2017-08-04_3d_L_0.1mM_04
630,dark2_30,-0.019328391,0.1 mM,2017-08-04_3d_L_0.1mM_04
660,dark2_60,-0.12103169,0.1 mM,2017-08-04_3d_L_0.1mM_04
690,dark2_90,0.004718383,0.1 mM,2017-08-04_3d_L_0.1mM_04
720,dark2_120,0.098277804,0.1 mM,2017-08-04_3d_L_0.1mM_04
750,top395_30,0.395399382,0.1 mM,2017-08-04_3d_L_0.1mM_04
780,top395_60,0.228726441,0.1 mM,2017-08-04_3d_L_0.1mM_04
810,top395_90,0.058677772,0.1 mM,2017-08-04_3d_L_0.1mM_04
840,top395_120,-0.01636827,0.1 mM,2017-08-04_3d_L_0.1mM_04
180,dark_180,0.116546237,0.1 mM,2017-08-06_3d_L_0.1mM_01
210,dark_210,0.079881227,0.1 mM,2017-08-06_3d_L_0.1mM_01
240,dark_240,0.018087968,0.1 mM,2017-08-06_3d_L_0.1mM_01
270,sideUV_30,-0.084221647,0.1 mM,2017-08-06_3d_L_0.1mM_01
300,sideUV_60,-0.14028242,0.1 mM,2017-08-06_3d_L_0.1mM_01
330,sideUV_90,-0.150849747,0.1 mM,2017-08-06_3d_L_0.1mM_01
360,sideUV_120,-0.107782979,0.1 mM,2017-08-06_3d_L_0.1mM_01
390,dark1_30,-0.054527754,0.1 mM,2017-08-06_3d_L_0.1mM_01
420,dark1_60,4.91e-5,0.1 mM,2017-08-06_3d_L_0.1mM_01
450,dark1_90,0.032320429,0.1 mM,2017-08-06_3d_L_0.1mM_01
480,dark1_120,0.020189021,0.1 mM,2017-08-06_3d_L_0.1mM_01
510,top488_30,-0.043264063,0.1 mM,2017-08-06_3d_L_0.1mM_01
540,top488_60,0.130962528,0.1 mM,2017-08-06_3d_L_0.1mM_01
570,top488_90,0.148318575,0.1 mM,2017-08-06_3d_L_0.1mM_01
600,top488_120,0.1853429,0.1 mM,2017-08-06_3d_L_0.1mM_01
630,dark2_30,0.119055163,0.1 mM,2017-08-06_3d_L_0.1mM_01
660,dark2_60,0.151847155,0.1 mM,2017-08-06_3d_L_0.1mM_01
690,dark2_90,0.143036809,0.1 mM,2017-08-06_3d_L_0.1mM_01
720,dark2_120,0.143714081,0.1 mM,2017-08-06_3d_L_0.1mM_01
750,top395_30,0.064634636,0.1 mM,2017-08-06_3d_L_0.1mM_01
780,top395_60,-0.221678299,0.1 mM,2017-08-06_3d_L_0.1mM_01
810,top395_90,-0.259495662,0.1 mM,2017-08-06_3d_L_0.1mM_01
840,top395_120,-0.221396467,0.1 mM,2017-08-06_3d_L_0.1mM_01
180,dark_180,0.091897298,0.1 mM,2017-08-07_3d_L_0.1mM_01
210,dark_210,0.079924177,0.1 mM,2017-08-07_3d_L_0.1mM_01
240,dark_240,0.038789512,0.1 mM,2017-08-07_3d_L_0.1mM_01
270,sideUV_30,0.031239511,0.1 mM,2017-08-07_3d_L_0.1mM_01
300,sideUV_60,-0.004410836,0.1 mM,2017-08-07_3d_L_0.1mM_01
330,sideUV_90,-0.09632774,0.1 mM,2017-08-07_3d_L_0.1mM_01
360,sideUV_120,-0.124596465,0.1 mM,2017-08-07_3d_L_0.1mM_01
390,dark1_30,0.059654274,0.1 mM,2017-08-07_3d_L_0.1mM_01
420,dark1_60,-0.110525227,0.1 mM,2017-08-07_3d_L_0.1mM_01
450,dark1_90,-0.138928193,0.1 mM,2017-08-07_3d_L_0.1mM_01
480,dark1_120,-0.084715772,0.1 mM,2017-08-07_3d_L_0.1mM_01
510,top488_30,0.13373425,0.1 mM,2017-08-07_3d_L_0.1mM_01
540,top488_60,0.31505368500000003,0.1 mM,2017-08-07_3d_L_0.1mM_01
570,top488_90,0.33962797,0.1 mM,2017-08-07_3d_L_0.1mM_01
600,top488_120,0.364299096,0.1 mM,2017-08-07_3d_L_0.1mM_01
630,dark2_30,0.218226686,0.1 mM,2017-08-07_3d_L_0.1mM_01
660,dark2_60,0.026477072,0.1 mM,2017-08-07_3d_L_0.1mM_01
690,dark2_90,0.015430121,0.1 mM,2017-08-07_3d_L_0.1mM_01
720,dark2_120,0.090316674,0.1 mM,2017-08-07_3d_L_0.1mM_01
750,top395_30,0.082283679,0.1 mM,2017-08-07_3d_L_0.1mM_01
780,top395_60,-0.263042685,0.1 mM,2017-08-07_3d_L_0.1mM_01
810,top395_90,-0.419244821,0.1 mM,2017-08-07_3d_L_0.1mM_01
840,top395_120,-0.337274684,0.1 mM,2017-08-07_3d_L_0.1mM_01
180,dark_180,0.056676753,0.1 mM,2017-08-08_3d_L_0.1mM_01
210,dark_210,0.08914002,0.1 mM,2017-08-08_3d_L_0.1mM_01
240,dark_240,0.118788553,0.1 mM,2017-08-08_3d_L_0.1mM_01
270,sideUV_30,0.079737531,0.1 mM,2017-08-08_3d_L_0.1mM_01
300,sideUV_60,0.060329992,0.1 mM,2017-08-08_3d_L_0.1mM_01
330,sideUV_90,0.046292277,0.1 mM,2017-08-08_3d_L_0.1mM_01
360,sideUV_120,0.015976032,0.1 mM,2017-08-08_3d_L_0.1mM_01
390,dark1_30,-0.142178297,0.1 mM,2017-08-08_3d_L_0.1mM_01
420,dark1_60,-0.133990595,0.1 mM,2017-08-08_3d_L_0.1mM_01
450,dark1_90,0.00909418,0.1 mM,2017-08-08_3d_L_0.1mM_01
480,dark1_120,0.042769247,0.1 mM,2017-08-08_3d_L_0.1mM_01
510,top488_30,0.296503294,0.1 mM,2017-08-08_3d_L_0.1mM_01
540,top488_60,0.468361487,0.1 mM,2017-08-08_3d_L_0.1mM_01
570,top488_90,0.514860286,0.1 mM,2017-08-08_3d_L_0.1mM_01
600,top488_120,0.530371564,0.1 mM,2017-08-08_3d_L_0.1mM_01
630,dark2_30,0.163250608,0.1 mM,2017-08-08_3d_L_0.1mM_01
660,dark2_60,0.002130641,0.1 mM,2017-08-08_3d_L_0.1mM_01
690,dark2_90,0.077826209,0.1 mM,2017-08-08_3d_L_0.1mM_01
720,dark2_120,0.120745782,0.1 mM,2017-08-08_3d_L_0.1mM_01
750,top395_30,0.226444183,0.1 mM,2017-08-08_3d_L_0.1mM_01
780,top395_60,0.162023179,0.1 mM,2017-08-08_3d_L_0.1mM_01
810,top395_90,-0.027877161,0.1 mM,2017-08-08_3d_L_0.1mM_01
840,top395_120,-0.089689291,0.1 mM,2017-08-08_3d_L_0.1mM_01
180,dark_180,-0.087660285,0.1 mM,2017-08-08_3d_L_0.1mM_04
210,dark_210,-0.044432493000000003,0.1 mM,2017-08-08_3d_L_0.1mM_04
240,dark_240,-0.010400975,0.1 mM,2017-08-08_3d_L_0.1mM_04
270,sideUV_30,-0.080919651,0.1 mM,2017-08-08_3d_L_0.1mM_04
300,sideUV_60,-0.076158797,0.1 mM,2017-08-08_3d_L_0.1mM_04
330,sideUV_90,-0.092457807,0.1 mM,2017-08-08_3d_L_0.1mM_04
360,sideUV_120,-0.066690693,0.1 mM,2017-08-08_3d_L_0.1mM_04
390,dark1_30,-0.197651307,0.1 mM,2017-08-08_3d_L_0.1mM_04
420,dark1_60,-0.06662094,0.1 mM,2017-08-08_3d_L_0.1mM_04
450,dark1_90,0.121281318,0.1 mM,2017-08-08_3d_L_0.1mM_04
480,dark1_120,0.121104492,0.1 mM,2017-08-08_3d_L_0.1mM_04
510,top488_30,0.288161593,0.1 mM,2017-08-08_3d_L_0.1mM_04
540,top488_60,0.446684121,0.1 mM,2017-08-08_3d_L_0.1mM_04
570,top488_90,0.490765646,0.1 mM,2017-08-08_3d_L_0.1mM_04
600,top488_120,0.489252746,0.1 mM,2017-08-08_3d_L_0.1mM_04
630,dark2_30,0.006893275,0.1 mM,2017-08-08_3d_L_0.1mM_04
660,dark2_60,-0.066975942,0.1 mM,2017-08-08_3d_L_0.1mM_04
690,dark2_90,0.089565911,0.1 mM,2017-08-08_3d_L_0.1mM_04
720,dark2_120,0.141165656,0.1 mM,2017-08-08_3d_L_0.1mM_04
750,top395_30,0.31517142,0.1 mM,2017-08-08_3d_L_0.1mM_04
780,top395_60,0.235232025,0.1 mM,2017-08-08_3d_L_0.1mM_04
810,top395_90,0.155384321,0.1 mM,2017-08-08_3d_L_0.1mM_04
840,top395_120,0.057269172,0.1 mM,2017-08-08_3d_L_0.1mM_04
180,dark_180,-0.196110437,0.1 mM,2017-08-09_3d_L_0.1mM_05
210,dark_210,-0.213722276,0.1 mM,2017-08-09_3d_L_0.1mM_05
240,dark_240,-0.22288636,0.1 mM,2017-08-09_3d_L_0.1mM_05
270,sideUV_30,-0.197971555,0.1 mM,2017-08-09_3d_L_0.1mM_05
300,sideUV_60,-0.213631611,0.1 mM,2017-08-09_3d_L_0.1mM_05
330,sideUV_90,-0.190641633,0.1 mM,2017-08-09_3d_L_0.1mM_05
360,sideUV_120,-0.199126124,0.1 mM,2017-08-09_3d_L_0.1mM_05
390,dark1_30,-0.232462163,0.1 mM,2017-08-09_3d_L_0.1mM_05
420,dark1_60,-0.174093759,0.1 mM,2017-08-09_3d_L_0.1mM_05
450,dark1_90,-0.205881698,0.1 mM,2017-08-09_3d_L_0.1mM_05
480,dark1_120,-0.119843852,0.1 mM,2017-08-09_3d_L_0.1mM_05
510,top488_30,-0.010451791,0.1 mM,2017-08-09_3d_L_0.1mM_05
540,top488_60,0.142792534,0.1 mM,2017-08-09_3d_L_0.1mM_05
570,top488_90,0.222532666,0.1 mM,2017-08-09_3d_L_0.1mM_05
600,top488_120,0.230949593,0.1 mM,2017-08-09_3d_L_0.1mM_05
630,dark2_30,-0.308995848,0.1 mM,2017-08-09_3d_L_0.1mM_05
660,dark2_60,-0.251470733,0.1 mM,2017-08-09_3d_L_0.1mM_05
690,dark2_90,-0.092268085,0.1 mM,2017-08-09_3d_L_0.1mM_05
720,dark2_120,0.026277539,0.1 mM,2017-08-09_3d_L_0.1mM_05
750,top395_30,0.142512374,0.1 mM,2017-08-09_3d_L_0.1mM_05
780,top395_60,0.204486304,0.1 mM,2017-08-09_3d_L_0.1mM_05
810,top395_90,0.179551734,0.1 mM,2017-08-09_3d_L_0.1mM_05
840,top395_120,0.113513152,0.1 mM,2017-08-09_3d_L_0.1mM_05
180,dark_180,0.293050752,0.1 mM,2017-08-15_3d_L_0.1mM_01
210,dark_210,0.245703996,0.1 mM,2017-08-15_3d_L_0.1mM_01
240,dark_240,0.193068742,0.1 mM,2017-08-15_3d_L_0.1mM_01
270,sideUV_30,0.058776027,0.1 mM,2017-08-15_3d_L_0.1mM_01
300,sideUV_60,-0.042855433,0.1 mM,2017-08-15_3d_L_0.1mM_01
330,sideUV_90,-0.139690005,0.1 mM,2017-08-15_3d_L_0.1mM_01
360,sideUV_120,-0.223643694,0.1 mM,2017-08-15_3d_L_0.1mM_01
390,dark1_30,-0.260529328,0.1 mM,2017-08-15_3d_L_0.1mM_01
420,dark1_60,-0.092869953,0.1 mM,2017-08-15_3d_L_0.1mM_01
450,dark1_90,-6.38211e-4,0.1 mM,2017-08-15_3d_L_0.1mM_01
480,dark1_120,0.043830406,0.1 mM,2017-08-15_3d_L_0.1mM_01
510,top488_30,0.264657889,0.1 mM,2017-08-15_3d_L_0.1mM_01
540,top488_60,0.390433366,0.1 mM,2017-08-15_3d_L_0.1mM_01
570,top488_90,0.41180662,0.1 mM,2017-08-15_3d_L_0.1mM_01
600,top488_120,0.38111805,0.1 mM,2017-08-15_3d_L_0.1mM_01
630,dark2_30,-0.009907435,0.1 mM,2017-08-15_3d_L_0.1mM_01
660,dark2_60,-0.026312089,0.1 mM,2017-08-15_3d_L_0.1mM_01
690,dark2_90,0.101013716,0.1 mM,2017-08-15_3d_L_0.1mM_01
720,dark2_120,0.112193293,0.1 mM,2017-08-15_3d_L_0.1mM_01
750,top395_30,0.2028619,0.1 mM,2017-08-15_3d_L_0.1mM_01
780,top395_60,-0.008954933,0.1 mM,2017-08-15_3d_L_0.1mM_01
810,top395_90,-0.100101075,0.1 mM,2017-08-15_3d_L_0.1mM_01
840,top395_120,-0.126873648,0.1 mM,2017-08-15_3d_L_0.1mM_01
180,dark_180,-0.042349574,0.1 mM,2017-08-15_3d_L_0.1mM_04
210,dark_210,-0.039537209,0.1 mM,2017-08-15_3d_L_0.1mM_04
240,dark_240,0.007927369,0.1 mM,2017-08-15_3d_L_0.1mM_04
270,sideUV_30,0.068247066,0.1 mM,2017-08-15_3d_L_0.1mM_04
300,sideUV_60,-0.018239441,0.1 mM,2017-08-15_3d_L_0.1mM_04
330,sideUV_90,-0.044791975,0.1 mM,2017-08-15_3d_L_0.1mM_04
360,sideUV_120,-0.068644843,0.1 mM,2017-08-15_3d_L_0.1mM_04
390,dark1_30,-0.004382485,0.1 mM,2017-08-15_3d_L_0.1mM_04
420,dark1_60,-0.054115015,0.1 mM,2017-08-15_3d_L_0.1mM_04
450,dark1_90,-0.099657434,0.1 mM,2017-08-15_3d_L_0.1mM_04
480,dark1_120,-0.05839086,0.1 mM,2017-08-15_3d_L_0.1mM_04
510,top488_30,0.262282435,0.1 mM,2017-08-15_3d_L_0.1mM_04
540,top488_60,0.434002623,0.1 mM,2017-08-15_3d_L_0.1mM_04
570,top488_90,0.471987904,0.1 mM,2017-08-15_3d_L_0.1mM_04
600,top488_120,0.514730056,0.1 mM,2017-08-15_3d_L_0.1mM_04
630,dark2_30,0.005619244,0.1 mM,2017-08-15_3d_L_0.1mM_04
660,dark2_60,-0.12634866,0.1 mM,2017-08-15_3d_L_0.1mM_04
690,dark2_90,-0.082622753,0.1 mM,2017-08-15_3d_L_0.1mM_04
720,dark2_120,0.00932554,0.1 mM,2017-08-15_3d_L_0.1mM_04
750,top395_30,0.266900334,0.1 mM,2017-08-15_3d_L_0.1mM_04
780,top395_60,0.148229425,0.1 mM,2017-08-15_3d_L_0.1mM_04
810,top395_90,0.026788384,0.1 mM,2017-08-15_3d_L_0.1mM_04
840,top395_120,-0.019147839,0.1 mM,2017-08-15_3d_L_0.1mM_04
180,dark_180,0.017751349,0.1 mM,2017-08-15_3d_L_0.1mM_07
210,dark_210,0.041238325,0.1 mM,2017-08-15_3d_L_0.1mM_07
240,dark_240,0.041636938,0.1 mM,2017-08-15_3d_L_0.1mM_07
270,sideUV_30,-0.081462543,0.1 mM,2017-08-15_3d_L_0.1mM_07
300,sideUV_60,-0.054382484,0.1 mM,2017-08-15_3d_L_0.1mM_07
330,sideUV_90,-0.097253588,0.1 mM,2017-08-15_3d_L_0.1mM_07
360,sideUV_120,-0.053946774,0.1 mM,2017-08-15_3d_L_0.1mM_07
390,dark1_30,-0.211415649,0.1 mM,2017-08-15_3d_L_0.1mM_07
420,dark1_60,-0.27556541,0.1 mM,2017-08-15_3d_L_0.1mM_07
450,dark1_90,-0.156240281,0.1 mM,2017-08-15_3d_L_0.1mM_07
480,dark1_120,-0.071710045,0.1 mM,2017-08-15_3d_L_0.1mM_07
510,top488_30,0.258036713,0.1 mM,2017-08-15_3d_L_0.1mM_07
540,top488_60,0.352394269,0.1 mM,2017-08-15_3d_L_0.1mM_07
570,top488_90,0.345792209,0.1 mM,2017-08-15_3d_L_0.1mM_07
600,top488_120,0.39526902,0.1 mM,2017-08-15_3d_L_0.1mM_07
630,dark2_30,-0.16008621,0.1 mM,2017-08-15_3d_L_0.1mM_07
660,dark2_60,-0.312290497,0.1 mM,2017-08-15_3d_L_0.1mM_07
690,dark2_90,-0.070110229,0.1 mM,2017-08-15_3d_L_0.1mM_07
720,dark2_120,0.085103329,0.1 mM,2017-08-15_3d_L_0.1mM_07
750,top395_30,0.291016915,0.1 mM,2017-08-15_3d_L_0.1mM_07
780,top395_60,0.108859588,0.1 mM,2017-08-15_3d_L_0.1mM_07
810,top395_90,-0.048986622,0.1 mM,2017-08-15_3d_L_0.1mM_07
840,top395_120,-0.160720396,0.1 mM,2017-08-15_3d_L_0.1mM_07
180,dark_180,0.052637359,0.1 mM,2017-08-16_3d_L_0.1mM_01
210,dark_210,0.022216976,0.1 mM,2017-08-16_3d_L_0.1mM_01
240,dark_240,0.013481958,0.1 mM,2017-08-16_3d_L_0.1mM_01
270,sideUV_30,-0.008264166,0.1 mM,2017-08-16_3d_L_0.1mM_01
300,sideUV_60,-0.137513243,0.1 mM,2017-08-16_3d_L_0.1mM_01
330,sideUV_90,-0.210306142,0.1 mM,2017-08-16_3d_L_0.1mM_01
360,sideUV_120,-0.15627477,0.1 mM,2017-08-16_3d_L_0.1mM_01
390,dark1_30,-0.196079683,0.1 mM,2017-08-16_3d_L_0.1mM_01
420,dark1_60,-0.16076675,0.1 mM,2017-08-16_3d_L_0.1mM_01
450,dark1_90,-0.055968013,0.1 mM,2017-08-16_3d_L_0.1mM_01
480,dark1_120,-0.013121086,0.1 mM,2017-08-16_3d_L_0.1mM_01
510,top488_30,0.178154847,0.1 mM,2017-08-16_3d_L_0.1mM_01
540,top488_60,0.248457685,0.1 mM,2017-08-16_3d_L_0.1mM_01
570,top488_90,0.274890249,0.1 mM,2017-08-16_3d_L_0.1mM_01
600,top488_120,0.311718992,0.1 mM,2017-08-16_3d_L_0.1mM_01
630,dark2_30,-0.055785006,0.1 mM,2017-08-16_3d_L_0.1mM_01
660,dark2_60,-0.190452049,0.1 mM,2017-08-16_3d_L_0.1mM_01
690,dark2_90,-0.093983648,0.1 mM,2017-08-16_3d_L_0.1mM_01
720,dark2_120,0.045529225,0.1 mM,2017-08-16_3d_L_0.1mM_01
750,top395_30,0.22160392,0.1 mM,2017-08-16_3d_L_0.1mM_01
780,top395_60,0.074976818,0.1 mM,2017-08-16_3d_L_0.1mM_01
810,top395_90,-0.051621949,0.1 mM,2017-08-16_3d_L_0.1mM_01
840,top395_120,-0.159058057,0.1 mM,2017-08-16_3d_L_0.1mM_01
180,dark_180,0.075295145,0.1 mM,2017-08-17_3d_L_0.1mM_01
210,dark_210,-0.012676389,0.1 mM,2017-08-17_3d_L_0.1mM_01
240,dark_240,-0.020708402,0.1 mM,2017-08-17_3d_L_0.1mM_01
270,sideUV_30,-0.224244556,0.1 mM,2017-08-17_3d_L_0.1mM_01
300,sideUV_60,-0.209716382,0.1 mM,2017-08-17_3d_L_0.1mM_01
330,sideUV_90,-0.158260426,0.1 mM,2017-08-17_3d_L_0.1mM_01
360,sideUV_120,-0.068708383,0.1 mM,2017-08-17_3d_L_0.1mM_01
390,dark1_30,0.011583424,0.1 mM,2017-08-17_3d_L_0.1mM_01
420,dark1_60,0.085512213,0.1 mM,2017-08-17_3d_L_0.1mM_01
450,dark1_90,0.056306432,0.1 mM,2017-08-17_3d_L_0.1mM_01
480,dark1_120,0.109757136,0.1 mM,2017-08-17_3d_L_0.1mM_01
510,top488_30,0.070228743,0.1 mM,2017-08-17_3d_L_0.1mM_01
540,top488_60,0.371334154,0.1 mM,2017-08-17_3d_L_0.1mM_01
570,top488_90,0.457347518,0.1 mM,2017-08-17_3d_L_0.1mM_01
600,top488_120,0.474064231,0.1 mM,2017-08-17_3d_L_0.1mM_01
630,dark2_30,0.373082648,0.1 mM,2017-08-17_3d_L_0.1mM_01
660,dark2_60,0.307164993,0.1 mM,2017-08-17_3d_L_0.1mM_01
690,dark2_90,0.330950547,0.1 mM,2017-08-17_3d_L_0.1mM_01
720,dark2_120,0.282703898,0.1 mM,2017-08-17_3d_L_0.1mM_01
750,top395_30,0.286323061,0.1 mM,2017-08-17_3d_L_0.1mM_01
780,top395_60,-0.030563611,0.1 mM,2017-08-17_3d_L_0.1mM_01
810,top395_90,-0.418472016,0.1 mM,2017-08-17_3d_L_0.1mM_01
840,top395_120,-0.560044036,0.1 mM,2017-08-17_3d_L_0.1mM_01
180,dark_180,0.042529606,0.1 mM,2017-08-17_3d_L_0.1mM_04
210,dark_210,0.006251443,0.1 mM,2017-08-17_3d_L_0.1mM_04
240,dark_240,0.021474567,0.1 mM,2017-08-17_3d_L_0.1mM_04
270,sideUV_30,-0.073145296,0.1 mM,2017-08-17_3d_L_0.1mM_04
300,sideUV_60,-0.146276374,0.1 mM,2017-08-17_3d_L_0.1mM_04
330,sideUV_90,-0.175604893,0.1 mM,2017-08-17_3d_L_0.1mM_04
360,sideUV_120,-0.210889742,0.1 mM,2017-08-17_3d_L_0.1mM_04
390,dark1_30,-0.291911934,0.1 mM,2017-08-17_3d_L_0.1mM_04
420,dark1_60,-0.20234427,0.1 mM,2017-08-17_3d_L_0.1mM_04
450,dark1_90,-0.114291637,0.1 mM,2017-08-17_3d_L_0.1mM_04
480,dark1_120,-0.075498956,0.1 mM,2017-08-17_3d_L_0.1mM_04
510,top488_30,0.090197086,0.1 mM,2017-08-17_3d_L_0.1mM_04
540,top488_60,0.174038255,0.1 mM,2017-08-17_3d_L_0.1mM_04
570,top488_90,0.213521752,0.1 mM,2017-08-17_3d_L_0.1mM_04
600,top488_120,0.224787153,0.1 mM,2017-08-17_3d_L_0.1mM_04
630,dark2_30,0.003800582,0.1 mM,2017-08-17_3d_L_0.1mM_04
660,dark2_60,-0.080967836,0.1 mM,2017-08-17_3d_L_0.1mM_04
690,dark2_90,0.015234541,0.1 mM,2017-08-17_3d_L_0.1mM_04
720,dark2_120,0.073680369,0.1 mM,2017-08-17_3d_L_0.1mM_04
750,top395_30,0.148627639,0.1 mM,2017-08-17_3d_L_0.1mM_04
780,top395_60,0.013038997,0.1 mM,2017-08-17_3d_L_0.1mM_04
810,top395_90,-0.079708659,0.1 mM,2017-08-17_3d_L_0.1mM_04
840,top395_120,-0.117175269,0.1 mM,2017-08-17_3d_L_0.1mM_04
180,dark_180,0.062829133,0.1 mM,2017-08-21_3d_L_0.1mM_04
210,dark_210,0.097549961,0.1 mM,2017-08-21_3d_L_0.1mM_04
240,dark_240,0.125633361,0.1 mM,2017-08-21_3d_L_0.1mM_04
270,sideUV_30,-0.091718518,0.1 mM,2017-08-21_3d_L_0.1mM_04
300,sideUV_60,-0.004230352,0.1 mM,2017-08-21_3d_L_0.1mM_04
330,sideUV_90,0.018853628,0.1 mM,2017-08-21_3d_L_0.1mM_04
360,sideUV_120,0.115604254,0.1 mM,2017-08-21_3d_L_0.1mM_04
390,dark1_30,0.080611791,0.1 mM,2017-08-21_3d_L_0.1mM_04
420,dark1_60,0.139885082,0.1 mM,2017-08-21_3d_L_0.1mM_04
450,dark1_90,0.116769815,0.1 mM,2017-08-21_3d_L_0.1mM_04
480,dark1_120,0.129247773,0.1 mM,2017-08-21_3d_L_0.1mM_04
510,top488_30,0.286565524,0.1 mM,2017-08-21_3d_L_0.1mM_04
540,top488_60,0.370865551,0.1 mM,2017-08-21_3d_L_0.1mM_04
570,top488_90,0.383311242,0.1 mM,2017-08-21_3d_L_0.1mM_04
600,top488_120,0.40940472,0.1 mM,2017-08-21_3d_L_0.1mM_04
630,dark2_30,0.280728016,0.1 mM,2017-08-21_3d_L_0.1mM_04
660,dark2_60,0.183183191,0.1 mM,2017-08-21_3d_L_0.1mM_04
690,dark2_90,0.211630295,0.1 mM,2017-08-21_3d_L_0.1mM_04
720,dark2_120,0.210202621,0.1 mM,2017-08-21_3d_L_0.1mM_04
750,top395_30,0.219211353,0.1 mM,2017-08-21_3d_L_0.1mM_04
780,top395_60,-0.02599634,0.1 mM,2017-08-21_3d_L_0.1mM_04
810,top395_90,-0.009333318,0.1 mM,2017-08-21_3d_L_0.1mM_04
840,top395_120,0.053047984,0.1 mM,2017-08-21_3d_L_0.1mM_04
180,dark_180,-0.012684593,0.1 mM,2017-08-21_3d_L_0.1mM_07
210,dark_210,-0.00296559,0.1 mM,2017-08-21_3d_L_0.1mM_07
240,dark_240,-0.043943774,0.1 mM,2017-08-21_3d_L_0.1mM_07
270,sideUV_30,-0.37122699,0.1 mM,2017-08-21_3d_L_0.1mM_07
300,sideUV_60,-0.262656095,0.1 mM,2017-08-21_3d_L_0.1mM_07
330,sideUV_90,-0.189187105,0.1 mM,2017-08-21_3d_L_0.1mM_07
360,sideUV_120,-0.107740909,0.1 mM,2017-08-21_3d_L_0.1mM_07
390,dark1_30,0.296458005,0.1 mM,2017-08-21_3d_L_0.1mM_07
420,dark1_60,0.266329088,0.1 mM,2017-08-21_3d_L_0.1mM_07
450,dark1_90,0.160276623,0.1 mM,2017-08-21_3d_L_0.1mM_07
480,dark1_120,0.045704786,0.1 mM,2017-08-21_3d_L_0.1mM_07
510,top488_30,0.147633188,0.1 mM,2017-08-21_3d_L_0.1mM_07
540,top488_60,0.326143955,0.1 mM,2017-08-21_3d_L_0.1mM_07
570,top488_90,0.40917329,0.1 mM,2017-08-21_3d_L_0.1mM_07
600,top488_120,0.42147235,0.1 mM,2017-08-21_3d_L_0.1mM_07
630,dark2_30,0.233775855,0.1 mM,2017-08-21_3d_L_0.1mM_07
660,dark2_60,0.172049869,0.1 mM,2017-08-21_3d_L_0.1mM_07
690,dark2_90,0.097128509,0.1 mM,2017-08-21_3d_L_0.1mM_07
720,dark2_120,0.123305056,0.1 mM,2017-08-21_3d_L_0.1mM_07
750,top395_30,0.048257281,0.1 mM,2017-08-21_3d_L_0.1mM_07
780,top395_60,-0.23631582,0.1 mM,2017-08-21_3d_L_0.1mM_07
810,top395_90,-0.357788482,0.1 mM,2017-08-21_3d_L_0.1mM_07
840,top395_120,-0.20766483,0.1 mM,2017-08-21_3d_L_0.1mM_07
180,dark_180,0.219356614,1.0 mM,2017-08-04_3d_L_1mM_02
210,dark_210,0.122713306,1.0 mM,2017-08-04_3d_L_1mM_02
240,dark_240,0.144698114,1.0 mM,2017-08-04_3d_L_1mM_02
270,sideUV_30,0.069586394,1.0 mM,2017-08-04_3d_L_1mM_02
300,sideUV_60,0.025982823,1.0 mM,2017-08-04_3d_L_1mM_02
330,sideUV_90,-0.037322537,1.0 mM,2017-08-04_3d_L_1mM_02
360,sideUV_120,-0.064131096,1.0 mM,2017-08-04_3d_L_1mM_02
390,dark1_30,0.027077712,1.0 mM,2017-08-04_3d_L_1mM_02
420,dark1_60,0.030730242,1.0 mM,2017-08-04_3d_L_1mM_02
450,dark1_90,0.021495266,1.0 mM,2017-08-04_3d_L_1mM_02
480,dark1_120,0.046354275,1.0 mM,2017-08-04_3d_L_1mM_02
510,top488_30,-0.034974283,1.0 mM,2017-08-04_3d_L_1mM_02
540,top488_60,0.156230773,1.0 mM,2017-08-04_3d_L_1mM_02
570,top488_90,0.208172303,1.0 mM,2017-08-04_3d_L_1mM_02
600,top488_120,0.214629445,1.0 mM,2017-08-04_3d_L_1mM_02
630,dark2_30,0.14596733,1.0 mM,2017-08-04_3d_L_1mM_02
660,dark2_60,-0.030021291,1.0 mM,2017-08-04_3d_L_1mM_02
690,dark2_90,0.045726592,1.0 mM,2017-08-04_3d_L_1mM_02
720,dark2_120,0.109724779,1.0 mM,2017-08-04_3d_L_1mM_02
750,top395_30,-0.002899492,1.0 mM,2017-08-04_3d_L_1mM_02
780,top395_60,-0.026357044,1.0 mM,2017-08-04_3d_L_1mM_02
