frame,stimuli,sample,intensity
69,cPRC,larva_10,1.31785922
69,cPRC,larva_11,1.095815475
70,cPRC,larva_1,1.229683047
70,cPRC,larva_2,1.040339325
70,cPRC,larva_3,1.031342847
70,cPRC,larva_4,1.178780325
70,cPRC,larva_5,1.064434507
70,cPRC,larva_6,1.091478355
70,cPRC,larva_7,1.017833479
70,cPRC,larva_8,1.140206163
70,cPRC,larva_9,1.040858766
70,cPRC,larva_10,1.328679465
70,cPRC,larva_11,1.069732687
71,cPRC,larva_1,1.157889589
71,cPRC,larva_2,1.126772261
71,cPRC,larva_3,1.030660952
71,cPRC,larva_4,1.197454856
71,cPRC,larva_5,1.082798517
71,cPRC,larva_6,1.142319063
71,cPRC,larva_7,1.078994249
71,cPRC,larva_8,1.076270492
71,cPRC,larva_9,1.050325406
71,cPRC,larva_10,1.32390925
71,cPRC,larva_11,1.121870065
72,cPRC,larva_1,1.204349933
72,cPRC,larva_2,1.193272824
72,cPRC,larva_3,1.03207345
72,cPRC,larva_4,1.170036251
72,cPRC,larva_5,1.128228252
72,cPRC,larva_6,1.067136963
72,cPRC,larva_7,1.065930116
72,cPRC,larva_8,1.1137666
72,cPRC,larva_9,1.075693307
72,cPRC,larva_10,1.25823153
72,cPRC,larva_11,1.078868712
73,cPRC,larva_1,1.171778787
73,cPRC,larva_2,1.132763837
73,cPRC,larva_3,1.033778189
73,cPRC,larva_4,1.195038152
73,cPRC,larva_5,1.131279502
73,cPRC,larva_6,1.078358172
73,cPRC,larva_7,1.006453932
73,cPRC,larva_8,1.053075784
73,cPRC,larva_9,1.052178307
73,cPRC,larva_10,1.314252472
73,cPRC,larva_11,1.055831266
74,cPRC,larva_1,1.128790742
74,cPRC,larva_2,1.244349528
74,cPRC,larva_3,1.030807072
74,cPRC,larva_4,1.189677463
74,cPRC,larva_5,1.05036485
74,cPRC,larva_6,1.184614389
74,cPRC,larva_7,1.027872234
74,cPRC,larva_8,1.132274294
74,cPRC,larva_9,1.096041529
74,cPRC,larva_10,1.262536358
74,cPRC,larva_11,1.101511392
75,cPRC,larva_1,1.076168289
75,cPRC,larva_2,1.01589844
75,cPRC,larva_3,1.030003409
75,cPRC,larva_4,1.183086452
75,cPRC,larva_5,1.152525249
75,cPRC,larva_6,1.123027215
75,cPRC,larva_7,1.077894112
75,cPRC,larva_8,1.056741269
75,cPRC,larva_9,1.08691178
75,cPRC,larva_10,1.277545084
75,cPRC,larva_11,1.101849763
76,cPRC,larva_1,1.213642002
76,cPRC,larva_2,1.026220561
76,cPRC,larva_3,1.029662462
76,cPRC,larva_4,1.178648505
76,cPRC,larva_5,1.066694693
76,cPRC,larva_6,1.082760339
76,cPRC,larva_7,1.060016877
76,cPRC,larva_8,1.12049667
76,cPRC,larva_9,1.067035205
76,cPRC,larva_10,1.310762071
76,cPRC,larva_11,1.071988495
77,cPRC,larva_1,1.11147815
77,cPRC,larva_2,1.186035475
77,cPRC,larva_3,1.032828406
77,cPRC,larva_4,1.168761988
77,cPRC,larva_5,1.067881291
77,cPRC,larva_6,1.114654467
77,cPRC,larva_7,1.073802975
77,cPRC,larva_8,1.080536876
77,cPRC,larva_9,1.060836409
77,cPRC,larva_10,1.242059337
77,cPRC,larva_11,1.089668396
78,cPRC,larva_1,1.105267136
78,cPRC,larva_2,1.08933974
78,cPRC,larva_3,1.032877113
78,cPRC,larva_4,1.20009126
78,cPRC,larva_5,1.094607988
78,cPRC,larva_6,1.118409256
78,cPRC,larva_7,1.044924366
78,cPRC,larva_8,1.082099214
78,cPRC,larva_9,1.064710656
78,cPRC,larva_10,1.280744619
78,cPRC,larva_11,1.061724566
79,cPRC,larva_1,1.170702863
79,cPRC,larva_2,1.074212493
79,cPRC,larva_3,1.033607715
79,cPRC,larva_4,1.221050675
79,cPRC,larva_5,1.021660491
79,cPRC,larva_6,1.100671115
79,cPRC,larva_7,1.044477435
79,cPRC,larva_8,1.087807756
79,cPRC,larva_9,1.066967827
79,cPRC,larva_10,1.26672484
79,cPRC,larva_11,1.096323032
80,cPRC,larva_1,1.223080788
80,cPRC,larva_2,1.112000949
80,cPRC,larva_3,1.0310019
80,cPRC,larva_4,1.229179588
80,cPRC,larva_5,1.050986402
80,cPRC,larva_6,1.078962391
80,cPRC,larva_7,1.081950869
80,cPRC,larva_8,1.104332483
80,cPRC,larva_9,1.090651272
80,cPRC,larva_10,1.244269924
80,cPRC,larva_11,1.059102188
81,cPRC,larva_1,1.170311618
81,cPRC,larva_2,1.098238121
81,cPRC,larva_3,1.034411378
81,cPRC,larva_4,1.183525853
81,cPRC,larva_5,1.075848446
81,cPRC,larva_6,1.090572027
81,cPRC,larva_7,1.06183898
81,cPRC,larva_8,1.127407011
81,cPRC,larva_9,1.059960492
81,cPRC,larva_10,1.316753927
81,cPRC,larva_11,1.018469434
82,cPRC,larva_1,1.30265024
82,cPRC,larva_2,1.116331494
82,cPRC,larva_3,1.032463105
82,cPRC,larva_4,1.193500249
82,cPRC,larva_5,1.101275536
82,cPRC,larva_6,1.053153611
82,cPRC,larva_7,1.030897612
82,cPRC,larva_8,1.02056714
82,cPRC,larva_9,1.071246344
82,cPRC,larva_10,1.287260035
82,cPRC,larva_11,1.03679788
83,cPRC,larva_1,1.284163914
83,cPRC,larva_2,1.042356291
83,cPRC,larva_3,1.030052116
83,cPRC,larva_4,1.176451501
83,cPRC,larva_5,1.100710489
83,cPRC,larva_6,1.107576474
83,cPRC,larva_7,1.066514564
83,cPRC,larva_8,1.070021141
83,cPRC,larva_9,1.087888765
83,cPRC,larva_10,1.331239092
83,cPRC,larva_11,1.064910896
84,cPRC,larva_1,1.103702156
84,cPRC,larva_2,1.115204366
84,cPRC,larva_3,1.030125177
84,cPRC,larva_4,1.182734932
84,cPRC,larva_5,1.152920782
84,cPRC,larva_6,1.038997624
84,cPRC,larva_7,1.067820978
84,cPRC,larva_8,1.118513703
84,cPRC,larva_9,1.078556881
84,cPRC,larva_10,1.306631763
84,cPRC,larva_11,1.02653395
85,cPRC,larva_1,1.127176856
85,cPRC,larva_2,1.073559945
85,cPRC,larva_3,1.028371731
85,cPRC,larva_4,1.195741193
85,cPRC,larva_5,1.081216387
85,cPRC,larva_6,1.098038446
85,cPRC,larva_7,1.039423678
85,cPRC,larva_8,1.125904763
85,cPRC,larva_9,1.08846148
85,cPRC,larva_10,1.290517743
85,cPRC,larva_11,1.02145838
86,cPRC,larva_1,1.153145743
86,cPRC,larva_2,1.178382868
86,cPRC,larva_3,1.035872583
86,cPRC,larva_4,1.172496895
86,cPRC,larva_5,1.056354343
86,cPRC,larva_6,1.097606861
86,cPRC,larva_7,1.016630204
86,cPRC,larva_8,1.08468308
86,cPRC,larva_9,1.058309725
86,cPRC,larva_10,1.246305992
86,cPRC,larva_11,1.028113016
87,cPRC,larva_1,1.067120748
87,cPRC,larva_2,1.158509818
87,cPRC,larva_3,1.035166334
87,cPRC,larva_4,1.143408567
87,cPRC,larva_5,1.08794044
87,cPRC,larva_6,1.060620031
87,cPRC,larva_7,1.031310164
87,cPRC,larva_8,1.025674782
87,cPRC,larva_9,1.036816073
87,cPRC,larva_10,1.280279232
87,cPRC,larva_11,1.065192872
88,cPRC,larva_1,1.095877256
88,cPRC,larva_2,1.101322893
88,cPRC,larva_3,1.032438751
88,cPRC,larva_4,1.220567334
88,cPRC,larva_5,1.055337259
88,cPRC,larva_6,1.131917865
88,cPRC,larva_7,1.05104388
88,cPRC,larva_8,1.07044177
88,cPRC,larva_9,1.037927813
88,cPRC,larva_10,1.322105876
88,cPRC,larva_11,1.091755019
89,cPRC,larva_1,1.200730917
89,cPRC,larva_2,1.10102628
89,cPRC,larva_3,1.031245434
89,cPRC,larva_4,1.224609821
89,cPRC,larva_5,1.096133613
89,cPRC,larva_6,1.094111023
89,cPRC,larva_7,1.057404051
89,cPRC,larva_8,1.07044177
89,cPRC,larva_9,1.101802367
89,cPRC,larva_10,1.274985457
89,cPRC,larva_11,1.035810963
90,cPRC,larva_1,1.141310582
90,cPRC,larva_2,1.127365486
90,cPRC,larva_3,1.029370221
90,cPRC,larva_4,1.20022308
90,cPRC,larva_5,1.076300483
90,cPRC,larva_6,1.072013873
90,cPRC,larva_7,1.049806226
90,cPRC,larva_8,1.141768501
90,cPRC,larva_9,1.050055893
90,cPRC,larva_10,1.286852821
90,cPRC,larva_11,1.064657117
91,cPRC,larva_1,1.096366312
91,cPRC,larva_2,1.071602302
91,cPRC,larva_3,1.0292241
91,cPRC,larva_4,1.159095173
91,cPRC,larva_5,1.055563278
91,cPRC,larva_6,1.039472368
91,cPRC,larva_7,1.047537192
91,cPRC,larva_8,1.057462348
91,cPRC,larva_9,1.054974503
91,cPRC,larva_10,1.252065154
91,cPRC,larva_11,1.051263253
92,cPRC,larva_1,1.172707993
92,cPRC,larva_2,1.151865694
92,cPRC,larva_3,1.02615557
92,cPRC,larva_4,1.182383411
92,cPRC,larva_5,1.002222893
92,cPRC,larva_6,1.067956975
92,cPRC,larva_7,1.104331791
92,cPRC,larva_8,1.158533588
92,cPRC,larva_9,1.09526668
92,cPRC,larva_10,1.222862129
92,cPRC,larva_11,1.024616513
93,cPRC,larva_1,1.043792765
93,cPRC,larva_2,1.081805778
93,cPRC,larva_3,1.022283376
93,cPRC,larva_4,1.182251591
93,cPRC,larva_5,1.048104665
93,cPRC,larva_6,1.081422426
93,cPRC,larva_7,1.061976497
93,cPRC,larva_8,1.082640023
93,cPRC,larva_9,1.072054883
93,cPRC,larva_10,1.211751018
93,cPRC,larva_11,1.081039928
94,cPRC,larva_1,1.068147766
94,cPRC,larva_2,1.19107789
94,cPRC,larva_3,1.02615557
94,cPRC,larva_4,1.216173327
94,cPRC,larva_5,1.073701269
94,cPRC,larva_6,1.071884398
94,cPRC,larva_7,1.068714839
94,cPRC,larva_8,1.116891275
94,cPRC,larva_9,1.044631946
94,cPRC,larva_10,1.244444444
94,cPRC,larva_11,1.04528536
95,cPRC,larva_1,1.140919337
95,cPRC,larva_2,1.117043365
95,cPRC,larva_3,1.01860601
95,cPRC,larva_4,1.203079185
95,cPRC,larva_5,1.078899696
95,cPRC,larva_6,1.014785708
95,cPRC,larva_7,1.072840355
95,cPRC,larva_8,1.135999869
95,cPRC,larva_9,1.072459152
95,cPRC,larva_10,1.248225713
95,cPRC,larva_11,1.061160614
96,cPRC,larva_1,1.274774034
96,cPRC,larva_2,1.099721184
96,cPRC,larva_3,1.016974331
96,cPRC,larva_4,1.194335111
96,cPRC,larva_5,1.09828079
96,cPRC,larva_6,1.092341525
96,cPRC,larva_7,1.092711589
96,cPRC,larva_8,1.118153164
96,cPRC,larva_9,1.051605592
96,cPRC,larva_10,1.23327516
96,cPRC,larva_11,1.114595082
97,cPRC,larva_1,1.186597191
97,cPRC,larva_2,1.106958534
97,cPRC,larva_3,1.019848035
97,cPRC,larva_4,1.140113061
97,cPRC,larva_5,1.070254486
97,cPRC,larva_6,1.06752539
97,cPRC,larva_7,1.075006251
97,cPRC,larva_8,1.083962001
97,cPRC,larva_9,1.111740655
97,cPRC,larva_10,1.196509599
97,cPRC,larva_11,1.031383939
98,cPRC,larva_1,1.090839976
98,cPRC,larva_2,1.177374385
98,cPRC,larva_3,1.018313769
98,cPRC,larva_4,1.186821358
98,cPRC,larva_5,1.056354343
98,cPRC,larva_6,1.063986393
98,cPRC,larva_7,1.052419052
98,cPRC,larva_8,1.124402515
98,cPRC,larva_9,1.085631594
98,cPRC,larva_10,1.233042467
98,cPRC,larva_11,1.042521994
99,cPRC,larva_1,1.110744566
99,cPRC,larva_2,1.107255146
99,cPRC,larva_3,1.015659247
99,cPRC,larva_4,1.115989961
99,cPRC,larva_5,1.046296516
99,cPRC,larva_6,1.061396884
99,cPRC,larva_7,1.07847856
99,cPRC,larva_8,1.033186022
99,cPRC,larva_9,1.037826746
99,cPRC,larva_10,1.244269924
99,cPRC,larva_11,1.054083014
100,cPRC,larva_1,1.139745602
100,cPRC,larva_2,1.196001661
100,cPRC,larva_3,1.016097608
100,cPRC,larva_4,1.165554363
100,cPRC,larva_5,1.0401940139999999
100,cPRC,larva_6,1.053412562
100,cPRC,larva_7,1.076793974
100,cPRC,larva_8,1.062690171
100,cPRC,larva_9,1.057265363
100,cPRC,larva_10,1.244211751
100,cPRC,larva_11,1.019089781
101,cPRC,larva_1,1.128741836
101,cPRC,larva_2,1.117280655
101,cPRC,larva_3,1.010301495
101,cPRC,larva_4,1.143013106
101,cPRC,larva_5,1.011941692
101,cPRC,larva_6,1.05518206
101,cPRC,larva_7,1.056407051
101,cPRC,larva_8,1.0923145
101,cPRC,larva_9,1.059825735
101,cPRC,larva_10,1.151308901
101,cPRC,larva_11,1.005019174
102,cPRC,larva_1,1.174370785
102,cPRC,larva_2,1.054754701
102,cPRC,larva_3,1.010739857
102,cPRC,larva_4,1.057857245
102,cPRC,larva_5,1.011659169
102,cPRC,larva_6,1.050391467
102,cPRC,larva_7,1.061563945
102,cPRC,larva_8,1.092915399
102,cPRC,larva_9,1.04638378
102,cPRC,larva_10,1.268819081
102,cPRC,larva_11,1.022558087
103,cPRC,larva_1,1.149722349
103,cPRC,larva_2,1.047458029
103,cPRC,larva_3,1.014222395
103,cPRC,larva_4,1.090153199
103,cPRC,larva_5,1.036916745
103,cPRC,larva_6,1.039515526
103,cPRC,larva_7,1.096321415
103,cPRC,larva_8,1.137021397
103,cPRC,larva_9,1.032200665
103,cPRC,larva_10,1.204479348
103,cPRC,larva_11,1.011476427
104,cPRC,larva_1,1.090644354
104,cPRC,larva_2,1.110161951
104,cPRC,larva_3,1.012444596
104,cPRC,larva_4,1.122668852
104,cPRC,larva_5,1.029966674
104,cPRC,larva_6,1.035027043
104,cPRC,larva_7,1.086901488
104,cPRC,larva_8,1.078253459
104,cPRC,larva_9,1.03048252
104,cPRC,larva_10,1.148283886
104,cPRC,larva_11,0.985619219
105,cPRC,larva_1,1.085313641
105,cPRC,larva_2,1.144094441
105,cPRC,larva_3,1.012566363
105,cPRC,larva_4,1.129215923
105,cPRC,larva_5,1.07505738
105,cPRC,larva_6,1.073006519
105,cPRC,larva_7,1.105431929
105,cPRC,larva_8,1.059926035
105,cPRC,larva_9,1.028831754
105,cPRC,larva_10,1.163118092
105,cPRC,larva_11,1.049233025
106,cPRC,larva_1,1.087807828
106,cPRC,larva_2,1.156492852
106,cPRC,larva_3,1.016048902
106,cPRC,larva_4,1.115462681
106,cPRC,larva_5,1.014371391
106,cPRC,larva_6,1.067352756
106,cPRC,larva_7,1.071843355
106,cPRC,larva_8,1.144352367
106,cPRC,larva_9,1.021352771
106,cPRC,larva_10,1.191099476
106,cPRC,larva_11,1.005977893
107,cPRC,larva_1,1.024670665
107,cPRC,larva_2,1.088924482
107,cPRC,larva_3,1.010496323
107,cPRC,larva_4,1.144067668
107,cPRC,larva_5,1.016123035
107,cPRC,larva_6,1.008786677
107,cPRC,larva_7,1.061254532
107,cPRC,larva_8,1.060406754
107,cPRC,larva_9,1.025361775
107,cPRC,larva_10,1.169109948
107,cPRC,larva_11,0.992076472
108,cPRC,larva_1,1.00315219
108,cPRC,larva_2,1.030610429
108,cPRC,larva_3,1.011178218
108,cPRC,larva_4,1.097623011
108,cPRC,larva_5,0.985836546
108,cPRC,larva_6,1.033818605
108,cPRC,larva_7,1.10931679
108,cPRC,larva_8,1.089970993
108,cPRC,larva_9,1.067068894
108,cPRC,larva_10,1.148167539
108,cPRC,larva_11,1.008431085
109,cPRC,larva_1,0.977085491
109,cPRC,larva_2,1.078958296
109,cPRC,larva_3,1.012736837
109,cPRC,larva_4,1.128205302
109,cPRC,larva_5,1.018891763
109,cPRC,larva_6,1.00239922
109,cPRC,larva_7,1.096390174
109,cPRC,larva_8,1.105594371
109,cPRC,larva_9,1.051538214
109,cPRC,larva_10,1.150203607
109,cPRC,larva_11,0.9858448
110,cPRC,larva_1,1.056606039
110,cPRC,larva_2,1.131162128
110,cPRC,larva_3,1.01154352
110,cPRC,larva_4,1.089581978
110,cPRC,larva_5,1.112237437
110,cPRC,larva_6,1.04055133
110,cPRC,larva_7,1.093742968
110,cPRC,larva_8,1.067016645
110,cPRC,larva_9,0.982509226
110,cPRC,larva_10,1.159162304
110,cPRC,larva_11,0.96497857
111,cPRC,larva_1,1.12512282
111,cPRC,larva_2,1.040398647
111,cPRC,larva_3,1.008913351
111,cPRC,larva_4,1.063613395
111,cPRC,larva_5,1.043866816
111,cPRC,larva_6,0.991393804
111,cPRC,larva_7,1.052590949
111,cPRC,larva_8,1.0461654440000001
111,cPRC,larva_9,0.99184111
111,cPRC,larva_10,1.187725422
111,cPRC,larva_11,1.022614482
112,cPRC,larva_1,1.038951108
112,cPRC,larva_2,1.053924186
112,cPRC,larva_3,1.006331888
112,cPRC,larva_4,1.095689648
112,cPRC,larva_5,0.946283294
112,cPRC,larva_6,1.059843178
112,cPRC,larva_7,1.090305038
112,cPRC,larva_8,1.014738418
112,cPRC,larva_9,1.032335421
112,cPRC,larva_10,1.212158232
112,cPRC,larva_11,0.992161065
113,cPRC,larva_1,0.925147717
113,cPRC,larva_2,1.026042594
113,cPRC,larva_3,1.007525206
113,cPRC,larva_4,1.085759192
113,cPRC,larva_5,0.998776109
113,cPRC,larva_6,1.042234511
113,cPRC,larva_7,1.055650706
113,cPRC,larva_8,1.073746716
113,cPRC,larva_9,1.019230357
113,cPRC,larva_10,1.152356021
113,cPRC,larva_11,1.023714189
114,cPRC,larva_1,0.961240069
114,cPRC,larva_2,0.954677582
114,cPRC,larva_3,1.00292241
114,cPRC,larva_4,1.063701275
114,cPRC,larva_5,1.037820819
114,cPRC,larva_6,1.019360509
114,cPRC,larva_7,1.04863733
114,cPRC,larva_8,0.997432522
114,cPRC,larva_9,1.031729017
114,cPRC,larva_10,1.185223967
114,cPRC,larva_11,0.983814573
115,cPRC,larva_1,1.00549966
115,cPRC,larva_2,1.033339266
115,cPRC,larva_3,1.0029954699999999
115,cPRC,larva_4,1.050387433
115,cPRC,larva_5,1.013297803
115,cPRC,larva_6,1.077192893
115,cPRC,larva_7,1.083532317
115,cPRC,larva_8,1.10625536
115,cPRC,larva_9,1.011953509
115,cPRC,larva_10,1.18336242
115,cPRC,larva_11,0.978598015
116,cPRC,larva_1,1.043010275
116,cPRC,larva_2,1.105594115
116,cPRC,larva_3,1.006185768
116,cPRC,larva_4,1.026791614
116,cPRC,larva_5,1.015614494
116,cPRC,larva_6,1.029416438
116,cPRC,larva_7,1.082432179
116,cPRC,larva_8,1.020807499
116,cPRC,larva_9,1.035940156
116,cPRC,larva_10,1.201512507
116,cPRC,larva_11,0.958323934
117,cPRC,larva_1,1.020220253
117,cPRC,larva_2,1.034466394
117,cPRC,larva_3,1.004870683
117,cPRC,larva_4,1.077454518
117,cPRC,larva_5,1.010416066
117,cPRC,larva_6,1.018972082
117,cPRC,larva_7,1.062732842
117,cPRC,larva_8,1.07062204
117,cPRC,larva_9,0.994401482
117,cPRC,larva_10,1.194531704
117,cPRC,larva_11,0.95908527
118,cPRC,larva_1,0.929989374
118,cPRC,larva_2,1.043661387
118,cPRC,larva_3,1.004407968
118,cPRC,larva_4,1.077937859
118,cPRC,larva_5,0.973857561
118,cPRC,larva_6,0.953414327
118,cPRC,larva_7,1.058744843
118,cPRC,larva_8,0.983852201
118,cPRC,larva_9,1.017175321
118,cPRC,larva_10,1.135078534
118,cPRC,larva_11,0.938388225
119,cPRC,larva_1,1.046140235
119,cPRC,larva_2,0.958948805
119,cPRC,larva_3,1.003287711
119,cPRC,larva_4,1.042082759
119,cPRC,larva_5,1.022112528
119,cPRC,larva_6,1.029157487
119,cPRC,larva_7,1.074215527
119,cPRC,larva_8,1.117492175
119,cPRC,larva_9,1.028798064
119,cPRC,larva_10,1.178766725
119,cPRC,larva_11,0.95860591
120,cPRC,larva_1,1.075777044
120,cPRC,larva_2,1.07249214
120,cPRC,larva_3,1.002313575
120,cPRC,larva_4,1.056582983
120,cPRC,larva_5,1.00815588
120,cPRC,larva_6,0.977842036
120,cPRC,larva_7,1.07112139
120,cPRC,larva_8,1.021228129
120,cPRC,larva_9,1.059354088
120,cPRC,larva_10,1.145898778
120,cPRC,larva_11,0.971520415
121,cPRC,larva_1,0.969016063
121,cPRC,larva_2,1.115856914
121,cPRC,larva_3,1.001534265
121,cPRC,larva_4,1.071346848
121,cPRC,larva_5,0.992052057
121,cPRC,larva_6,0.938826756
121,cPRC,larva_7,1.044924366
121,cPRC,larva_8,1.024112445
121,cPRC,larva_9,0.988202686
121,cPRC,larva_10,1.179872019
121,cPRC,larva_11,0.949977442
122,cPRC,larva_1,1.045651178
122,cPRC,larva_2,1.127899389
122,cPRC,larva_3,1.008036628
122,cPRC,larva_4,1.073631731
122,cPRC,larva_5,1.000132221
122,cPRC,larva_6,1.008441409
122,cPRC,larva_7,1.06232029
122,cPRC,larva_8,1.033726831
122,cPRC,larva_9,1.003295408
122,cPRC,larva_10,1.172076789
122,cPRC,larva_11,0.957449808
123,cPRC,larva_1,0.911992104
123,cPRC,larva_2,1.11389927
123,cPRC,larva_3,0.997540305
123,cPRC,larva_4,1.087209214
123,cPRC,larva_5,0.958601307
123,cPRC,larva_6,0.971109311
123,cPRC,larva_7,1.093949244
123,cPRC,larva_8,1.060166394
123,cPRC,larva_9,1.038129948
123,cPRC,larva_10,1.211809191
123,cPRC,larva_11,0.958070156
124,cPRC,larva_1,1.018508556
124,cPRC,larva_2,1.001067806
124,cPRC,larva_3,1.005893527
124,cPRC,larva_4,1.071346848
124,cPRC,larva_5,0.995894372
124,cPRC,larva_6,1.041285025
124,cPRC,larva_7,1.087829729
124,cPRC,larva_8,1.016781475
124,cPRC,larva_9,0.977961196
124,cPRC,larva_10,1.166841187
124,cPRC,larva_11,0.942899842
125,cPRC,larva_1,1.010536939
125,cPRC,larva_2,1.084771905
125,cPRC,larva_3,1.000414008
125,cPRC,larva_4,1.031844723
125,cPRC,larva_5,1.000866781
125,cPRC,larva_6,0.983884225
125,cPRC,larva_7,1.078444181
125,cPRC,larva_8,1.04183897
125,cPRC,larva_9,0.999151647
125,cPRC,larva_10,1.213554392
125,cPRC,larva_11,0.995009023
126,cPRC,larva_1,0.994936045
126,cPRC,larva_2,1.074212493
126,cPRC,larva_3,0.999512932
126,cPRC,larva_4,0.988475871
126,cPRC,larva_5,1.011828682
126,cPRC,larva_6,1.019792094
126,cPRC,larva_7,1.062285911
126,cPRC,larva_8,1.034087371
126,cPRC,larva_9,0.988640644
126,cPRC,larva_10,1.181617219
126,cPRC,larva_11,0.939346943
127,cPRC,larva_1,0.945394646
127,cPRC,larva_2,1.042356291
127,cPRC,larva_3,1.000438362
127,cPRC,larva_4,0.980478778
127,cPRC,larva_5,1.021377967
127,cPRC,larva_6,0.989279037
127,cPRC,larva_7,1.082604076
127,cPRC,larva_8,0.989801102
127,cPRC,larva_9,1.015052907
127,cPRC,larva_10,1.170680628
127,cPRC,larva_11,0.957506203
128,cPRC,larva_1,0.883822464
128,cPRC,larva_2,1.047220739
128,cPRC,larva_3,0.994910136
128,cPRC,larva_4,1.067787702
128,cPRC,larva_5,0.978151914
128,cPRC,larva_6,1.007750873
128,cPRC,larva_7,1.095736967
128,cPRC,larva_8,1.032585123
128,cPRC,larva_9,1.002217356
128,cPRC,larva_10,1.157242583
128,cPRC,larva_11,0.942787052
129,cPRC,larva_1,0.941042046
129,cPRC,larva_2,1.046864804
129,cPRC,larva_3,0.998660562
129,cPRC,larva_4,1.03030682
129,cPRC,larva_5,1.0035225
129,cPRC,larva_6,0.948710051
129,cPRC,larva_7,1.064211151
129,cPRC,larva_8,1.036250608
129,cPRC,larva_9,1.018421818
129,cPRC,larva_10,1.154043048
129,cPRC,larva_11,0.99670088
130,cPRC,larva_1,1.027262663
130,cPRC,larva_2,1.036364715
130,cPRC,larva_3,0.996322634
130,cPRC,larva_4,1.085539491
130,cPRC,larva_5,1.03844237
130,cPRC,larva_6,0.973569345
130,cPRC,larva_7,1.098659207
130,cPRC,larva_8,1.004102502
130,cPRC,larva_9,1.06535075
130,cPRC,larva_10,1.134264107
130,cPRC,larva_11,0.939685315
131,cPRC,larva_1,1.000853625
131,cPRC,larva_2,1.168416681
131,cPRC,larva_3,0.996566168
131,cPRC,larva_4,1.051573815
131,cPRC,larva_5,1.039459454
131,cPRC,larva_6,1.009908798
131,cPRC,larva_7,1.079647456
131,cPRC,larva_8,0.981628874
131,cPRC,larva_9,1.022060242
131,cPRC,larva_10,1.137405468
131,cPRC,larva_11,0.95931085
132,cPRC,larva_1,0.948426795
132,cPRC,larva_2,0.969270926
132,cPRC,larva_3,0.99500755
132,cPRC,larva_4,1.044367643
132,cPRC,larva_5,0.957923251
132,cPRC,larva_6,0.974216722
132,cPRC,larva_7,1.043583573
132,cPRC,larva_8,0.999655849
132,cPRC,larva_9,1.006664319
132,cPRC,larva_10,1.148342059
132,cPRC,larva_11,0.947806226
133,cPRC,larva_1,0.897075888
133,cPRC,larva_2,1.089221095
133,cPRC,larva_3,0.999293751
133,cPRC,larva_4,1.068490743
133,cPRC,larva_5,1.012958775
133,cPRC,larva_6,0.96968508
133,cPRC,larva_7,1.080988249
133,cPRC,larva_8,0.99136344
133,cPRC,larva_9,0.989415494
133,cPRC,larva_10,1.157300756
133,cPRC,larva_11,0.897135123
134,cPRC,larva_1,0.930869675
134,cPRC,larva_2,0.887761761
134,cPRC,larva_3,1.00491939
134,cPRC,larva_4,1.074202952
134,cPRC,larva_5,1.009285973
134,cPRC,larva_6,1.017288901
134,cPRC,larva_7,1.074215527
134,cPRC,larva_8,1.010532124
134,cPRC,larva_9,0.970953861
134,cPRC,larva_10,1.16602676
134,cPRC,larva_11,0.921385067
135,cPRC,larva_1,0.929793752
135,cPRC,larva_2,1.028830753
135,cPRC,larva_3,0.994885782
135,cPRC,larva_4,1.03663419
135,cPRC,larva_5,0.98431092
135,cPRC,larva_6,1.003435024
135,cPRC,larva_7,1.066170771
135,cPRC,larva_8,0.966125675
135,cPRC,larva_9,0.995984871
135,cPRC,larva_10,1.145782432
135,cPRC,larva_11,0.965288744
136,cPRC,larva_1,0.932776995
136,cPRC,larva_2,0.944533428
136,cPRC,larva_3,0.994520481
136,cPRC,larva_4,1.046652527
136,cPRC,larva_5,1.067033721
136,cPRC,larva_6,0.976763074
136,cPRC,larva_7,1.059844981
136,cPRC,larva_8,0.962340011
136,cPRC,larva_9,1.006832764
136,cPRC,larva_10,1.136474695
136,cPRC,larva_11,0.931197834
137,cPRC,larva_1,0.973124136
137,cPRC,larva_2,1.015008602
137,cPRC,larva_3,0.995104963
137,cPRC,larva_4,1.062998234
137,cPRC,larva_5,0.994368747
137,cPRC,larva_6,1.023115298
137,cPRC,larva_7,1.075075009
137,cPRC,larva_8,0.945695104
137,cPRC,larva_9,0.971964535
137,cPRC,larva_10,1.1545084350000001
137,cPRC,larva_11,0.918678096
138,cPRC,larva_1,0.942509214
138,cPRC,larva_2,1.045025805
138,cPRC,larva_3,0.995348497
138,cPRC,larva_4,1.034656887
138,cPRC,larva_5,1.004200555
138,cPRC,larva_6,0.957600702
138,cPRC,larva_7,1.062595324
138,cPRC,larva_8,0.921779317
138,cPRC,larva_9,0.996187005
138,cPRC,larva_10,1.12530541
138,cPRC,larva_11,0.877960749
139,cPRC,larva_1,0.983541034
139,cPRC,larva_2,0.92679599
139,cPRC,larva_3,0.997296771
139,cPRC,larva_4,1.052716257
139,cPRC,larva_5,1.028158525
139,cPRC,larva_6,0.935805661
139,cPRC,larva_7,1.046883985
139,cPRC,larva_8,0.956331019
139,cPRC,larva_9,1.02253189
139,cPRC,larva_10,1.138510762
139,cPRC,larva_11,0.912446425
140,cPRC,larva_1,0.916149082
140,cPRC,larva_2,0.941389334
140,cPRC,larva_3,0.995494618
140,cPRC,larva_4,1.043752482
