frame,MO,sample,intensity
26,NIT2MO1_RGW,10,0.998148315
26,NIT2MO1_RGW,11,0.984681307
26,NIT2MO1_RGW,12,0.979683634
26,NIT2MO1_RGW,13,0.990393013
26,NIT2MO1_RGW,14,0.978874843
26,NIT2MO2_RGW,15,1.06022371
26,NIT2MO2_RGW,16,0.9911681
26,NIT2MO2_RGW,17,0.79696728
26,NIT2MO2_RGW,18,0.96494381
26,NIT2MO2_RGW,19,1.03000221
26,NIT2MO2_RGW,20,1.05424326
26,NIT2MO2_RGW,21,1.00983136
26,NIT2MO2_RGW,22,0.95068871
26,NIT2MO2_RGW,23,0.91931314
26,NIT2MO2_RGW,24,1.0257052
26,NIT2MO2_RGW,25,1.04098287
26,NIT2MO2_RGW,26,0.76686158
27,NIT2MO1_RGW,2,1.017084988
27,NIT2MO1_RGW,3,0.851977627
27,NIT2MO1_RGW,4,0.873317338
27,NIT2MO1_RGW,5,1.087915551
27,NIT2MO1_RGW,6,1.003352744
27,NIT2MO1_RGW,7,0.963355317
27,NIT2MO1_RGW,8,0.95146306
27,NIT2MO1_RGW,9,1.062984241
27,NIT2MO1_RGW,10,0.997019239
27,NIT2MO1_RGW,11,0.978682378
27,NIT2MO1_RGW,12,0.992240798
27,NIT2MO1_RGW,13,0.995834733
27,NIT2MO1_RGW,14,0.994533652
27,NIT2MO2_RGW,15,1.05926886
27,NIT2MO2_RGW,16,0.97881194
27,NIT2MO2_RGW,17,0.79640205
27,NIT2MO2_RGW,18,0.95135991
27,NIT2MO2_RGW,19,1.02338407
27,NIT2MO2_RGW,20,1.03513843
27,NIT2MO2_RGW,21,1.00860244
27,NIT2MO2_RGW,22,0.96414141
27,NIT2MO2_RGW,23,0.90861515
27,NIT2MO2_RGW,24,1.03088746
27,NIT2MO2_RGW,25,1.0036168
27,NIT2MO2_RGW,26,0.76773327
28,NIT2MO1_RGW,2,1.022986412
28,NIT2MO1_RGW,3,0.851578106
28,NIT2MO1_RGW,4,0.875262028
28,NIT2MO1_RGW,5,1.073578068
28,NIT2MO1_RGW,6,1.003705664
28,NIT2MO1_RGW,7,0.989530091
28,NIT2MO1_RGW,8,0.97718511
28,NIT2MO1_RGW,9,1.072945765
28,NIT2MO1_RGW,10,1.011516575
28,NIT2MO1_RGW,11,0.974343867
28,NIT2MO1_RGW,12,0.969338031
28,NIT2MO1_RGW,13,1.012227074
28,NIT2MO1_RGW,14,0.989295069
28,NIT2MO2_RGW,15,1.02769063
28,NIT2MO2_RGW,16,1.00348181
28,NIT2MO2_RGW,17,0.83801431
28,NIT2MO2_RGW,18,0.96369506
28,NIT2MO2_RGW,19,1.03942803
28,NIT2MO2_RGW,20,1.04146154
28,NIT2MO2_RGW,21,1.02969891
28,NIT2MO2_RGW,22,1.01652893
28,NIT2MO2_RGW,23,0.90365497
28,NIT2MO2_RGW,24,1.01843237
28,NIT2MO2_RGW,25,1.00603554
28,NIT2MO2_RGW,26,0.76718846
29,NIT2MO1_RGW,2,0.996175003
29,NIT2MO1_RGW,3,0.857221334
29,NIT2MO1_RGW,4,0.881247632
29,NIT2MO1_RGW,5,1.062654272
29,NIT2MO1_RGW,6,0.994220928
29,NIT2MO1_RGW,7,0.986191261
29,NIT2MO1_RGW,8,0.978765089
29,NIT2MO1_RGW,9,1.053286249
29,NIT2MO1_RGW,10,0.992999729
29,NIT2MO1_RGW,11,0.965399036
29,NIT2MO1_RGW,12,0.976085164
29,NIT2MO1_RGW,13,0.986429291
29,NIT2MO1_RGW,14,1.018391983
29,NIT2MO2_RGW,15,1.01657346
29,NIT2MO2_RGW,16,1.04900004
29,NIT2MO2_RGW,17,0.85705654
29,NIT2MO2_RGW,18,0.9821521
29,NIT2MO2_RGW,19,0.98383571
29,NIT2MO2_RGW,20,1.03120907
29,NIT2MO2_RGW,21,1.04021301
29,NIT2MO2_RGW,22,1.00615243
29,NIT2MO2_RGW,23,0.88492822
29,NIT2MO2_RGW,24,1.00621283
29,NIT2MO2_RGW,25,1.01279443
29,NIT2MO2_RGW,26,0.75414957
30,NIT2MO1_RGW,2,0.977305016
30,NIT2MO1_RGW,3,0.836096684
30,NIT2MO1_RGW,4,0.925268342
30,NIT2MO1_RGW,5,1.056352082
30,NIT2MO1_RGW,6,1.035644962
30,NIT2MO1_RGW,7,0.977576257
30,NIT2MO1_RGW,8,0.968653226
30,NIT2MO1_RGW,9,1.045538397
30,NIT2MO1_RGW,10,1.006548641
30,NIT2MO1_RGW,11,0.981467595
30,NIT2MO1_RGW,12,0.954719244
30,NIT2MO1_RGW,13,0.984077931
30,NIT2MO1_RGW,14,1.005637171
30,NIT2MO2_RGW,15,1.01104897
30,NIT2MO2_RGW,16,1.05426521
30,NIT2MO2_RGW,17,0.87545559
30,NIT2MO2_RGW,18,0.96555295
30,NIT2MO2_RGW,19,1.03455468
30,NIT2MO2_RGW,20,1.03622239
30,NIT2MO2_RGW,21,1.00839762
30,NIT2MO2_RGW,22,1.00968779
30,NIT2MO2_RGW,23,0.89293596
30,NIT2MO2_RGW,24,1.03506861
30,NIT2MO2_RGW,25,1.02427777
30,NIT2MO2_RGW,26,0.76224894
31,NIT2MO1_RGW,2,1.017230702
31,NIT2MO1_RGW,3,0.827257291
31,NIT2MO1_RGW,4,0.915494381
31,NIT2MO1_RGW,5,1.038338323
31,NIT2MO1_RGW,6,1.018793012
31,NIT2MO1_RGW,7,0.986603462
31,NIT2MO1_RGW,8,0.973456361
31,NIT2MO1_RGW,9,1.02888315
31,NIT2MO1_RGW,10,0.998645109
31,NIT2MO1_RGW,11,0.988323514
31,NIT2MO1_RGW,12,0.982120099
31,NIT2MO1_RGW,13,0.984682566
31,NIT2MO1_RGW,14,1.020100216
31,NIT2MO2_RGW,15,1.03444278
31,NIT2MO2_RGW,16,1.00568978
31,NIT2MO2_RGW,17,0.90406767
31,NIT2MO2_RGW,18,0.99497457
31,NIT2MO2_RGW,19,1.00738022
31,NIT2MO2_RGW,20,1.03694503
31,NIT2MO2_RGW,21,0.99399194
31,NIT2MO2_RGW,22,0.99926538
31,NIT2MO2_RGW,23,0.87322138
31,NIT2MO2_RGW,24,1.00939285
31,NIT2MO2_RGW,25,1.01591392
31,NIT2MO2_RGW,26,0.76319326
32,NIT2MO1_RGW,2,1.006739281
32,NIT2MO1_RGW,3,0.84054135
32,NIT2MO1_RGW,4,0.916327819
32,NIT2MO1_RGW,5,1.048001681
32,NIT2MO1_RGW,6,1.00383801
32,NIT2MO1_RGW,7,0.98932399
32,NIT2MO1_RGW,8,0.992858497
32,NIT2MO1_RGW,9,1.034786275
32,NIT2MO1_RGW,10,1.000903261
32,NIT2MO1_RGW,11,0.964970541
32,NIT2MO1_RGW,12,1.048017093
32,NIT2MO1_RGW,13,0.984884112
32,NIT2MO1_RGW,14,1.041225373
32,NIT2MO2_RGW,15,1.01118538
32,NIT2MO2_RGW,16,1.00683623
32,NIT2MO2_RGW,17,0.93227045
32,NIT2MO2_RGW,18,0.96369506
32,NIT2MO2_RGW,19,1.00978682
32,NIT2MO2_RGW,20,0.99887087
32,NIT2MO2_RGW,21,1.00873899
32,NIT2MO2_RGW,22,1.01088154
32,NIT2MO2_RGW,23,0.85911852
32,NIT2MO2_RGW,24,1.03250692
32,NIT2MO2_RGW,25,1.05994846
32,NIT2MO2_RGW,26,0.78073584
33,NIT2MO1_RGW,2,0.991876434
33,NIT2MO1_RGW,3,0.84004195
33,NIT2MO1_RGW,4,0.907185251
33,NIT2MO1_RGW,5,1.037235439
33,NIT2MO1_RGW,6,1.024307394
33,NIT2MO1_RGW,7,0.998722176
33,NIT2MO1_RGW,8,0.962333312
33,NIT2MO1_RGW,9,1.018447267
33,NIT2MO1_RGW,10,1.011155271
33,NIT2MO1_RGW,11,0.977932512
33,NIT2MO1_RGW,12,1.006147387
33,NIT2MO1_RGW,13,0.958683238
33,NIT2MO1_RGW,14,1.043332195
33,NIT2MO2_RGW,15,1.02216614
33,NIT2MO2_RGW,16,1.01401214
33,NIT2MO2_RGW,17,0.95472353
33,NIT2MO2_RGW,18,0.97222307
33,NIT2MO2_RGW,19,1.01937308
33,NIT2MO2_RGW,20,1.02222122
33,NIT2MO2_RGW,21,1.01146993
33,NIT2MO2_RGW,22,0.99444444
33,NIT2MO2_RGW,23,0.89030875
33,NIT2MO2_RGW,24,1.03674695
33,NIT2MO2_RGW,25,0.98704733
33,NIT2MO2_RGW,26,0.75128028
34,NIT2MO1_RGW,2,1.036974974
34,NIT2MO1_RGW,3,0.832201358
34,NIT2MO1_RGW,4,0.9416593
34,NIT2MO1_RGW,5,1.038443359
34,NIT2MO1_RGW,6,1.018043056
34,NIT2MO1_RGW,7,0.996207749
34,NIT2MO1_RGW,8,0.96473488
34,NIT2MO1_RGW,9,1.02782902
34,NIT2MO1_RGW,10,0.995845
34,NIT2MO1_RGW,11,0.970273166
34,NIT2MO1_RGW,12,0.98268236
34,NIT2MO1_RGW,13,0.984413839
34,NIT2MO1_RGW,14,1.012754812
34,NIT2MO2_RGW,15,1.00422862
34,NIT2MO2_RGW,16,0.98929982
34,NIT2MO2_RGW,17,0.96982868
34,NIT2MO2_RGW,18,0.97143118
34,NIT2MO2_RGW,19,0.99261978
34,NIT2MO2_RGW,20,1.02294386
34,NIT2MO2_RGW,21,1.01030928
34,NIT2MO2_RGW,22,0.94958678
34,NIT2MO2_RGW,23,0.90697577
34,NIT2MO2_RGW,24,1.02461575
34,NIT2MO2_RGW,25,1.00956192
34,NIT2MO2_RGW,26,0.75778157
35,NIT2MO1_RGW,2,1.000801428
35,NIT2MO1_RGW,3,0.849131043
35,NIT2MO1_RGW,4,0.949640106
35,NIT2MO1_RGW,5,1.037498031
35,NIT2MO1_RGW,6,1.002117522
35,NIT2MO1_RGW,7,1.011747733
35,NIT2MO1_RGW,8,0.972002781
35,NIT2MO1_RGW,9,1.000474358
35,NIT2MO1_RGW,10,1.014994129
35,NIT2MO1_RGW,11,0.956668452
35,NIT2MO1_RGW,12,0.989954269
35,NIT2MO1_RGW,13,0.973261673
35,NIT2MO1_RGW,14,1.033538321
35,NIT2MO2_RGW,15,1.02844087
35,NIT2MO2_RGW,16,0.98738907
35,NIT2MO2_RGW,17,1.00543785
35,NIT2MO2_RGW,18,0.96844638
35,NIT2MO2_RGW,19,1.02115797
35,NIT2MO2_RGW,20,0.995348
35,NIT2MO2_RGW,21,0.99924899
35,NIT2MO2_RGW,22,0.99407713
35,NIT2MO2_RGW,23,0.88797579
35,NIT2MO2_RGW,24,0.99793887
35,NIT2MO2_RGW,25,1.02043492
35,NIT2MO2_RGW,26,0.75701885
36,NIT2MO1_RGW,2,1.014862847
36,NIT2MO1_RGW,3,0.849830204
36,NIT2MO1_RGW,4,0.935572673
36,NIT2MO1_RGW,5,1.030092957
36,NIT2MO1_RGW,6,1.006573143
36,NIT2MO1_RGW,7,0.972217642
36,NIT2MO1_RGW,8,0.988434557
36,NIT2MO1_RGW,9,1.031465767
36,NIT2MO1_RGW,10,1.001445217
36,NIT2MO1_RGW,11,0.960899839
36,NIT2MO1_RGW,12,0.982532424
36,NIT2MO1_RGW,13,0.989922741
36,NIT2MO1_RGW,14,1.0375242
36,NIT2MO2_RGW,15,1.01964261
36,NIT2MO2_RGW,16,0.99966031
36,NIT2MO2_RGW,17,1.02325219
36,NIT2MO2_RGW,18,0.99189839
36,NIT2MO2_RGW,19,1.00984698
36,NIT2MO2_RGW,20,1.0084007
36,NIT2MO2_RGW,21,1.02259848
36,NIT2MO2_RGW,22,0.9771809
36,NIT2MO2_RGW,23,0.88885853
36,NIT2MO2_RGW,24,1.02582298
36,NIT2MO2_RGW,25,0.99353497
36,NIT2MO2_RGW,26,0.75712781
37,NIT2MO1_RGW,2,1.018651415
37,NIT2MO1_RGW,3,0.85382541
37,NIT2MO1_RGW,4,0.912286905
37,NIT2MO1_RGW,5,1.046688724
37,NIT2MO1_RGW,6,1.008867125
37,NIT2MO1_RGW,7,0.970445177
37,NIT2MO1_RGW,8,0.979902673
37,NIT2MO1_RGW,9,1.014863227
37,NIT2MO1_RGW,10,1.008851956
37,NIT2MO1_RGW,11,0.984306374
37,NIT2MO1_RGW,12,1.023240123
37,NIT2MO1_RGW,13,0.98636211
37,NIT2MO1_RGW,14,1.030121854
37,NIT2MO2_RGW,15,1.04085391
37,NIT2MO2_RGW,16,0.95384485
37,NIT2MO2_RGW,17,1.04215799
37,NIT2MO2_RGW,18,0.9923248
37,NIT2MO2_RGW,19,1.02847803
37,NIT2MO2_RGW,20,0.99688361
37,NIT2MO2_RGW,21,1.02437359
37,NIT2MO2_RGW,22,1.04494949
37,NIT2MO2_RGW,23,0.87584859
37,NIT2MO2_RGW,24,1.01722513
37,NIT2MO2_RGW,25,0.98460599
37,NIT2MO2_RGW,26,0.75934333
38,NIT2MO1_RGW,2,1.062037813
38,NIT2MO1_RGW,3,0.846584099
38,NIT2MO1_RGW,4,0.925722945
38,NIT2MO1_RGW,5,1.063599601
38,NIT2MO1_RGW,6,1.013190401
38,NIT2MO1_RGW,7,0.969167354
38,NIT2MO1_RGW,8,1.009606269
38,NIT2MO1_RGW,9,0.996943024
38,NIT2MO1_RGW,10,1.010477825
38,NIT2MO1_RGW,11,0.967380825
38,NIT2MO1_RGW,12,1.048616838
38,NIT2MO1_RGW,13,0.996170642
38,NIT2MO1_RGW,14,0.99897506
38,NIT2MO2_RGW,15,1.0426272
38,NIT2MO2_RGW,16,0.99303639
38,NIT2MO2_RGW,17,1.05124057
38,NIT2MO2_RGW,18,1.01967533
38,NIT2MO2_RGW,19,1.03347171
38,NIT2MO2_RGW,20,0.96978456
38,NIT2MO2_RGW,21,1.00088755
38,NIT2MO2_RGW,22,1.01556474
38,NIT2MO2_RGW,23,0.84680216
38,NIT2MO2_RGW,24,1.00621283
38,NIT2MO2_RGW,25,0.99079976
38,NIT2MO2_RGW,26,0.77423455
39,NIT2MO1_RGW,2,1.032275691
39,NIT2MO1_RGW,3,0.832201358
39,NIT2MO1_RGW,4,0.940320748
39,NIT2MO1_RGW,5,1.057560002
39,NIT2MO1_RGW,6,0.988750662
39,NIT2MO1_RGW,7,0.986232481
39,NIT2MO1_RGW,8,0.978828288
39,NIT2MO1_RGW,9,1.004954409
39,NIT2MO1_RGW,10,0.996161142
39,NIT2MO1_RGW,11,0.976700589
39,NIT2MO1_RGW,12,1.010120699
39,NIT2MO1_RGW,13,0.989721196
39,NIT2MO1_RGW,14,1.026477622
39,NIT2MO2_RGW,15,1.01145819
39,NIT2MO2_RGW,16,0.96352596
39,NIT2MO2_RGW,17,1.04077416
39,NIT2MO2_RGW,18,0.99652788
39,NIT2MO2_RGW,19,1.01608407
39,NIT2MO2_RGW,20,0.99936769
39,NIT2MO2_RGW,21,1.0051205
39,NIT2MO2_RGW,22,1.01120294
39,NIT2MO2_RGW,23,0.87492381
39,NIT2MO2_RGW,24,1.01846181
39,NIT2MO2_RGW,25,1.00128849
39,NIT2MO2_RGW,26,0.74467003
40,NIT2MO1_RGW,2,1.026447124
40,NIT2MO1_RGW,3,0.844936077
40,NIT2MO1_RGW,4,0.950195732
40,NIT2MO1_RGW,5,1.05073263
40,NIT2MO1_RGW,6,1.004764426
40,NIT2MO1_RGW,7,0.970032976
40,NIT2MO1_RGW,8,1.002338368
40,NIT2MO1_RGW,9,0.999051283
40,NIT2MO1_RGW,10,0.996341794
40,NIT2MO1_RGW,11,0.976539904
40,NIT2MO1_RGW,12,1.023202639
40,NIT2MO1_RGW,13,0.977964394
40,NIT2MO1_RGW,14,1.029096914
40,NIT2MO2_RGW,15,1.01220843
40,NIT2MO2_RGW,16,0.97915163
40,NIT2MO2_RGW,17,1.06075194
40,NIT2MO2_RGW,18,1.00904578
40,NIT2MO2_RGW,19,1.0595632
40,NIT2MO2_RGW,20,1.02312452
40,NIT2MO2_RGW,21,1.00218475
40,NIT2MO2_RGW,22,1.06088154
40,NIT2MO2_RGW,23,0.85258202
40,NIT2MO2_RGW,24,1.02305518
40,NIT2MO2_RGW,25,1.01577829
40,NIT2MO2_RGW,26,0.77663168
41,NIT2MO1_RGW,2,1.031292121
41,NIT2MO1_RGW,3,0.846584099
41,NIT2MO1_RGW,4,0.942038136
41,NIT2MO1_RGW,5,1.043012447
41,NIT2MO1_RGW,6,0.985662608
41,NIT2MO1_RGW,7,0.955523495
41,NIT2MO1_RGW,8,0.962206914
41,NIT2MO1_RGW,9,1.024350393
41,NIT2MO1_RGW,10,1.012690814
41,NIT2MO1_RGW,11,0.985377611
41,NIT2MO1_RGW,12,0.999625159
41,NIT2MO1_RGW,13,0.98367484
41,NIT2MO1_RGW,14,1.031887029
41,NIT2MO2_RGW,15,1.02973673
41,NIT2MO2_RGW,16,0.97957624
41,NIT2MO2_RGW,17,1.03751925
41,NIT2MO2_RGW,18,1.03015259
41,NIT2MO2_RGW,19,0.99709203
41,NIT2MO2_RGW,20,0.97696581
41,NIT2MO2_RGW,21,1.00621288
41,NIT2MO2_RGW,22,1.04178145
41,NIT2MO2_RGW,23,0.87038399
41,NIT2MO2_RGW,24,0.98274542
41,NIT2MO2_RGW,25,0.99387404
41,NIT2MO2_RGW,26,0.77209167
42,NIT2MO1_RGW,2,1.021274271
42,NIT2MO1_RGW,3,0.832301239
42,NIT2MO1_RGW,4,0.987195353
42,NIT2MO1_RGW,5,1.032351242
42,NIT2MO1_RGW,6,1.005029116
42,NIT2MO1_RGW,7,0.963272877
42,NIT2MO1_RGW,8,1.008658282
42,NIT2MO1_RGW,9,1.00643019
42,NIT2MO1_RGW,10,1.003793695
42,NIT2MO1_RGW,11,0.977664703
42,NIT2MO1_RGW,12,1.031261714
42,NIT2MO1_RGW,13,0.978703393
42,NIT2MO1_RGW,14,1.029267737
42,NIT2MO2_RGW,15,1.02216614
42,NIT2MO2_RGW,16,1.00178336
42,NIT2MO2_RGW,17,1.02502582
42,NIT2MO2_RGW,18,1.00864983
42,NIT2MO2_RGW,19,1.0235044
42,NIT2MO2_RGW,20,1.01309787
42,NIT2MO2_RGW,21,0.99617669
42,NIT2MO2_RGW,22,1.04958678
42,NIT2MO2_RGW,23,0.88862734
42,NIT2MO2_RGW,24,0.97043755
42,NIT2MO2_RGW,25,0.98424431
42,NIT2MO2_RGW,26,0.79344786
43,NIT2MO1_RGW,2,1.025208553
43,NIT2MO1_RGW,3,0.883140232
43,NIT2MO1_RGW,4,0.99459527700000006
43,NIT2MO1_RGW,5,1.021532483
43,NIT2MO1_RGW,6,1.004852656
43,NIT2MO1_RGW,7,0.96067601
43,NIT2MO1_RGW,8,1.016684573
43,NIT2MO1_RGW,9,1.020450113
43,NIT2MO1_RGW,10,1.014181194
43,NIT2MO1_RGW,11,0.974772362
43,NIT2MO1_RGW,12,1.009108629
43,NIT2MO1_RGW,13,1.010278804
43,NIT2MO1_RGW,14,1.028356679
43,NIT2MO2_RGW,15,1.01145819
43,NIT2MO2_RGW,16,0.9813596
43,NIT2MO2_RGW,17,1.03935136
43,NIT2MO2_RGW,18,0.98863948
43,NIT2MO2_RGW,19,1.00647775
43,NIT2MO2_RGW,20,1.05857911
43,NIT2MO2_RGW,21,1.01713662
43,NIT2MO2_RGW,22,1.01524334
43,NIT2MO2_RGW,23,0.91378549
43,NIT2MO2_RGW,24,0.99081326
43,NIT2MO2_RGW,25,0.99346715
43,NIT2MO2_RGW,26,0.83717721
44,NIT2MO1_RGW,2,1.045717824
44,NIT2MO1_RGW,3,0.885836996
44,NIT2MO1_RGW,4,1.054552342
44,NIT2MO1_RGW,5,1.016018066
44,NIT2MO1_RGW,6,1.030836421
44,NIT2MO1_RGW,7,0.982687552
44,NIT2MO1_RGW,8,1.016684573
44,NIT2MO1_RGW,9,1.022716492
44,NIT2MO1_RGW,10,1.0020775
44,NIT2MO1_RGW,11,0.980610605
44,NIT2MO1_RGW,12,1.007047005
44,NIT2MO1_RGW,13,0.993080282
44,NIT2MO1_RGW,14,1.004213643
44,NIT2MO2_RGW,15,1.02789524
44,NIT2MO2_RGW,16,0.96900344
44,NIT2MO2_RGW,17,1.04820005
44,NIT2MO2_RGW,18,0.99125879
44,NIT2MO2_RGW,19,0.98377554
44,NIT2MO2_RGW,20,1.07298677
44,NIT2MO2_RGW,21,1.00286748
44,NIT2MO2_RGW,22,0.99793388
44,NIT2MO2_RGW,23,0.93356313
44,NIT2MO2_RGW,24,1.01872681
44,NIT2MO2_RGW,25,0.96616031
44,NIT2MO2_RGW,26,0.78505793
45,NIT2MO1_RGW,2,0.999380715
45,NIT2MO1_RGW,3,0.898322014
45,NIT2MO1_RGW,4,1.05232984
45,NIT2MO1_RGW,5,1.010293577
45,NIT2MO1_RGW,6,1.022542792
45,NIT2MO1_RGW,7,0.973000824
45,NIT2MO1_RGW,8,0.989066549
45,NIT2MO1_RGW,9,1.008538449
45,NIT2MO1_RGW,10,0.992006142
45,NIT2MO1_RGW,11,0.990465988
45,NIT2MO1_RGW,12,1.000412325
45,NIT2MO1_RGW,13,0.982532751
45,NIT2MO1_RGW,14,1.024256918
45,NIT2MO2_RGW,15,1.00306916
45,NIT2MO2_RGW,16,1.04088998
45,NIT2MO2_RGW,17,1.05252695
45,NIT2MO2_RGW,18,1.04340146
45,NIT2MO2_RGW,19,0.99406373
45,NIT2MO2_RGW,20,1.071135
45,NIT2MO2_RGW,21,1.00047791
45,NIT2MO2_RGW,22,0.97773186
45,NIT2MO2_RGW,23,0.94724563
45,NIT2MO2_RGW,24,1.02131794
45,NIT2MO2_RGW,25,0.98593969
45,NIT2MO2_RGW,26,0.82145062
46,NIT2MO1_RGW,2,0.998688572
46,NIT2MO1_RGW,3,0.919596484
46,NIT2MO1_RGW,4,1.021719914
46,NIT2MO1_RGW,5,1.013339636
46,NIT2MO1_RGW,6,1.021704606
46,NIT2MO1_RGW,7,0.977081616
46,NIT2MO1_RGW,8,0.981798648
46,NIT2MO1_RGW,9,1.021715069
46,NIT2MO1_RGW,10,0.991012555
46,NIT2MO1_RGW,11,0.982860204
46,NIT2MO1_RGW,12,1.027663243
46,NIT2MO1_RGW,13,0.998522002
46,NIT2MO1_RGW,14,1.025566564
46,NIT2MO2_RGW,15,1.0251671
46,NIT2MO2_RGW,16,1.03091164
46,NIT2MO2_RGW,17,1.0273452
46,NIT2MO2_RGW,18,1.01900527
46,NIT2MO2_RGW,19,0.98383571
46,NIT2MO2_RGW,20,1.05582404
46,NIT2MO2_RGW,21,1.00484741
46,NIT2MO2_RGW,22,0.99384757
46,NIT2MO2_RGW,23,0.96496353
46,NIT2MO2_RGW,24,0.98672045
46,NIT2MO2_RGW,25,0.98200642
46,NIT2MO2_RGW,26,0.78767297
47,NIT2MO1_RGW,2,1.017631416
47,NIT2MO1_RGW,3,0.974680384
47,NIT2MO1_RGW,4,1.01732542
47,NIT2MO1_RGW,5,1.01712095
47,NIT2MO1_RGW,6,1.017557791
47,NIT2MO1_RGW,7,1.009274526
47,NIT2MO1_RGW,8,1.009922265
47,NIT2MO1_RGW,9,0.995625362
47,NIT2MO1_RGW,10,1.003658206
47,NIT2MO1_RGW,11,0.981788966
47,NIT2MO1_RGW,12,1.032386236
47,NIT2MO1_RGW,13,0.98871347
47,NIT2MO1_RGW,14,1.021865391
47,NIT2MO2_RGW,15,1.01343609
47,NIT2MO2_RGW,16,1.01239862
47,NIT2MO2_RGW,17,1.04720603
47,NIT2MO2_RGW,18,1.02512716
47,NIT2MO2_RGW,19,0.99983956
47,NIT2MO2_RGW,20,1.0161691
47,NIT2MO2_RGW,21,1.0115382
47,NIT2MO2_RGW,22,0.99513315
47,NIT2MO2_RGW,23,0.96387062
47,NIT2MO2_RGW,24,0.99746776
47,NIT2MO2_RGW,25,0.96957367
47,NIT2MO2_RGW,26,0.85726219
48,NIT2MO1_RGW,2,1.012677134
48,NIT2MO1_RGW,3,0.959498602
48,NIT2MO1_RGW,4,0.989847203
48,NIT2MO1_RGW,5,0.993172627
48,NIT2MO1_RGW,6,0.995279689
48,NIT2MO1_RGW,7,0.990807914
48,NIT2MO1_RGW,8,0.978322695
48,NIT2MO1_RGW,9,0.997206557
48,NIT2MO1_RGW,10,0.990651251
48,NIT2MO1_RGW,11,0.981306909
48,NIT2MO1_RGW,12,1.006484744
48,NIT2MO1_RGW,13,1.009405442
48,NIT2MO1_RGW,14,1.030235736
48,NIT2MO2_RGW,15,1.00409221
48,NIT2MO2_RGW,16,1.02063607
48,NIT2MO2_RGW,17,1.02709182
48,NIT2MO2_RGW,18,1.01458898
48,NIT2MO2_RGW,19,1.00846319
48,NIT2MO2_RGW,20,1.03242853
48,NIT2MO2_RGW,21,1.03311258
48,NIT2MO2_RGW,22,1.02552801
48,NIT2MO2_RGW,23,0.9891759
48,NIT2MO2_RGW,24,1.05182263
48,NIT2MO2_RGW,25,0.98178037
48,NIT2MO2_RGW,26,0.98630734
49,NIT2MO1_RGW,2,0.98171287
49,NIT2MO1_RGW,3,0.966640032
49,NIT2MO1_RGW,4,0.994292209
49,NIT2MO1_RGW,5,0.995063284
49,NIT2MO1_RGW,6,0.983898006
49,NIT2MO1_RGW,7,0.994517725
49,NIT2MO1_RGW,8,1.005308728
49,NIT2MO1_RGW,9,1.006799136
49,NIT2MO1_RGW,10,1.007677717
49,NIT2MO1_RGW,11,1.002945903
49,NIT2MO1_RGW,12,1.014019042
49,NIT2MO1_RGW,13,1.015451797
49,NIT2MO1_RGW,14,1.003815055
49,NIT2MO2_RGW,15,1.0019097
49,NIT2MO2_RGW,16,0.98377988
49,NIT2MO2_RGW,17,1.00853685
49,NIT2MO2_RGW,18,1.02144184
49,NIT2MO2_RGW,19,0.99079478
49,NIT2MO2_RGW,20,0.9754302
49,NIT2MO2_RGW,21,1.00621288
49,NIT2MO2_RGW,22,1.01134068
49,NIT2MO2_RGW,23,0.99424116
49,NIT2MO2_RGW,24,1.01610624
49,NIT2MO2_RGW,25,0.99206564
49,NIT2MO2_RGW,26,1.03243381
50,NIT2MO1_RGW,2,1
50,NIT2MO1_RGW,3,1
50,NIT2MO1_RGW,4,1
50,NIT2MO1_RGW,5,1
50,NIT2MO1_RGW,6,1
50,NIT2MO1_RGW,7,1
50,NIT2MO1_RGW,8,1
50,NIT2MO1_RGW,9,1
50,NIT2MO1_RGW,10,1
50,NIT2MO1_RGW,11,1
50,NIT2MO1_RGW,12,1
50,NIT2MO1_RGW,13,1
50,NIT2MO1_RGW,14,1
50,NIT2MO2_RGW,15,1
50,NIT2MO2_RGW,16,1
50,NIT2MO2_RGW,17,1
50,NIT2MO2_RGW,18,1
50,NIT2MO2_RGW,19,1
50,NIT2MO2_RGW,20,1
50,NIT2MO2_RGW,21,1
50,NIT2MO2_RGW,22,1
50,NIT2MO2_RGW,23,1
50,NIT2MO2_RGW,24,1
50,NIT2MO2_RGW,25,1
50,NIT2MO2_RGW,26,1
51,NIT2MO1_RGW,2,1.016720702
51,NIT2MO1_RGW,3,1.004344786
51,NIT2MO1_RGW,4,0.977825483
51,NIT2MO1_RGW,5,0.989969014
51,NIT2MO1_RGW,6,0.97476619
51,NIT2MO1_RGW,7,1.002349547
51,NIT2MO1_RGW,8,0.991468116
51,NIT2MO1_RGW,9,1.000790597
51,NIT2MO1_RGW,10,0.987173697
51,NIT2MO1_RGW,11,1.011247991
51,NIT2MO1_RGW,12,1.01630557
51,NIT2MO1_RGW,13,0.969768223
51,NIT2MO1_RGW,14,0.998633413
51,NIT2MO2_RGW,15,1.00982131
51,NIT2MO2_RGW,16,1.04199397
51,NIT2MO2_RGW,17,1.00282613
51,NIT2MO2_RGW,18,0.98870039
51,NIT2MO2_RGW,19,1.02137858
51,NIT2MO2_RGW,20,1.02086627
51,NIT2MO2_RGW,21,0.99802007
51,NIT2MO2_RGW,22,1.02800735
51,NIT2MO2_RGW,23,0.98556086
51,NIT2MO2_RGW,24,1.00294447
