frame,genotype,sample,intensity
1,WT_INRGWa,5,1.234426
1,WT_INRGWa,6,1.345742
1,WT_INRGWa,7,1.205523
1,WT_INRGWa,8,1.172807
1,WT_INRGWa,9,0.936887
1,WT_INRGWa,10,1.021511
1,WT_INRGWa,11,1.106028
1,WT_INRGWa,12,0.998853
1,NOS23_INRGWa,35,0.986677
1,NOS23_INRGWa,36,0.985296
1,NOS23_INRGWa,37,1.025397
1,NOS23_INRGWa,38,1.083101
1,NOS23_INRGWa,39,0.994057
1,NOS23_INRGWa,40,1.059362
1,NOS23_INRGWa,41,1.033292
1,NOS23_INRGWa,42,1.031481
1,NOS23_INRGWa,43,1.047843
1,NOS23_INRGWa,44,0.996166
1,NOS23_INRGWa,45,1.007873
1,NOS23_INRGWa,46,0.956395
1,NOS23_INRGWa,47,1.092461
1,NOS23_INRGWa,48,0.951695
1,NOS23_INRGWa,49,1.022155
1,NOS23_INRGWa,50,0.998449
1,NOS23_INRGWa,51,1.076135
1,NOS23_INRGWa,52,1.133832
1,NOS23_INRGWa,53,1.061807
1,NOS23_INRGWa,54,1.048268
1,NOS23_INRGWa,55,0.974174
1,NOS23_INRGWa,56,0.976505
2,WT_INRGWa,5,1.20813
2,WT_INRGWa,6,1.343054
2,WT_INRGWa,7,1.187741
2,WT_INRGWa,8,1.155596
2,WT_INRGWa,9,0.948955
2,WT_INRGWa,10,1.004662
2,WT_INRGWa,11,1.071777
2,WT_INRGWa,12,0.992846
2,NOS23_INRGWa,35,1.003918
2,NOS23_INRGWa,36,0.96851
2,NOS23_INRGWa,37,1.020592
2,NOS23_INRGWa,38,1.095627
2,NOS23_INRGWa,39,0.996232
2,NOS23_INRGWa,40,1.056074
2,NOS23_INRGWa,41,1.032541
2,NOS23_INRGWa,42,1.033055
2,NOS23_INRGWa,43,1.037055
2,NOS23_INRGWa,44,1.001559
2,NOS23_INRGWa,45,0.997734
2,NOS23_INRGWa,46,0.975021
2,NOS23_INRGWa,47,1.091291
2,NOS23_INRGWa,48,0.956015
2,NOS23_INRGWa,49,1.014792
2,NOS23_INRGWa,50,1.021452
2,NOS23_INRGWa,51,1.081367
2,NOS23_INRGWa,52,1.130145
2,NOS23_INRGWa,53,1.062741
2,NOS23_INRGWa,54,1.032093
2,NOS23_INRGWa,55,0.98168
2,NOS23_INRGWa,56,0.974272
3,WT_INRGWa,5,1.182282
3,WT_INRGWa,6,1.271518
3,WT_INRGWa,7,1.174044
3,WT_INRGWa,8,1.115032
3,WT_INRGWa,9,0.963161
3,WT_INRGWa,10,1.008291
3,WT_INRGWa,11,1.074836
3,WT_INRGWa,12,1.032194
3,NOS23_INRGWa,35,1.000363
3,NOS23_INRGWa,36,0.966716
3,NOS23_INRGWa,37,1.030701
3,NOS23_INRGWa,38,1.089328
3,NOS23_INRGWa,39,0.997269
3,NOS23_INRGWa,40,1.090066
3,NOS23_INRGWa,41,1.024578
3,NOS23_INRGWa,42,1.030448
3,NOS23_INRGWa,43,1.045427
3,NOS23_INRGWa,44,1.039521
3,NOS23_INRGWa,45,0.994959
3,NOS23_INRGWa,46,0.963991
3,NOS23_INRGWa,47,1.101722
3,NOS23_INRGWa,48,0.966669
3,NOS23_INRGWa,49,1.015229
3,NOS23_INRGWa,50,1.00717
3,NOS23_INRGWa,51,1.06361
3,NOS23_INRGWa,52,1.137251
3,NOS23_INRGWa,53,1.066095
3,NOS23_INRGWa,54,1.000766
3,NOS23_INRGWa,55,0.973524
3,NOS23_INRGWa,56,0.980413
4,WT_INRGWa,5,1.207907
4,WT_INRGWa,6,1.301089
4,WT_INRGWa,7,1.157839
4,WT_INRGWa,8,1.094837
4,WT_INRGWa,9,0.961506
4,WT_INRGWa,10,1.009157
4,WT_INRGWa,11,1.061756
4,WT_INRGWa,12,1.059757
4,NOS23_INRGWa,35,0.982707
4,NOS23_INRGWa,36,0.95371
4,NOS23_INRGWa,37,1.023275
4,NOS23_INRGWa,38,1.087452
4,NOS23_INRGWa,39,0.990314
4,NOS23_INRGWa,40,1.081559
4,NOS23_INRGWa,41,1.04557
4,NOS23_INRGWa,42,1.049434
4,NOS23_INRGWa,43,1.044823
4,NOS23_INRGWa,44,0.992795
4,NOS23_INRGWa,45,1.009969
4,NOS23_INRGWa,46,0.946052
4,NOS23_INRGWa,47,1.117619
4,NOS23_INRGWa,48,0.950508
4,NOS23_INRGWa,49,1.022895
4,NOS23_INRGWa,50,1.013557
4,NOS23_INRGWa,51,1.040148
4,NOS23_INRGWa,52,1.111709
4,NOS23_INRGWa,53,1.046786
4,NOS23_INRGWa,54,0.989785
4,NOS23_INRGWa,55,0.980025
4,NOS23_INRGWa,56,0.980041
5,WT_INRGWa,5,1.209695
5,WT_INRGWa,6,1.343008
5,WT_INRGWa,7,1.155441
5,WT_INRGWa,8,1.091334
5,WT_INRGWa,9,1.017236
5,WT_INRGWa,10,1.008391
5,WT_INRGWa,11,1.056289
5,WT_INRGWa,12,1.048704
5,NOS23_INRGWa,35,1.010067
5,NOS23_INRGWa,36,0.958323
5,NOS23_INRGWa,37,1.018658
5,NOS23_INRGWa,38,1.068087
5,NOS23_INRGWa,39,0.983182
5,NOS23_INRGWa,40,1.093354
5,NOS23_INRGWa,41,1.016844
5,NOS23_INRGWa,42,1.030497
5,NOS23_INRGWa,43,1.041337
5,NOS23_INRGWa,44,1.014241
5,NOS23_INRGWa,45,0.996658
5,NOS23_INRGWa,46,0.97
5,NOS23_INRGWa,47,1.06601
5,NOS23_INRGWa,48,0.952307
5,NOS23_INRGWa,49,1.018659
5,NOS23_INRGWa,50,1.022932
5,NOS23_INRGWa,51,1.098889
5,NOS23_INRGWa,52,1.116201
5,NOS23_INRGWa,53,1.039902
5,NOS23_INRGWa,54,1.035073
5,NOS23_INRGWa,55,0.990308
5,NOS23_INRGWa,56,0.988136
6,WT_INRGWa,5,1.253745
6,WT_INRGWa,6,1.388254
6,WT_INRGWa,7,1.098477
6,WT_INRGWa,8,1.074728
6,WT_INRGWa,9,1.027827
6,WT_INRGWa,10,1.006427
6,WT_INRGWa,11,1.040737
6,WT_INRGWa,12,1.038294
6,NOS23_INRGWa,35,1.003321
6,NOS23_INRGWa,36,0.966684
6,NOS23_INRGWa,37,0.995164
6,NOS23_INRGWa,38,1.081096
6,NOS23_INRGWa,39,0.986014
6,NOS23_INRGWa,40,1.094635
6,NOS23_INRGWa,41,1.016906
6,NOS23_INRGWa,42,1.024594
6,NOS23_INRGWa,43,1.04938
6,NOS23_INRGWa,44,1.013272
6,NOS23_INRGWa,45,1.004871
6,NOS23_INRGWa,46,0.957339
6,NOS23_INRGWa,47,1.081595
6,NOS23_INRGWa,48,0.942697
6,NOS23_INRGWa,49,1.013986
6,NOS23_INRGWa,50,0.998691
6,NOS23_INRGWa,51,1.068736
6,NOS23_INRGWa,52,1.131218
6,NOS23_INRGWa,53,1.039406
6,NOS23_INRGWa,54,0.996254
6,NOS23_INRGWa,55,0.986407
6,NOS23_INRGWa,56,1.002698
7,WT_INRGWa,5,1.207325
7,WT_INRGWa,6,1.377318
7,WT_INRGWa,7,1.085002
7,WT_INRGWa,8,1.037494
7,WT_INRGWa,9,1.005499
7,WT_INRGWa,10,1.019513
7,WT_INRGWa,11,1.056203
7,WT_INRGWa,12,1.035863
7,NOS23_INRGWa,35,1.013038
7,NOS23_INRGWa,36,0.952396
7,NOS23_INRGWa,37,1.025896
7,NOS23_INRGWa,38,1.076135
7,NOS23_INRGWa,39,0.991831
7,NOS23_INRGWa,40,1.074657
7,NOS23_INRGWa,41,1.025662
7,NOS23_INRGWa,42,1.052041
7,NOS23_INRGWa,43,1.037961
7,NOS23_INRGWa,44,1.025027
7,NOS23_INRGWa,45,0.982611
7,NOS23_INRGWa,46,0.973219
7,NOS23_INRGWa,47,1.067506
7,NOS23_INRGWa,48,0.948888
7,NOS23_INRGWa,49,1.020138
7,NOS23_INRGWa,50,1.003571
7,NOS23_INRGWa,51,1.068971
7,NOS23_INRGWa,52,1.126056
7,NOS23_INRGWa,53,1.049002
7,NOS23_INRGWa,54,1.010598
7,NOS23_INRGWa,55,0.993322
7,NOS23_INRGWa,56,1.013957
8,WT_INRGWa,5,1.21694
8,WT_INRGWa,6,1.321137
8,WT_INRGWa,7,1.075456
8,WT_INRGWa,8,1.041256
8,WT_INRGWa,9,1.033555
8,WT_INRGWa,10,1.020579
8,WT_INRGWa,11,1.049977
8,WT_INRGWa,12,1.03967
8,NOS23_INRGWa,35,1.003204
8,NOS23_INRGWa,36,0.973475
8,NOS23_INRGWa,37,1.00649
8,NOS23_INRGWa,38,1.085888
8,NOS23_INRGWa,39,1.003844
8,NOS23_INRGWa,40,1.06764
8,NOS23_INRGWa,41,1.032979
8,NOS23_INRGWa,42,1.031136
8,NOS23_INRGWa,43,1.043917
8,NOS23_INRGWa,44,1.016348
8,NOS23_INRGWa,45,0.973775
8,NOS23_INRGWa,46,0.953519
8,NOS23_INRGWa,47,1.088177
8,NOS23_INRGWa,48,0.944532
8,NOS23_INRGWa,49,1.021348
8,NOS23_INRGWa,50,0.996273
8,NOS23_INRGWa,51,1.058849
