frame,genotype,sample,intensity
2,WT_cPRC,3,0.92185116
2,WT_cPRC,4,1.003356751
2,WT_cPRC,5,0.871769841
2,WT_cPRC,6,0.943138168
2,WT_cPRC,7,0.900734206
2,WT_cPRC,8,0.998597349
2,WT_cPRC,9,1.007104528
2,WT_cPRC,10,1.029298983
2,WT_cPRC,11,1.047756419
2,WT_cPRC,12,1.080779379
2,WT_cPRC,13,1.012177909
2,WT_cPRC,14,0.927238528
2,WT_cPRC,15,0.913179935
2,WT_cPRC,16,1.068288817
2,WT_cPRC,17,1.016014118
2,WT_cPRC,18,1.07162171
2,WT_cPRC,19,1.035322678
2,WT_cPRC,20,1.114501257
2,WT_cPRC,21,1.192706066
2,WT_cPRC,22,0.999407619
2,WT_cPRC,23,1.07434837
2,WT_cPRC,24,1.331608935
2,WT_cPRC,25,1.24246895
2,WT_cPRC,26,1.063331665
2,WT_cPRC,27,1.095436631
2,WT_cPRC,28,0.990117335
2,WT_cPRC,29,0.907550019
2,WT_cPRC,30,0.958964983
2,WT_cPRC,31,1.0902389
2,WT_cPRC,32,1.073653625
2,WT_cPRC,33,1.080377913
2,WT_cPRC,34,1.222180658
2,WT_cPRC,35,1.06420398
2,WT_cPRC,36,0.993494961
2,WT_cPRC,37,1.017332101
2,NOS11_cPRC,65,0.826117733
2,NOS11_cPRC,66,0.797983915
2,NOS11_cPRC,67,1.142184573
2,NOS11_cPRC,68,1.073226772
2,NOS11_cPRC,69,1.012925429
2,NOS11_cPRC,70,0.98215447
2,NOS11_cPRC,71,1.157998037
2,NOS11_cPRC,72,1.184891181
2,NOS11_cPRC,73,1.100690564
2,NOS11_cPRC,74,1.067767979
2,NOS11_cPRC,75,1.060056687
2,NOS11_cPRC,76,1.142280358
2,NOS11_cPRC,77,1.017697693
2,NOS11_cPRC,78,1.047948037
2,NOS11_cPRC,79,1.02099896
2,NOS11_cPRC,80,1.097576113
2,NOS11_cPRC,81,1.029842534
2,NOS11_cPRC,82,1.101817386
3,WT_cPRC,2,1.010194455
3,WT_cPRC,3,0.945169285
3,WT_cPRC,4,1.011583543
3,WT_cPRC,5,0.873603693
3,WT_cPRC,6,0.942556163
3,WT_cPRC,7,0.919277627
3,WT_cPRC,8,0.986968915
3,WT_cPRC,9,1.000043101
3,WT_cPRC,10,1.037820258
3,WT_cPRC,11,1.051557245
3,WT_cPRC,12,1.074921439
3,WT_cPRC,13,1.019773511
3,WT_cPRC,14,0.924719985
3,WT_cPRC,15,0.902802891
3,WT_cPRC,16,1.064650868
3,WT_cPRC,17,1.004821949
3,WT_cPRC,18,1.076091934
3,WT_cPRC,19,1.05624216
3,WT_cPRC,20,1.12300922
3,WT_cPRC,21,1.185575754
3,WT_cPRC,22,0.976917207
3,WT_cPRC,23,1.060293835
3,WT_cPRC,24,1.31595426
3,WT_cPRC,25,1.239590433
3,WT_cPRC,26,1.055142492
3,WT_cPRC,27,1.075046415
3,WT_cPRC,28,0.994351516
3,WT_cPRC,29,0.911161445
3,WT_cPRC,30,0.971492175
3,WT_cPRC,31,1.094311392
3,WT_cPRC,32,1.073802284
3,WT_cPRC,33,1.078782477
3,WT_cPRC,34,1.219690682
3,WT_cPRC,35,1.048086199
3,WT_cPRC,36,0.993687778
3,WT_cPRC,37,1.018741364
3,NOS11_cPRC,65,0.828048249
3,NOS11_cPRC,66,0.791816107
3,NOS11_cPRC,67,1.132177992
3,NOS11_cPRC,68,1.065176786
3,NOS11_cPRC,69,1.01219113
3,NOS11_cPRC,70,0.95876018
3,NOS11_cPRC,71,1.193190911
3,NOS11_cPRC,72,1.188106815
3,NOS11_cPRC,73,1.112965033
3,NOS11_cPRC,74,1.057632399
3,NOS11_cPRC,75,1.056911272
3,NOS11_cPRC,76,1.117635071
3,NOS11_cPRC,77,1.027246643
3,NOS11_cPRC,78,1.049483319
3,NOS11_cPRC,79,1.033678843
3,NOS11_cPRC,80,1.099955177
3,NOS11_cPRC,81,1.021982341
3,NOS11_cPRC,82,1.068015108
4,WT_cPRC,2,1.00648418
4,WT_cPRC,3,0.93829963
4,WT_cPRC,4,1.025845149
4,WT_cPRC,5,0.872529879
4,WT_cPRC,6,0.941892678
4,WT_cPRC,7,0.918067396
4,WT_cPRC,8,0.99309986
4,WT_cPRC,9,0.993570726
4,WT_cPRC,10,1.034795205
4,WT_cPRC,11,1.055385415
4,WT_cPRC,12,1.067383804
4,WT_cPRC,13,1.025439028
4,WT_cPRC,14,0.923333192
4,WT_cPRC,15,0.906443322
4,WT_cPRC,16,1.043877308
4,WT_cPRC,17,1.001095599
4,WT_cPRC,18,1.067434964
4,WT_cPRC,19,1.062735213
4,WT_cPRC,20,1.116942582
4,WT_cPRC,21,1.184037108
4,WT_cPRC,22,0.984909336
4,WT_cPRC,23,1.039446475
4,WT_cPRC,24,1.300903521
4,WT_cPRC,25,1.231027045
4,WT_cPRC,26,1.050334056
4,WT_cPRC,27,1.077236898
4,WT_cPRC,28,0.984172021
4,WT_cPRC,29,0.917667044
4,WT_cPRC,30,0.971551425
4,WT_cPRC,31,1.102060027
4,WT_cPRC,32,1.074423948
4,WT_cPRC,33,1.064717679
4,WT_cPRC,34,1.209590498
4,WT_cPRC,35,1.045934193
4,WT_cPRC,36,0.993860299
4,WT_cPRC,37,1.016307183
4,NOS11_cPRC,65,0.821241393
4,NOS11_cPRC,66,0.79511285
4,NOS11_cPRC,67,1.114696006
4,NOS11_cPRC,68,1.075607055
4,NOS11_cPRC,69,1.020215335
4,NOS11_cPRC,70,0.696047254
4,NOS11_cPRC,71,1.175753001
4,NOS11_cPRC,72,1.178257965
4,NOS11_cPRC,73,1.138751397
4,NOS11_cPRC,74,1.054407442
4,NOS11_cPRC,75,1.057360617
4,NOS11_cPRC,76,1.091244874
4,NOS11_cPRC,77,1.016618845
4,NOS11_cPRC,78,1.048322016
4,NOS11_cPRC,79,1.032068699
4,NOS11_cPRC,80,1.1044029930000001
4,NOS11_cPRC,81,1.02724867
4,NOS11_cPRC,82,1.090787169
5,WT_cPRC,2,0.997824526
5,WT_cPRC,3,0.944060316
5,WT_cPRC,4,1.037245263
5,WT_cPRC,5,0.870026636
5,WT_cPRC,6,0.9394599
5,WT_cPRC,7,0.917623645
5,WT_cPRC,8,0.994449723
5,WT_cPRC,9,0.992744618
5,WT_cPRC,10,1.042322331
5,WT_cPRC,11,1.055836592
5,WT_cPRC,12,1.068258645
5,WT_cPRC,13,1.025123913
5,WT_cPRC,14,0.920022954
5,WT_cPRC,15,0.907108518
5,WT_cPRC,16,1.04004914
5,WT_cPRC,17,0.997684153
5,WT_cPRC,18,1.075296016
5,WT_cPRC,19,1.060539888
5,WT_cPRC,20,1.110708298
5,WT_cPRC,21,1.187151928
5,WT_cPRC,22,0.981947429
5,WT_cPRC,23,1.032329037
5,WT_cPRC,24,1.291224641
5,WT_cPRC,25,1.216249589
5,WT_cPRC,26,1.049678923
5,WT_cPRC,27,1.082831178
5,WT_cPRC,28,0.986468082
5,WT_cPRC,29,0.91450862
5,WT_cPRC,30,0.96148735
5,WT_cPRC,31,1.095262631
5,WT_cPRC,32,1.071626461
5,WT_cPRC,33,1.0680779
5,WT_cPRC,34,1.194720784
5,WT_cPRC,35,1.038157289
5,WT_cPRC,36,0.98665503
5,WT_cPRC,37,1.008894827
5,NOS11_cPRC,65,0.820562138
5,NOS11_cPRC,66,0.79823751
5,NOS11_cPRC,67,1.096572788
5,NOS11_cPRC,68,1.085045539
5,NOS11_cPRC,69,1.02765564
5,NOS11_cPRC,70,0.706076788
5,NOS11_cPRC,71,1.16020231
5,NOS11_cPRC,72,1.169667407
5,NOS11_cPRC,73,1.141705253
5,NOS11_cPRC,74,1.055175288
5,NOS11_cPRC,75,1.052590647
5,NOS11_cPRC,76,1.087640421
5,NOS11_cPRC,77,1.025846436
5,NOS11_cPRC,78,1.053478988
5,NOS11_cPRC,79,1.015765992
5,NOS11_cPRC,80,1.098851843
5,NOS11_cPRC,81,1.0366023
5,NOS11_cPRC,82,1.090349245
6,WT_cPRC,2,1.003837001
6,WT_cPRC,3,0.944960888
6,WT_cPRC,4,1.024423574
6,WT_cPRC,5,0.867028324
6,WT_cPRC,6,0.934605983
6,WT_cPRC,7,0.937014227
6,WT_cPRC,8,0.9909808
6,WT_cPRC,9,0.994799112
6,WT_cPRC,10,1.040263023
6,WT_cPRC,11,1.070246917
6,WT_cPRC,12,1.061511866
6,WT_cPRC,13,1.023338257
6,WT_cPRC,14,0.919024038
6,WT_cPRC,15,0.908420766
6,WT_cPRC,16,1.040706983
6,WT_cPRC,17,0.986695358
6,WT_cPRC,18,1.0668353
6,WT_cPRC,19,1.057670864
6,WT_cPRC,20,1.11605197
6,WT_cPRC,21,1.175180509
6,WT_cPRC,22,0.980953433
6,WT_cPRC,23,1.042247764
6,WT_cPRC,24,1.27647587
6,WT_cPRC,25,1.211943841
6,WT_cPRC,26,1.053622087
6,WT_cPRC,27,1.098815999
6,WT_cPRC,28,0.970028984
6,WT_cPRC,29,0.912728073
6,WT_cPRC,30,0.954935967
6,WT_cPRC,31,1.084363017
6,WT_cPRC,32,1.070099331
6,WT_cPRC,33,1.060394848
6,WT_cPRC,34,1.180681061
6,WT_cPRC,35,1.038810312
6,WT_cPRC,36,1.000740823
6,WT_cPRC,37,1.0181923
6,NOS11_cPRC,65,0.800534824
6,NOS11_cPRC,66,0.81654168
6,NOS11_cPRC,67,1.084431582
6,NOS11_cPRC,68,1.096318826
6,NOS11_cPRC,69,1.020701919
6,NOS11_cPRC,70,0.722913994
6,NOS11_cPRC,71,1.160579754
6,NOS11_cPRC,72,1.172898575
6,NOS11_cPRC,73,1.132564266
6,NOS11_cPRC,74,1.045127463
6,NOS11_cPRC,75,1.051277177
6,NOS11_cPRC,76,1.087372953
6,NOS11_cPRC,77,1.020612877
6,NOS11_cPRC,78,1.051943706
6,NOS11_cPRC,79,1.023481265
6,NOS11_cPRC,80,1.095403924
6,NOS11_cPRC,81,1.023135169
6,NOS11_cPRC,82,1.120949201
7,WT_cPRC,2,1.003604669
7,WT_cPRC,3,0.94236337
7,WT_cPRC,4,1.039262982
7,WT_cPRC,5,0.867795334
7,WT_cPRC,6,0.945873589
7,WT_cPRC,7,0.940335637
7,WT_cPRC,8,0.993311012
7,WT_cPRC,9,0.993161263
7,WT_cPRC,10,1.040447651
7,WT_cPRC,11,1.055440103
7,WT_cPRC,12,1.06552214
7,WT_cPRC,13,1.024618415
7,WT_cPRC,14,0.922344902
7,WT_cPRC,15,0.902615426
7,WT_cPRC,16,1.044519299
7,WT_cPRC,17,1.003378644
7,WT_cPRC,18,1.071447262
7,WT_cPRC,19,1.057543093
7,WT_cPRC,20,1.106873428
7,WT_cPRC,21,1.170466998
7,WT_cPRC,22,0.980752626
7,WT_cPRC,23,1.02899875
7,WT_cPRC,24,1.264714997
7,WT_cPRC,25,1.21094959
7,WT_cPRC,26,1.060012732
7,WT_cPRC,27,1.09330315
7,WT_cPRC,28,0.972648065
7,WT_cPRC,29,0.916987542
7,WT_cPRC,30,0.944981929
7,WT_cPRC,31,1.078328594
7,WT_cPRC,32,1.064558416
7,WT_cPRC,33,1.053460493
7,WT_cPRC,34,1.175116608
7,WT_cPRC,35,1.030662373
7,WT_cPRC,36,1.00158313
7,WT_cPRC,37,1.010789096
7,NOS11_cPRC,65,0.807541881
7,NOS11_cPRC,66,0.822383437
7,NOS11_cPRC,67,1.08406878
7,NOS11_cPRC,68,1.113046928
7,NOS11_cPRC,69,1.019286403
7,NOS11_cPRC,70,0.752161332
7,NOS11_cPRC,71,1.158994489
7,NOS11_cPRC,72,1.173240334
7,NOS11_cPRC,73,1.149209644
7,NOS11_cPRC,74,1.039620903
7,NOS11_cPRC,75,1.050603159
7,NOS11_cPRC,76,1.087729577
7,NOS11_cPRC,77,1.011775508
7,NOS11_cPRC,78,1.04739691
7,NOS11_cPRC,79,1.027271812
7,NOS11_cPRC,80,1.090128607
7,NOS11_cPRC,81,1.023894988
7,NOS11_cPRC,82,1.112546529
8,WT_cPRC,2,0.99161492
8,WT_cPRC,3,0.950200582
8,WT_cPRC,4,1.047764917
8,WT_cPRC,5,0.869461838
8,WT_cPRC,6,0.953369806
8,WT_cPRC,7,0.967148966
8,WT_cPRC,8,0.990271933
8,WT_cPRC,9,0.995237308
8,WT_cPRC,10,1.038530364
8,WT_cPRC,11,1.042191901
8,WT_cPRC,12,1.069917345
8,WT_cPRC,13,1.021093058
8,WT_cPRC,14,0.91288708
8,WT_cPRC,15,0.896864512
8,WT_cPRC,16,1.070420861
8,WT_cPRC,17,1.020750781
8,WT_cPRC,18,1.055605225
8,WT_cPRC,19,1.044405984
8,WT_cPRC,20,1.102347024
8,WT_cPRC,21,1.167217077
8,WT_cPRC,22,0.996295106
8,WT_cPRC,23,1.037895547
8,WT_cPRC,24,1.268950501
8,WT_cPRC,25,1.212240513
8,WT_cPRC,26,1.05487673
8,WT_cPRC,27,1.099459301
8,WT_cPRC,28,1.007970736
8,WT_cPRC,29,0.92531773
8,WT_cPRC,30,0.937152434
8,WT_cPRC,31,1.057213068
8,WT_cPRC,32,1.061369011
8,WT_cPRC,33,1.051089621
8,WT_cPRC,34,1.167786961
8,WT_cPRC,35,1.041140415
8,WT_cPRC,36,0.999928962
8,WT_cPRC,37,1.004017314
8,NOS11_cPRC,65,0.81962548
8,NOS11_cPRC,66,0.830842662
8,NOS11_cPRC,67,1.075479658
8,NOS11_cPRC,68,1.141130965
8,NOS11_cPRC,69,1.020383428
8,NOS11_cPRC,70,0.878613407
8,NOS11_cPRC,71,1.171208576
8,NOS11_cPRC,72,1.181737685
8,NOS11_cPRC,73,1.146974293
8,NOS11_cPRC,74,1.040147427
8,NOS11_cPRC,75,1.043206249
8,NOS11_cPRC,76,1.066344856
8,NOS11_cPRC,77,1.016871342
8,NOS11_cPRC,78,1.037988387
8,NOS11_cPRC,79,1.027842072
8,NOS11_cPRC,80,1.086301417
8,NOS11_cPRC,81,1.027746483
8,NOS11_cPRC,82,1.114352967
9,WT_cPRC,2,0.988580521
9,WT_cPRC,3,0.948518521
9,WT_cPRC,4,1.060815892
9,WT_cPRC,5,0.873492128
9,WT_cPRC,6,0.957397276
9,WT_cPRC,7,0.961581906
9,WT_cPRC,8,0.991410645
9,WT_cPRC,9,0.997126581
9,WT_cPRC,10,1.025166165
9,WT_cPRC,11,1.04897323
9,WT_cPRC,12,1.083634862
9,WT_cPRC,13,1.025393074
9,WT_cPRC,14,0.917658498
9,WT_cPRC,15,0.902246546
9,WT_cPRC,16,1.065189823
9,WT_cPRC,17,1.047478154
9,WT_cPRC,18,1.067696635
9,WT_cPRC,19,1.051503043
9,WT_cPRC,20,1.096039396
9,WT_cPRC,21,1.159899125
9,WT_cPRC,22,1.006817406
9,WT_cPRC,23,1.045529961
9,WT_cPRC,24,1.280266368
9,WT_cPRC,25,1.213146564
9,WT_cPRC,26,1.053183271
9,WT_cPRC,27,1.096568516
9,WT_cPRC,28,1.018839922
9,WT_cPRC,29,0.944947779
9,WT_cPRC,30,0.95055145
9,WT_cPRC,31,1.077585438
9,WT_cPRC,32,1.063058315
9,WT_cPRC,33,1.056125496
9,WT_cPRC,34,1.165051495
9,WT_cPRC,35,1.037341011
9,WT_cPRC,36,1.000426227
9,WT_cPRC,37,0.998911024
9,NOS11_cPRC,65,0.823722463
9,NOS11_cPRC,66,0.837363692
9,NOS11_cPRC,67,1.057525185
9,NOS11_cPRC,68,1.153462155
9,NOS11_cPRC,69,1.015712226
9,NOS11_cPRC,70,0.890707318
9,NOS11_cPRC,71,1.1676757
9,NOS11_cPRC,72,1.177155018
9,NOS11_cPRC,73,1.139569695
9,NOS11_cPRC,74,1.049273836
9,NOS11_cPRC,75,1.045314714
9,NOS11_cPRC,76,1.063517334
9,NOS11_cPRC,77,1.01806496
9,NOS11_cPRC,78,1.046393072
9,NOS11_cPRC,79,1.030659824
9,NOS11_cPRC,80,1.080336517
9,NOS11_cPRC,81,1.020200697
9,NOS11_cPRC,82,1.062322093
10,WT_cPRC,2,0.98913671
10,WT_cPRC,3,0.941246958
10,WT_cPRC,4,1.063035383
10,WT_cPRC,5,0.863778989
10,WT_cPRC,6,0.973262717
10,WT_cPRC,7,0.96425786
10,WT_cPRC,8,0.984781986
10,WT_cPRC,9,0.989993319
10,WT_cPRC,10,1.023958984
10,WT_cPRC,11,1.050135353
10,WT_cPRC,12,1.08513959
10,WT_cPRC,13,1.035903496
10,WT_cPRC,14,0.916298272
10,WT_cPRC,15,0.901067336
10,WT_cPRC,16,1.069517318
10,WT_cPRC,17,1.044263521
10,WT_cPRC,18,1.085970039
10,WT_cPRC,19,1.055951773
10,WT_cPRC,20,1.084073764
10,WT_cPRC,21,1.149473858
10,WT_cPRC,22,1.001074319
10,WT_cPRC,23,1.0538136
10,WT_cPRC,24,1.272574121
10,WT_cPRC,25,1.215439756
10,WT_cPRC,26,1.049289551
10,WT_cPRC,27,1.094899189
10,WT_cPRC,28,1.000174605
10,WT_cPRC,29,0.937775261
10,WT_cPRC,30,0.956425688
10,WT_cPRC,31,1.081132767
10,WT_cPRC,32,1.060531117
10,WT_cPRC,33,1.04974375
10,WT_cPRC,34,1.170160036
10,WT_cPRC,35,1.045845145
10,WT_cPRC,36,0.998234202
10,WT_cPRC,37,0.998453471
10,NOS11_cPRC,65,0.832838788
10,NOS11_cPRC,66,0.859127631
10,NOS11_cPRC,67,1.046320514
10,NOS11_cPRC,68,1.155941617
10,NOS11_cPRC,69,1.0184194
10,NOS11_cPRC,70,0.989779541
10,NOS11_cPRC,71,1.175209481
10,NOS11_cPRC,72,1.177854069
10,NOS11_cPRC,73,1.115020757
10,NOS11_cPRC,74,1.054407442
10,NOS11_cPRC,75,1.043949397
10,NOS11_cPRC,76,1.063784803
10,NOS11_cPRC,77,1.024951222
10,NOS11_cPRC,78,1.040645606
10,NOS11_cPRC,79,1.016436886
10,NOS11_cPRC,80,1.082681102
10,NOS11_cPRC,81,1.025257421
10,NOS11_cPRC,82,1.11161594
11,WT_cPRC,2,0.982814458
11,WT_cPRC,3,0.95098207
11,WT_cPRC,4,1.051937928
11,WT_cPRC,5,0.874063899
11,WT_cPRC,6,0.971865906
11,WT_cPRC,7,0.97566092
11,WT_cPRC,8,0.984442635
11,WT_cPRC,9,0.99194006
11,WT_cPRC,10,1.025705846
11,WT_cPRC,11,1.067553526
11,WT_cPRC,12,1.089177859
11,WT_cPRC,13,1.034603644
11,WT_cPRC,14,0.917477843
11,WT_cPRC,15,0.897197109
11,WT_cPRC,16,1.072188317
11,WT_cPRC,17,1.037617761
11,WT_cPRC,18,1.096480516
11,WT_cPRC,19,1.068299029
11,WT_cPRC,20,1.079159681
11,WT_cPRC,21,1.141112629
11,WT_cPRC,22,1.009949999
11,WT_cPRC,23,1.051625469
11,WT_cPRC,24,1.250967491
11,WT_cPRC,25,1.20947425
11,WT_cPRC,26,1.061434249
11,WT_cPRC,27,1.075339565
11,WT_cPRC,28,1.013619221
11,WT_cPRC,29,0.944954071
11,WT_cPRC,30,0.978881525
11,WT_cPRC,31,1.120549737
11,WT_cPRC,32,1.0562065
11,WT_cPRC,33,1.053139623
11,WT_cPRC,34,1.156260594
11,WT_cPRC,35,1.061666098
11,WT_cPRC,36,0.998934432
11,WT_cPRC,37,1.012527796
11,NOS11_cPRC,65,0.850799734
11,NOS11_cPRC,66,0.858095135
11,NOS11_cPRC,67,1.028231046
11,NOS11_cPRC,68,1.152900144
11,NOS11_cPRC,69,1.016782709
11,NOS11_cPRC,70,1.002529757
11,NOS11_cPRC,71,1.162814222
11,NOS11_cPRC,72,1.1698693550000001
11,NOS11_cPRC,73,1.113982916
11,NOS11_cPRC,74,1.057939538
11,NOS11_cPRC,75,1.043914832
11,NOS11_cPRC,76,1.062167257
11,NOS11_cPRC,77,1.032617927
11,NOS11_cPRC,78,1.044267297
11,NOS11_cPRC,79,1.009224783
11,NOS11_cPRC,80,1.090921629
11,NOS11_cPRC,81,1.014750963
11,NOS11_cPRC,82,1.242007883
12,WT_cPRC,2,0.975351666
12,WT_cPRC,3,0.93783818
12,WT_cPRC,4,1.051809527
12,WT_cPRC,5,0.879091302
12,WT_cPRC,6,0.983831917
12,WT_cPRC,7,0.979775704
12,WT_cPRC,8,0.985121337
12,WT_cPRC,9,0.987026514
12,WT_cPRC,10,1.033303982
12,WT_cPRC,11,1.082743157
12,WT_cPRC,12,1.093272118
12,WT_cPRC,13,1.035608075
12,WT_cPRC,14,0.918110136
12,WT_cPRC,15,0.902004656
12,WT_cPRC,16,1.076896251
12,WT_cPRC,17,1.040596216
12,WT_cPRC,18,1.099282584
12,WT_cPRC,19,1.077405566
12,WT_cPRC,20,1.081904862
12,WT_cPRC,21,1.136023838
12,WT_cPRC,22,1.006465993
12,WT_cPRC,23,1.045878619
12,WT_cPRC,24,1.249473542
12,WT_cPRC,25,1.193157308
12,WT_cPRC,26,1.063782842
12,WT_cPRC,27,1.081487574
12,WT_cPRC,28,0.996324557
12,WT_cPRC,29,0.943897068
12,WT_cPRC,30,0.999923821
12,WT_cPRC,31,1.136750528
12,WT_cPRC,32,1.063152916
12,WT_cPRC,33,1.054378537
12,WT_cPRC,34,1.14609027
12,WT_cPRC,35,1.041214622
12,WT_cPRC,36,1.010929683
12,WT_cPRC,37,1.018713911
12,NOS11_cPRC,65,0.859973259
12,NOS11_cPRC,66,0.868401985
12,NOS11_cPRC,67,1.025033327
12,NOS11_cPRC,68,1.140023472
12,NOS11_cPRC,69,1.014261322
12,NOS11_cPRC,70,1.020792936
12,NOS11_cPRC,71,1.154299087
12,NOS11_cPRC,72,1.154645581
12,NOS11_cPRC,73,1.134021236
12,NOS11_cPRC,74,1.062020096
12,NOS11_cPRC,75,1.040268224
12,NOS11_cPRC,76,1.035828005
12,NOS11_cPRC,77,1.0243314590000001
12,NOS11_cPRC,78,1.061332546
12,NOS11_cPRC,79,0.996343632
12,NOS11_cPRC,80,1.08106058
12,NOS11_cPRC,81,1.023606781
12,NOS11_cPRC,82,1.241816291
13,WT_cPRC,2,0.977421535
13,WT_cPRC,3,0.944700392
13,WT_cPRC,4,1.041188987
13,WT_cPRC,5,0.862823713
13,WT_cPRC,6,0.9868467
13,WT_cPRC,7,0.9822634
13,WT_cPRC,8,0.984201318
13,WT_cPRC,9,0.981631671
13,WT_cPRC,10,1.034766801
13,WT_cPRC,11,1.080446255
13,WT_cPRC,12,1.098955089
13,WT_cPRC,13,1.039008699
13,WT_cPRC,14,0.922190814
13,WT_cPRC,15,0.897178968
13,WT_cPRC,16,1.070714116
13,WT_cPRC,17,1.037040439
13,WT_cPRC,18,1.088575852
13,WT_cPRC,19,1.083375923
13,WT_cPRC,20,1.076142079
13,WT_cPRC,21,1.138770884
13,WT_cPRC,22,0.999628507
13,WT_cPRC,23,1.027616139
13,WT_cPRC,24,1.241137626
13,WT_cPRC,25,1.191008443
13,WT_cPRC,26,1.07203382
13,WT_cPRC,27,1.076121299
13,WT_cPRC,28,0.995853122
13,WT_cPRC,29,0.935887756
13,WT_cPRC,30,0.99950907
13,WT_cPRC,31,1.131330447
13,WT_cPRC,32,1.057612001
13,WT_cPRC,33,1.050207228
13,WT_cPRC,34,1.141846791
13,WT_cPRC,35,1.042253521
13,WT_cPRC,36,1.007154528
13,WT_cPRC,37,1.022163859
13,NOS11_cPRC,65,0.857048885
13,NOS11_cPRC,66,0.8733471
13,NOS11_cPRC,67,1.019456303
13,NOS11_cPRC,68,1.132684265
13,NOS11_cPRC,69,1.012421151
13,NOS11_cPRC,70,1.028000358
13,NOS11_cPRC,71,1.15798294
13,NOS11_cPRC,72,1.147965762
13,NOS11_cPRC,73,1.134659907
13,NOS11_cPRC,74,1.064894037
13,NOS11_cPRC,75,1.035256299
13,NOS11_cPRC,76,1.048806582
13,NOS11_cPRC,77,1.025364398
13,NOS11_cPRC,78,1.050132861
13,NOS11_cPRC,79,1.009090604
13,NOS11_cPRC,80,1.087956418
13,NOS11_cPRC,81,1.018340451
13,NOS11_cPRC,82,1.223259251
14,WT_cPRC,2,0.98361706
14,WT_cPRC,3,0.940621767
14,WT_cPRC,4,1.035759488
14,WT_cPRC,5,0.879760693
14,WT_cPRC,6,0.988045629
14,WT_cPRC,7,0.993854719
14,WT_cPRC,8,0.984683951
14,WT_cPRC,9,0.983082747
14,WT_cPRC,10,1.046284724
14,WT_cPRC,11,1.077000902
14,WT_cPRC,12,1.095154777
14,WT_cPRC,13,1.047582472
14,WT_cPRC,14,0.929571104
14,WT_cPRC,15,0.896580292
14,WT_cPRC,16,1.073955774
14,WT_cPRC,17,1.043856772
14,WT_cPRC,18,1.089121001
14,WT_cPRC,19,1.074060308
14,WT_cPRC,20,1.084241408
14,WT_cPRC,21,1.138192954
14,WT_cPRC,22,0.992871343
14,WT_cPRC,23,1.019260364
14,WT_cPRC,24,1.230441589
14,WT_cPRC,25,1.197006022
14,WT_cPRC,26,1.072305762
14,WT_cPRC,27,1.082643888
14,WT_cPRC,28,1.000628579
14,WT_cPRC,29,0.931728954
14,WT_cPRC,30,1.002987904
14,WT_cPRC,31,1.127376859
14,WT_cPRC,32,1.050408811
14,WT_cPRC,33,1.04422657
14,WT_cPRC,34,1.140303707
14,WT_cPRC,35,1.063654848
14,WT_cPRC,36,1.021077949
14,WT_cPRC,37,1.030097825
14,NOS11_cPRC,65,0.861181619
14,NOS11_cPRC,66,0.880185125
14,NOS11_cPRC,67,1.012875247
14,NOS11_cPRC,68,1.129874209
14,NOS11_cPRC,69,1.006493679
14,NOS11_cPRC,70,1.028406074
14,NOS11_cPRC,71,1.150524647
14,NOS11_cPRC,72,1.141829649
14,NOS11_cPRC,73,1.135977167
14,NOS11_cPRC,74,1.061756834
