frame,MO,sample,intensity
6,NIT2MO2_NOS,22,0.95942029
6,NIT2MO2_NOS,23,1.028341276
6,NIT2MO2_NOS,24,1.031113187
6,NIT2MO2_NOS,25,0.948632024
6,NIT2MO2_NOS,26,1.068124871
6,NIT2MO2_NOS,27,0.971219765
7,NIT2MO1_NOS,2,0.972242095
7,NIT2MO1_NOS,3,0.907582304
7,NIT2MO1_NOS,4,1.080979972
7,NIT2MO1_NOS,5,1.014889657
7,NIT2MO1_NOS,6,0.996120115
7,NIT2MO1_NOS,7,0.953374273
7,NIT2MO1_NOS,8,0.91497113
7,NIT2MO1_NOS,9,0.952188112
7,NIT2MO1_NOS,10,1.002070982
7,NIT2MO1_NOS,11,0.989689662
7,NIT2MO1_NOS,12,1.025153887
7,NIT2MO1_NOS,13,1.067269607
7,NIT2MO2_NOS,14,1.1040318
7,NIT2MO2_NOS,15,0.993900464
7,NIT2MO2_NOS,16,1.000641051
7,NIT2MO2_NOS,17,0.994873898
7,NIT2MO2_NOS,18,0.984696208
7,NIT2MO2_NOS,19,1.14694863
7,NIT2MO2_NOS,20,1.036169941
7,NIT2MO2_NOS,21,1.067404324
7,NIT2MO2_NOS,22,0.948950015
7,NIT2MO2_NOS,23,0.973261355
7,NIT2MO2_NOS,24,1.054287549
7,NIT2MO2_NOS,25,0.915901579
7,NIT2MO2_NOS,26,1.065177019
7,NIT2MO2_NOS,27,0.974130125
8,NIT2MO1_NOS,2,0.97672533
8,NIT2MO1_NOS,3,0.909417658
8,NIT2MO1_NOS,4,1.039189744
8,NIT2MO1_NOS,5,1.042063281
8,NIT2MO1_NOS,6,1.007193954
8,NIT2MO1_NOS,7,0.953406765
8,NIT2MO1_NOS,8,0.916414627
8,NIT2MO1_NOS,9,0.949967342
8,NIT2MO1_NOS,10,0.999918785
8,NIT2MO1_NOS,11,0.985202439
8,NIT2MO1_NOS,12,1.020366289
8,NIT2MO1_NOS,13,1.049577502
8,NIT2MO2_NOS,14,1.063032368
8,NIT2MO2_NOS,15,0.979866134
8,NIT2MO2_NOS,16,1.017668977
8,NIT2MO2_NOS,17,1.018300185
8,NIT2MO2_NOS,18,0.949931476
8,NIT2MO2_NOS,19,1.167485361
8,NIT2MO2_NOS,20,1.0364889
8,NIT2MO2_NOS,21,1.048624505
8,NIT2MO2_NOS,22,0.990653653
8,NIT2MO2_NOS,23,0.977647505
8,NIT2MO2_NOS,24,1.034090246
8,NIT2MO2_NOS,25,0.95987881
8,NIT2MO2_NOS,26,1.038705303
8,NIT2MO2_NOS,27,0.989458026
9,NIT2MO1_NOS,2,0.965278771
9,NIT2MO1_NOS,3,0.90299392
9,NIT2MO1_NOS,4,1.014644829
9,NIT2MO1_NOS,5,1.065301781
9,NIT2MO1_NOS,6,1.016044942
9,NIT2MO1_NOS,7,0.966955844
9,NIT2MO1_NOS,8,0.909953258
9,NIT2MO1_NOS,9,0.947615937
9,NIT2MO1_NOS,10,1.000040607
9,NIT2MO1_NOS,11,0.970370624
9,NIT2MO1_NOS,12,1.029181549
9,NIT2MO1_NOS,13,1.065025086
9,NIT2MO2_NOS,14,1.07370812
9,NIT2MO2_NOS,15,0.956655511
9,NIT2MO2_NOS,16,0.980968789
9,NIT2MO2_NOS,17,1.015788395
9,NIT2MO2_NOS,18,0.965692097
9,NIT2MO2_NOS,19,1.116643077
9,NIT2MO2_NOS,20,1.058050523
9,NIT2MO2_NOS,21,1.070246675
9,NIT2MO2_NOS,22,0.980834073
9,NIT2MO2_NOS,23,1.019442453
9,NIT2MO2_NOS,24,1.045881735
9,NIT2MO2_NOS,25,0.945556372
9,NIT2MO2_NOS,26,1.062789258
9,NIT2MO2_NOS,27,0.967856681
10,NIT2MO1_NOS,2,0.967425001
10,NIT2MO1_NOS,3,0.900393836
10,NIT2MO1_NOS,4,1.000821205
10,NIT2MO1_NOS,5,1.092954002
10,NIT2MO1_NOS,6,1.010184699
10,NIT2MO1_NOS,7,0.959190304
10,NIT2MO1_NOS,8,0.913527633
10,NIT2MO1_NOS,9,0.959111692
10,NIT2MO1_NOS,10,0.983269715
10,NIT2MO1_NOS,11,0.973727478
10,NIT2MO1_NOS,12,1.033361198
10,NIT2MO1_NOS,13,1.083047267
10,NIT2MO2_NOS,14,1.068824532
10,NIT2MO2_NOS,15,0.98418439
10,NIT2MO2_NOS,16,0.99066469
10,NIT2MO2_NOS,17,0.961554234
10,NIT2MO2_NOS,18,0.97268159
10,NIT2MO2_NOS,19,1.110482058
10,NIT2MO2_NOS,20,1.051033427
10,NIT2MO2_NOS,21,1.059181809
10,NIT2MO2_NOS,22,0.984619935
10,NIT2MO2_NOS,23,0.978617519
10,NIT2MO2_NOS,24,1.068413986
10,NIT2MO2_NOS,25,0.991645244
10,NIT2MO2_NOS,26,1.054328921
10,NIT2MO2_NOS,27,0.963588152
11,NIT2MO1_NOS,2,0.938093194
11,NIT2MO1_NOS,3,0.895805453
11,NIT2MO1_NOS,4,1.028924677
11,NIT2MO1_NOS,5,1.14129221
11,NIT2MO1_NOS,6,1.022349755
11,NIT2MO1_NOS,7,0.966630926
11,NIT2MO1_NOS,8,0.911053066
11,NIT2MO1_NOS,9,0.971195297
11,NIT2MO1_NOS,10,0.999228458
11,NIT2MO1_NOS,11,0.98417483
11,NIT2MO1_NOS,12,1.019910328
11,NIT2MO1_NOS,13,1.077898072
11,NIT2MO2_NOS,14,1.057808064
11,NIT2MO2_NOS,15,0.952229299
11,NIT2MO2_NOS,16,0.971272888
11,NIT2MO2_NOS,17,0.993746155
11,NIT2MO2_NOS,18,0.974189127
11,NIT2MO2_NOS,19,1.127855022
11,NIT2MO2_NOS,20,1.029216637
11,NIT2MO2_NOS,21,1.091564308
11,NIT2MO2_NOS,22,0.974977817
11,NIT2MO2_NOS,23,1.02323816
11,NIT2MO2_NOS,24,1.049092289
11,NIT2MO2_NOS,25,0.980214837
11,NIT2MO2_NOS,26,1.032632727
11,NIT2MO2_NOS,27,0.954533696
12,NIT2MO1_NOS,2,0.932560691
12,NIT2MO1_NOS,3,0.887814018
12,NIT2MO1_NOS,4,1.069756832
12,NIT2MO1_NOS,5,1.05291146
12,NIT2MO1_NOS,6,1.0214202
12,NIT2MO1_NOS,7,0.980569906
12,NIT2MO1_NOS,8,0.922807259
12,NIT2MO1_NOS,9,0.974330503
12,NIT2MO1_NOS,10,0.981523593
12,NIT2MO1_NOS,11,0.952079194
12,NIT2MO1_NOS,12,1.01155103
12,NIT2MO1_NOS,13,1.058951677
12,NIT2MO2_NOS,14,1.065530948
12,NIT2MO2_NOS,15,0.948234913
12,NIT2MO2_NOS,16,1.002724468
12,NIT2MO2_NOS,17,0.996924339
12,NIT2MO2_NOS,18,0.934582001
12,NIT2MO2_NOS,19,1.131823606
12,NIT2MO2_NOS,20,1.072084715
12,NIT2MO2_NOS,21,1.097553548
12,NIT2MO2_NOS,22,0.992428276
12,NIT2MO2_NOS,23,0.977731854
12,NIT2MO2_NOS,24,1.024750452
12,NIT2MO2_NOS,25,0.965525156
12,NIT2MO2_NOS,26,1.018099814
12,NIT2MO2_NOS,27,0.966110464
13,NIT2MO1_NOS,2,0.931463729
13,NIT2MO1_NOS,3,0.903643941
13,NIT2MO1_NOS,4,1.073862859
13,NIT2MO1_NOS,5,1.021855889
13,NIT2MO1_NOS,6,1.030594512
13,NIT2MO1_NOS,7,0.948110602
13,NIT2MO1_NOS,8,0.911465494
13,NIT2MO1_NOS,9,0.992945787
13,NIT2MO1_NOS,10,0.979046536
13,NIT2MO1_NOS,11,0.944063849
13,NIT2MO1_NOS,12,1.019226385
13,NIT2MO1_NOS,13,1.060205968
13,NIT2MO2_NOS,14,1.058716638
13,NIT2MO2_NOS,15,0.927183418
13,NIT2MO2_NOS,16,0.967186185
13,NIT2MO2_NOS,17,1.013379127
13,NIT2MO2_NOS,18,0.968570123
13,NIT2MO2_NOS,19,1.119362806
13,NIT2MO2_NOS,20,1.056009186
13,NIT2MO2_NOS,21,1.100497411
13,NIT2MO2_NOS,22,0.967997634
13,NIT2MO2_NOS,23,1.002066551
13,NIT2MO2_NOS,24,1.01447668
13,NIT2MO2_NOS,25,0.962403599
13,NIT2MO2_NOS,26,1.048462695
13,NIT2MO2_NOS,27,0.962165308
14,NIT2MO1_NOS,2,0.917823246
14,NIT2MO1_NOS,3,0.91534432
14,NIT2MO1_NOS,4,1.05433642
14,NIT2MO1_NOS,5,1.004094656
14,NIT2MO1_NOS,6,1.033706503
14,NIT2MO1_NOS,7,0.942067128
14,NIT2MO1_NOS,8,0.895861974
14,NIT2MO1_NOS,9,0.97642064
14,NIT2MO1_NOS,10,0.992690652
14,NIT2MO1_NOS,11,0.963177365
14,NIT2MO1_NOS,12,1.033437191
14,NIT2MO1_NOS,13,1.056707156
14,NIT2MO2_NOS,14,1.052356616
14,NIT2MO2_NOS,15,0.925564072
14,NIT2MO2_NOS,16,0.944909652
14,NIT2MO2_NOS,17,1.04669879
14,NIT2MO2_NOS,18,0.955824577
14,NIT2MO2_NOS,19,1.119668082
14,NIT2MO2_NOS,20,1.044080122
14,NIT2MO2_NOS,21,1.082225155
14,NIT2MO2_NOS,22,0.966873706
14,NIT2MO2_NOS,23,1.004892244
14,NIT2MO2_NOS,24,1.002568443
14,NIT2MO2_NOS,25,0.941470804
14,NIT2MO2_NOS,26,1.011614539
14,NIT2MO2_NOS,27,0.984995473
15,NIT2MO1_NOS,2,0.921066438
15,NIT2MO1_NOS,3,0.91060299
15,NIT2MO1_NOS,4,1.042520188
15,NIT2MO1_NOS,5,0.988088274
15,NIT2MO1_NOS,6,1.021986016
15,NIT2MO1_NOS,7,0.937193359
15,NIT2MO1_NOS,8,0.896755568
15,NIT2MO1_NOS,9,0.972044415
15,NIT2MO1_NOS,10,0.981604808
15,NIT2MO1_NOS,11,0.966739741
15,NIT2MO1_NOS,12,1.007371381
15,NIT2MO1_NOS,13,1.061526274
15,NIT2MO2_NOS,14,1.04520159
15,NIT2MO2_NOS,15,0.952283278
15,NIT2MO2_NOS,16,0.950478785
15,NIT2MO2_NOS,17,0.999179824
15,NIT2MO2_NOS,18,0.954591138
15,NIT2MO2_NOS,19,1.131573835
15,NIT2MO2_NOS,20,1.015756571
15,NIT2MO2_NOS,21,1.106283626
15,NIT2MO2_NOS,22,0.972552499
15,NIT2MO2_NOS,23,1.045421956
15,NIT2MO2_NOS,24,1.017453739
15,NIT2MO2_NOS,25,0.963826662
15,NIT2MO2_NOS,26,1.027503464
15,NIT2MO2_NOS,27,0.944573794
16,NIT2MO1_NOS,2,0.910239901
16,NIT2MO1_NOS,3,0.926088785
16,NIT2MO1_NOS,4,1.032620101
16,NIT2MO1_NOS,5,0.979526722
16,NIT2MO1_NOS,6,1.0214202
16,NIT2MO1_NOS,7,0.976735874
16,NIT2MO1_NOS,8,0.904660434
16,NIT2MO1_NOS,9,0.957086871
16,NIT2MO1_NOS,10,0.983269715
16,NIT2MO1_NOS,11,0.947831746
16,NIT2MO1_NOS,12,1.008207311
16,NIT2MO1_NOS,13,1.043570108
16,NIT2MO2_NOS,14,1.033390119
16,NIT2MO2_NOS,15,0.95401058
16,NIT2MO2_NOS,16,0.912937217
16,NIT2MO2_NOS,17,1.031525528
16,NIT2MO2_NOS,18,0.974737323
16,NIT2MO2_NOS,19,1.090777898
16,NIT2MO2_NOS,20,1.056583312
16,NIT2MO2_NOS,21,1.094000609
16,NIT2MO2_NOS,22,0.957882283
16,NIT2MO2_NOS,23,1.074438025
16,NIT2MO2_NOS,24,1.03163855
16,NIT2MO2_NOS,25,0.982923246
16,NIT2MO2_NOS,26,1.042714383
16,NIT2MO2_NOS,27,0.958026129
17,NIT2MO1_NOS,2,0.908761387
17,NIT2MO1_NOS,3,0.930485986
17,NIT2MO1_NOS,4,1.02372371
17,NIT2MO1_NOS,5,0.966498272
17,NIT2MO1_NOS,6,1.031847391
17,NIT2MO1_NOS,7,0.979497677
17,NIT2MO1_NOS,8,0.9234259
17,NIT2MO1_NOS,9,0.973220118
17,NIT2MO1_NOS,10,0.981117518
17,NIT2MO1_NOS,11,0.938000959
17,NIT2MO1_NOS,12,1.017174557
17,NIT2MO1_NOS,13,1.05228413
17,NIT2MO2_NOS,14,1.04770017
17,NIT2MO2_NOS,15,0.947803088
17,NIT2MO2_NOS,16,0.963059417
17,NIT2MO2_NOS,17,0.961810539
17,NIT2MO2_NOS,18,0.960575605
17,NIT2MO2_NOS,19,1.105764161
17,NIT2MO2_NOS,20,1.055626435
17,NIT2MO2_NOS,21,1.098467161
17,NIT2MO2_NOS,22,0.960189293
17,NIT2MO2_NOS,23,1.008730125
17,NIT2MO2_NOS,24,1.007938824
17,NIT2MO2_NOS,25,0.954966948
17,NIT2MO2_NOS,26,1.049317572
17,NIT2MO2_NOS,27,0.950653214
18,NIT2MO1_NOS,2,0.900510326
18,NIT2MO1_NOS,3,0.93970099
18,NIT2MO1_NOS,4,1.014051736
18,NIT2MO1_NOS,5,0.961074182
18,NIT2MO1_NOS,6,1.019076102
18,NIT2MO1_NOS,7,0.991779576
18,NIT2MO1_NOS,8,0.921982403
18,NIT2MO1_NOS,9,0.970019595
18,NIT2MO1_NOS,10,0.96751401
18,NIT2MO1_NOS,11,0.932349113
18,NIT2MO1_NOS,12,0.995440383
18,NIT2MO1_NOS,13,1.069250066
18,NIT2MO2_NOS,14,1.066780239
18,NIT2MO2_NOS,15,0.941811508
18,NIT2MO2_NOS,16,0.949196683
18,NIT2MO2_NOS,17,1.02009432
18,NIT2MO2_NOS,18,0.971037003
18,NIT2MO2_NOS,19,1.101795576
18,NIT2MO2_NOS,20,1.072403674
18,NIT2MO2_NOS,21,1.11125774
18,NIT2MO2_NOS,22,0.997633836
18,NIT2MO2_NOS,23,1.015984142
18,NIT2MO2_NOS,24,1.040861596
18,NIT2MO2_NOS,25,0.97254866
18,NIT2MO2_NOS,26,1.049199658
18,NIT2MO2_NOS,27,0.937394904
19,NIT2MO1_NOS,2,0.887251395
19,NIT2MO1_NOS,3,0.949566015
19,NIT2MO1_NOS,4,1.006569643
19,NIT2MO1_NOS,5,0.961978197
19,NIT2MO1_NOS,6,1.01026553
19,NIT2MO1_NOS,7,0.980504923
19,NIT2MO1_NOS,8,0.923632114
19,NIT2MO1_NOS,9,0.962704115
19,NIT2MO1_NOS,10,0.976204012
19,NIT2MO1_NOS,11,0.943276016
19,NIT2MO1_NOS,12,1.013526864
19,NIT2MO1_NOS,13,1.047531027
19,NIT2MO2_NOS,14,1.04770017
19,NIT2MO2_NOS,15,0.96145957
19,NIT2MO2_NOS,16,0.966545134
19,NIT2MO2_NOS,17,0.999128563
19,NIT2MO2_NOS,18,0.982183646
19,NIT2MO2_NOS,19,1.145699775
19,NIT2MO2_NOS,20,1.050395509
19,NIT2MO2_NOS,21,1.098162623
19,NIT2MO2_NOS,22,1.005442177
19,NIT2MO2_NOS,23,0.988233309
19,NIT2MO2_NOS,24,0.994746366
19,NIT2MO2_NOS,25,1.004269188
19,NIT2MO2_NOS,26,1.04097515
19,NIT2MO2_NOS,27,0.980662269
20,NIT2MO1_NOS,2,0.891114609
20,NIT2MO1_NOS,3,0.965395939
20,NIT2MO1_NOS,4,1.032483234
20,NIT2MO1_NOS,5,0.965700612
20,NIT2MO1_NOS,6,1.026552964
20,NIT2MO1_NOS,7,1.00542613
20,NIT2MO1_NOS,8,0.93765466
20,NIT2MO1_NOS,9,0.965774004
20,NIT2MO1_NOS,10,0.976285227
20,NIT2MO1_NOS,11,0.956292389
20,NIT2MO1_NOS,12,1.021734174
20,NIT2MO1_NOS,13,1.04706892
20,NIT2MO2_NOS,14,1.03838728
20,NIT2MO2_NOS,15,0.977437115
20,NIT2MO2_NOS,16,0.941023278
20,NIT2MO2_NOS,17,0.991798237
20,NIT2MO2_NOS,18,0.965235267
20,NIT2MO2_NOS,19,1.117808675
20,NIT2MO2_NOS,20,1.060602194
20,NIT2MO2_NOS,21,1.054207695
20,NIT2MO2_NOS,22,1.026264419
20,NIT2MO2_NOS,23,0.978027076
20,NIT2MO2_NOS,24,0.997840173
20,NIT2MO2_NOS,25,0.979526258
20,NIT2MO2_NOS,26,0.995018129
20,NIT2MO2_NOS,27,0.965981115
21,NIT2MO1_NOS,2,0.886631373
21,NIT2MO1_NOS,3,0.975031545
21,NIT2MO1_NOS,4,1.018978968
21,NIT2MO1_NOS,5,0.972294602
21,NIT2MO1_NOS,6,1.009295558
21,NIT2MO1_NOS,7,1.014036456
21,NIT2MO1_NOS,8,0.923288425
21,NIT2MO1_NOS,9,0.962834749
21,NIT2MO1_NOS,10,0.971615366
21,NIT2MO1_NOS,11,0.971843529
21,NIT2MO1_NOS,12,1.032753249
21,NIT2MO1_NOS,13,1.07538949
21,NIT2MO2_NOS,14,1.040318001
21,NIT2MO2_NOS,15,0.952067365
21,NIT2MO2_NOS,16,0.964662046
21,NIT2MO2_NOS,17,0.984109083
21,NIT2MO2_NOS,18,0.96372773
21,NIT2MO2_NOS,19,1.09424694
21,NIT2MO2_NOS,20,1.071000255
21,NIT2MO2_NOS,21,1.072581464
21,NIT2MO2_NOS,22,1.006625259
21,NIT2MO2_NOS,23,0.983762811
21,NIT2MO2_NOS,24,1.079680112
21,NIT2MO2_NOS,25,0.989625413
21,NIT2MO2_NOS,26,1.022963771
21,NIT2MO2_NOS,27,0.946255336
22,NIT2MO1_NOS,2,0.882481996
22,NIT2MO1_NOS,3,0.993002715
22,NIT2MO1_NOS,4,1.009580729
22,NIT2MO1_NOS,5,0.970646105
22,NIT2MO1_NOS,6,0.986177909
22,NIT2MO1_NOS,7,1.019202651
22,NIT2MO1_NOS,8,0.925556778
22,NIT2MO1_NOS,9,0.966884389
22,NIT2MO1_NOS,10,0.986315277
22,NIT2MO1_NOS,11,0.968555183
22,NIT2MO1_NOS,12,1.031005396
22,NIT2MO1_NOS,13,1.053736467
22,NIT2MO2_NOS,14,1.037251562
22,NIT2MO2_NOS,15,0.971823383
22,NIT2MO2_NOS,16,0.929003566
22,NIT2MO2_NOS,17,0.977291368
22,NIT2MO2_NOS,18,0.993650069
22,NIT2MO2_NOS,19,1.096689146
22,NIT2MO2_NOS,20,1.057029855
22,NIT2MO2_NOS,21,1.085270531
22,NIT2MO2_NOS,22,1.011475895
22,NIT2MO2_NOS,23,0.977520982
22,NIT2MO2_NOS,24,1.010273773
22,NIT2MO2_NOS,25,0.98994675
22,NIT2MO2_NOS,26,1.03876426
22,NIT2MO2_NOS,27,0.984348726
23,NIT2MO1_NOS,2,0.883722039
23,NIT2MO1_NOS,3,0.999235269
23,NIT2MO1_NOS,4,0.994799033
23,NIT2MO1_NOS,5,0.937410263
23,NIT2MO1_NOS,6,1.001454957
23,NIT2MO1_NOS,7,1.059070085
23,NIT2MO1_NOS,8,0.941778939
23,NIT2MO1_NOS,9,0.957805356
23,NIT2MO1_NOS,10,0.980467798
23,NIT2MO1_NOS,11,0.955401795
23,NIT2MO1_NOS,12,1.038984725
23,NIT2MO1_NOS,13,1.049247425
23,NIT2MO2_NOS,14,1.032708688
23,NIT2MO2_NOS,15,0.968692648
23,NIT2MO2_NOS,16,0.884089907
23,NIT2MO2_NOS,17,0.972472832
23,NIT2MO2_NOS,18,0.965372316
23,NIT2MO2_NOS,19,1.111619904
23,NIT2MO2_NOS,20,1.063409033
23,NIT2MO2_NOS,21,1.084356918
23,NIT2MO2_NOS,22,1.004140787
23,NIT2MO2_NOS,23,1.008392729
23,NIT2MO2_NOS,24,1.024225089
23,NIT2MO2_NOS,25,0.990222181
23,NIT2MO2_NOS,26,1.035669015
23,NIT2MO2_NOS,27,0.955115768
24,NIT2MO1_NOS,2,0.887060619
24,NIT2MO1_NOS,3,1.004703093
24,NIT2MO1_NOS,4,0.992746019
24,NIT2MO1_NOS,5,0.944057432
24,NIT2MO1_NOS,6,0.997009255
24,NIT2MO1_NOS,7,1.046268317
24,NIT2MO1_NOS,8,0.938616992
24,NIT2MO1_NOS,9,0.960352711
24,NIT2MO1_NOS,10,0.977909527
24,NIT2MO1_NOS,11,0.955744331
24,NIT2MO1_NOS,12,1.049015883
24,NIT2MO1_NOS,13,1.045220491
24,NIT2MO2_NOS,14,1.044293015
24,NIT2MO2_NOS,15,0.961081723
24,NIT2MO2_NOS,16,0.957610481
24,NIT2MO2_NOS,17,0.983698995
24,NIT2MO2_NOS,18,1.00324349
24,NIT2MO2_NOS,19,1.098770571
24,NIT2MO2_NOS,20,1.04650421
24,NIT2MO2_NOS,21,1.081210029
24,NIT2MO2_NOS,22,0.997219757
24,NIT2MO2_NOS,23,0.997596052
24,NIT2MO2_NOS,24,1.013776195
24,NIT2MO2_NOS,25,0.971263313
24,NIT2MO2_NOS,26,1.022138372
24,NIT2MO2_NOS,27,0.943344975
25,NIT2MO1_NOS,2,0.884628225
25,NIT2MO1_NOS,3,1.016059343
25,NIT2MO1_NOS,4,0.989871801
25,NIT2MO1_NOS,5,0.944376496
25,NIT2MO1_NOS,6,0.97938811
25,NIT2MO1_NOS,7,1.013906489
25,NIT2MO1_NOS,8,0.943634864
25,NIT2MO1_NOS,9,0.963879817
25,NIT2MO1_NOS,10,0.977665882
25,NIT2MO1_NOS,11,0.952524491
25,NIT2MO1_NOS,12,1.034729083
