genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
NOS,ID30,44.24547497,170.9960036,-170.9960036,0,0,0,dark
NOS,ID30,44.47287597,170.6213804,-170.6213804,0.227401,0.3746232,1,dark
NOS,ID30,44.97908447,170.2521791,-170.2521791,0.7336095,0.7438245,2,dark
NOS,ID30,45.05638533,170.0654213,-170.0654213,0.81091036,0.9305823,3,dark
NOS,ID30,45.3954474,169.7351479,-169.7351479,1.14997243,1.2608557,4,dark
NOS,ID30,45.60156202,169.3418939,-169.3418939,1.35608705,1.6541097,5,dark
NOS,ID30,45.74756604,169.0595806,-169.0595806,1.50209107,1.936423,6,dark
NOS,ID30,46.04407756,168.8788159,-168.8788159,1.79860259,2.1171877,7,dark
NOS,ID30,46.10083212,168.3886343,-168.3886343,1.85535715,2.6073693,8,dark
NOS,ID30,46.26009777,168.1598555,-168.1598555,2.0146228,2.8361481,9,dark
NOS,ID30,46.58617227,167.9278641,-167.9278641,2.3406973,3.0681395,10,dark
NOS,ID30,46.67250539,167.5193893,-167.5193893,2.42703042,3.4766143,11,dark
NOS,ID30,46.86178057,167.184844,-167.184844,2.6163056,3.8111596,12,dark
NOS,ID30,46.90267904,166.9795112,-166.9795112,2.65720407,4.0164924,13,dark
NOS,ID30,46.99445011,166.7529099,-166.7529099,2.74897514,4.2430937,14,dark
NOS,ID30,46.92798261,166.3876797,-166.3876797,2.68250764,4.6083239,15,dark
NOS,ID30,46.98938615,166.2112005,-166.2112005,2.74391118,4.7848031,16,dark
NOS,ID30,46.90945988,165.8476301,-165.8476301,2.66398491,5.1483735,17,dark
NOS,ID30,46.6973882,165.7205359,-165.7205359,2.45191323,5.2754677,18,dark
NOS,ID30,46.50303446,165.3741613,-165.3741613,2.25755949,5.6218423,19,dark
NOS,ID30,46.52251157,165.1375943,-165.1375943,2.2770366,5.8584093,20,dark
NOS,ID30,46.43266478,164.9592401,-164.9592401,2.18718981,6.0367635,21,dark
NOS,ID30,46.4509141,164.751748,-164.751748,2.20543913,6.2442556,22,dark
NOS,ID30,46.44611687,164.4941976,-164.4941976,2.2006419,6.501806,23,dark
NOS,ID30,46.38728719,164.2986243,-164.2986243,2.14181222,6.6973793,24,dark
NOS,ID30,46.59646692,164.0976124,-164.0976124,2.35099195,6.8983912,25,dark
NOS,ID30,46.73244622,163.8825152,-163.8825152,2.48697125,7.1134884,26,dark
NOS,ID30,46.85241685,163.7001876,-163.7001876,2.60694188,7.295816,27,dark
NOS,ID30,47.02148785,163.2564995,-163.2564995,2.77601288,7.7395041,28,dark
NOS,ID30,47.13245165,163.0315463,-163.0315463,2.88697668,7.9644573,29,dark
NOS,ID30,47.22441893,162.9180176,-162.9180176,2.97894396,8.077986,30,dark
NOS,ID30,47.34993509,162.4623926,-162.4623926,3.10446012,8.533611,31,dark
NOS,ID30,47.31537155,162.2486165,-162.2486165,3.06989658,8.7473871,32,dark
NOS,ID30,47.51359474,162.0432966,-162.0432966,3.26811977,8.952707,33,dark
NOS,ID30,47.83865304,161.9068511,-161.9068511,3.59317807,9.0891525,34,dark
NOS,ID30,47.89953093,161.3624013,-161.3624013,3.65405596,9.6336023,35,dark
NOS,ID30,48.00469039,161.0724742,-161.0724742,3.75921542,9.9235294,36,dark
NOS,ID30,48.05956308,160.7661702,-160.7661702,3.81408811,10.2298334,37,dark
NOS,ID30,47.93310205,160.4175971,-160.4175971,3.68762708,10.5784065,38,dark
NOS,ID30,48.05539073,160.1632839,-160.1632839,3.80991576,10.8327197,39,dark
NOS,ID30,48.12341876,159.9511718,-159.9511718,3.87794379,11.0448318,40,dark
NOS,ID30,48.09969021,159.7242734,-159.7242734,3.85421524,11.2717302,41,dark
NOS,ID30,48.09997455,159.2670169,-159.2670169,3.85449958,11.7289867,42,dark
NOS,ID30,48.19246063,159.0545957,-159.0545957,3.94698566,11.9414079,43,dark
NOS,ID30,48.13147689,158.8728549,-158.8728549,3.88600192,12.1231487,44,dark
NOS,ID30,48.20779095,158.610492,-158.610492,3.96231598,12.3855116,45,dark
NOS,ID30,48.25328476,158.2536806,-158.2536806,4.00780979,12.742323,46,dark
NOS,ID30,48.21565715,158.0897519,-158.0897519,3.97018218,12.9062517,47,dark
NOS,ID30,48.3266307,157.8171618,-157.8171618,4.08115573,13.1788418,48,dark
NOS,ID30,48.36122104,157.4922529,-157.4922529,4.11574607,13.5037507,49,dark
NOS,ID30,48.49420687,157.3278529,-157.3278529,4.2487319,13.6681507,50,dark
NOS,ID30,48.61708887,157.106491,-157.106491,4.3716139,13.8895126,51,dark
NOS,ID30,48.7942997,156.7407374,-156.7407374,4.54882473,14.2552662,52,dark
NOS,ID30,48.79542443,156.5975116,-156.5975116,4.54994946,14.398492,53,dark
NOS,ID30,49.09659293,156.2310767,-156.2310767,4.85111796,14.7649269,54,dark
NOS,ID30,49.10786513,155.9473785,-155.9473785,4.86239016,15.0486251,55,dark
NOS,ID30,49.20431764,155.8774596,-155.8774596,4.95884267,15.118544,56,dark
NOS,ID30,49.42739459,155.4540122,-155.4540122,5.18191962,15.5419914,57,dark
NOS,ID30,49.54356946,155.3017539,-155.3017539,5.29809449,15.6942497,58,dark
NOS,ID30,49.60568262,155.1257984,-155.1257984,5.36020765,15.8702052,59,dark
NOS,ID30,50.006955,154.9083278,-154.9083278,5.76148003,16.0876758,60,dark
NOS,ID30,50.10610494,154.6435881,-154.6435881,5.86062997,16.3524155,61,dark
NOS,ID30,50.30773247,154.3944336,-154.3944336,6.0622575,16.60157,62,dark
NOS,ID30,50.30117322,154.2043309,-154.2043309,6.05569825,16.7916727,63,dark
NOS,ID30,50.64136577,154.1230685,-154.1230685,6.3958908,16.8729351,64,dark
NOS,ID30,50.60467456,153.7836244,-153.7836244,6.35919959,17.2123792,65,dark
NOS,ID30,50.82426758,153.7296443,-153.7296443,6.57879261,17.2663593,66,dark
NOS,ID30,50.9699007,153.217736,-153.217736,6.72442573,17.7782676,67,dark
NOS,ID30,50.88921376,152.9860819,-152.9860819,6.64373879,18.0099217,68,dark
NOS,ID30,50.97941793,152.8217356,-152.8217356,6.73394296,18.174268,69,dark
NOS,ID30,51.08230124,152.382111,-152.382111,6.83682627,18.6138926,70,dark
NOS,ID30,51.01817031,152.0290454,-152.0290454,6.77269534,18.9669582,71,dark
NOS,ID30,51.01807113,151.9722109,-151.9722109,6.77259616,19.0237927,72,dark
NOS,ID30,51.06561505,151.6129107,-151.6129107,6.82014008,19.3830929,73,dark
NOS,ID30,51.08053923,151.2367962,-151.2367962,6.83506426,19.7592074,74,dark
NOS,ID30,51.1221525,151.0478637,-151.0478637,6.87667753,19.9481399,75,dark
NOS,ID30,51.17022939,150.9502129,-150.9502129,6.92475442,20.0457907,76,dark
NOS,ID30,51.3394353,150.5035323,-150.5035323,7.09396033,20.4924713,77,dark
NOS,ID30,51.48739048,150.1661003,-150.1661003,7.24191551,20.8299033,78,dark
NOS,ID30,51.73037567,149.9745915,-149.9745915,7.4849007,21.0214121,79,dark
NOS,ID30,51.96652332,149.7614255,-149.7614255,7.72104835,21.2345781,80,dark
NOS,ID30,52.02460801,149.4235313,-149.4235313,7.77913304,21.5724723,81,dark
NOS,ID30,52.12314932,149.124923,-149.124923,7.87767435,21.8710806,82,dark
NOS,ID30,52.30850709,148.8839561,-148.8839561,8.06303212,22.1120475,83,dark
NOS,ID30,52.4360337,148.8453998,-148.8453998,8.19055873,22.1506038,84,dark
NOS,ID30,52.6993347,148.4931266,-148.4931266,8.45385973,22.502877,85,dark
NOS,ID30,52.79655874,148.1658221,-148.1658221,8.55108377,22.8301815,86,dark
NOS,ID30,52.97694763,147.9377843,-147.9377843,8.73147266,23.0582193,87,dark
NOS,ID30,53.06531195,147.8171911,-147.8171911,8.81983698,23.1788125,88,dark
NOS,ID30,53.18132575,147.4640548,-147.4640548,8.93585078,23.5319488,89,dark
NOS,ID30,53.31594485,147.3687872,-147.3687872,9.07046988,23.6272164,90,dark
NOS,ID30,53.4788827,147.1681656,-147.1681656,9.23340773,23.827838,91,dark
NOS,ID30,53.71341333,147.0852108,-147.0852108,9.46793836,23.9107928,92,dark
NOS,ID30,53.88883453,146.8640035,-146.8640035,9.64335956,24.1320001,93,dark
NOS,ID30,53.98840894,146.5706004,-146.5706004,9.74293397,24.4254032,94,dark
NOS,ID30,54.05880996,146.2300518,-146.2300518,9.81333499,24.7659518,95,dark
NOS,ID30,54.21053659,146.1187507,-146.1187507,9.96506162,24.8772529,96,dark
