genotype,Track ID,X,Y,V,nor_X,nor_V,Frame,condition
NOS,ID29,69.91746502,45.94978413,-45.94978413,0,0,0,dark
NOS,ID29,69.92718604,46.07159499,-46.07159499,0.00972102,-0.12181086,1,dark
NOS,ID29,69.97555127,46.22756247,-46.22756247,0.05808625,-0.27777834,2,dark
NOS,ID29,70.13617259,46.63212691,-46.63212691,0.21870757,-0.68234278,3,dark
NOS,ID29,70.07463303,46.8980613,-46.8980613,0.15716801,-0.94827717,4,dark
NOS,ID29,70.24157205,47.07200404,-47.07200404,0.32410703,-1.12221991,5,dark
NOS,ID29,70.16116602,47.3806075,-47.3806075,0.243701,-1.43082337,6,dark
NOS,ID29,70.38147445,47.65313802,-47.65313802,0.46400943,-1.70335389,7,dark
NOS,ID29,70.22656683,47.91308724,-47.91308724,0.30910181,-1.96330311,8,dark
NOS,ID29,70.22221426,48.05578492,-48.05578492,0.30474924,-2.10600079,9,dark
NOS,ID29,70.27903257,48.28771481,-48.28771481,0.36156755,-2.33793068,10,dark
NOS,ID29,70.32992923,48.58111659,-48.58111659,0.41246421,-2.63133246,11,dark
NOS,ID29,70.30955779,48.8540383,-48.8540383,0.39209277,-2.90425417,12,dark
NOS,ID29,70.32473996,49.00400166,-49.00400166,0.40727494,-3.05421753,13,dark
NOS,ID29,70.19785989,49.16155434,-49.16155434,0.28039487,-3.21177021,14,dark
NOS,ID29,70.17852657,49.30011167,-49.30011167,0.26106155,-3.35032754,15,dark
NOS,ID29,70.18589008,49.60444729,-49.60444729,0.26842506,-3.65466316,16,dark
NOS,ID29,70.36104743,49.72764242,-49.72764242,0.44358241,-3.77785829,17,dark
NOS,ID29,70.34115297,49.96970538,-49.96970538,0.42368795,-4.01992125,18,dark
NOS,ID29,70.43777237,50.03877411,-50.03877411,0.52030735,-4.08898998,19,dark
NOS,ID29,70.49855458,50.11630231,-50.11630231,0.58108956,-4.16651818,20,dark
NOS,ID29,70.63843864,50.2162147,-50.2162147,0.72097362,-4.26643057,21,dark
NOS,ID29,70.73196057,50.20987458,-50.20987458,0.81449555,-4.26009045,22,dark
NOS,ID29,70.84229454,50.20444146,-50.20444146,0.92482952,-4.25465733,23,dark
NOS,ID29,70.92482097,50.27251086,-50.27251086,1.00735595,-4.32272673,24,dark
NOS,ID29,70.9769558,50.28431081,-50.28431081,1.05949078,-4.33452668,25,dark
NOS,ID29,71.05879841,50.33116358,-50.33116358,1.14133339,-4.38137945,26,dark
NOS,ID29,71.16781638,50.32971785,-50.32971785,1.25035136,-4.37993372,27,dark
NOS,ID29,71.26470755,50.49917439,-50.49917439,1.34724253,-4.54939026,28,dark
NOS,ID29,71.40351351,50.46708304,-50.46708304,1.48604849,-4.51729891,29,dark
NOS,ID29,71.7102882,50.58432149,-50.58432149,1.79282318,-4.63453736,30,dark
NOS,ID29,71.89473645,50.69660034,-50.69660034,1.97727143,-4.74681621,31,dark
NOS,ID29,72.04001386,50.76046603,-50.76046603,2.12254884,-4.8106819,32,dark
NOS,ID29,72.1665951,50.90110814,-50.90110814,2.24913008,-4.95132401,33,dark
NOS,ID29,72.23061303,50.99439033,-50.99439033,2.31314801,-5.0446062,34,dark
NOS,ID29,72.52087744,51.04294145,-51.04294145,2.60341242,-5.09315732,35,dark
NOS,ID29,72.82621491,51.05568363,-51.05568363,2.90874989,-5.1058995,36,dark
NOS,ID29,72.98660684,51.17116363,-51.17116363,3.06914182,-5.2213795,37,dark
NOS,ID29,73.04465674,51.30692458,-51.30692458,3.12719172,-5.35714045,38,dark
NOS,ID29,73.29397153,51.55036521,-51.55036521,3.37650651,-5.60058108,39,dark
NOS,ID29,73.48405671,51.75361116,-51.75361116,3.56659169,-5.80382703,40,dark
NOS,ID29,73.67958671,51.97913823,-51.97913823,3.76212169,-6.0293541,41,dark
NOS,ID29,73.82146276,52.0406384,-52.0406384,3.90399774,-6.09085427,42,dark
NOS,ID29,74.00563205,52.15704454,-52.15704454,4.08816703,-6.20726041,43,dark
NOS,ID29,74.06335202,52.24484849,-52.24484849,4.145887,-6.29506436,44,dark
NOS,ID29,74.22306711,52.47108392,-52.47108392,4.30560209,-6.52129979,45,dark
NOS,ID29,74.47926214,52.78028509,-52.78028509,4.56179712,-6.83050096,46,dark
NOS,ID29,74.64620733,53.00136641,-53.00136641,4.72874231,-7.05158228,47,dark
NOS,ID29,74.83161414,53.11510341,-53.11510341,4.91414912,-7.16531928,48,dark
NOS,ID29,74.99049986,53.20877584,-53.20877584,5.07303484,-7.25899171,49,dark
NOS,ID29,75.05848416,53.42075858,-53.42075858,5.14101914,-7.47097445,50,dark
NOS,ID29,75.18225191,53.71779003,-53.71779003,5.26478689,-7.7680059,51,dark
NOS,ID29,75.24061881,53.92606119,-53.92606119,5.32315379,-7.97627706,52,dark
NOS,ID29,75.36937346,54.11259317,-54.11259317,5.45190844,-8.16280904,53,dark
NOS,ID29,75.57962079,54.28065844,-54.28065844,5.66215577,-8.33087431,54,dark
NOS,ID29,75.80250572,54.56213343,-54.56213343,5.8850407,-8.6123493,55,dark
NOS,ID29,75.98372092,54.83184205,-54.83184205,6.0662559,-8.88205792,56,dark
NOS,ID29,76.05339506,54.97795301,-54.97795301,6.13593004,-9.02816888,57,dark
NOS,ID29,76.10374999,55.14155506,-55.14155506,6.18628497,-9.19177093,58,dark
NOS,ID29,76.24379574,55.30819223,-55.30819223,6.32633072,-9.3584081,59,dark
NOS,ID29,76.46642455,55.57437997,-55.57437997,6.54895953,-9.62459584,60,dark
NOS,ID29,76.61771243,55.97403006,-55.97403006,6.70024741,-10.02424593,61,dark
NOS,ID29,76.7474512,56.17933534,-56.17933534,6.82998618,-10.22955121,62,dark
NOS,ID29,76.96324313,56.29122327,-56.29122327,7.04577811,-10.34143914,63,dark
NOS,ID29,76.97083371,56.74599326,-56.74599326,7.05336869,-10.79620913,64,dark
NOS,ID29,77.11762325,56.98145341,-56.98145341,7.20015823,-11.03166928,65,dark
NOS,ID29,77.15534595,57.14653755,-57.14653755,7.23788093,-11.19675342,66,dark
